@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE class	{0,1}

@DATA
7466.7,-5.6235,1485.8,1
7902.1,-5.6634,1464.3,1
7509.1,-5.5665,1464.3,1
7612.6,-5.5871,1464.3,1
7338.2,-5.6055,1464.3,1
7071.8,-5.6128,1464.3,1
7161.6,-5.5738,1464.3,1
6950.7,-5.5821,1442.7,1
6961.6,-5.5644,1442.7,1
6803.2,-5.567,1442.7,1
6923,-5.5565,1421.2,1
6537.1,-5.4778,2777.8,1
6079.8,-5.5196,2777.8,1
6987.7,-5.4869,2842.4,1
6397,-5.5017,2777.8,1
5962.5,-5.5143,2907,1
5454.6,-5.3812,2863.9,1
5058.1,-5.3824,2907,1
4684.3,-5.2898,2799.3,1
5170.5,-5.3694,1571.9,1
5009.1,-5.2657,1528.9,1
4683.4,-5.27,1550.4,1
5072.6,-5.2834,1528.9,1
5003.2,-5.259,1507.3,1
4938.6,-5.2784,1528.9,1
4343.6,-5.2784,1485.8,1
3597.4,-5.0981,1485.8,1
3806.9,-5.1602,1464.3,1
2888.2,-5.0227,1442.7,1
2835.6,-5.0555,2842.4,1
2652.4,-5.0437,2777.8,1
2836.7,-5.1833,2756.2,1
2241.4,-4.8673,2734.7,1
2059.1,-4.709,2713.2,1
2557.1,-5.0802,1615,1
2022.9,-4.6423,2907,1
1986.5,-4.7231,2907,1
1734.3,-4.7214,2863.9,1
1894.1,-4.7894,2885.4,1
1629.4,-4.7888,2648.6,1
1571.5,-4.7047,2670.1,1
1659.7,-4.786,1356.6,1
1634.2,-4.6276,1356.6,1
1660.2,-4.6546,1378.1,1
1665.6,-4.6188,1378.1,1
1614,-4.6012,1378.1,1
1612.2,-4.6209,1378.1,1
1473.8,-4.6309,2713.2,1
1445,-4.6995,2713.2,1
1506.1,-4.8843,2670.1,1
1250.2,-4.8385,2885.4,1
1276.3,-4.7824,1571.9,1
1238.6,-4.9518,1550.4,1
1079.2,-4.8658,2756.2,1
831.02,-4.8997,2713.2,1
729.51,-4.7709,2691.7,1
624.95,-4.8174,2691.7,1
536.32,-4.8321,2648.6,1
477.02,-4.8081,2648.6,1
403.76,-4.8442,2627.1,1
355.54,-4.877,2627.1,1
358.93,-4.9025,968.99,1
360.2,-4.8747,968.99,1
342.81,-4.9133,968.99,1
310.49,-4.9212,968.99,1
301.79,-4.8524,968.99,1
300.59,-4.8837,968.99,1
316.19,-4.8323,968.99,1
314.31,-4.7995,968.99,1
324.85,-4.8283,990.53,1
342.96,-4.8209,1012.1,1
316.59,-4.799,1012.1,1
342.29,-4.766,1012.1,1
337.47,-4.7654,1012.1,1
339.59,-4.7948,1012.1,1
319.89,-4.8557,1012.1,1
280.09,-4.8516,1012.1,1
278.42,-4.8821,990.53,1
254.69,-4.9114,990.53,1
239.02,-4.7412,968.99,1
240.98,-4.6855,968.99,1
227.76,-4.8315,968.99,1
163.89,-4.8381,947.46,1
141.34,-4.7508,947.46,1
109.96,-4.8821,947.46,1
112.39,-4.7486,947.46,1
98.589,-4.7933,947.46,1
96.29,-4.8284,947.46,1
64.673,-4.9665,925.93,1
68.222,-4.7686,904.39,1
28.598,-5.0415,882.86,1
8.4158,-5.0568,861.33,1
48.076,-4.977,904.39,1
43.723,-4.8339,947.46,1
20.574,-4.9315,925.93,1
14.509,-5.0051,947.46,1
40.5,-4.8808,990.53,1
41.798,-4.8929,990.53,1
43.991,-4.8299,968.99,1
43.207,-4.8608,968.99,1
46.981,-4.7714,968.99,1
40.286,-4.9325,753.66,1
60.288,-4.8404,775.2,1
51.75,-4.9586,775.2,1
29.627,-4.9815,753.66,1
54.462,-4.911,753.66,1
69.689,-4.779,775.2,1
76.262,-4.7983,775.2,1
117.4,-4.5444,775.2,1
107.06,-4.5262,775.2,1
84.446,-4.6165,775.2,1
56.802,-4.7541,775.2,1
55.1,-4.7922,775.2,1
53.58,-4.7986,753.66,1
43.346,-4.8065,753.66,1
46.908,-4.7905,753.66,1
50.205,-4.8375,753.66,1
40.939,-4.8679,753.66,1
58.063,-4.827,753.66,1
77.971,-4.7437,775.2,1
124.2,-4.6883,775.2,1
204.14,-4.7518,775.2,1
135.88,-4.8601,775.2,1
-61.547,-5.5168,258.4,0
-50.598,-5.646,775.2,0
-50.643,-5.6714,753.66,0
-55.887,-5.8844,516.8,0
-89.632,-6.0608,516.8,0
-125.46,-5.9721,882.86,0
-133.46,-5.9125,904.39,0
-148.62,-6.0525,882.86,0
-158.41,-6.1486,473.73,0
-154.65,-6.1272,473.73,0
-154.16,-6.1365,904.39,0
-143.31,-6.1795,2454.8,0
-124.26,-6.1635,904.39,0
-109,-6.1338,839.79,0
-90.849,-6.1854,473.73,0
-83.539,-6.2182,2454.8,0
-77.009,-6.2211,2497.9,0
-71.6,-6.221,2454.8,0
-69.964,-6.1016,882.86,0
-62.747,-6.1853,732.13,0
-58.118,-6.3576,796.73,0
-51.323,-6.4343,258.4,0
-50.544,-6.3862,452.2,0
-44.37,-6.4696,473.73,0
-43.354,-6.5133,473.73,0
-43.22,-6.5577,193.8,0
-45.525,-6.5172,430.66,0
-44.112,-6.4942,430.66,0
-44.081,-6.595,689.06,0
-62.701,-6.4014,732.13,0
-80.079,-5.5435,624.46,0
102.91,-5.2243,667.53,0
231.41,-5.0091,710.6,1
279.01,-5.0185,753.66,1
339.79,-4.8602,775.2,1
416.06,-4.7302,775.2,1
521.4,-4.578,796.73,1
586.51,-4.5855,796.73,1
609.89,-4.636,796.73,1
663.56,-4.4608,796.73,1
677.14,-4.5346,796.73,1
709.51,-4.5062,796.73,1
692.14,-4.5135,796.73,1
650.37,-4.6019,796.73,1
681.61,-4.4913,796.73,1
666.57,-4.5702,796.73,1
686.38,-4.9067,796.73,1
650.5,-5.1087,796.73,1
700.47,-5.148,796.73,1
708.49,-5.2141,409.13,1
765.04,-5.2908,409.13,1
748.63,-5.2568,430.66,1
689.4,-5.4652,409.13,1
778.31,-5.4644,409.13,1
1038.5,-5.5717,409.13,1
1656,-5.5169,1184.3,1
3232.1,-5.5116,430.66,1
3306.5,-5.5231,1205.9,1
4063.6,-5.4763,2368.7,1
4612.3,-5.6852,2562.5,1
5291.6,-5.5409,2562.5,1
5183,-5.5646,2562.5,1
6073.5,-5.592,1959.5,1
5892.3,-5.645,2584,1
6382.6,-5.6707,2584,1
5341.5,-5.7679,2820.8,1
4787.2,-5.7377,1808.8,1
5307.9,-5.7338,1098.2,1
6250.6,-5.7374,796.73,1
6686.4,-5.8157,1593.5,1
6232.3,-5.7905,1571.9,1
5637.1,-5.8257,1636.5,1
7126.8,-5.815,2863.9,1
7932,-5.8161,2971.6,1
7155.2,-5.8256,1485.8,1
7779.3,-5.7954,1485.8,1
8269.9,-5.8547,3079.2,1
8029.6,-5.8261,1507.3,1
8091.4,-5.8123,1507.3,1
8926.9,-5.7465,3079.2,1
8145.7,-5.7522,3057.7,1
9032.9,-5.7478,3036.2,1
9428.9,-5.6734,1550.4,1
8010.6,-5.7555,1550.4,1
7513.5,-5.743,1550.4,1
7771.3,-5.7683,3036.2,1
6969.2,-5.6944,1507.3,1
7272.3,-5.7025,1550.4,1
7689.4,-5.6764,1507.3,1
7172.2,-5.6446,1485.8,1
6157.8,-5.6246,1464.3,1
6176.9,-5.6692,1421.2,1
5903.8,-5.6255,1550.4,1
5797.8,-5.6497,2907,1
5904.1,-5.6357,1744.2,1
5901.3,-5.5704,1722.7,1
5744.8,-5.5997,1679.6,1
5191.6,-5.5689,3122.3,1
4852.8,-5.4501,3036.2,1
5340.4,-5.4624,3014.6,1
5370,-5.3721,3014.6,1
5300.4,-5.4045,3057.7,1
4668,-5.3909,2907,1
5489.8,-5.4408,1593.5,1
4398,-5.3857,1571.9,1
5133,-5.4792,2907,1
4219.3,-5.3024,1550.4,1
4122.3,-5.4346,1550.4,1
4154.7,-5.4348,2863.9,1
3961.3,-5.3417,1528.9,1
4034.5,-5.3186,2950,1
3438,-5.1071,1507.3,1
3902.6,-5.2806,1507.3,1
3642.1,-5.1241,1485.8,1
3731.4,-5.3197,1464.3,1
3678,-5.2205,1464.3,1
3575.3,-5.1831,1442.7,1
3569.9,-5.1124,1442.7,1
3662.1,-5.1333,1442.7,1
3434.7,-5.0041,1442.7,1
3985.5,-5.1887,1464.3,1
4091.7,-5.1671,1464.3,1
4065.3,-5.0758,1464.3,1
4313.2,-5.2418,1485.8,1
3372.1,-5.0289,1464.3,1
3933.9,-5.2295,1442.7,1
2907.8,-4.9571,1399.7,1
2580,-4.7579,1399.7,1
2495.5,-4.8556,1378.1,1
2109.1,-4.5472,2993.1,1
2402.4,-4.8927,1378.1,1
2373.7,-4.8706,2993.1,1
2430.1,-4.8328,1378.1,1
2022,-4.6917,2993.1,1
1969,-4.6476,1378.1,1
2245,-5.0283,1356.6,1
1671.2,-4.9006,2907,1
1411.1,-4.9276,2885.4,1
1136.9,-5.1264,2842.4,1
974.19,-4.9636,2799.3,1
873.49,-5.032,2799.3,1
754.43,-5.0434,2799.3,1
611.54,-5.0849,1033.6,1
579.86,-4.9678,1012.1,1
625.67,-4.8143,1012.1,1
651.66,-4.8651,1012.1,1
620.13,-4.9211,990.53,1
478.34,-4.7656,968.99,1
312.19,-4.9845,947.46,1
179.28,-5.0671,904.39,1
59.033,-5.1883,1012.1,1
29.219,-5.1581,990.53,1
26.422,-5.2234,968.99,1
-30.181,-5.3864,882.86,1
-44.454,-5.3463,968.99,1
-59.376,-5.3851,925.93,1
-46.947,-5.4024,839.79,1
-37.479,-5.3667,882.86,1
-7.6027,-5.3915,861.33,1
10.218,-5.3187,861.33,1
-6.7298,-5.3204,861.33,1
40.944,-5.3286,882.86,1
142.32,-5.1552,968.99,1
146.15,-5.2193,1012.1,1
164.67,-5.039,796.73,1
183.06,-5.1376,796.73,1
207.7,-5.0864,818.26,1
299.71,-4.9519,861.33,1
380.46,-4.786,882.86,1
424.01,-4.7108,882.86,1
471.99,-4.6688,904.39,1
510.55,-4.6865,904.39,1
689.07,-4.5285,925.93,1
719.45,-4.5395,925.93,1
713.83,-4.5691,925.93,1
736.18,-4.5438,925.93,1
721.75,-4.5179,925.93,1
754.46,-4.4633,925.93,1
776.72,-4.5033,925.93,1
768.3,-4.5349,904.39,1
695.05,-4.6098,904.39,1
622.45,-4.6852,882.86,1
632.68,-4.7529,882.86,1
572.57,-4.6927,861.33,1
563.98,-4.7349,861.33,1
515.36,-4.7961,861.33,1
454.88,-4.9237,861.33,1
503.44,-4.746,861.33,1
498.12,-4.7559,861.33,1
529.7,-4.6552,861.33,1
514.12,-4.7191,861.33,1
515.56,-4.6371,861.33,1
501.76,-4.6775,861.33,1
506.38,-4.577,861.33,1
483.25,-4.6232,861.33,1
502.96,-4.5343,861.33,1
522.4,-4.5472,861.33,1
512.32,-4.6386,861.33,1
406.6,-4.7889,839.79,1
373.49,-4.7816,839.79,1
379.29,-4.8627,818.26,1
288.67,-4.8852,796.73,1
265.28,-4.9078,775.2,1
327.22,-4.906,775.2,1
31.851,-5.0821,796.73,0
-66.595,-5.5663,258.4,0
-57.63,-5.7917,775.2,0
-54.01,-5.9331,775.2,0
-67.014,-6.112,775.2,0
-94.651,-6.0527,882.86,0
-120.38,-6.0307,904.39,0
-133.95,-6.0537,473.73,0
-148.72,-6.1951,516.8,0
-148.91,-6.2248,904.39,0
-147.67,-6.2312,516.8,0
-136.42,-6.2403,968.99,0
-130.37,-6.2705,2497.9,0
-125.37,-6.2525,861.33,0
-116.51,-6.219,861.33,0
-107.59,-6.2482,882.86,0
-95.632,-6.1448,882.86,0
-89.749,-6.1711,839.79,0
-82.291,-5.98,818.26,0
-74.358,-6.2557,839.79,0
-66.884,-6.2748,904.39,0
-58.657,-6.3139,818.26,0
-54.599,-6.4036,495.26,0
-49.384,-6.4683,990.53,0
-43.953,-6.5916,473.73,0
-49.7,-6.4126,1033.6,0
-52.103,-6.4184,990.53,0
-49.575,-6.4521,430.66,0
-47.636,-6.4275,387.6,0
-49.934,-6.5169,387.6,0
-67.171,-6.4479,495.26,0
-80.954,-5.9872,538.33,0
-34.655,-4.9373,538.33,0
-8.2425,-5.1837,667.53,0
23.432,-5.2548,559.86,0
173.59,-5.0132,646,1
281.87,-4.8977,710.6,1
342.29,-4.7792,732.13,1
408.71,-4.7716,775.2,1
477.09,-4.5636,796.73,1
549.45,-4.4372,818.26,1
541.68,-4.5471,409.13,1
520.85,-4.5931,430.66,1
476.15,-4.5362,430.66,1
495.43,-4.5929,409.13,1
556.01,-4.5647,409.13,1
547.34,-4.5034,430.66,1
513.19,-4.448,430.66,1
572.13,-4.4738,430.66,1
586.42,-4.4837,430.66,1
587.98,-4.4936,430.66,1
556.96,-4.5873,430.66,1
559.06,-4.5253,430.66,1
537.67,-4.5071,430.66,1
461.52,-4.639,430.66,1
536.86,-4.9725,409.13,1
475.79,-5.0937,409.13,1
482.27,-5.1144,409.13,1
500.18,-5.0186,409.13,1
572.32,-5.0536,409.13,1
675.11,-4.9973,409.13,1
653.5,-5.0397,409.13,1
516.3,-5.1786,409.13,1
490.15,-5.298,409.13,1
643.72,-5.3091,409.13,1
715.5,-5.3994,409.13,1
872.18,-5.4006,409.13,1
1319.7,-5.389,796.73,1
1974.6,-5.4604,775.2,1
2724.4,-5.5052,1012.1,1
3257.2,-5.5216,775.2,1
3100.4,-5.5776,796.73,1
3874.5,-5.6413,2497.9,1
3551.5,-5.6474,1033.6,1
3817.6,-5.6309,775.2,1
3346,-5.619,775.2,1
3015.3,-5.5869,775.2,1
3807.2,-5.7742,1098.2,1
6004.6,-5.6729,2670.1,1
5515.8,-5.787,1378.1,1
6019.5,-5.7278,2799.3,1
5933.9,-5.7226,1485.8,1
5276.3,-5.9082,1485.8,1
5481.5,-5.8598,2799.3,1
5902.8,-5.7824,1248.9,1
6700.9,-5.7885,2885.4,1
5600.4,-5.7284,1399.7,1
5023.2,-5.7429,1292,1
5043.4,-5.7779,1421.2,1
4991,-5.7861,2885.4,1
4980.8,-5.7799,1421.2,1
5126,-5.7666,1356.6,1
4319,-5.6955,2842.4,1
5335.6,-5.5365,1421.2,1
4367.9,-5.5391,1248.9,1
3848.6,-5.6652,2691.7,1
4378.4,-5.5728,1421.2,1
4231.5,-5.5875,1464.3,1
4547.7,-5.554,1442.7,1
4559.1,-5.5465,1421.2,1
4261.9,-5.4945,1399.7,1
3851.4,-5.4692,1399.7,1
4044,-5.4949,2993.1,1
4820.8,-5.4369,2971.6,1
4507.8,-5.49,2950,1
4460,-5.4729,2950,1
4712.8,-5.4339,2907,1
4708.5,-5.5173,2885.4,1
4241.6,-5.5287,1442.7,1
4527.7,-5.6201,1421.2,1
4097.5,-5.5702,3014.6,1
4156.1,-5.4549,2971.6,1
4193.8,-5.5033,3036.2,1
3946.1,-5.4944,2993.1,1
3423.5,-5.4769,2950,1
2812.9,-5.4637,1356.6,1
2342.4,-5.3576,3036.2,1
1572.2,-5.4092,2993.1,1
2019.5,-5.3826,1485.8,1
2728.5,-5.2836,3143.8,1
1944.4,-5.41,1485.8,1
2319.2,-5.4816,2950,1
2142,-5.3767,1399.7,1
1859.3,-5.2631,1507.3,1
1813.1,-5.2038,1485.8,1
1967.2,-5.3283,1528.9,1
2069.3,-5.2597,1485.8,1
1946.3,-5.0732,1464.3,1
2373.4,-5.3521,1507.3,1
1850.8,-5.4401,1485.8,1
1627.1,-5.2168,1485.8,1
1894.2,-5.351,1485.8,1
2468.1,-5.3858,1528.9,1
2184.7,-5.4619,2777.8,1
1824.7,-5.387,1571.9,1
1890.2,-5.2895,1550.4,1
2103.7,-5.5197,1550.4,1
2680.9,-5.4961,1550.4,1
2460.1,-5.5481,1593.5,1
2209.7,-5.4288,1571.9,1
1673,-5.2438,1593.5,1
1551.9,-5.215,1679.6,1
2241.5,-5.4554,1701.1,1
2031.3,-5.3948,1636.5,1
1716.6,-5.2926,3057.7,1
2012,-5.3532,1701.1,1
2445.4,-5.5321,1701.1,1
1423,-5.3844,3079.2,1
2394.6,-5.5462,1679.6,1
1809.9,-5.2001,1701.1,1
1645.8,-5.3111,3122.3,1
2247.4,-5.5223,1722.7,1
2643,-5.5359,3208.4,1
1352.5,-5.3519,1636.5,1
1279.6,-5.3476,1636.5,1
1826.8,-5.3598,1679.6,1
1060.2,-5.5117,1615,1
1758.7,-5.4153,1636.5,1
1605,-5.364,1658.1,1
2201.3,-5.4365,1636.5,1
1196.8,-5.1711,1636.5,1
1900.6,-5.431,1636.5,1
987.99,-5.1635,1571.9,1
835.43,-5.1248,1571.9,1
765.94,-5.2543,1571.9,1
623.96,-4.7711,1528.9,1
740.39,-5.1676,1550.4,1
446.31,-5.0276,1485.8,1
336.47,-5.0348,1528.9,1
617.96,-5.2641,3079.2,1
667.08,-5.2201,1270.5,1
620.84,-4.9935,2971.6,1
574.04,-4.7761,2950,1
533.3,-4.7367,1227.4,1
491.28,-4.7071,1205.9,1
359.42,-4.8152,968.99,1
297.36,-4.7946,968.99,1
295.68,-4.7825,947.46,1
316.69,-4.6125,947.46,1
259.37,-4.5446,947.46,1
188.17,-4.5924,968.99,1
114.17,-4.8122,947.46,1
80.219,-4.8312,925.93,1
48.397,-4.8358,861.33,1
-5.2879,-4.9318,796.73,1
-49.028,-5.0587,839.79,0
-64.791,-5.1777,818.26,0
-57.064,-5.0522,667.53,0
-55.808,-5.0259,667.53,0
-60.731,-5.2208,689.06,0
-55.989,-5.8495,538.33,0
-46.035,-6.3134,279.93,0
-42.327,-6.534,667.53,0
-40.26,-6.4007,495.26,0
-40.965,-6.5314,516.8,0
-40.82,-6.5445,667.53,0
-40.881,-6.5748,344.53,0
-42.087,-6.5702,236.87,0
-41.311,-6.4606,215.33,0
-41.962,-6.4934,516.8,0
-51.89,-5.6264,581.4,0
-49.24,-5.5372,516.8,0
-41.702,-6.4792,473.73,0
-44.235,-6.4431,495.26,0
-49.535,-6.4238,473.73,0
-41.797,-6.4538,495.26,0
-47.561,-6.5816,409.13,0
-124.63,-6.2654,775.2,0
-86.946,-6.0825,796.73,0
-76.11,-6.394,818.26,0
-86.608,-6.4572,775.2,0
-95.369,-6.3558,2627.1,0
-97.489,-6.2705,2584,0
-104.64,-6.252,2627.1,0
-110.04,-6.3243,366.06,0
-110.38,-6.2614,818.26,0
-110.52,-6.2238,732.13,0
-105.45,-6.271,753.66,0
-104.87,-6.1947,775.2,0
-94.889,-6.2096,775.2,0
-86.223,-6.2218,839.79,0
-79.778,-6.3239,409.13,0
-59.866,-6.3084,775.2,0
-52.979,-6.4099,279.93,0
-47.29,-6.3868,796.73,0
-44.012,-6.5033,646,0
-44.395,-6.4474,215.33,0
-41.858,-6.5343,236.87,0
-38.92,-6.637,581.4,0
-39.705,-6.6176,559.86,0
-42.352,-6.5011,236.87,0
-40.515,-6.5863,258.4,0
-42.857,-6.6415,215.33,0
-43.171,-6.6795,495.26,0
-42.549,-6.6796,904.39,0
-41.102,-6.6035,236.87,0
-39.262,-6.6824,172.27,0
-45.05,-6.6046,236.87,0
-44.908,-6.6584,430.66,0
-40.682,-6.6173,193.8,0
-43.009,-6.4967,236.87,0
-48.035,-6.4368,193.8,0
-98.929,-5.5974,624.46,0
32.865,-5.2267,667.53,0
160.02,-5.0361,710.6,0
261.93,-4.9276,753.66,1
452.55,-4.845,796.73,1
445.04,-4.7838,430.66,1
440.58,-4.4724,409.13,1
366.53,-4.5673,409.13,1
338.31,-4.6598,387.6,1
312.84,-4.6585,387.6,1
289.05,-4.5155,387.6,1
298.85,-4.5597,387.6,1
303.84,-4.5525,387.6,1
304.99,-4.5769,387.6,1
348.99,-4.5058,387.6,1
365.19,-4.5448,387.6,1
411.5,-4.5038,409.13,1
459.22,-4.5015,409.13,1
503.74,-4.4432,409.13,1
583.82,-4.5617,775.2,1
686.01,-4.5846,775.2,1
753.82,-4.4311,775.2,1
744.05,-4.4255,775.2,1
776.47,-4.4498,796.73,1
808.09,-4.3599,775.2,1
838.11,-4.4571,775.2,1
877.86,-4.4848,775.2,1
867.31,-4.7377,775.2,1
872.89,-4.947,796.73,1
779.3,-5.1414,775.2,1
748.08,-5.262,409.13,1
862.86,-5.1691,409.13,1
964.44,-5.0992,409.13,1
1028.3,-5.0677,796.73,1
830.98,-5.2713,409.13,1
612.61,-5.2919,409.13,1
808.04,-5.3883,387.6,1
1231.4,-5.2514,753.66,1
1130.8,-5.4602,753.66,1
1189.6,-5.5356,753.66,1
1581.4,-5.5128,732.13,1
2505.8,-5.6624,753.66,1
3536,-5.5424,990.53,1
2741.7,-5.6504,947.46,1
3988.3,-5.7481,2454.8,1
5411.8,-5.8225,1808.8,1
5667.9,-5.8928,2239.5,1
5465.1,-5.8512,2627.1,1
4428.2,-5.9915,2584,1
5887.7,-5.8728,2584,1
5705.5,-5.8771,1033.6,1
5786.8,-5.8437,1227.4,1
5256.3,-5.8983,2648.6,1
4469.1,-5.909,1292,1
4808.8,-5.8418,2691.7,1
3986.3,-5.9962,2627.1,1
4413.2,-5.8538,2670.1,1
3729.9,-5.8794,1055.1,1
4194.8,-5.8691,1248.9,1
4041.3,-5.8182,1292,1
5489.7,-5.7764,1076.7,1
6099.2,-5.8116,2734.7,1
5123,-5.7696,2799.3,1
5055.5,-5.7678,1055.1,1
5660.3,-5.6627,1248.9,1
4030.3,-5.6801,1270.5,1
4838.1,-5.5764,2670.1,1
3575.2,-5.5408,1270.5,1
4012.8,-5.3863,1227.4,1
2827.8,-5.4363,1055.1,1
2797.2,-5.274,1055.1,1
2501.6,-5.2784,1033.6,1
2503.1,-5.2434,1033.6,1
2389.5,-5.3157,1033.6,1
2036.3,-5.2277,1033.6,1
1760.7,-5.2256,1012.1,1
1357.3,-5.2146,1012.1,1
1545.1,-5.165,1012.1,1
1688.7,-4.7588,1012.1,1
1986.1,-4.4866,1012.1,1
1999.4,-4.3864,990.53,1
1975.4,-4.3697,990.53,1
1786.5,-4.3538,968.99,1
1721.9,-4.3327,968.99,1
1745.5,-4.2471,968.99,1
1836.6,-4.0884,947.46,1
1612.8,-4.1548,968.99,1
1083.5,-4.291,968.99,1
956.86,-4.2533,968.99,1
987.22,-4.1211,968.99,1
1016.6,-4.1096,968.99,1
1013.1,-4.1668,968.99,1
993.45,-4.109,646,1
938.04,-4.1751,646,1
915.39,-4.1486,624.46,1
838.9,-4.1011,624.46,1
665.55,-4.1568,624.46,1
507.36,-4.2406,624.46,1
491.8,-4.0681,602.93,1
409.36,-4.0513,602.93,1
363.54,-4.0658,602.93,1
430.16,-3.9147,602.93,1
372.87,-4.1504,581.4,1
412.84,-4.1039,581.4,1
473.48,-4.0019,581.4,1
419.6,-4.0779,581.4,1
278.01,-4.2719,559.86,1
290.41,-4.1128,538.33,1
221.45,-4.219,538.33,1
149.97,-4.3828,538.33,1
120.87,-4.3791,516.8,1
81.654,-4.4463,516.8,1
78.145,-4.4441,516.8,1
43.975,-4.62,516.8,1
5.201,-4.7894,495.26,1
-33.636,-5.0165,667.53,1
-42.737,-5.0145,624.46,1
-65.891,-5.1966,538.33,1
-81.538,-5.4724,581.4,1
-73.289,-5.297,646,0
23.836,-4.8816,602.93,0
6.9156,-4.6848,581.4,0
-57.671,-5.7563,602.93,0
-49.711,-6.2028,538.33,0
-46.693,-6.2831,581.4,0
-43.491,-6.3192,602.93,0
-44.92,-6.5597,215.33,0
-65.734,-6.1998,646,0
-53.719,-6.5382,258.4,0
-66.037,-6.5017,8484.1,0
-107.13,-6.1363,839.79,0
-83.472,-6.3133,215.33,0
-83.882,-6.3816,667.53,0
-89.522,-6.3517,2411.7,0
-93.426,-6.3122,2454.8,0
-91.432,-6.3681,904.39,0
-89.215,-6.2964,667.53,0
-83.772,-6.2325,2691.7,0
-83.366,-6.2454,2691.7,0
-72.862,-6.2633,775.2,0
-73.024,-6.3459,796.73,0
-61.946,-6.4211,882.86,0
-58.285,-6.3999,236.87,0
-52.419,-6.3983,495.26,0
-48.752,-6.4352,602.93,0
-48.378,-6.5644,387.6,0
-47.613,-6.661,193.8,0
-42.794,-6.6085,753.66,0
-8.7178,-6.0238,279.93,0
335.77,-4.5599,21.533,0
156.25,-4.8931,64.6,0
149.72,-4.9774,64.6,0
326.32,-4.5369,43.066,0
456.46,-4.47,43.066,0
271.89,-4.7661,43.066,0
249.84,-4.921,64.6,0
436.49,-4.7562,21.533,0
568.86,-4.9276,43.066,0
168.3,-5.491,64.6,0
433.46,-5.2564,21.533,0
910.79,-5.0217,689.06,1
1073.7,-4.9045,689.06,1
997.69,-4.9649,710.6,1
1107.1,-4.7301,710.6,1
1280.1,-4.5219,689.06,1
1049.5,-4.6525,667.53,1
828.43,-4.7353,667.53,1
699.38,-4.8207,646,1
891.24,-4.6948,646,1
914.05,-4.6206,64.6,1
1018,-4.5936,646,1
727.6,-4.7886,646,1
1001.5,-4.5918,43.066,1
693.36,-4.7615,646,1
1057.4,-4.602,64.6,1
908.99,-4.6615,646,1
806.14,-4.6905,646,1
819.26,-4.7243,624.46,1
910.94,-4.6761,646,1
1076.6,-4.6763,646,1
900.26,-4.7861,646,1
899.85,-4.7774,624.46,1
983.38,-4.7577,624.46,1
861.51,-4.7901,624.46,1
839.16,-4.8461,624.46,1
1048.3,-4.7768,624.46,1
1162,-4.7864,43.066,1
693.2,-5.1303,602.93,1
810.68,-5.158,64.6,1
879.06,-5.0472,64.6,1
739.93,-5.0515,21.533,1
825.47,-5.0936,43.066,1
474.34,-5.3036,839.79,1
728.42,-5.0235,43.066,1
1039.5,-4.7444,21.533,1
647.73,-5.0231,64.6,1
473.38,-5.1527,64.6,1
799.18,-4.8903,21.533,1
720.63,-4.9205,21.533,1
467.52,-5.183,64.6,1
247.66,-5.3991,64.6,1
542.83,-4.8935,21.533,1
702.72,-4.8571,43.066,1
730.62,-4.9265,64.6,1
355.37,-5.2986,64.6,1
551.93,-4.9544,21.533,1
318.06,-5.2516,43.066,1
316.08,-5.1963,64.6,1
162.89,-5.336,43.066,1
241.74,-5.2441,21.533,1
255.68,-5.228,43.066,1
182.39,-5.1945,64.6,1
350.8,-4.9625,43.066,1
320.55,-5.0862,21.533,1
182.59,-5.3684,43.066,1
273.62,-5.2943,64.6,1
605.72,-4.8686,43.066,1
418.44,-5.0637,21.533,1
159.23,-5.42,64.6,1
393.78,-5.2137,64.6,1
660.17,-4.8905,43.066,1
554.39,-4.8954,21.533,1
500.55,-5.1247,64.6,1
590.35,-5.0605,64.6,1
662.16,-4.9359,21.533,1
588.47,-4.9963,43.066,1
507.75,-5.1229,43.066,1
601.89,-5.0172,43.066,1
323.51,-5.3386,21.533,1
364.64,-5.2825,64.6,1
378.78,-5.2925,64.6,1
604.41,-5.1349,43.066,1
768.36,-4.9441,21.533,1
275.55,-5.5588,925.93,1
655.09,-5.2074,64.6,1
726.76,-5.1481,43.066,1
809.85,-5.0794,21.533,1
641.43,-5.2595,64.6,1
469.04,-5.3473,64.6,1
835.67,-5.0135,21.533,1
965.43,-5.08,43.066,1
727.08,-5.1388,64.6,1
592.84,-5.2351,64.6,1
714.55,-5.1248,21.533,1
618.96,-5.2422,64.6,1
463.39,-5.2557,64.6,1
599.4,-5.2539,64.6,1
635.95,-5.1056,21.533,1
784.42,-5.0342,43.066,1
664.75,-5.2123,64.6,1
694.14,-5.0942,43.066,1
738.22,-4.9551,21.533,1
380.23,-5.2699,43.066,1
479.25,-5.1408,64.6,1
595.75,-5.0509,43.066,1
487.82,-5.2118,21.533,1
497.38,-5.2809,64.6,1
585.34,-5.2093,64.6,1
694.54,-5.2242,43.066,1
898.68,-5.1474,21.533,1
761.48,-5.1856,732.13,1
978.55,-5.2327,64.6,1
1336.6,-5.329,21.533,1
1359.4,-5.4024,43.066,1
