@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
2608.4,2570.1,4.411,1.1934,473.73,387.6,1.3068,1.224,6,19,1
2346.9,2308.7,4.1003,1.5041,473.73,387.6,1.2969,1.2141,6,19,1
2353,2314.8,4.2374,1.367,452.2,366.06,1.2975,1.2147,6,19,1
2203.5,2165.2,4.3355,1.2689,452.2,366.06,1.2887,1.2059,6,19,1
2034.4,1996.1,4.3068,1.2977,452.2,366.06,1.2461,1.1633,6,19,1
2063.8,2025.5,4.2084,1.396,430.66,344.53,1.283,1.2002,4,21,1
1859.5,1821.3,4.4652,1.1393,430.66,344.53,1.2351,1.1523,4,21,1
1898,1859.7,4.3652,1.2393,796.73,710.6,1.3359,1.2532,3,22,1
2037.9,1999.6,4.32,1.2844,753.66,667.53,1.4526,1.3698,3,22,1
2146.6,2108.4,4.2261,1.3783,732.13,646,1.5509,1.4681,3,22,1
1933.3,1895,4.3082,1.2963,710.6,624.46,1.4876,1.4048,3,22,1
1187.9,1149.7,4.3928,1.2116,689.06,602.93,1.4817,1.3989,3,22,1
1048.8,1010.5,4.4876,1.1169,689.06,602.93,1.4242,1.3414,3,22,1
1022,983.71,4.5219,1.0826,732.13,646,1.3886,1.3058,3,22,1
659.38,621.11,4.6122,0.99221,387.6,301.46,1.0476,0.9648,3,22,1
818.35,780.08,4.7145,0.88995,732.13,646,0.47543,0.39265,3,22,1
1021.4,983.14,4.6123,0.99218,732.13,646,0.57269,0.4899,3,22,1
966.49,928.22,4.5398,1.0647,689.06,602.93,0.60744,0.52465,3,22,1
584.48,546.2,4.5428,1.0616,430.66,344.53,0.68866,0.60588,3,22,1
1154.4,1116.1,4.3201,1.2844,710.6,624.46,0.8483,0.76552,3,22,1
983.25,944.98,4.293,1.3114,710.6,624.46,0.87465,0.79187,3,22,1
718.3,680.03,4.3291,1.2753,452.2,366.06,0.65086,0.56808,3,22,1
937.52,899.25,4.1903,1.4141,538.33,452.2,0.80738,0.7246,2,23,1
750.76,712.49,3.9878,1.6166,495.26,409.13,1.1553,1.0726,2,23,1
640.72,602.45,3.8042,1.8002,495.26,409.13,1.5785,1.4957,2,23,1
299.65,261.37,3.604,2.0005,495.26,409.13,1.6569,1.5741,2,23,1
23.064,0,4.6371,0.96739,473.73,387.6,1.0455,0.96268,2,23,1
10.189,0,4.4872,1.1172,409.13,323,1.3359,1.2531,2,23,1
21.964,11.775,4.5071,1.0974,430.66,344.53,1.4705,1.3877,2,23,1
47.214,37.024,4.8589,0.7456,430.66,344.53,1.3803,1.2975,2,23,1
66.043,55.854,5.2049,0.3996,452.2,366.06,1.3343,1.2515,2,23,1
50.648,40.459,4.9431,0.66132,452.2,366.06,1.5628,1.48,2,23,1
35.022,24.833,4.6361,0.96839,473.73,387.6,1.6432,1.5604,2,23,0
32.136,21.947,4.4768,1.1276,473.73,387.6,1.6478,1.565,2,23,0
42.521,32.332,4.8134,0.79109,473.73,387.6,1.5955,1.5127,2,23,0
52.316,42.127,5.2624,0.34207,473.73,387.6,1.0409,0.9581,3,22,0
56.062,45.873,5.4435,0.16095,2239.5,2153.3,0.3202,0.23741,9,16,0
49.645,39.456,5.476,0.12843,473.73,387.6,0.37876,0.29598,10,15,0
48.006,37.816,5.3485,0.25593,473.73,387.6,0.47477,0.39199,11,14,0
45.754,35.565,5.462,0.14245,2002.6,1916.5,0.47362,0.39083,11,14,0
40.928,30.738,5.5172,0.087302,2304.1,2217.9,0.44278,0.36,13,12,0
43.032,32.843,5.4499,0.15453,2304.1,2217.9,0.43018,0.34739,10,15,0
39.784,29.594,5.4607,0.14376,2325.6,2239.5,0.3117,0.22892,12,13,0
39.204,29.015,5.5109,0.093574,215.33,129.2,0.27984,0.19705,11,14,0
41.195,31.006,5.5835,0.020905,2174.9,2088.7,0.27744,0.19466,26,0,0
43.617,33.428,5.5383,0.066148,1981.1,1894.9,0.24998,0.1672,24,2,0
40.176,29.986,5.5134,0.091024,559.86,473.73,0.30503,0.22224,22,4,0
37.176,26.987,5.4623,0.14217,150.73,64.6,0.23546,0.15267,30,0,0
39.616,29.427,5.4663,0.13813,193.8,107.67,0.22973,0.14695,30,0,0
40.618,30.429,5.5813,0.023164,559.86,473.73,0.29562,0.21283,25,5,0
37.018,26.829,5.6439,0,538.33,452.2,0.30105,0.21826,24,6,0
38.639,28.45,5.6086,0.035265,473.73,387.6,0.21128,0.1285,25,5,0
37.934,27.744,5.5888,0.055128,301.46,215.33,0.25875,0.17596,26,4,0
34.896,24.707,5.6354,0.0085209,279.93,193.8,0.34098,0.25819,30,0,0
31.359,21.17,5.6076,0.036326,150.73,64.6,0.24109,0.15831,30,0,0
29.832,19.643,5.5367,0.10716,366.06,279.93,0.20203,0.11925,43,0,0
33.269,23.08,5.5329,0.11103,323,236.87,0.27987,0.19709,33,10,0
35.848,25.659,5.612,0.031909,495.26,409.13,0.26551,0.18273,34,9,0
31.571,21.382,5.5983,0.045643,430.66,344.53,0.2286,0.14581,33,10,0
26.535,16.346,5.5745,0.069428,409.13,323,0.24537,0.16259,37,6,0
29.149,18.96,5.4579,0.18599,301.46,215.33,0.17273,0.089946,39,4,0
29.498,19.308,5.4393,0.20463,301.46,215.33,0.26398,0.18119,47,0,0
28.559,18.37,5.479,0.1649,301.46,215.33,0.17895,0.09616,46,1,0
24.604,14.414,5.4603,0.18358,21.533,0,0.25091,0.16813,28,19,0
27.214,17.025,5.4828,0.16111,387.6,366.06,0.18731,0.10452,51,0,0
27.878,17.689,5.4346,0.20929,215.33,193.8,0.19978,0.117,33,18,0
29.94,19.751,5.4653,0.17857,150.73,129.2,0.10931,0.026525,32,19,0
27.909,17.72,5.5718,0.072073,21.533,0,0.11169,0.028908,44,7,0
28.696,18.507,5.4901,0.15383,21.533,0,0.19722,0.11444,38,13,0
29.517,19.328,5.5073,0.13659,236.87,215.33,0.18394,0.10116,26,25,0
31.856,21.667,5.5451,0.098799,215.33,193.8,0.18907,0.10628,37,14,0
31.195,21.006,5.551,0.09293,258.4,236.87,0.23648,0.1537,26,25,0
32.881,22.692,5.5113,0.13261,215.33,193.8,0.19722,0.11444,26,25,0
39.5,29.311,5.5868,0.057131,21.533,0,0.23212,0.14933,23,28,0
50.471,40.282,5.6946,0,2368.7,2347.1,0.24804,0.16526,23,28,0
42.961,32.772,5.6581,0.036427,2368.7,2347.1,0.2373,0.15452,27,24,0
43.262,33.072,5.6332,0.061408,775.2,753.66,0.23987,0.15709,33,18,0
46.763,36.574,5.6879,0.0066813,430.66,409.13,0.17973,0.096946,40,11,0
51.49,41.301,5.687,0.0075898,1485.8,1464.3,0.27188,0.18909,30,21,0
49.355,39.165,5.6596,0.035003,1485.8,1464.3,0.25549,0.17271,28,23,0
53.377,43.188,5.6241,0.070487,2411.7,2390.2,0.31345,0.23067,18,33,0
60.71,50.521,5.7018,0,1507.3,1485.8,0.29187,0.20908,22,29,0
58.713,48.524,5.5993,0.10251,2304.1,2282.5,0.3335,0.25071,19,32,0
49.26,39.071,5.5316,0.17015,2045.7,2024.1,0.37416,0.29137,13,38,0
47.013,36.824,5.3725,0.3293,258.4,236.87,0.089661,0.0068757,14,37,0
46.461,36.272,5.1589,0.54289,150.73,129.2,0.096536,0.01375,6,45,0
35.7,25.511,5.0582,0.64356,452.2,430.66,0.49134,0.40855,9,42,0
40.043,29.854,5.2878,0.41393,215.33,193.8,0.012231,0,9,42,0
28.809,18.62,4.9608,0.74094,236.87,215.33,0.00043054,0,2,49,0
27.14,16.951,5.2824,0.41941,193.8,172.27,0.035738,0.035307,21,30,0
29.594,19.405,5.3975,0.30426,150.73,129.2,0.070158,0.069728,50,1,0
29.787,19.598,5.6018,0.099996,236.87,215.33,0.045828,0.045397,47,4,0
25.684,15.495,5.1735,0.52828,258.4,236.87,0.082127,0.081697,29,22,0
25.076,14.887,5.2668,0.43497,215.33,193.8,0.059591,0.059161,26,25,0
24.62,14.431,5.2573,0.44449,409.13,387.6,0.05221,0.05178,31,20,0
27.437,17.248,5.0953,0.60651,516.8,495.26,0.54946,0.54902,16,35,0
24.991,14.802,4.9816,0.72015,516.8,495.26,0.89575,0.89532,7,44,0
28.74,18.551,5.2488,0.45301,516.8,495.26,0.51042,0.50999,9,42,0
28.654,18.465,5.0912,0.61061,236.87,215.33,0.096193,0.095763,20,31,0
31.903,21.714,5.409,0.29275,279.93,258.4,0.18337,0.18294,30,21,0
27.471,17.282,5.2352,0.46653,279.93,258.4,0.71188,0.71145,20,31,0
26.669,16.48,5.4072,0.29453,279.93,258.4,0.57431,0.57388,27,24,0
27.844,17.655,5.3768,0.32492,279.93,258.4,0.22182,0.22139,22,29,0
31.271,21.082,5.4953,0.20642,236.87,215.33,0.10929,0.10886,33,18,0
28.523,18.333,5.3938,0.30797,279.93,258.4,0.23032,0.22989,40,11,0
27.399,17.21,5.1854,0.51633,301.46,279.93,0.18574,0.18531,11,40,0
27.41,17.221,5.0995,0.60227,258.4,236.87,0.30523,0.3048,10,41,0
