0,0,0,0,0
0.00751,0.10254,0.0002627,-0.0022686,0
0.0080354,0.098004,0.0006326,-0.0027223,0
0.0087752,0.097096,0.0010758,0.01588,0
0.010187,0.12976,0.00086675,0.034029,0
0.010509,0.16515,0.019975,-0.0027223,1
0.050137,0.12432,0.05749,-0.055354,1
0.12549,0.054446,0.0552,-0.040381,1
0.16054,0.043557,0.017567,-0.00090744,1
0.16062,0.052632,0.006302,0.0063521,1
0.17314,0.056261,0.010537,0.0036298,1
0.1817,0.059891,0.010253,0.0068058,1
0.19365,0.069873,0.019143,0.011797,1
0.21998,0.083485,0.016039,0.011343,1
0.22573,0.092559,5.8648e-05,0.0045372,1
0.2201,0.092559,0.002973,-0.0027223,1
0.23167,0.087114,0.015791,-0.0027223,1
0.25168,0.087114,0.01109,0.0086207,1
0.25385,0.10436,0.0061579,0.010436,1
0.264,0.10799,0.020171,-0.0068058,1
0.29419,0.090744,0.020234,-0.011797,1
0.30447,0.084392,0.004647,-0.0068058,1
0.30349,0.077132,-0.0047511,-0.0040835,1
0.29497,0.076225,-0.0095196,0.0063521,1
0.28445,0.089837,-0.008157,0.01225,1
0.27865,0.10073,-0.005737,-0.0036298,1
0.27298,0.082577,0.00098525,-0.016334,1
0.28062,0.068058,0.0063772,-0.0099819,1
0.28573,0.062613,0.0064947,-0.0054446,1
0.29361,0.057169,0.016511,-0.0063521,1
0.31875,0.049909,0.022521,-0.013612,1
0.33865,0.029946,0.010513,-0.0090744,1
0.33978,0.03176,-0.0048995,0.0068058,1
0.32885,0.043557,-0.010281,0.0063521,1
0.31922,0.044465,-0.0064423,0.0018149,1
0.31597,0.047187,0.0038107,0.0027223,1
0.32684,0.049909,0.017309,-0.00090744,1
0.35059,0.045372,0.020088,-0.003176,1
0.36701,0.043557,0.01333,-0.00045372,1
0.37725,0.044465,0.0096983,0.0013612,1
0.38641,0.046279,0.0077772,0.00090744,1
0.3928,0.046279,0.0097963,-0.0063521,1
0.406,0.033575,0.010743,-0.010889,1
0.41429,0.024501,0.0024323,0,1
0.41087,0.033575,-0.0047585,0.0095281,1
0.40477,0.043557,-0.00023102,0.0058984,1
0.41041,0.045372,0.0083631,-0.0018149,1
0.4215,0.039927,0.0056702,-0.0077132,1
0.42175,0.029946,-0.0001621,-0.0077132,1
0.42117,0.024501,0.0069668,-0.00045372,1
0.43568,0.029038,0.022422,0.0027223,1
0.46602,0.029946,0.023795,-0.0018149,1
0.48327,0.025408,-0.010018,-0.003176,1
0.44598,0.023593,-0.05831,-0.0013612,1
0.36665,0.022686,-0.07489,-0.00045372,1
0.2962,0.022686,-0.069751,-0.00045372,1
0.22715,0.021779,-0.077486,0.0077132,1
0.14123,0.038113,-0.08158,0.031307,1
0.063988,0.084392,-0.057429,0.038566,1
0.026371,0.11525,-0.023724,0.0058984,1
0.016541,0.096189,-0.0061549,-0.026316,1
0.014061,0.062613,-0.0012604,-0.025408,1
0.01402,0.045372,-0.0010674,-0.0013612,0
0.011926,0.059891,-0.0031766,0.01225,0
0.0076668,0.069873,-0.0027673,0.0090744,0
0.0063915,0.07804,7.6122e-05,0.0013612,0
0.0078191,0.072595,0.00076625,-0.0095281,0
0.007924,0.058984,4.3206e-06,0.0072595,0
0.0078277,0.087114,0.00099166,0.024047,0
