0,0,0,0,0
0.45265,35,0.069378,-5,0
0.59141,25,0.052056,0,0
0.55676,35,-0.05319,17,0
0.48503,59,-0.014998,31,0
0.52677,97,-0.088347,-12,1
0.30833,35,0.11705,-41,1
0.76086,15,0.28734,-6.5,1
0.88301,22,0.19548,7,1
1.1518,29,0.13286,4,1
1.1487,30,-0.10223,-2.5,1
0.94736,24,0.011282,1,1
1.1713,32,0.15994,4.5,1
1.2672,33,0.011566,0.5,1
1.1944,33,-0.075337,-0.5,1
1.1166,32,-0.085981,0,1
1.0225,33,0.053133,0.5,1
1.2228,33,0.055262,0,1
1.133,33,-0.10071,0.5,1
1.0214,34,0.016516,0,1
1.166,33,0.11738,0,1
1.2562,34,0.048407,0.5,1
1.2628,34,-0.0012669,-0.5,1
1.2536,33,0.0088376,0,1
1.2805,34,0.023279,0.5,1
1.3002,34,-0.010156,0,1
1.2602,34,0.00015825,0,1
1.3005,34,0.048442,-12,1
1.3571,10,0.069565,-12.5,1
1.4397,9,0.081613,-0.5,1
1.5203,9,0.065487,0,1
1.5706,9,0.013246,0,1
1.5468,9,-0.033994,0,1
1.5026,9,-0.018162,0,1
1.5105,9,-0.00011794,0,1
1.5024,9,0.0030708,0,1
1.5166,9,0.035803,0,1
1.574,9,0.036611,0,1
1.5898,9,-0.00088703,0,1
1.5722,9,-0.0059073,0,1
1.578,9,0.0013819,0.5,1
1.575,10,0.0039556,0.5,1
1.5859,10,0.0050043,-0.5,1
1.585,9,-0.00503,-0.5,1
1.5759,9,-0.0070192,0,1
1.571,9,0.0039754,0,1
1.5838,9,0.015484,0,1
1.6019,9,0.0092778,0,1
1.6024,9,-0.0027195,0,1
1.5965,9,0.00043126,0,1
1.6032,9,-0.015921,0.5,1
1.5647,10,0.014487,0.5,1
1.6322,10,0.033039,0,1
1.6307,10,0.0060502,0,1
1.6443,10,-0.09598,0,1
1.4388,10,-0.07757,-0.5,1
1.4892,9,-0.18177,-1,1
1.0752,8,-0.33442,5,1
0.82034,19,-0.34925,21.5,1
0.37672,51,-0.11665,17.5,1
0.58704,54,0.24965,-17.5,1
0.87602,16,0.37279,-22,1
1.3326,10,0.03435,-2,0
0.94472,12,-0.41659,9,0
0.49943,28,-0.30001,12.5,0
0.34469,37,-0.01802,7.5,0
0.46339,43,-0.032846,0,0
0.279,37,-0.0014063,2,0
0.46058,47,0.096496,0,0
0.47199,37,0.09509,-4,0
0.65076,39,0.036791,-1.5,0
0.54557,34,-0.14262,2,0
