@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE class	{0,1}

@DATA
0.29456,0.028131,1
0.38731,0.026316,1
0.41005,0.032668,1
0.34953,0.04265,1
0.3078,0.053539,1
0.24992,0.07441,1
0.171,0.078947,1
0.14378,0.057169,1
0.10219,0.062613,1
0.044478,0.072595,1
0.022505,0.059891,1
0.013009,0.060799,1
0.0058822,0.077132,0
0.0049467,0.078947,0
0.0033209,0.07804,0
0.0024029,0.084392,0
0.002284,0.091652,0
0.002208,0.10799,0
0.0018019,0.11343,0
0.0017909,0.11706,0
0.0086739,0.10254,0
0.014094,0.10345,0
0.017117,0.092559,0
0.019657,0.053539,0
0.021267,0.044465,0
0.021309,0.043557,0
0.020886,0.044465,0
0.020465,0.051724,0
0.019476,0.060799,0
0.018299,0.051724,0
0.017784,0.049909,0
0.01823,0.049909,0
0.019652,0.049909,0
0.020561,0.046279,0
0.021222,0.037205,0
0.023616,0.045372,0
0.022415,0.050817,0
0.018331,0.049909,0
0.016286,0.056261,0
0.013143,0.066243,0
0.01436,0.07078,0
0.016462,0.096189,0
0.012267,0.099819,0
0.0057125,0.085299,0
0.011208,0.088929,0
0.011083,0.1225,0
0.0027354,0.14338,0
0.0025878,0.14701,0
0.0025369,0.14065,0
0.0028625,0.1098,0
0.0073439,0.098911,0
0.0074033,0.08167,0
0.0067828,0.080762,0
0.0064593,0.10889,0
0.0015239,0.13975,0
0.0013779,0.16334,0
0.0013747,0.1588,0
0.0014205,0.1588,0
0.0016279,0.14519,0
0.0021091,0.13975,0
0.0020903,0.17151,0
0.0025977,0.16697,0
0.0059693,0.12795,0
0.009896,0.10073,0
0.0093519,0.093466,0
0.0098089,0.091652,0
0.0092948,0.088022,0
0.0039703,0.10163,0
0.0061554,0.11071,0
0.010871,0.10708,0
0.0095229,0.11887,0
0.0030852,0.14247,0
0.0030796,0.16334,0
0.0033176,0.18058,0
0.0034579,0.17877,0
0.0032117,0.16788,0
0.0044148,0.15064,0
0.0053177,0.1225,0
0.0043745,0.11434,0
0.00334,0.11887,0
0.0031538,0.14428,0
0.0027724,0.15699,0
0.002768,0.13975,0
0.0025991,0.15789,0
0.0023311,0.17332,0
0.0024711,0.16606,0
0.0023193,0.16697,0
0.0023377,0.17695,0
0.0023125,0.20599,0
0.0022862,0.21234,0
0.0024062,0.18875,0
0.0023731,0.18693,0
0.0022336,0.19691,0
0.0021612,0.19691,0
0.0020674,0.20962,0
0.0019708,0.22595,0
0.002127,0.20417,0
0.0023445,0.1951,0
0.0031706,0.19873,0
0.0033438,0.18421,0
0.0027602,0.19147,0
0.0025826,0.21416,0
0.0024155,0.23321,0
0.0023247,0.24592,0
0.0073367,0.19419,0
0.0073703,0.16788,0
0.00313,0.15971,0
0.0036676,0.13158,0
0.0043078,0.14156,0
0.0040034,0.16606,0
0.0041943,0.16697,0
0.0063253,0.13158,0
0.0060422,0.14156,0
0.0044084,0.15608,0
0.0042487,0.15699,0
0.0045151,0.16062,0
0.004115,0.17332,0
0.0029285,0.17332,0
0.0026975,0.15971,0
0.0031429,0.14156,0
0.003852,0.11162,0
0.0038006,0.1098,0
0.0031054,0.13521,0
0.0025663,0.15154,0
0.002336,0.1343,0
0.0024366,0.10708,0
0.00253,0.11071,0
0.0024259,0.10799,0
0.002332,0.093466,0
0.0021917,0.096189,0
0.0021673,0.10073,0
0.0019326,0.14428,0
0.0081614,0.14973,0
0.019562,0.07441,1
0.027942,0.052632,1
0.0351,0.056261,1
0.044109,0.052632,1
0.055761,0.047187,1
0.073012,0.032668,1
0.080784,0.033575,1
0.065855,0.043557,1
0.052826,0.043557,1
0.062455,0.030853,1
0.092358,0.022686,1
0.12336,0.022686,1
0.11126,0.024501,1
0.062002,0.068058,1
0.024233,0.14247,1
0.015016,0.16243,1
0.015415,0.15517,1
0.014814,0.17332,1
0.014235,0.17514,1
0.014353,0.15245,1
0.012045,0.15608,1
0.00907,0.17695,1
0.007287,0.16425,1
0.0050814,0.13067,0
0.0030639,0.091652,0
0.0022604,0.089837,0
0.0019145,0.10617,0
0.0024443,0.10163,0
0.0022697,0.1216,0
0.0021341,0.16334,0
0.0023369,0.1588,0
0.0017806,0.14156,0
0.0016872,0.14973,0
0.00196,0.15154,0
0.0020959,0.16425,0
0.0021081,0.14519,0
0.0019679,0.1098,0
0.0017971,0.12341,0
0.0017551,0.13521,0
0.001969,0.097096,0
0.0014661,0.040835,0
0.0075456,0.10617,0
0.0080194,0.095281,0
0.0087784,0.093466,0
0.010211,0.13702,0
0.010482,0.17151,1
0.050193,0.12341,1
0.12553,0.052632,1
0.16055,0.043557,1
0.16062,0.052632,1
0.17318,0.056261,1
0.18174,0.059891,1
0.19361,0.069873,1
0.21988,0.083485,1
0.22564,0.093466,1
0.22001,0.093466,1
0.23165,0.087114,1
0.25178,0.087114,1
0.25402,0.10254,1
0.26414,0.10708,1
0.29406,0.091652,1
0.30453,0.084392,1
0.3036,0.075318,1
0.29494,0.076225,1
0.28456,0.091652,1
0.27865,0.10073,1
0.27304,0.083485,1
0.28071,0.068966,1
0.28565,0.062613,1
0.29353,0.057169,1
0.31876,0.050817,1
0.3386,0.030853,1
0.33969,0.03176,1
0.32882,0.043557,1
0.31921,0.044465,1
0.31602,0.047187,1
0.3268,0.049909,1
0.35056,0.045372,1
0.36707,0.043557,1
0.37726,0.044465,1
0.38634,0.045372,1
0.39252,0.045372,1
0.40576,0.033575,1
0.41425,0.024501,1
0.41095,0.034483,1
0.4049,0.044465,1
0.41046,0.045372,1
0.42146,0.039927,1
0.42173,0.029946,1
0.42119,0.024501,1
0.43568,0.029038,1
0.46606,0.029946,1
0.48329,0.025408,1
0.44601,0.023593,1
0.36669,0.023593,1
0.29618,0.023593,1
0.22709,0.021779,1
0.14118,0.038113,1
0.063959,0.084392,1
0.026314,0.11343,1
0.016471,0.099819,1
0.013992,0.068966,1
0.014038,0.044465,0
0.011871,0.058076,0
0.0075239,0.073503,0
0.0063282,0.079855,0
0.0077031,0.076225,0
0.0079569,0.066243,0
0.007928,0.082577,0
0.0099498,0.10163,0
0.015592,0.10345,0
0.017916,0.10708,0
0.016164,0.12069,0
0.014789,0.13884,0
0.012162,0.14882,0
0.010909,0.14882,0
0.011233,0.13884,0
0.01056,0.12976,0
0.0086336,0.12886,0
0.0059983,0.14156,0
0.0043921,0.13521,0
0.003984,0.11071,0
0.0030379,0.12341,0
0.0021755,0.10799,0
0.0025816,0.10073,0
0.0034039,0.11797,0
0.0064079,0.1343,0
0.024298,0.11343,1
0.11394,0.052632,1
0.16972,0.032668,1
0.19671,0.039927,1
0.21082,0.044465,1
0.21592,0.046279,1
0.22252,0.046279,1
0.23138,0.04265,1
0.241,0.04265,1
0.24761,0.047187,1
0.25064,0.050817,1
0.2499,0.046279,1
0.24879,0.040835,1
0.24839,0.041742,1
0.25194,0.04265,1
0.25085,0.04265,1
0.24896,0.04265,1
0.24819,0.040835,1
0.24434,0.048094,1
0.24266,0.057169,1
0.24201,0.065336,1
0.23458,0.062613,1
0.22558,0.061706,1
0.21719,0.063521,1
0.21143,0.065336,1
0.20066,0.073503,1
0.18539,0.071688,1
0.18288,0.07078,1
0.18024,0.07441,1
0.18301,0.07441,1
0.18723,0.072595,1
0.19062,0.075318,1
0.19809,0.068058,1
0.20407,0.059891,1
0.20344,0.059891,1
0.20158,0.058984,1
0.20292,0.065336,1
0.20914,0.063521,1
0.21498,0.054446,1
0.2186,0.053539,1
0.2206,0.058984,1
0.22253,0.068966,1
0.21945,0.072595,1
0.20565,0.072595,1
0.18647,0.077132,1
0.1745,0.077132,1
0.17778,0.08167,1
0.17969,0.083485,1
0.17556,0.075318,1
0.17529,0.075318,1
0.17669,0.066243,1
0.17357,0.057169,1
0.17565,0.057169,1
0.18213,0.052632,1
0.18523,0.046279,1
0.18932,0.052632,1
0.19493,0.059891,1
0.19676,0.061706,1
0.20468,0.055354,1
0.21635,0.051724,1
0.23248,0.057169,1
0.25149,0.059891,1
0.26374,0.057169,1
0.27252,0.055354,1
0.27298,0.062613,1
0.27057,0.064428,1
0.27023,0.066243,1
0.28014,0.057169,1
0.29756,0.040835,1
0.30668,0.030853,1
0.31003,0.023593,1
0.306,0.021779,1
0.29952,0.022686,1
0.2945,0.024501,1
0.29789,0.026316,1
0.30255,0.024501,1
0.29564,0.025408,1
0.28661,0.033575,1
0.27356,0.04265,1
0.26695,0.046279,1
0.26586,0.043557,1
0.2553,0.041742,1
0.24922,0.04265,1
0.2404,0.034483,1
0.23512,0.036298,1
0.22353,0.055354,1
0.203,0.054446,1
0.20606,0.044465,1
0.19946,0.043557,1
0.19469,0.03902,1
0.22746,0.033575,1
0.24504,0.03539,1
0.21114,0.033575,1
0.15971,0.029946,1
0.1424,0.036298,1
0.12841,0.03902,1
0.09762,0.041742,1
0.087777,0.041742,1
0.1049,0.032668,1
0.1114,0.033575,1
0.10821,0.032668,1
0.11911,0.029038,1
0.1187,0.029946,1
0.11602,0.029038,1
0.11612,0.027223,1
0.11371,0.023593,1
0.11194,0.021779,1
0.079149,0.030853,1
0.031993,0.048094,1
0.020533,0.039927,1
0.019479,0.021779,1
0.01166,0.048094,1
0.010433,0.051724,1
0.013199,0.027223,1
0.013784,0.024501,0
0.012312,0.025408,0
0.0075687,0.033575,0
0.004274,0.077132,0
0.0029845,0.12069,0
0.0023593,0.11706,0
0.0024672,0.10799,0
0.0022683,0.12069,0
0.001882,0.14247,0
0.001886,0.14882,0
0.0018101,0.15064,0
0.001793,0.14701,0
0.0017357,0.14791,0
0.0017565,0.14791,0
0.0017729,0.1343,0
0.0017245,0.11615,0
0.0016733,0.13975,0
0.0015439,0.15245,0
0.0014197,0.13702,0
0.0014049,0.16606,0
0.0014707,0.16878,0
0.0013191,0.16697,0
0.0011807,0.17514,0
0.0011748,0.16515,0
0.001325,0.16243,0
0.0014348,0.16969,0
0.0013862,0.15699,0
0.0011682,0.17151,0
0.0011525,0.16515,0
0.0012826,0.12795,0
0.0012208,0.14791,0
0.0010823,0.17877,0
0.0011243,0.15971,0
0.0013257,0.12613,0
0.0012854,0.15608,0
0.001021,0.18603,0
0.0010652,0.16697,0
0.0012844,0.13612,0
0.0012606,0.13612,0
0.0013487,0.15154,0
0.001417,0.16425,0
0.0014469,0.18966,0
0.0018321,0.21597,0
0.0018145,0.21325,0
0.0015546,0.20962,0
0.0017623,0.19782,0
0.0019552,0.20145,0
0.0019695,0.21597,0
0.002159,0.18058,0
0.0023802,0.20236,0
0.0024261,0.20145,0
0.0022268,0.1461,0
0.0034482,0.097096,0
0.0037428,0.048094,0
0.0028275,0.063521,0
0.0029843,0.069873,0
0.00266,0.068966,0
0.00171,0.1098,0
0.0012403,0.18875,0
0.0012076,0.20145,0
0.0012347,0.14882,0
0.0013368,0.11434,0
0.0012303,0.14973,0
0.0012001,0.16243,0
0.0011639,0.14519,0
0.0011865,0.14519,0
0.0015912,0.10889,0
0.0016722,0.11706,0
0.0014548,0.13339,0
0.0012294,0.15971,0
0.0012112,0.15971,0
0.0013869,0.15245,0
0.0015624,0.15789,0
0.0018849,0.10436,0
0.0019294,0.065336,0
0.0014344,0.098911,0
0.0013046,0.13158,0
0.0013145,0.13158,0
0.00127,0.1225,0
0.0013452,0.11706,0
0.0013212,0.13521,0
0.0014318,0.14065,0
0.001419,0.15336,0
0.001627,0.11797,0
0.0016091,0.093466,0
0.0012691,0.11797,0
0.0013016,0.10436,0
0.0011685,0.15517,0
0.0011428,0.18693,0
0.0014509,0.13158,0
0.0012645,0.14247,0
0.0011207,0.1824,0
0.0015038,0.1588,0
0.0018799,0.12341,0
0.0017813,0.1225,0
0.0013959,0.12341,0
0.001578,0.10345,0
0.0016523,0.10345,0
0.0016021,0.12886,0
0.0016447,0.11615,0
0.0014812,0.15064,0
0.0013751,0.16425,0
0.001232,0.13521,0
0.00092125,0.17695,0
0.0010922,0.14973,0
0.0011742,0.12795,0
0.0010057,0.16152,0
0.0010896,0.16878,0
0.0010977,0.16788,0
0.0018673,0.11978,0
0.002176,0.077132,0
0.0016406,0.098004,0
0.0018033,0.094374,0
0.0018598,0.098004,0
0.0015939,0.14338,0
0.0016666,0.13521,0
0.0016096,0.12704,0
0.0015647,0.1216,0
0.0024899,0.11797,0
0.0035805,0.14247,0
0.0036848,0.14519,0
0.003198,0.11978,0
0.0025541,0.10708,0
0.0019721,0.1098,0
0.0017383,0.12069,0
0.0022278,0.16425,0
0.0028532,0.19419,0
0.002854,0.19147,0
0.0025259,0.15336,0
0.0033272,0.11071,0
0.0042022,0.084392,0
0.0041014,0.086207,0
0.0036113,0.1098,0
0.0032472,0.12886,0
0.0028221,0.16969,0
0.0022175,0.18603,0
0.002263,0.16515,0
0.003482,0.12432,0
0.0052591,0.10254,0
0.0072689,0.11887,0
0.0091858,0.12886,0
0.010257,0.14338,0
0.010551,0.14247,0
0.010256,0.14247,0
0.010485,0.13702,0
0.010805,0.1225,0
0.010099,0.11343,0
0.0089565,0.11162,0
0.0079024,0.11434,0
0.0073248,0.10799,0
0.0058313,0.091652,0
0.0041486,0.087114,0
0.0038402,0.099819,0
0.0035551,0.08167,0
0.0035272,0.062613,0
0.0039095,0.072595,0
0.0044618,0.091652,0
0.0080821,0.11706,0
0.011725,0.14156,0
0.013928,0.15336,0
0.016163,0.14973,0
0.01591,0.20508,0
0.017298,0.2441,0
0.018137,0.17786,0
0.014131,0.1216,0
0.010585,0.098004,0
0.0088462,0.068058,0
0.008126,0.055354,0
0.0099536,0.03902,0
0.010032,0.033575,0
0.0068871,0.046279,0
0.0046995,0.053539,0
0.064779,0.043557,1
0.092207,0.032668,1
0.095254,0.03539,1
0.10201,0.037205,1
0.15014,0.033575,1
