@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE energy_delta	REAL
@ATTRIBUTE zeroCrossingRate_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
0.12638,0.14338,0.0030815,-0.00045372,1
0.1417,0.14338,0.010323,0,1
0.14703,0.14338,-0.004118,0.00045372,1
0.13346,0.14428,-0.0075464,0.0027223,1
0.13194,0.14882,0.00094204,0.008167,1
0.13535,0.16062,0.00082748,0.0086207,1
0.13359,0.16606,-0.0092152,-0.0018149,1
0.11692,0.15699,-0.012896,-0.0086207,1
0.1078,0.14882,-0.0097873,0.0068058,1
0.097342,0.1706,-0.0081009,0.017241,1
0.091595,0.1833,0.00019004,0.0013612,1
0.097722,0.17332,0.006924,0.00045372,1
0.10544,0.18421,0.014542,0.0068058,1
0.12681,0.18693,0.017518,-0.0040835,1
0.14048,0.17604,-2.9935e-05,-0.0013612,1
0.12675,0.18421,-0.014947,0.0058984,1
0.11059,0.18784,-0.0067924,0.0090744,1
0.11316,0.20236,0.0080056,0.010889,1
0.1266,0.20962,0.0080257,-0.0018149,1
0.12921,0.19873,-0.0030302,-0.012704,1
0.12054,0.18421,-0.0083789,-0.014973,1
0.11245,0.16878,-0.0035504,-0.0090744,1
0.11344,0.16606,0.0029625,0.00045372,1
0.11838,0.16969,-0.0039957,0.0054446,1
0.10544,0.17695,-0.013774,0.003176,1
0.090831,0.17604,-0.0081694,0.0058984,1
0.089106,0.18875,-0.0002885,0.013158,1
0.090254,0.20236,-0.00051361,0.0049909,1
0.088078,0.19873,-0.0016771,-0.0058984,1
0.0869,0.19056,0.0029158,0.0027223,1
0.09391,0.20417,0.0045229,0.0068058,1
0.095946,0.20417,-0.0022739,-0.0049909,1
0.089362,0.19419,-0.0039323,0.00090744,1
0.088081,0.20599,-0.00075231,0.0045372,1
0.087858,0.20327,-0.00026376,-0.011343,1
0.087553,0.1833,0.0054383,-0.016788,1
0.098734,0.16969,0.008144,-0.0013612,1
0.10384,0.18058,-0.0010424,0.0058984,1
0.096649,0.18149,0.0013516,0.0013612,1
0.10654,0.1833,0.019111,0.0049909,1
0.13487,0.19147,0.017203,0.0090744,1
0.14095,0.20145,-0.0059877,-0.0013612,1
0.1229,0.18875,-0.010592,-0.017241,1
0.11977,0.16697,0.0050583,-0.018603,1
0.13301,0.15154,0.00045778,-0.0090744,1
0.12068,0.14882,-0.019315,0.0049909,1
0.094382,0.16152,-0.02181,0.010889,1
0.077062,0.1706,-0.014064,0.012704,1
0.066254,0.18693,-0.0026055,0.012704,1
0.071851,0.19601,0.0054052,0.014065,1
0.077065,0.21506,0.0036834,0.0036298,1
0.079218,0.20327,-0.00078732,-0.017241,1
0.07549,0.18058,-0.002011,-0.0077132,1
0.075196,0.18784,-0.00093032,0.0058984,1
0.073629,0.19238,-0.0023798,-0.0049909,1
0.070436,0.17786,0.0010209,-0.01588,1
0.075671,0.16062,0.0024842,-0.0049909,1
0.075404,0.16788,0.0019404,0.00090744,1
0.079552,0.16243,0.0012477,-0.0022686,1
0.0779,0.16334,-0.0025823,0.0063521,1
0.074387,0.17514,0.0040788,0.0040835,1
0.086057,0.17151,0.0083989,-0.0040835,1
0.091185,0.16697,0.0051844,-0.0022686,1
0.096426,0.16697,0.0075457,-0.0027223,1
0.10628,0.16152,0.009275,-0.0054446,1
0.11498,0.15608,0.0033513,-0.0022686,1
0.11298,0.15699,-0.0069752,0.0063521,1
0.10103,0.16878,-0.0084703,0.0072595,1
0.096038,0.17151,0.0013696,-0.003176,1
0.10377,0.16243,0.0053913,0.00045372,1
0.10682,0.17241,-0.00052675,0.0054446,1
0.10271,0.17332,-0.0039385,-0.0036298,1
0.098944,0.16515,0.0022179,-0.0054446,1
0.10715,0.16243,0.0097907,-0.003176,1
0.11853,0.1588,0.0070133,0.0022686,1
0.12117,0.16697,0.0051642,-0.0018149,1
0.12885,0.15517,0.0067826,-0.013158,1
0.13474,0.14065,0.0016914,-0.00090744,1
0.13224,0.15336,-0.0032861,0.0063521,1
0.12817,0.15336,-0.00062701,-0.0090744,1
0.13098,0.13521,0.0089272,-0.0049909,1
0.14602,0.14338,0.015802,0.011343,1
0.16259,0.15789,0.0098065,0.0013612,1
0.16563,0.1461,0.0018885,-0.0095281,1
0.16636,0.13884,0.0016764,0.003176,1
0.16899,0.15245,0.00071762,0.024047,1
0.1678,0.18693,0.0025233,0.028584,1
0.17403,0.20962,0.0096496,0.0090744,1
0.1871,0.20508,0.010264,-0.0049909,1
0.19456,0.19964,-0.0040684,-0.0063521,1
0.17896,0.19238,-0.015423,-0.013612,1
0.16372,0.17241,0.0066117,-0.013612,1
0.19218,0.16515,0.01636,-0.0045372,1
0.19644,0.16334,-0.013092,-0.0058984,1
0.166,0.15336,-0.010427,-0.0072595,1
0.17558,0.14882,0.018108,0.0077132,1
0.20222,0.16878,0.01783,0.019056,1
0.21124,0.18693,-0.0016872,0.0086207,1
0.19884,0.18603,-0.0074065,-0.011343,1
0.19643,0.16425,0.0045012,-0.027223,1
0.20784,0.13158,0.0054598,-0.017695,1
0.20735,0.12886,-0.001349,0.00045372,1
0.20515,0.13249,-0.013261,0.0063521,1
0.18083,0.14156,-0.027751,0.013612,1
0.14964,0.15971,-0.017294,0.0099819,1
0.14624,0.16152,-0.0042921,-0.00045372,1
0.14106,0.1588,-0.0039986,0.0040835,1
0.13824,0.16969,0.0030532,0.0045372,1
0.14717,0.16788,0.0087973,-0.0072595,1
0.15584,0.15517,0.021957,-0.014065,1
0.19108,0.13975,0.034239,-0.014973,1
0.22432,0.12523,0.017692,-0.0099819,1
0.22647,0.11978,-0.015573,0.00090744,1
0.19317,0.12704,-0.04025,0.0045372,1
0.14596,0.12886,-0.037855,-0.0068058,1
0.11746,0.11343,-0.030325,-0.0072595,1
0.085315,0.11434,-0.027456,0.0018149,1
0.062547,0.11706,-0.015685,0.0013612,1
0.053944,0.11706,-0.0055897,0.003176,1
0.051368,0.12341,-0.00093679,0.0013612,1
0.052071,0.11978,-0.004645,-0.0018149,1
0.042078,0.11978,-0.013028,0.0036298,1
0.026015,0.12704,-0.0094737,0.0027223,1
0.02313,0.12523,-0.0020071,-0.0027223,1
0.022001,0.1216,-0.0036229,0,1
0.015885,0.12523,-0.0049787,0.0036298,1
0.012044,0.12886,-0.002648,-0.0013612,0
0.010588,0.1225,-0.00091846,-0.0068058,0
0.010207,0.11525,-0.0010989,-0.0036298,0
0.0083907,0.11525,-0.0018373,0.003176,0
0.0065322,0.1216,-0.0016182,-0.00045372,0
0.0051544,0.11434,-0.00053669,-0.0045372,0
0.0054589,0.11252,8.6353e-05,-0.0072595,0
0.0053271,0.099819,-0.00039179,-0.010436,0
0.0046753,0.091652,-0.00038272,0.0027223,0
0.0045617,0.10526,-0.00030707,0.008167,0
0.0040611,0.10799,-0.00037364,-0.0013612,0
0.0038144,0.10254,-9.9164e-05,-0.016788,0
0.0038628,0.07441,-0.00015936,-0.024955,0
0.0034957,0.052632,-0.00025562,-0.0099819,0
0.0033516,0.054446,0.00018111,-0.0040835,0
0.0038579,0.044465,-0.00022554,0.011797,0
0.0029005,0.07804,-0.00072857,0.022686,0
0.0024007,0.089837,0.0018825,-0.0045372,0
0.0066654,0.068966,0.0093098,0.003176,0
0.02102,0.096189,0.012963,0.02314,0
0.032592,0.11525,0.0091813,0.015426,1
0.039383,0.12704,0.01038,0.0090744,1
0.053352,0.13339,0.03241,-0.00090744,1
0.1042,0.12523,0.04512,-0.01588,1
0.14359,0.10163,0.021975,-0.010436,1
0.14815,0.10436,-0.00060477,0.015426,1
0.14238,0.13249,0.010552,0.018603,1
0.16926,0.14156,0.021385,0.0013612,1
0.18515,0.13521,0.0076807,-0.0063521,1
0.18462,0.12886,0.023736,-0.0036298,1
0.23262,0.12795,0.052019,-0.00090744,1
0.28866,0.12704,0.055442,-0.0027223,1
0.34351,0.1225,0.053928,-0.0045372,1
0.39651,0.11797,0.030163,0,1
0.40383,0.1225,0.012572,0.0058984,1
0.42166,0.12976,-0.004459,0.0072595,1
0.39492,0.13702,-0.037716,0.0090744,1
0.34622,0.14791,-0.029468,0.0086207,1
0.33598,0.15426,-0.021599,0.0018149,1
0.30302,0.15154,-0.020001,-0.0013612,1
0.29598,0.15154,-0.00070107,-0.0040835,1
0.30162,0.14338,0.00097676,-0.0063521,1
0.29793,0.13884,-0.016383,0.0018149,1
0.26886,0.14701,-0.030047,0.0099819,1
0.23784,0.1588,-0.020315,0.011343,1
0.22823,0.16969,-0.0098277,0.00090744,1
0.21818,0.16062,-0.011771,-0.0086207,1
0.20468,0.15245,-0.010113,-0.0018149,1
0.19796,0.15699,-0.0055344,0.013612,1
0.19362,0.17967,-0.0054549,0.022232,1
0.18705,0.20145,-0.01051,0.0027223,1
0.1726,0.18512,-0.0036045,-0.0054446,1
0.17984,0.19056,0.016833,0.011343,1
0.20626,0.2078,0.040373,-0.0090744,1
0.26058,0.17241,0.029836,-0.026316,1
0.26593,0.15517,-0.0070062,-0.0095281,1
0.24657,0.15336,-0.0059632,-0.0022686,1
0.25401,0.15064,0.0021623,0.0018149,1
0.25089,0.15699,0.010253,-0.0058984,1
0.27451,0.13884,0.016072,-0.010889,1
0.28304,0.13521,-0.0046065,0.0054446,1
0.2653,0.14973,-0.019784,0.0099819,1
0.24347,0.15517,-0.014775,0.00090744,1
0.23575,0.15154,-0.010314,-0.0054446,1
0.22284,0.14428,-0.015081,0.0049909,1
0.20559,0.16152,-0.0068525,0.017695,1
0.20914,0.17967,0.0084421,0.008167,1
0.22247,0.17786,0.017664,-0.0049909,1
0.24446,0.16969,0.0053048,-0.0063521,1
0.23308,0.16515,-0.021935,-0.0036298,1
0.20059,0.16243,-0.0063617,-0.0022686,1
0.22036,0.16062,0.022503,-0.00045372,1
0.2456,0.16152,0.020941,0.00090744,1
0.26224,0.16243,0.021779,-0.0013612,1
0.28916,0.1588,0.014516,-0.0022686,1
0.29127,0.15789,-0.0053225,-0.0027223,1
0.27851,0.15336,-0.006798,-0.0077132,1
0.27768,0.14247,-0.014884,-0.0022686,1
0.24874,0.14882,-0.029178,0.0049909,1
0.21932,0.15245,0.013275,-0.011343,1
0.27529,0.12613,0.023887,-0.018603,1
0.26709,0.11525,-0.04064,0.0018149,1
0.19401,0.12976,-0.031014,0.003176,1
0.20506,0.1216,0.02979,-0.011343,1
0.2536,0.10708,0.0069166,-0.003176,1
0.2189,0.11525,-0.065066,0.014519,1
0.12346,0.13612,-0.051145,0.012704,1
0.11661,0.14065,0.0099009,-0.0068058,1
0.14326,0.1225,0.013355,-0.0099819,1
0.14332,0.12069,0.002061,-0.00045372,1
0.14739,0.1216,-0.0066339,0,1
0.13005,0.12069,-0.026043,0.0077132,1
0.0953,0.13702,-0.0078603,-0.00090744,1
0.11433,0.11887,0.016053,-0.016788,1
0.12741,0.10345,0.0044887,-0.00090744,1
0.12331,0.11706,-0.0072215,0.0054446,1
0.11296,0.11434,-0.012591,-0.00045372,1
0.098127,0.11615,-0.010905,0.00045372,1
0.091152,0.11525,-0.0043217,-0.0099819,1
0.089483,0.096189,-0.010217,-0.023593,1
0.070718,0.068058,-0.015819,-0.018603,1
0.057844,0.058984,-0.011451,-0.0018149,1
0.047815,0.064428,-0.01272,0.0095281,1
0.032404,0.07804,-0.0084425,0.013612,1
0.03093,0.091652,-0.0022002,0.0099819,1
0.028004,0.098004,-0.005222,0.0036298,1
0.020486,0.098911,-0.0049041,-0.003176,1
0.018195,0.091652,-0.0025538,-0.0068058,1
0.015379,0.085299,-0.0024183,-0.0045372,0
0.013359,0.082577,-0.0017177,-0.0022686,0
0.011943,0.080762,-0.0014953,-0.0013612,0
0.010368,0.079855,-0.0016985,0.00090744,0
0.0085465,0.082577,-0.0018099,0.0045372,0
0.0067486,0.088929,-0.00089314,-0.0018149,0
0.0067602,0.078947,-0.0002822,-0.0086207,0
0.0061842,0.071688,-0.00044265,-0.0040835,0
0.0058749,0.07078,-0.00020196,-0.0013612,0
0.0057803,0.068966,-0.0007567,0.0095281,0
0.0043615,0.089837,-0.0010049,0.011343,0
0.0037706,0.091652,-0.00053664,-0.013612,0
0.0032882,0.062613,0.0030542,-0.0054446,0
0.009879,0.080762,0.011768,0.029492,0
0.026824,0.1216,0.017612,0.024955,0
0.045102,0.13067,0.019981,-0.013158,1
0.066787,0.095281,0.0099909,-0.025862,1
0.065084,0.078947,-0.0050622,-0.0013612,1
0.056662,0.092559,0.00014959,-0.0040835,1
0.065383,0.07078,0.0016624,-0.013612,1
0.059987,0.065336,-0.0051143,-0.0027223,1
0.055155,0.065336,-0.0041045,-0.0027223,1
0.051778,0.059891,-0.0024175,-0.00090744,1
0.05032,0.063521,-0.0019235,0.01225,1
0.047931,0.084392,-0.00011231,0.021325,1
0.050095,0.10617,0.0089113,0.0068058,1
0.065754,0.098004,0.01649,-0.012704,1
0.083074,0.080762,0.015189,-0.0040835,1
0.096132,0.089837,0.0062072,0.028131,1
0.095488,0.13702,0.0064743,0.030399,1
0.10908,0.15064,0.0098452,0.008167,1
0.11518,0.15336,-0.0022385,0.0095281,1
0.1046,0.16969,-0.010978,-0.00090744,1
0.093222,0.15154,-0.0056792,-0.01951,1
0.093246,0.13067,-0.0017094,-0.0095281,1
0.089804,0.13249,-0.010477,0.0054446,1
0.072292,0.14156,-0.0090943,0.0040835,1
0.071615,0.14065,0.0014756,-0.0013612,1
0.075243,0.13884,0.013882,-0.0058984,1
0.099378,0.12886,0.022584,0.0068058,1
0.12041,0.15245,0.012761,0.028131,1
0.1249,0.18512,0.0038061,0.010436,1
0.12802,0.17332,0.00084561,-0.014519,1
0.12659,0.15608,-0.004495,-0.014973,1
0.11903,0.14338,-0.0030614,-0.014519,1
0.12047,0.12704,0.0073845,-0.014973,1
0.1338,0.11343,0.013897,-0.014519,1
0.14826,0.098004,0.00036742,0,1
0.13454,0.11343,-0.020029,0.014065,1
0.1082,0.12613,-0.017242,0.0018149,1
0.10005,0.11706,-0.0046564,-0.0045372,1
0.09889,0.11706,0.0021231,-0.0045372,1
0.1043,0.10799,0.0005196,-0.010436,1
0.099929,0.096189,-0.01122,-0.014519,1
0.081859,0.078947,-0.020453,-0.01588,1
0.059024,0.064428,-0.015958,-0.0090744,1
0.049942,0.060799,-0.0057609,-0.0027223,1
0.047502,0.058984,-0.0045577,0.0036298,1
0.040827,0.068058,-0.0084487,0.011797,1
0.030605,0.082577,-0.0094322,0.0095281,1
0.021963,0.087114,-0.0044344,-0.0045372,1
0.021736,0.073503,-0.00077697,-0.012704,1
0.020409,0.061706,-0.0031845,-0.00090744,1
0.015367,0.071688,-0.0041543,0.0086207,1
0.0121,0.078947,-0.0010978,-0.00090744,1
0.013172,0.069873,0.00055548,-0.0095281,0
0.013211,0.059891,-0.0015079,-0.0058984,0
0.010156,0.058076,-0.0029804,0.0022686,0
0.0072503,0.064428,-0.0017865,0.0049909,0
0.0065827,0.068058,-0.00027964,-0.0018149,0
0.006691,0.060799,0.0012885,-0.0086207,0
0.0091597,0.050817,0.0054627,-0.00045372,0
0.017616,0.059891,0.015034,0.015426,1
0.039229,0.08167,0.016377,0.030399,1
0.05037,0.12069,0.012157,0.024047,1
0.063542,0.12976,0.017701,-0.018603,1
0.085772,0.083485,0.011234,-0.033575,1
0.08601,0.062613,-0.0044622,-0.011343,1
0.076848,0.060799,-0.004539,0.0068058,1
0.076932,0.076225,-0.0065098,0.016788,1
0.063828,0.094374,-0.0030048,0.0018149,1
0.070922,0.079855,0.0096297,-0.013158,1
0.083087,0.068058,0.0052966,-0.0018149,1
0.081516,0.076225,0.0018801,0.0022686,1
0.086848,0.072595,-0.0012948,0.0027223,1
0.078926,0.08167,-0.0085612,0.01588,1
0.069725,0.10436,0.0023496,0.010889,1
0.083625,0.10345,0.016075,-0.0054446,1
0.10187,0.093466,0.013755,-0.0040835,1
0.11113,0.095281,0.010411,-0.0036298,1
0.1227,0.086207,0.0053137,-0.0049909,1
0.12176,0.085299,-0.0086077,0.0013612,1
0.10548,0.088929,-9.0934e-06,-0.0027223,1
0.12174,0.079855,0.014585,-0.0045372,1
0.13465,0.079855,-0.0018752,0.0077132,1
0.11799,0.095281,-0.01572,0.015426,1
0.10321,0.11071,0.017556,-0.0045372,1
0.1531,0.086207,0.031511,-0.024955,1
0.16623,0.060799,-0.011715,-0.0040835,1
0.12967,0.07804,-0.033681,0.025408,1
0.098873,0.11162,-0.027226,0.017695,1
0.075223,0.11343,-0.011567,-0.0090744,1
0.075739,0.093466,-0.0032273,-0.018603,1
0.068768,0.076225,-0.0069164,-0.017695,1
0.061906,0.058076,-0.010192,-0.011797,1
0.048383,0.052632,-0.0091209,-0.00045372,1
0.043664,0.057169,-0.00014762,-0.0040835,1
0.048088,0.044465,0.00069485,-0.010436,1
0.045054,0.036298,-0.0079965,0.003176,1
0.032095,0.050817,-0.010338,0.0086207,1
0.024378,0.053539,-0.0065096,0.0018149,1
0.019076,0.054446,-0.0054385,0.0063521,1
0.013501,0.066243,-0.002863,0.0045372,1
0.01335,0.063521,-0.00029306,-0.0027223,0
0.012914,0.060799,-0.0011696,-0.0040835,0
0.01101,0.055354,-0.00046606,-0.0072595,0
0.011982,0.046279,-0.00037442,-0.0027223,0
0.010262,0.049909,-0.002178,0.0049909,0
0.0076264,0.056261,-0.0017355,0.0063521,0
0.0067904,0.062613,-0.00066701,0.0095281,0
0.0062924,0.075318,0.0039623,0.008167,0
0.014715,0.078947,0.020753,0.0045372,1
0.047798,0.084392,0.030826,0.019056,1
0.076367,0.11706,0.028855,0.016788,1
0.10551,0.11797,0.0626,-0.018603,1
0.20157,0.079855,0.09211,-0.029492,1
0.28973,0.058984,0.048688,-0.010889,1
0.29894,0.058076,-0.02724,0.00045372,1
0.23525,0.059891,-0.062188,0.00090744,1
0.17456,0.059891,-0.040802,0.003176,1
0.15364,0.066243,-0.0099509,0.0090744,1
0.15466,0.07804,-0.00060212,0.0086207,1
0.15244,0.083485,-0.0084779,0.003176,1
0.13771,0.084392,-0.0024891,0.008167,1
0.14746,0.099819,0.001457,0.01951,1
0.14062,0.12341,-0.0069164,0.01951,1
0.13363,0.13884,0.0069605,0.0045372,1
0.15454,0.13249,0.018004,-0.0040835,1
0.16964,0.13067,0.01095,0.0063521,1
0.17644,0.14519,0.012954,0.011797,1
0.19554,0.15426,0.032813,0.0022686,1
0.24207,0.14973,0.028501,-0.0090744,1
0.25255,0.13612,-0.016352,0.0027223,1
0.20936,0.15517,-0.040461,0.02677,1
0.17162,0.18966,-0.026513,0.028584,1
0.15634,0.21234,-0.0076356,0.008167,1
0.15635,0.20599,0.002532,-0.0072595,1
0.1614,0.19782,-0.0065993,0.010889,1
0.14315,0.22777,-0.021713,0.018149,1
0.11797,0.23412,-0.01366,-0.0090744,1
0.11583,0.20962,-0.001899,-0.010889,1
0.11418,0.21234,0.00016078,-0.010436,1
0.11616,0.18875,-0.0001924,-0.022232,1
0.11379,0.16788,-0.0082779,0.00090744,1
0.099599,0.19056,-0.010099,0.014519,1
0.093595,0.19691,-0.0010742,-0.0018149,1
0.097451,0.18693,0.0040047,-0.0095281,1
0.1016,0.17786,0.0024003,-0.0045372,1
0.10225,0.17786,0.00097471,-0.00090744,1
0.10355,0.17604,0.00090643,-0.00045372,1
0.10406,0.17695,-0.0021399,0.0040835,1
0.099274,0.18421,-0.0028644,0.0022686,1
0.098335,0.18149,-0.00090289,-0.0036298,1
0.097468,0.17695,-8.298e-05,-0.0040835,1
0.09817,0.17332,-0.0001989,0.0027223,1
0.09707,0.1824,-0.0028615,0.011343,1
0.092447,0.19601,-0.0058301,0.010889,1
0.08541,0.20417,-0.0077363,0.0036298,1
0.076974,0.20327,-0.0071256,-0.00045372,1
0.071159,0.20327,-0.0051993,-0.0036298,1
0.066575,0.19601,-0.0023834,-0.0049909,1
0.066392,0.19328,-0.00016124,0.0045372,1
0.066253,0.20508,-0.00024025,0.0022686,1
0.065912,0.19782,0.0024702,-0.0090744,1
0.071193,0.18693,0.0028171,-0.0013612,1
0.071546,0.1951,-0.0028461,0.0099819,1
0.065501,0.2069,-0.00090971,0.0049909,1
0.069726,0.20508,0.0044086,-0.0063521,1
0.074318,0.19419,0.0056592,-0.012704,1
0.081045,0.17967,0.0058731,-0.011797,1
0.086065,0.1706,0.0005068,0.0013612,1
0.082058,0.1824,-0.0025224,0.011797,1
0.08102,0.19419,-0.0012804,0.0045372,1
0.079498,0.19147,-0.0025135,-0.0013612,1
0.075993,0.19147,-0.0038862,-0.0036298,1
0.071725,0.18421,-0.0066847,-0.003176,1
0.062623,0.18512,-0.0019987,-0.0013612,1
0.067728,0.18149,0.0061134,-0.003176,1
0.07485,0.17877,0.0040672,0.0072595,1
0.075862,0.19601,0.0015149,0.0027223,1
0.07788,0.18421,0.0020963,-0.015426,1
0.080055,0.16515,0.0020211,-0.014065,1
0.081922,0.15608,-0.0029229,-0.0049909,1
0.074209,0.15517,-0.008004,0.0095281,1
0.065914,0.17514,-0.0035887,0.016788,1
0.067031,0.18875,0.0011932,0.0045372,1
0.0683,0.18421,0.0086214,-0.0072595,1
0.084274,0.17423,0.013057,-0.0054446,1
0.094414,0.17332,0.00029614,0.0086207,1
0.084867,0.19147,-0.008494,0.019056,1
0.077426,0.21143,-0.001782,0.0022686,1
0.081303,0.19601,0.0041686,-0.01588,1
0.085763,0.17967,0.00099012,0,1
0.083283,0.19601,-0.0032709,0.014519,1
0.079221,0.20871,-0.0025079,0.0040835,1
0.078267,0.20417,-0.0015066,-0.011343,1
0.076208,0.18603,0.0026418,-0.016334,1
0.083551,0.17151,0.0028066,-0.0054446,1
0.081821,0.17514,-0.0045719,-0.0045372,1
0.074407,0.16243,0.0035717,-0.010889,1
0.088965,0.15336,0.0081649,0.0058984,1
0.090737,0.17423,-0.0079181,0.014065,1
0.073129,0.18149,-0.011724,-0.0054446,1
0.067288,0.16334,0.0073065,-0.016788,1
0.087742,0.14791,0.018256,-0.0095281,1
0.1038,0.14428,0.0056908,-0.00090744,1
0.099123,0.1461,-0.0088307,0.00045372,1
0.08614,0.14519,-0.0042333,-0.0018149,1
0.090657,0.14247,0.0074414,-0.0022686,1
0.10102,0.14065,0.00892,0.0040835,1
0.1085,0.15064,0.00498,0.013612,1
0.11098,0.16788,0.0011101,0.0099819,1
0.11072,0.1706,-0.0025314,-0.0036298,1
0.10592,0.16062,0.0033412,-0.015426,1
0.1174,0.13975,0.004316,-0.010436,1
0.11455,0.13975,-0.0094516,0.0027223,1
0.098496,0.14519,0.0003158,-0.0022686,1
0.11518,0.13521,0.019694,-0.0077132,1
0.13788,0.12976,0.024338,-0.003176,1
0.16386,0.12886,0.01421,0.010436,1
0.1663,0.15064,-0.0014606,0.018149,1
0.16094,0.16515,0.0023715,0.0018149,1
0.17105,0.15426,-0.0018945,-0.014973,1
0.15715,0.13521,-0.018805,-0.0072595,1
0.13344,0.13975,-0.0093327,0.0027223,1
0.13848,0.14065,0.013686,-0.0027223,1
0.16081,0.1343,0.028274,0.0036298,1
0.19503,0.14791,0.0197,0.012704,1
0.20021,0.15971,-0.0033531,0.0068058,1
0.18833,0.16152,0.0060989,-0.0072595,1
0.2124,0.14519,0.019965,-0.010436,1
0.22826,0.14065,0.0018995,0.003176,1
0.2162,0.15154,-0.0015216,0.0045372,1
0.22521,0.14973,0.01432,-0.0068058,1
0.24484,0.13793,0.0022273,0.0036298,1
0.22967,0.15699,-0.023405,0.024955,1
0.19803,0.18784,-0.0004101,0.0049909,1
0.22885,0.16697,0.027982,-0.026316,1
0.254,0.13521,-0.0043759,-0.0049909,1
0.2201,0.15699,-0.035845,0.029492,1
0.18231,0.19419,-0.027601,0.028131,1
0.1649,0.21325,0.014252,-0.008167,1
0.21081,0.17786,0.026669,-0.018603,1
0.21823,0.17604,-0.02334,0.018603,1
0.16413,0.21506,-0.031959,0.018149,1
0.15431,0.21234,0.006103,-0.0086207,1
0.17633,0.19782,0.024443,-0.019056,1
0.2032,0.17423,0.019878,-0.018603,1
0.21609,0.16062,0.0072179,-0.010436,1
0.21764,0.15336,-0.0093128,0.0027223,1
0.19747,0.16606,-0.019455,0.015426,1
0.17873,0.18421,-0.010399,0.010436,1
0.17667,0.18693,-0.0082924,0.0090744,1
0.16214,0.20236,-0.0068901,0.010889,1
0.16289,0.20871,0.0040326,0.00045372,1
0.17021,0.20327,-0.00017226,-0.00090744,1
0.16254,0.2069,-0.010332,0.0049909,1
0.14954,0.21325,0.0015881,0.0022686,1
0.16572,0.21143,0.0041407,0.00090744,1
0.15782,0.21506,-0.02152,0.003176,1
0.12268,0.21779,-0.0090819,-0.00045372,1
0.13966,0.21416,0.023117,-0.0013612,1
0.16891,0.21506,0.018143,0.0040835,1
0.17595,0.22232,0.014169,0.0090744,1
0.19725,0.23321,0.065022,-0.021325,1
0.30599,0.17967,0.088687,-0.053539,1
0.37463,0.12613,0.019159,-0.023593,1
0.34431,0.13249,-0.041565,0.0036298,1
0.2915,0.13339,-0.042307,-0.0013612,1
0.2597,0.12976,-0.017215,-0.0027223,1
0.25707,0.12795,-0.01096,-0.0022686,1
0.23777,0.12523,-0.011552,-0.0049909,1
0.23397,0.11797,0.004264,-0.008167,1
0.2463,0.10889,-0.028462,-0.0022686,1
0.17704,0.11343,-0.080091,0.0054446,1
0.086121,0.11978,-0.056333,0.003176,1
0.064376,0.11978,-0.015628,-0.0027223,1
0.054866,0.11434,-0.0081518,-0.0058984,1
0.048073,0.10799,-0.0053624,-0.0036298,1
0.044141,0.10708,-0.0034065,-0.0013612,1
0.04126,0.10526,-0.0027915,-0.0040835,1
0.038558,0.098911,-0.0025874,-0.0027223,1
0.036085,0.099819,-0.005292,0.0018149,1
0.027974,0.10254,-0.0075941,0.0013612,0
0.020897,0.10254,-0.0043045,0.00045372,0
0.019365,0.10345,-0.0016821,0.0022686,0
0.017533,0.10708,-0.0029924,0.0018149,0
0.01338,0.10708,-0.003772,0.0013612,0
0.0099887,0.1098,-0.0026259,0.0040835,0
0.0081284,0.11525,-0.0010659,0.0027223,0
0.0078568,0.11525,-0.00033413,-0.003176,0
0.0074602,0.10889,-0.0007038,-0.0054446,0
0.0064492,0.10436,-0.0011496,-0.017695,0
0.0051609,0.073503,-0.0016074,-0.041289,0
0.0032345,0.021779,-0.00096323,-0.025862,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.06319,0.049909,-0.00087263,-0.00045372,0
0.06319,0.049909,-0.00087263,-0.00045372,0
0.061444,0.049002,-0.0048565,-0.00045372,0
0.061444,0.049002,-0.0048565,-0.00045372,0
0.053477,0.049002,-0.0066852,0.0058984,0
0.053477,0.049002,-0.0066852,0.0058984,0
0.048074,0.060799,-0.0040885,0.0058984,0
0.048074,0.060799,-0.0040885,0.0058984,0
0.056154,0.034483,-0.007302,0.0022686,0
0.056154,0.034483,-0.007302,0.0022686,0
0.054794,0.037205,0.0027324,0,0
0.054794,0.037205,0.0027324,0,0
0.061619,0.034483,0.0055462,-0.0054446,0
0.061619,0.034483,0.0055462,-0.0054446,0
0.065887,0.026316,0.0031596,-0.008167,0
0.065887,0.026316,0.0031596,-0.008167,0
0.067939,0.018149,0.0098825,-0.0040835,0
0.067939,0.018149,0.0098825,-0.0040835,0
0.085652,0.018149,0.030006,0.003176,0
0.085652,0.018149,0.030006,0.003176,0
0.12795,0.024501,0.055217,0.0022686,0
0.12795,0.024501,0.055217,0.0022686,0
0.19609,0.022686,0.050261,-0.00045372,0
0.19609,0.022686,0.050261,-0.00045372,0
0.22847,0.023593,0.016713,0,0
0.22847,0.023593,0.016713,0,0
0.22951,0.022686,0.014926,-0.00045372,0
0.22951,0.022686,0.014926,-0.00045372,0
0.25832,0.022686,0.023482,0.00045372,0
