@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE energy_delta	REAL
@ATTRIBUTE zeroCrossingRate_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
0.02678,0.056261,0.0061031,-0.013612,0
0.0332,0.041742,0.0044556,-0.0077132,0
0.035691,0.040835,0.0020406,-0.0018149,0
0.037282,0.038113,0.00062359,-0.0036298,0
0.036938,0.033575,-0.0011526,-0.0013612,0
0.034977,0.03539,-0.0015896,0.0040835,0
0.033759,0.041742,-0.0013545,0.0045372,0
0.032268,0.044465,-0.0021079,0.0090744,0
0.029543,0.059891,-0.003845,0.014519,0
0.024578,0.073503,-0.0043656,0.014065,0
0.020812,0.088022,-0.0011648,0.0072595,0
0.022248,0.088022,0.0010962,-0.0058984,0
0.023004,0.076225,0.001006,-0.0049909,0
0.02426,0.07804,0.0063979,-0.00090744,0
0.0358,0.07441,0.03436,-0.0045372,1
0.09298,0.068966,0.08638,-0.0077132,1
0.20856,0.058984,0.11901,-0.014973,1
0.33101,0.03902,0.058671,-0.014973,1
0.3259,0.029038,-0.018204,-0.0054446,1
0.2946,0.028131,0.030702,-0.0013612,1
0.38731,0.026316,0.057723,0.0022686,1
0.41005,0.032668,-0.01889,0.008167,1
0.34953,0.04265,-0.051139,0.010436,1
0.30777,0.053539,-0.049823,0.016334,1
0.24988,0.075318,-0.068402,0.013158,1
0.17096,0.079855,-0.053076,-0.0090744,1
0.14373,0.057169,-0.034396,-0.0077132,1
0.10217,0.064428,-0.049632,0.0099819,1
0.044465,0.077132,-0.039834,-0.00090744,1
0.022502,0.062613,-0.0157,-0.0068058,1
0.013066,0.063521,-0.0082919,0.0068058,1
0.0059188,0.076225,-0.0040401,0.0045372,0
0.0049856,0.072595,-0.0013319,0.0013612,0
0.0032549,0.078947,-0.0013237,0.010436,0
0.0023381,0.093466,-0.00049631,0.0068058,0
0.0022623,0.092559,-2.7259e-05,-0.003176,0
0.0022836,0.087114,-0.00017065,0.014065,0
0.001921,0.12069,-0.00026775,0.02677,0
0.0017481,0.14065,0.0033842,-0.0099819,0
0.0086895,0.10073,0.0061963,-0.030399,0
0.014141,0.079855,0.004209,-0.016788,0
0.017107,0.067151,0.0027352,-0.015426,0
0.019611,0.049002,0.0021004,-0.0095281,0
0.021308,0.048094,0.00089189,0,0
0.021395,0.049002,-0.00018835,0.0036298,0
0.020932,0.055354,-0.00044579,0.008167,0
0.020503,0.065336,-0.0007404,0.0063521,0
0.019451,0.068058,-0.0011228,-0.0036298,0
0.018258,0.058076,-0.00082893,-0.0058984,0
0.017793,0.056261,-4.4028e-06,0,0
0.018249,0.058076,0.00093651,-0.0040835,0
0.019666,0.048094,0.0011466,-0.0090744,0
0.020542,0.039927,0.0007626,-0.0063521,0
0.021191,0.03539,0.0015533,0.00045372,0
0.023649,0.040835,0.0006172,0.0077132,0
0.022426,0.050817,-0.0026858,0.0049909,0
0.018277,0.050817,-0.0030712,0.0013612,0
0.016283,0.053539,-0.0025628,0.0036298,0
0.013151,0.058076,-0.00097432,0.0049909,0
0.014334,0.063521,0.0016667,0.01951,0
0.016485,0.097096,-0.0010022,0.018603,0
0.01233,0.10073,-0.0054012,-0.0018149,0
0.0056824,0.093466,-0.00058792,0.0027223,0
0.011154,0.10617,0.0026887,0.017695,0
0.01106,0.12886,-0.0041622,0.01951,0
0.0028299,0.14519,-0.0042019,0.0072595,0
0.0026559,0.14338,-0.00010716,-0.0063521,0
0.0026156,0.13249,0.00012892,-0.014973,0
0.0029138,0.11343,0.0023753,-0.013158,0
0.0073662,0.10617,0.0022856,-0.020417,0
0.0074849,0.072595,-0.00025338,-0.01951,0
0.0068594,0.067151,-0.00051276,0.013158,0
0.0064594,0.098911,-0.0025873,0.024501,0
0.0016848,0.11615,-0.0024595,0.020417,0
0.0015404,0.13975,-0.00016771,0.01588,0
0.0013493,0.14791,-3.8295e-05,0.0058984,0
0.0014639,0.15154,0.00011668,-0.00090744,0
0.0015827,0.1461,0.00029883,-0.0018149,0
0.0020615,0.14791,0.00025103,0.012704,0
0.0020848,0.17151,0.00024173,0.010436,0
0.002545,0.16878,0.0019642,-0.01951,0
0.0060131,0.13249,0.0036965,-0.029038,0
0.009938,0.11071,0.0016883,-0.014519,0
0.0093898,0.10345,-3.4782e-05,-0.008167,0
0.0098685,0.094374,-4.5451e-05,-0.0049909,0
0.0092989,0.093466,-0.002952,0.00090744,0
0.0039645,0.096189,-0.0015643,0.0018149,0
0.0061704,0.097096,0.0034236,-0.00045372,0
0.010812,0.095281,0.0016586,0.008167,0
0.0094875,0.11343,-0.003825,0.022686,0
0.0031616,0.14065,-0.003195,0.017695,0
0.0030975,0.14882,9.7291e-05,0.014065,0
0.0033561,0.16878,0.00018837,0.012704,0
0.0034742,0.17423,-7.3808e-05,-0.0054446,0
0.0032085,0.15789,0.00047862,-0.017695,0
0.0044315,0.13884,0.001047,-0.02314,0
0.0053026,0.11162,-1.2488e-05,-0.017695,0
0.0044065,0.10345,-0.00093579,-0.0045372,0
0.003431,0.10254,-0.00061526,0.0099819,0
0.003176,0.12341,-0.00033583,0.027677,0
0.0027594,0.15789,-0.00024732,0.019056,0
0.0026813,0.16152,-0.00012154,0.0072595,0
0.0025163,0.17241,-0.00017141,0.010436,0
0.0023385,0.1824,-8.4966e-06,0.0040835,0
0.0024993,0.18058,8.9416e-05,-0.0099819,0
0.0025173,0.16243,1.0259e-05,-0.0058984,0
0.0025198,0.16878,-6.3092e-05,0.018149,0
0.0023912,0.19873,-8.268e-05,0.013612,0
0.0023544,0.19601,-3.8733e-07,-0.0054446,0
0.0023904,0.18784,-4.217e-05,0.0027223,0
0.0022701,0.20145,-6.2527e-05,0.0036298,0
0.0022653,0.1951,1.7216e-06,-0.010889,0
0.0022735,0.17967,-0.00010046,0.0040835,0
0.0020644,0.20327,-0.00017463,0.021325,0
0.0019243,0.22232,-2.7752e-05,0.0022686,0
0.0020089,0.2078,0.0002198,-0.016334,0
0.0023639,0.18966,0.00059767,-0.010889,0
0.0032042,0.18603,0.00049236,-0.0022686,0
0.0033486,0.18512,-0.0001852,0.0013612,0
0.0028338,0.18875,-0.00035287,0.010436,0
0.0026429,0.20599,-0.00019234,0.026316,0
0.0024491,0.24138,-0.00014385,0.022232,0
0.0023552,0.25045,0.0024412,-0.029492,0
0.0073315,0.1824,0.0025035,-0.049002,0
0.0073622,0.15245,-0.0020865,-0.011343,0
0.0031585,0.15971,-0.0018581,-0.0086207,0
0.0036459,0.13521,0.00058305,-0.0099819,0
0.0043246,0.13975,0.00020999,0.012704,0
0.0040658,0.16062,-6.9477e-05,0.0099819,0
0.0041857,0.15971,0.0011388,-0.018603,0
0.0063435,0.12341,0.00095771,-0.011343,0
0.0061011,0.13702,-0.00095434,0.017695,0
0.0044348,0.1588,-0.00094134,0.0040835,0
0.0042184,0.14519,-6.7813e-05,-0.0049909,0
0.0042992,0.14882,-0.00019902,0.013612,0
0.0038204,0.17241,-0.00074853,0.014519,0
0.0028021,0.17786,-0.00061673,-0.0018149,0
0.0025869,0.16878,0.00019532,-0.019056,0
0.0031927,0.13975,0.00073042,-0.034029,0
0.0040478,0.10073,0.00033229,-0.01588,0
0.0038573,0.10799,-0.00051937,0.019964,0
0.003009,0.14065,-0.00064188,0.02314,0
0.0025735,0.15426,-0.00028518,0.0095281,0
0.0024387,0.15971,-7.1405e-05,-0.010436,0
0.0024307,0.13339,5.1994e-05,-0.027677,0
0.0025426,0.10436,3.0961e-05,-0.017241,0
0.0024927,0.098911,-8.4547e-05,-0.0036298,0
0.0023736,0.097096,-6.4519e-05,0.0049909,0
0.0023636,0.10889,3.5299e-05,0.0086207,0
0.0024442,0.11434,-0.00012688,0.024047,0
0.0021099,0.15699,0.0028596,0.02677,0
0.0081633,0.16788,0.0087081,-0.033575,0
0.019526,0.089837,0.0098799,-0.055808,1
0.027923,0.056261,0.0078073,-0.016788,1
0.035141,0.056261,0.0080994,-0.0018149,1
0.044122,0.052632,0.01031,-0.0045372,1
0.055761,0.047187,0.014473,-0.0099819,1
0.073068,0.032668,0.0125,-0.0068058,1
0.080761,0.033575,-0.0036358,0.0054446,1
0.065797,0.043557,-0.013955,0.0049909,1
0.052851,0.043557,-0.001625,-0.0063521,1
0.062547,0.030853,0.019776,-0.010436,1
0.092402,0.022686,0.030426,-0.0040835,1
0.1234,0.022686,0.0094466,0.00090744,1
0.1113,0.024501,-0.030721,0.023593,1
0.061958,0.069873,-0.043527,0.059891,1
0.024242,0.14428,-0.023471,0.044918,1
0.015017,0.15971,-0.0044219,0.003176,1
0.015398,0.15064,-0.00010269,0.0058984,1
0.014811,0.17151,-0.00058273,0.011343,1
0.014233,0.17332,-0.00023963,-0.011343,1
0.014332,0.14882,-0.0011033,-0.011797,1
0.012026,0.14973,-0.0026363,0.0058984,1
0.0090596,0.16062,-0.0023681,0.00045372,1
0.0072899,0.15064,-0.0019905,-0.011797,1
0.0050787,0.13702,-0.0021045,-0.024955,0
0.0030809,0.10073,-0.0014149,-0.017241,0
0.0022489,0.10254,-0.00064424,0.015426,0
0.0017924,0.13158,2.5133e-05,0.0022686,0
0.0022991,0.10708,0.0001877,-0.0027223,0
0.0021678,0.12613,7.4589e-06,0.026316,0
0.0023141,0.15971,0.00019648,0.0058984,0
0.0025608,0.13793,-0.0001944,-0.0090744,0
0.0019253,0.14156,-0.0004256,-0.0013612,0
0.0017096,0.13521,7.3032e-05,-0.0054446,0
0.0020713,0.13067,0.00021983,0.013612,0
0.0021493,0.16243,-2.8911e-06,-0.00090744,0
0.0020655,0.12886,-0.0001911,-0.030853,0
0.0017671,0.10073,-0.0002768,-0.003176,0
0.001512,0.1225,-1.5699e-05,-0.00045372,0
0.0017357,0.099819,0.00025596,-0.025408,0
0.0020239,0.071688,-0.00011531,-0.029492,0
0.0015051,0.040835,-0.0002594,-0.015426,0
0.13383,0.0018149,-0.008681,0.0018149,0
0.11647,0.0054446,-0.021147,0.0077132,0
0.091536,0.017241,-0.017011,0.011797,0
0.082447,0.029038,-0.010004,0.0013612,0
0.071527,0.019964,0.027734,-0.013158,1
0.13792,0.0027223,0.068363,-0.0068058,1
0.20825,0.0063521,0.031551,0.018149,1
0.20102,0.03902,-0.0037375,0.019056,1
0.20078,0.044465,0.016564,-0.008167,1
0.23415,0.022686,0.0085897,-0.0077132,1
0.21796,0.029038,-0.021669,0.016788,1
0.19081,0.056261,-0.006444,0.020871,1
0.20507,0.07078,0.019335,0.0045372,1
0.22948,0.065336,0.0084939,0.0049909,1
0.22206,0.080762,-0.0030259,0.0049909,1
0.22343,0.075318,0.012774,-0.016788,1
0.2476,0.047187,0.01185,-0.0063521,1
0.24713,0.062613,0.0021425,0.017695,1
0.25189,0.082577,0.013993,0.0045372,1
0.27511,0.071688,0.013803,-0.0086207,1
0.27949,0.065336,0.018896,-0.0077132,1
0.31291,0.056261,0.03018,-0.01225,1
0.33986,0.040835,-0.00014833,-0.0045372,1
0.31261,0.047187,-0.034967,0.0099819,1
0.26992,0.060799,-0.032384,0.01225,1
0.24784,0.071688,0.020512,-0.0022686,1
0.31095,0.056261,0.05261,-0.018603,1
0.35306,0.034483,-0.00069454,-0.0099819,1
0.30956,0.036298,-0.020913,0.0022686,1
0.31124,0.03902,0.026521,0.0018149,1
0.3626,0.039927,0.019585,0.00090744,1
0.35041,0.040835,-0.01803,0.00090744,1
0.32654,0.041742,-0.019356,-0.00045372,1
0.31169,0.039927,-0.013383,0.0018149,1
0.29977,0.045372,0.00088231,0.0058984,1
0.31346,0.051724,0.014894,0.0018149,1
0.32956,0.049002,0.018934,0.003176,1
0.35133,0.058076,0.011514,0.0077132,1
0.35259,0.064428,-0.0040653,-0.0013612,1
0.3432,0.055354,-0.0031122,-0.010889,1
0.34636,0.04265,0.0083765,-0.0086207,1
0.35995,0.038113,0.0094619,-0.0045372,1
0.36529,0.033575,0.0021661,-0.0063521,1
0.36428,0.025408,-0.0013617,0.0036298,1
0.36256,0.040835,-0.00081999,0.015426,1
0.36264,0.056261,0.0063645,0.003176,1
0.37529,0.047187,0.010391,-0.010889,1
0.38342,0.034483,0.0032395,-0.0077132,1
0.38177,0.03176,0.0058705,-0.003176,1
0.39516,0.028131,0.022444,-0.0036298,1
0.42666,0.024501,0.024215,-0.0013612,1
0.44359,0.025408,-0.015183,-0.00045372,1
0.39629,0.023593,-0.053547,-0.00090744,1
0.3365,0.023593,-0.059168,0.00090744,1
0.27796,0.025408,-0.067219,0.0040835,1
0.20206,0.03176,-0.045943,-0.00090744,1
0.18607,0.023593,-0.027316,-0.0054446,1
0.14743,0.020871,-0.032463,-0.0040835,1
0.12114,0.015426,0.0074632,-0.010436,1
0.16236,0,0.019817,-0.0058984,1
0.16078,0.0036298,-0.023938,0.0086207,1
0.11448,0.017241,-0.0060657,0.0049909,0
0.14865,0.013612,0.053978,-0.0086207,0
0.22243,0,0.031202,-0.0054446,0
0.21105,0.0027223,-0.028803,0.0022686,0
0.16483,0.0045372,-0.00746,-0.00045372,0
0.19613,0.0018149,0.0024427,0.0018149,0
0.16971,0.008167,-0.055623,0.0068058,0
0.084885,0.015426,-0.043678,0.0054446,0
0.082359,0.019056,0.00060883,0.0086207,0
0.086103,0.032668,-3.2089e-05,0.01225,0
0.082295,0.043557,-0.0045703,0.0036298,0
0.076962,0.039927,0.0091868,-0.0068058,0
0.10067,0.029946,0.035,-0.013612,0
0.14696,0.012704,0.021814,-0.0095281,0
0.1443,0.010889,-0.025696,0.0036298,0
0.095569,0.019964,-0.036272,0.0040835,0
0.071753,0.019056,-0.0084002,0.00045372,0
0.078769,0.020871,0.0051232,0.00045372,0
0.081999,0.019964,0.011008,-0.0013612,0
0.10078,0.018149,0.0095684,-0.0027223,0
0.10114,0.014519,-0.013258,0,0
0.074269,0.018149,-0.01018,0.0036298,0
0.080775,0.021779,0.0066857,0.00090744,0
0.087641,0.019964,0.00041641,0.0068058,0
0.081608,0.03539,0.007894,0.0077132,0
0.10343,0.03539,0.025925,-0.0049909,1
0.13346,0.025408,0.025946,-0.0022686,1
0.15532,0.030853,0.025486,0.0068058,1
0.18443,0.03902,0.025093,0.0077132,1
0.20551,0.046279,0.010852,0.0013612,1
0.20613,0.041742,-0.0036252,0,1
0.19826,0.046279,0.0014104,0.0068058,1
0.20895,0.055354,0.015765,0,1
0.22979,0.046279,0.01158,-0.0045372,1
0.23211,0.046279,0.0043124,0.003176,1
0.23841,0.052632,0.00028299,0.0013612,1
0.23268,0.049002,-0.0082738,-0.0040835,1
0.22186,0.044465,-0.0029131,-0.00045372,1
0.22685,0.048094,0.00072482,0.0027223,1
0.22331,0.049909,-0.00037818,0.00090744,1
0.2261,0.049909,0.0044883,-0.0018149,1
0.23229,0.046279,-0.00094344,-0.0054446,1
0.22421,0.03902,-0.0024546,0.00090744,1
0.22738,0.048094,0.00064653,0.0072595,1
0.2255,0.053539,-0.0060926,0.0077132,1
0.2152,0.063521,-0.0057865,0.0054446,1
0.21393,0.064428,-0.0076669,-0.0063521,1
0.19986,0.050817,-0.0096839,-0.0086207,1
0.19456,0.047187,-0.0065586,0.0045372,1
0.18674,0.059891,-0.013062,0.010436,1
0.16844,0.068058,-0.0082493,0.003176,1
0.17025,0.066243,0.0031303,0.0045372,1
0.1747,0.077132,-0.001514,0.003176,1
0.16722,0.072595,-0.0057679,-0.0018149,1
0.16316,0.073503,0.011457,-0.0040835,1
0.19013,0.064428,0.02405,-0.01588,1
0.21126,0.041742,0.0042121,-0.0095281,1
0.19856,0.045372,-0.0088005,0.003176,1
0.19366,0.048094,0.0062729,-0.0013612,1
0.2111,0.04265,0.0061196,-0.0013612,1
0.2059,0.045372,-0.010828,0.0049909,1
0.18945,0.052632,-0.005707,0.0027223,1
0.19449,0.050817,0.012005,-0.0045372,1
0.21346,0.043557,0.0092751,-0.0040835,1
0.21304,0.04265,-0.010074,0.010436,1
0.19331,0.064428,-0.0078575,0.014065,1
0.19732,0.07078,0.001984,-0.003176,1
0.19728,0.058076,-0.0044744,-0.0068058,1
0.18837,0.057169,-0.0084187,0.0063521,1
0.18044,0.07078,-0.006714,0.0077132,1
0.17495,0.072595,-0.0053373,-0.0022686,1
0.16976,0.066243,-0.0067063,-0.003176,1
0.16153,0.066243,-0.0065448,-0.0049909,1
0.15667,0.056261,-0.0018618,-0.0063521,1
0.15781,0.053539,0.0063474,-0.00090744,1
0.16937,0.054446,0.0086264,-0.0018149,1
0.17506,0.049909,0.00066377,-0.003176,1
0.1707,0.048094,-0.0038302,0.00045372,1
0.1674,0.050817,0.006483,0.00090744,1
0.18366,0.049909,0.012861,0.00090744,1
0.19312,0.052632,-0.0002419,0.003176,1
0.18318,0.056261,-0.0052955,0.0013612,1
0.18253,0.055354,0.0049822,-0.00090744,1
0.19314,0.054446,0.0083869,-0.00045372,1
0.19931,0.054446,0.007737,0.00045372,1
0.20862,0.055354,0.013048,-0.0018149,1
0.2254,0.050817,0.01717,-0.0054446,1
0.24296,0.044465,0.011448,-0.0045372,1
0.2483,0.041742,0.0022183,0.0018149,1
0.24739,0.048094,0.0022594,0.003176,1
0.25282,0.048094,0.0021514,-0.0018149,1
0.2517,0.044465,0.0025969,-0.0013612,1
0.25801,0.045372,0.0097243,-0.00090744,1
0.27115,0.04265,0.0083157,-0.0063521,1
0.27464,0.032668,0.0015919,-0.0058984,1
0.27433,0.030853,-0.0019445,0,1
0.27075,0.032668,-0.0051672,0.00045372,1
0.264,0.03176,-0.0052611,0.00045372,1
0.26023,0.033575,-0.0021975,-0.00090744,1
0.2596,0.029946,0.0043935,0.00090744,1
0.26902,0.03539,0.0019295,0.0063521,1
0.26346,0.04265,-0.010192,-0.00045372,1
0.24863,0.034483,-0.0096399,-0.0049909,1
0.24418,0.032668,-0.0043335,0.003176,1
0.23997,0.040835,0.0041293,0.0049909,1
0.25244,0.04265,0.004201,-0.00045372,1
0.24837,0.039927,-0.013194,-0.0018149,1
0.22605,0.03902,-0.014586,-0.0013612,1
0.2192,0.037205,-0.0024004,-0.003176,1
0.22125,0.032668,-0.009551,0.0045372,1
0.2001,0.046279,-0.023026,0.0095281,1
0.1752,0.051724,-0.0086219,-0.0027223,1
0.18285,0.040835,-0.00083264,-0.003176,1
0.17353,0.045372,-0.0039112,0,1
0.17503,0.040835,0.013392,-0.0054446,1
0.20032,0.034483,0.018,-0.0022686,1
0.21103,0.036298,-0.006761,-0.00090744,1
0.18679,0.032668,-0.029778,-0.0040835,1
0.15147,0.028131,-0.019315,-0.0027223,1
0.14816,0.027223,-0.0064505,-0.0018149,1
0.13857,0.024501,-0.0047936,-0.003176,1
0.13858,0.020871,0.010127,-0.0018149,1
0.15883,0.020871,0.0024919,0.0045372,1
0.14356,0.029946,-0.013564,0.0027223,1
0.1317,0.026316,-0.0061828,-0.0040835,1
0.1312,0.021779,0.002618,0.0022686,1
0.13693,0.030853,0.0081734,0.0018149,1
0.14754,0.025408,-0.0040152,-0.0036298,1
0.1289,0.023593,-0.012795,-0.00090744,1
0.12195,0.023593,-0.0052141,-0.00090744,1
0.11848,0.021779,-0.0018247,-0.0018149,1
0.1183,0.019964,-0.0023934,-0.0022686,1
0.11369,0.017241,-0.013316,-0.0013612,1
0.091672,0.017241,-0.018443,-0.00090744,1
0.076802,0.015426,-0.0077556,-0.0013612,1
0.076161,0.014519,0.010902,0.0018149,1
0.098606,0.019056,0.021498,0.0022686,1
0.11916,0.019056,0.011553,-0.0027223,1
0.12171,0.013612,-0.0076658,-0.00045372,1
0.10383,0.018149,-0.019946,0.0045372,0
0.081822,0.022686,-0.012487,0.0045372,0
0.078851,0.027223,-0.0050081,0.0018149,0
0.071806,0.026316,-0.0082471,-0.003176,0
0.062357,0.020871,-0.0090152,0.0027223,0
0.053776,0.03176,-0.0032514,0.0027223,0
0.055854,0.026316,0.0077813,-0.008167,0
0.069338,0.015426,0.0081073,-0.0063521,0
0.072069,0.013612,-0.00085046,0.0022686,0
0.067637,0.019964,0.00093144,0.0086207,0
0.073931,0.030853,0.018323,0.00045372,0
0.10428,0.020871,0.013524,-0.0090744,0
0.10098,0.012704,-0.014622,-0.0027223,0
0.075041,0.015426,-0.012811,0.0036298,0
0.075357,0.019964,0.0032991,0.0018149,0
0.081639,0.019056,0.0077215,0,0
0.0908,0.019964,-0.003338,0.0018149,0
0.074963,0.022686,-0.016039,-0.00090744,0
0.058722,0.018149,0.0032841,-0.0045372,0
0.081531,0.013612,0.012829,-0.0027223,0
0.084379,0.012704,-0.00094205,0.00090744,0
0.079647,0.015426,-0.0033871,0.0027223,0
0.077605,0.018149,-0.0016443,0.0018149,0
0.076358,0.019056,0.0090252,0,0
0.095656,0.018149,0.0060027,0.00090744,0
0.088364,0.020871,-0.013948,0.0063521,0
0.06776,0.030853,-0.011296,0.0018149,0
0.065772,0.024501,0.00020551,-0.0086207,0
0.068171,0.013612,0.0033773,-0.0027223,0
0.072527,0.019056,0.0033112,0.0018149,0
0.074793,0.017241,0.0027128,-0.0027223,0
0.077953,0.013612,0.0058714,0.00090744,0
0.086536,0.019056,0.003919,0.0072595,0
0.085791,0.028131,-0.0042771,0.0040835,0
0.077982,0.027223,-0.0035641,-0.00090744,0
0.078662,0.026316,-0.0022774,-0.00090744,0
0.073427,0.025408,-0.0048332,-0.00045372,0
0.068996,0.025408,-0.0030612,0.003176,0
0.067305,0.03176,0.0042256,-0.00045372,0
0.077447,0.024501,0.0053575,-0.0040835,0
0.07802,0.023593,-0.0092718,0.0045372,0
0.058904,0.033575,0.0023393,0.0018149,0
0.082698,0.027223,0.014042,-0.003176,0
0.086988,0.027223,-0.010371,0.00045372,0
0.061956,0.028131,-0.018186,0.0095281,0
0.050616,0.046279,-0.0051958,0.0095281,0
0.051564,0.047187,0.0081297,-0.014519,0
0.066875,0.017241,0.0083384,-0.012704,0
0.068241,0.021779,-0.0059946,0.0095281,0
0.054886,0.036298,-0.0089556,0.0045372,0
0.05033,0.030853,0.0016667,-0.0090744,0
0.058219,0.018149,0.0057881,-0.0077132,0
0.061906,0.015426,0.0033296,-0.0036298,0
0.064878,0.010889,-0.0014283,0.0022686,0
0.059049,0.019964,-0.0014644,0.010889,0
0.06195,0.032668,0.0016662,0.0086207,0
0.062382,0.037205,-0.0078034,0.0072595,0
0.046343,0.047187,-0.0035764,0.00090744,0
0.055229,0.03902,0.0092746,-0.01225,0
0.064892,0.022686,0.0096953,-0.013612,0
0.074619,0.011797,0.0052344,-0.0040835,0
0.075361,0.014519,-0.0088772,0.0036298,0
0.056865,0.019056,-0.0048038,-0.0013612,0
0.065753,0.011797,0.0071938,0.00045372,0
0.071253,0.019964,0.0036506,0.0077132,0
0.073054,0.027223,0.0019057,0,0
0.075064,0.019964,-0.0085342,-0.0018149,0
0.055986,0.023593,-0.010243,0.003176,0
0.054577,0.026316,0.00040541,-0.0027223,0
0.056797,0.018149,0.00050881,-0.0063521,0
0.055595,0.013612,0.0049699,-0.003176,0
0.066737,0.011797,0.0044308,0.00045372,0
0.064456,0.014519,-0.0023616,0.0013612,0
0.062013,0.014519,0.00096929,0.00045372,0
0.066395,0.015426,-0.0046629,0.0018149,0
0.052688,0.018149,-0.010844,0.003176,0
0.044706,0.021779,-0.0037386,0.0058984,0
0.04521,0.029946,0.0017946,0.0058984,0
0.048296,0.033575,0.0081792,-0.0022686,0
0.061569,0.025408,0.0080609,-0.0058984,0
0.064417,0.021779,0.0052764,-0.003176,0
0.072122,0.019056,0.0043386,-0.003176,0
0.073095,0.015426,-0.003654,-0.0027223,0
0.064814,0.013612,-0.0025113,-0.00045372,0
0.068072,0.014519,-0.0042799,0.0086207,0
0.056254,0.030853,-0.0054424,0.0068058,0
0.057187,0.028131,0.0070689,-0.0086207,0
0.070391,0.013612,0.0035973,-0.0027223,0
0.064382,0.022686,0.0074232,0.0013612,0
0.085238,0.016334,0.010838,-0.0018149,0
0.086059,0.019056,-0.0146,0.0072595,0
0.056039,0.030853,-0.018303,0.0018149,0
0.049453,0.022686,-0.00077854,-0.0040835,0
0.054482,0.022686,0.004881,-0.00090744,0
0.059215,0.020871,0.0045597,-0.003176,0
0.063601,0.016334,0.0026253,-0.00090744,0
0.064466,0.019056,-0.0025508,0.0027223,0
0.058499,0.021779,-0.0038901,0.00045372,0
0.056685,0.019964,0.0010556,-0.0063521,0
0.06061,0.0090744,-0.0013679,0.003176,0
0.05395,0.026316,-0.0045448,0.011797,0
0.051521,0.032668,0.0090308,-0.0077132,0
0.072011,0.010889,0.011066,-0.0099819,0
0.073653,0.012704,-0.002791,0.0022686,0
0.066429,0.015426,-0.0055869,0.00045372,0
0.062479,0.013612,-0.0050927,0.0027223,0
0.056244,0.020871,0.0067246,0.0049909,0
0.075929,0.023593,0.016224,0,0
0.088692,0.020871,0.00719,-0.0036298,0
0.090309,0.016334,-0.0034504,-0.0036298,0
0.081792,0.013612,-0.017135,0.0068058,0
0.056039,0.029946,-0.018491,0.008167,0
0.044811,0.029946,-0.0053692,-0.00045372,0
0.045301,0.029038,0.0059339,0.0018149,0
0.056678,0.033575,0.017338,-0.0068058,0
0.079977,0.015426,0.0094115,-0.011343,0
0.075501,0.010889,-0.0088186,-0.00045372,0
0.06234,0.014519,-0.004104,0.0018149,0
0.067293,0.014519,-0.0003243,0.0013612,0
0.061692,0.017241,-0.0080837,0.0040835,0
0.051126,0.022686,-0.0085755,0.0040835,0
0.044541,0.025408,-0.0018499,-0.00045372,0
0.047426,0.021779,0.011515,-0.0063521,0
0.06757,0.012704,0.018244,-0.0054446,0
0.083915,0.010889,0.004007,0.0013612,0
0.075584,0.015426,-0.012024,0.0063521,0
0.059866,0.023593,-0.0035941,0.0045372,0
0.068396,0.024501,0.0065761,-0.0045372,0
0.073018,0.014519,-0.004177,-0.0049909,0
0.060042,0.014519,-0.011928,0.0058984,0
0.049163,0.026316,-0.0030666,0.0049909,0
0.053909,0.024501,0.022889,-0.0077132,0
0.09494,0.010889,0.048603,-0.008167,0
0.15112,0.008167,0.021894,0.0036298,0
0.13873,0.018149,-0.041143,0.010436,0
0.06883,0.029038,-0.023468,-0.0013612,0
0.091792,0.015426,0.03827,-0.014519,0
0.14537,0,0.030095,-0.0063521,0
0.15198,0.0027223,-0.015958,0.0068058,0
0.11345,0.013612,-0.042168,0.01225,0
0.067646,0.027223,-0.027009,0.0058984,0
0.059437,0.025408,0.0031915,-0.0063521,0
0.074029,0.014519,0.018716,-0.0072595,0
0.096868,0.010889,0.018027,-0.00090744,0
0.11008,0.012704,0.00013925,0.0040835,0
0.097146,0.019056,-0.010926,0.003176,0
0.088229,0.019056,-0.0051132,0.0013612,0
0.08692,0.021779,-0.0053873,0.0040835,0
0.077454,0.027223,-0.0079872,-0.0022686,0
0.070946,0.017241,-0.0075547,-0.0045372,0
0.062345,0.018149,-0.0062503,0.0063521,0
0.058445,0.029946,0.00011959,0.0077132,0
0.062584,0.033575,-0.00061296,0.00045372,0
0.057219,0.030853,0.0093494,-0.008167,0
0.081283,0.017241,0.013496,-0.0086207,0
0.084212,0.013612,-0.015249,0.0036298,0
0.050785,0.024501,-0.016191,0.0040835,0
0.051829,0.021779,0.0012597,0.0063521,0
0.053305,0.037205,0.0057498,0.013158,0
0.063328,0.048094,0.0057071,-0.0040835,0
0.064719,0.029038,-0.008364,0.0013612,0
0.0466,0.050817,-0.0062607,0.021779,0
0.052197,0.072595,0.0029159,0.0022686,0
0.052432,0.055354,0.0073599,-0.020417,0
0.066917,0.03176,0.0092625,-0.017695,0
0.070957,0.019964,-0.0030753,-0.0013612,0
0.060767,0.029038,-0.0039631,0.0036298,0
0.063031,0.027223,0.0043877,-0.00090744,0
0.069542,0.027223,0.00059451,0.0018149,0
0.06422,0.030853,-0.0057734,-0.0045372,0
