@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
1937.7,-4.2264,861.33,1.6011,15,1
1904.2,-4.2381,861.33,1.5475,15,1
1725.3,-4.2769,861.33,1.5654,15,1
1536.3,-4.343,861.33,1.5026,15,1
1324.4,-4.4774,861.33,1.501,15,1
979.9,-4.5486,839.79,1.4638,15,1
817.32,-4.5583,839.79,1.4959,15,1
684.27,-4.4357,818.26,1.4767,15,1
637.69,-4.5368,839.79,1.404,15,1
671.96,-4.4348,839.79,1.4619,15,1
625.4,-4.6174,861.33,1.4261,15,1
554.59,-4.692,861.33,1.4096,15,1
472.26,-4.802,839.79,1.4029,15,1
425.97,-4.8686,581.4,1.3139,15,1
539.47,-4.7543,581.4,1.3846,11,1
606.1,-4.5778,602.93,1.4366,11,1
626.14,-4.6071,602.93,1.4119,11,1
681.39,-4.4793,602.93,1.4454,11,1
730.25,-4.5553,602.93,1.4458,11,1
736.04,-4.4658,624.46,1.4752,11,1
555.32,-4.6028,602.93,1.394,11,1
563.21,-4.632,602.93,1.3745,11,1
687.39,-4.5991,602.93,1.4264,11,1
685.51,-4.5133,602.93,1.4407,11,1
606.29,-4.4738,602.93,1.3823,11,1
610.84,-4.544,602.93,1.3863,11,1
644.32,-4.5195,602.93,1.4158,11,1
623.73,-4.5107,602.93,1.4221,11,1
552.52,-4.4896,602.93,1.3999,11,1
504.53,-4.5725,602.93,1.3668,12,1
663.77,-4.5626,602.93,1.3851,11,1
736.6,-4.5401,602.93,1.4096,11,1
804.2,-4.7094,624.46,1.4126,16,1
856.01,-4.5432,624.46,1.4274,10,1
805.71,-4.6113,624.46,1.3914,11,1
953.57,-4.7425,624.46,1.4153,11,1
1345.8,-4.3185,624.46,1.492,11,1
1755.6,-4.1439,624.46,1.5161,11,1
1611,-4.2379,624.46,1.479,11,1
1452.9,-4.4053,602.93,1.2361,11,1
209.11,-4.4309,279.93,0.74536,11,1
-68.081,-5.2378,624.46,1.072,11,0
-69.101,-5.3423,624.46,1.2555,12,0
-79.066,-5.7971,323,0.89935,16,0
-84.762,-5.9744,624.46,0.97687,41,0
-83.17,-6.162,301.46,0.88753,32,0
-79.235,-6.3393,301.46,0.75177,45,0
-84.701,-6.4628,581.4,0.43652,94,0
-89.986,-6.3269,344.53,0.4499,113,0
-98.769,-6.4358,602.93,0.34102,98,0
-117.8,-6.3241,2282.5,0.30324,85,0
-147.95,-6.3265,947.46,0.29355,109,0
-158.2,-6.2366,861.33,0.2979,117,0
-159.8,-6.241,1055.1,0.39409,100,0
-161.95,-6.1303,1119.7,0.41141,48,0
-148.65,-6.0024,1055.1,0.41114,56,0
-169.16,-6.1644,1055.1,0.36945,65,0
-168.81,-6.1719,968.99,0.32236,102,0
-186.66,-6.3251,775.2,0.30203,114,0
-165.45,-6.2065,904.39,0.33413,112,0
-159.16,-6.3109,990.53,0.34442,107,0
-146.05,-6.2473,968.99,0.37704,109,0
-136.13,-6.4043,990.53,0.30902,103,0
-123.75,-6.3285,1141.3,0.32496,104,0
-104.28,-6.3723,925.93,0.36589,93,0
-90.437,-6.3853,968.99,0.23684,119,0
-76.541,-6.4755,775.2,0.29698,127,0
-71.436,-6.6086,323,0.36634,196,0
-81.694,-6.6251,172.27,0.27928,166,0
-84.834,-6.6135,990.53,0.2505,150,0
-90.079,-6.4319,258.4,0.3006,140,0
-47.277,-5.0671,581.4,0.65708,14,0
213.07,-4.5367,667.53,0.56946,10,1
99.18,-4.8997,602.93,0.42499,13,1
-3.0939,-5.2404,732.13,0.43922,13,1
241.1,-5.0626,602.93,0.88338,12,1
723.28,-4.5689,667.53,1.2982,11,1
921.87,-4.249,689.06,1.5356,12,1
1013.1,-4.2125,689.06,1.5331,12,1
1150,-4.1986,689.06,1.5039,12,1
1520,-4.0964,710.6,1.5235,12,1
1675.5,-4.0226,710.6,1.5235,12,1
1598.5,-4.1009,689.06,1.4939,12,1
1470.8,-4.0461,689.06,1.4881,12,1
1272.9,-4.0809,689.06,1.4324,12,1
1259.2,-3.8038,689.06,1.4392,12,1
1301.2,-3.8123,689.06,1.4674,12,1
1282.7,-3.9312,689.06,1.435,12,1
1361.8,-3.9014,710.6,1.4381,12,1
1430.7,-3.7738,710.6,1.4225,12,1
1380.7,-3.8884,710.6,1.3291,12,1
1418.1,-3.8744,710.6,1.345,12,1
1333.4,-4.0149,387.6,1.2874,13,1
1298.7,-4.1181,366.06,1.326,7,1
1292.7,-4.0656,366.06,1.3387,6,1
1267,-4.1886,366.06,1.3401,7,1
1340.4,-3.9661,387.6,1.3832,7,1
1431,-3.998,387.6,1.3878,7,1
1295.3,-4.0541,387.6,1.3805,9,1
1296.2,-4.0332,387.6,1.33,13,1
1374.9,-4.0072,366.06,1.2872,13,1
1267,-4.0219,366.06,1.3125,12,1
1300.5,-4.2849,366.06,1.3331,6,1
1134.8,-4.5459,344.53,1.3326,6,1
1018.5,-4.7453,344.53,1.3356,6,1
1141,-4.6925,344.53,1.4149,6,1
1045,-4.8285,323,1.3529,6,1
1021.7,-4.8026,323,1.315,12,1
945.33,-4.8695,323,1.3289,8,1
991.97,-4.8213,323,1.3582,9,1
1130.6,-4.9861,323,1.2876,6,1
969.53,-5.0176,323,1.2729,10,1
798.27,-5.1094,323,1.3519,7,1
828.03,-5.2107,323,1.3901,11,1
594.35,-5.4783,301.46,1.3081,15,1
13.55,-6.0397,279.93,0.94017,68,1
-135.73,-6.1306,301.46,0.50078,44,1
539.04,-4.6842,215.33,0.74246,7,1
234.66,-4.277,172.27,0.86158,3,1
107.44,-4.3254,215.33,0.58197,3,1
668.13,-3.2482,215.33,0.91965,3,1
30.007,-4.2282,172.27,0.43886,2,1
-66.581,-5.3722,172.27,0.34899,16,1
-123.61,-6.5905,172.27,0.23099,183,1
-196.94,-6.2865,753.66,0.5005,133,0
-200.65,-6.3181,6223.1,0.49307,115,0
-229.28,-6.4695,193.8,0.28958,133,0
-225.18,-6.5267,990.53,0.19193,159,0
-204.19,-6.4566,1098.2,0.24186,146,0
-200.45,-6.4464,2153.3,0.33886,101,0
-204.93,-6.3673,2196.4,0.35291,116,0
-205.43,-6.384,6373.8,0.29243,121,0
-175.09,-6.1659,1615,0.22506,126,0
-207.25,-6.4139,925.93,0.21576,118,0
-189.97,-6.4386,6675.3,0.34731,133,0
-172.74,-6.4418,6546.1,0.36353,128,0
-171.58,-6.3211,6546.1,0.36634,137,0
-112.4,-6.5592,839.79,0.19852,145,0
-83.125,-6.6735,818.26,0.23705,186,0
-84.811,-6.6892,323,0.18979,236,0
-113.06,-6.6426,279.93,0.19872,215,0
-177.98,-6.5766,882.86,0.11559,192,0
86.41,-5.0475,538.33,0.96102,34,0
612.64,-4.6225,559.86,1.1844,10,1
1453.7,-4.7109,624.46,1.1549,10,1
1669.5,-4.6631,689.06,1.2553,12,1
1746,-4.5944,732.13,1.3641,13,1
1970,-4.5944,387.6,1.2901,13,1
1768.7,-4.117,409.13,1.3495,7,1
1716.3,-4.3456,387.6,1.4192,7,1
1627,-4.2681,387.6,1.3585,8,1
1507.4,-4.3351,366.06,1.3605,6,1
1306.7,-4.439,366.06,1.3038,13,1
1315.5,-4.4266,366.06,1.3705,6,1
1196.5,-4.5054,366.06,1.3905,6,1
1060.7,-4.528,366.06,1.2753,12,1
1036.3,-4.5755,344.53,1.2566,12,1
1123.8,-4.6418,344.53,1.2707,12,1
1256.8,-4.584,344.53,1.3062,12,1
1267.2,-4.4953,366.06,1.2787,12,1
1359,-4.4463,366.06,1.2579,12,1
1595.8,-4.4743,710.6,1.3449,12,1
1585.2,-4.2448,710.6,1.3532,12,1
1476,-4.1834,366.06,1.3276,12,1
1415.8,-4.1722,366.06,1.2786,12,1
1460.2,-4.2303,366.06,1.3593,12,1
1399.6,-4.2702,689.06,1.362,12,1
1181.5,-4.4305,344.53,1.2633,12,1
1170,-4.4843,344.53,1.2669,11,1
1326.5,-4.4394,344.53,1.2873,11,1
1283.9,-4.3955,344.53,1.2806,11,1
1256.6,-4.4154,344.53,1.2818,11,1
1285.9,-4.3849,344.53,1.3137,8,1
1241.9,-4.4235,344.53,1.2906,11,1
1252.1,-4.4378,344.53,1.2732,11,1
1123.2,-4.558,344.53,1.2527,11,1
1144.1,-4.5652,344.53,1.2871,11,1
1154.9,-4.4203,344.53,1.3077,12,1
1226.3,-4.2608,344.53,1.2928,12,1
1266.8,-4.3289,344.53,1.2693,11,1
1275.7,-4.3643,344.53,1.2908,11,1
1208.1,-4.2655,344.53,1.2876,11,1
1185.1,-4.3433,344.53,1.2812,11,1
1154.9,-4.4694,344.53,1.2451,11,1
1275.8,-4.363,344.53,1.3216,12,1
1215.1,-4.2962,344.53,1.3105,12,1
1239.8,-4.1968,344.53,1.2937,11,1
1206,-4.33,344.53,1.2688,11,1
1162.4,-4.3399,344.53,1.2669,11,1
1087,-4.4852,323,1.262,11,1
1015.2,-4.454,323,1.2482,12,1
987.81,-4.5166,323,1.2528,11,1
849.28,-4.6218,323,1.2754,7,1
621.55,-4.9648,301.46,1.2401,11,1
24.696,-5.5862,279.93,1.0778,12,1
-141.33,-6.0421,301.46,0.62246,69,0
-86.602,-5.6427,323,0.81238,21,0
-49.095,-4.8961,129.2,0.57329,8,0
-50.072,-4.9269,150.73,0.56862,22,0
-164.89,-6.1059,193.8,0.37387,78,0
-149.99,-6.1103,2261,0.47994,53,0
-185.51,-6.2518,452.2,0.56201,66,0
-181.46,-6.2029,473.73,0.80369,74,0
-179.7,-6.2192,495.26,0.50352,109,0
-209.01,-6.346,452.2,0.26069,116,0
-218.26,-6.388,452.2,0.36931,113,0
-223.16,-6.4084,2261,0.38165,122,0
-229.38,-6.4365,6373.8,0.2618,133,0
-204.33,-6.3561,2261,0.28337,140,0
-222.79,-6.4296,6589.2,0.24552,141,0
-231.58,-6.4687,6438.4,0.2439,165,0
-222.18,-6.4044,6739.9,0.25546,152,0
-192.21,-6.4472,6632.2,0.25091,145,0
-196.76,-6.4645,6653.8,0.24118,164,0
-90.297,-6.5206,301.46,0.32071,156,0
-69.479,-6.5828,279.93,0.2413,192,0
-74.071,-6.6485,452.2,0.22231,176,0
-68.916,-5.235,387.6,0.35731,44,0
220.81,-4.8722,646,1.0161,11,0
509.26,-4.9936,689.06,0.33441,11,1
910.83,-4.8572,624.46,0.83678,12,1
1283.5,-4.7036,689.06,1.2379,12,1
1508.9,-4.7427,732.13,1.2769,13,1
1891.2,-4.6361,409.13,1.2187,13,1
1681.2,-4.3703,409.13,1.4156,8,1
1617.6,-4.2551,387.6,1.4536,7,1
1376.8,-4.3904,387.6,1.484,7,1
1173.7,-4.4305,387.6,1.5248,7,1
1130.3,-4.6383,366.06,1.4371,6,1
1177.1,-4.6467,366.06,1.4101,7,1
1083.7,-4.5905,366.06,1.4208,6,1
1248.2,-4.5357,366.06,1.3884,8,1
1343.8,-4.4067,366.06,1.429,7,1
1392.7,-4.4258,366.06,1.4515,6,1
1450.6,-4.5095,366.06,1.415,6,1
1441.7,-4.4749,366.06,1.3804,7,1
1423.5,-4.3794,366.06,1.3812,6,1
1414.1,-4.3766,366.06,1.3719,6,1
1453.9,-4.3595,366.06,1.3368,11,1
1556.1,-4.4121,366.06,1.3243,11,1
1538,-4.3582,366.06,1.3468,6,1
1459.1,-4.3921,366.06,1.332,12,1
1403.2,-4.4945,366.06,1.3072,9,1
1522.9,-4.4449,366.06,1.2748,12,1
1430,-4.4057,366.06,1.3099,12,1
1420.8,-4.4415,366.06,1.2859,12,1
1371.6,-4.5309,366.06,1.2818,12,1
1416.5,-4.4455,366.06,1.276,12,1
1364.2,-4.4895,366.06,1.2944,12,1
1359.7,-4.438,344.53,1.2801,12,1
1227.6,-4.6445,344.53,1.2875,13,1
1300.3,-4.6086,344.53,1.3112,14,1
1302.2,-4.8081,344.53,1.3019,8,1
1135.8,-5.1202,323,1.3338,9,1
915.86,-5.3484,323,1.3596,6,1
862.06,-5.346,323,1.3756,9,1
1090,-5.3261,323,1.3948,6,1
1027.2,-5.7236,301.46,0.8569,40,1
1022,-6.3721,323,0.46867,145,1
111.52,-6.0217,215.33,0.53767,108,1
124.59,-5.3938,172.27,0.64581,30,1
145.89,-5.0404,193.8,0.55879,15,1
-158.86,-6.1804,258.4,0.46944,121,0
-108.94,-5.7436,193.8,0.67946,40,0
-55.073,-5.0144,193.8,0.88986,11,0
-74.017,-6.0217,172.27,0.39652,34,0
-99.802,-6.5524,150.73,0.29229,189,0
-186.75,-6.2331,775.2,0.26507,148,0
-218.13,-6.4141,947.46,0.44063,92,0
-144.29,-6.2119,1055.1,0.22526,114,0
-202.52,-6.4991,7622.8,0.24646,145,0
-189.16,-6.4945,2282.5,0.23997,145,0
-188.26,-6.4149,2196.4,0.33755,131,0
-203.19,-6.4158,2196.4,0.23257,116,0
-200.87,-6.3311,839.79,0.28572,114,0
-185.5,-6.3443,2217.9,0.32473,119,0
-191.84,-6.4187,2174.9,0.29823,125,0
-192.03,-6.3899,2239.5,0.30915,115,0
-175.81,-6.3614,2131.8,0.38024,118,0
-169.27,-6.3605,2153.3,0.3217,117,0
-154.78,-6.4516,753.66,0.26684,116,0
-120.54,-6.5251,839.79,0.24942,127,0
-87.366,-6.5839,861.33,0.37009,152,0
-76.108,-6.5437,279.93,0.34895,204,0
-79.593,-6.6584,452.2,0.26704,215,0
-122.38,-6.6706,10056,0.22441,186,0
-183.08,-6.3693,366.06,0.33207,153,0
214.42,-4.9988,323,1.0654,41,1
818.66,-4.7008,646,1.1344,11,1
1497.6,-4.6901,689.06,1.2574,12,1
1804.7,-4.6826,732.13,1.2411,13,1
1836.9,-4.6636,409.13,1.2624,14,1
1866.9,-4.3721,409.13,1.4204,7,1
1717.4,-4.4128,409.13,1.4627,7,1
1639.6,-4.4392,387.6,1.5175,7,1
1513.5,-4.507,387.6,1.5148,7,1
1466.2,-4.6164,366.06,1.438,6,1
1237.8,-4.8582,344.53,1.307,8,1
1151.3,-4.9784,344.53,1.3772,14,1
1097.1,-5.0047,344.53,1.3406,8,1
1233.6,-4.8893,344.53,1.3869,8,1
1479.2,-4.8437,344.53,0.61803,11,1
2138.5,-4.6899,323,0.54457,13,1
1211.3,-4.9611,323,1.2284,20,1
1043.1,-5.089,323,1.2705,7,1
945.8,-5.128,323,1.2026,24,1
1005.9,-4.9456,323,1.2778,13,1
1098,-4.8559,323,1.1982,12,1
1347,-4.7346,344.53,1.1321,11,1
1283.9,-4.6254,344.53,1.1693,12,1
1295.3,-4.6263,344.53,1.1774,11,1
1132.6,-4.8046,323,1.2022,13,1
884.86,-5.1916,323,1.2414,14,1
594.79,-5.5231,301.46,1.2967,11,1
576.29,-5.6267,301.46,1.3174,11,1
259.01,-5.8522,323,1.2482,18,1
90.272,-5.8762,323,1.4442,13,1
40.914,-5.7136,323,1.0812,22,1
74.676,-5.3569,236.87,0.72395,16,1
-29.716,-5.3185,150.73,0.40415,7,0
-57.354,-5.1366,129.2,0.5284,6,0
-70.746,-5.46,107.67,0.38581,22,0
-76.796,-6.1863,150.73,0.58232,64,0
-75.321,-6.3177,150.73,0.66029,147,0
-96.862,-6.5654,323,0.29204,171,0
-152.89,-6.5758,10444,0.24864,199,0
-246.88,-6.5384,753.66,0.19838,195,0
-237.76,-6.4927,2347.1,0.18197,180,0
-233.49,-6.4741,2928.5,0.13372,147,0
-166.82,-6.2358,990.53,0.26306,139,0
-212.75,-6.4105,2347.1,0.2458,134,0
-193.37,-6.4111,2325.6,0.31714,134,0
-194.12,-6.408,6266.2,0.26316,152,0
-198.47,-6.4138,6696.8,0.21507,166,0
-204.41,-6.4354,6309.2,0.22439,157,0
-199.9,-6.4369,6244.6,0.20501,136,0
-185.16,-6.324,839.79,0.25083,157,0
-168.48,-6.5299,796.73,0.20465,164,0
-163.73,-6.4906,968.99,0.24851,161,0
-137.64,-6.4756,710.6,0.30137,167,0
-107.48,-6.5498,1119.7,0.37324,140,0
-79.471,-6.626,215.33,0.43347,199,0
-73.823,-6.6,258.4,0.35057,213,0
-78.73,-6.5611,1033.6,0.2803,204,0
-79.126,-5.3711,602.93,0.36408,44,0
-197.56,-6.3131,602.93,0.34407,15,0
-76.585,-6.5451,21.533,0.21466,197,0
-73.914,-6.5502,344.53,0.23142,205,0
-73.698,-6.6208,301.46,0.32133,232,0
-77.083,-6.5829,21.533,0.23115,218,0
-83.893,-6.5857,43.066,0.219,175,0
-102.67,-6.4928,43.066,0.27063,117,0
-100.43,-5.6232,366.06,0.48536,38,0
83.451,-4.9031,559.86,0.79531,12,0
224.02,-4.9361,602.93,0.61816,11,1
602,-4.7281,689.06,1.0196,13,1
733.87,-4.6878,775.2,1.1008,14,1
840,-4.4351,818.26,1.3817,15,1
971.62,-4.4082,839.79,1.3552,15,1
827.89,-4.3841,452.2,1.2591,16,1
863.95,-4.2358,452.2,1.2746,12,1
836.29,-4.2,430.66,1.4504,8,1
758.71,-4.194,430.66,1.5022,8,1
778.74,-4.2376,430.66,1.4815,8,1
729.21,-4.2242,430.66,1.4397,8,1
792.03,-4.2779,430.66,1.4488,8,1
863.34,-4.2482,430.66,1.464,8,1
871.93,-4.2564,430.66,1.4874,8,1
850.95,-4.2373,430.66,1.4766,8,1
869.3,-4.3078,430.66,1.4742,8,1
877.1,-4.3521,430.66,1.4599,8,1
896.59,-4.3062,430.66,1.4688,8,1
923.61,-4.4369,430.66,1.4637,8,1
976,-4.4078,430.66,1.463,8,1
1024.3,-4.3146,430.66,1.4895,8,1
1004.4,-4.3771,430.66,1.4861,8,1
966.91,-4.5334,430.66,1.4964,8,1
956.07,-4.6319,430.66,1.4866,8,1
1051.4,-4.5803,430.66,1.4699,8,1
1080.4,-4.7292,430.66,1.4265,8,1
1080.8,-4.6995,430.66,1.4119,8,1
1158.4,-4.7401,430.66,1.4277,8,1
1250.4,-4.6933,430.66,1.4295,8,1
1203.6,-4.6596,430.66,1.4237,8,1
1174.6,-4.6787,430.66,1.3926,8,1
1193.8,-4.7242,430.66,1.3563,8,1
1311.2,-4.6553,430.66,1.3747,8,1
1349.4,-4.6058,430.66,1.3962,8,1
1309.1,-4.7116,430.66,1.3716,8,1
1345.7,-4.9079,430.66,1.3786,8,1
1424.1,-4.9767,430.66,1.3364,8,1
1528.1,-4.9875,430.66,1.351,8,1
1603.2,-5.0705,409.13,1.2602,7,1
1730.1,-5.0414,409.13,1.343,7,1
1737.7,-5.0341,409.13,1.2971,8,1
1716.9,-4.9811,409.13,1.3218,8,1
1720.9,-5.0342,409.13,1.2825,8,1
1703,-5.0313,387.6,1.2327,7,1
1634.5,-5.0837,387.6,1.2957,7,1
1445.7,-5.163,387.6,1.2926,7,1
1505.4,-5.1186,387.6,1.2967,7,1
1605,-5.1502,409.13,1.287,7,1
2126.4,-5.3918,387.6,1.0542,18,1
3890.7,-5.5011,387.6,0.91826,43,1
4585.5,-5.6607,387.6,0.68371,44,1
5031.8,-5.6964,2519.4,0.74817,45,1
6758.4,-5.7727,1076.7,0.62096,43,1
7393.4,-5.7227,2584,0.45355,45,1
7574.6,-5.793,2605.5,0.48396,49,1
7520.9,-5.7936,2627.1,0.66081,47,1
7498.2,-5.8185,2605.5,0.78357,48,1
8581.9,-5.9065,2756.2,0.69893,49,1
8346.5,-5.8505,2777.8,0.7789,49,1
8026.4,-5.8536,2756.2,0.89834,48,1
8264.7,-5.8445,2756.2,0.85038,50,1
7873.5,-5.8501,2863.9,0.90735,53,1
7294.5,-5.785,2863.9,1.1439,52,1
6728,-5.7465,861.33,1.1293,52,1
6586.9,-5.8679,2863.9,0.85827,52,1
6667.9,-5.8614,1055.1,0.49752,47,1
7446.6,-5.9268,2691.7,0.47591,50,1
7173.2,-5.8534,1033.6,0.48283,51,1
7984.8,-5.8595,1378.1,0.60545,43,1
7746.7,-5.8336,2734.7,0.77836,50,1
7864.4,-5.7599,1378.1,0.73352,51,1
8098.7,-5.8926,2863.9,0.60909,49,1
8381.2,-5.9225,1335.1,0.56513,49,1
6877,-5.8458,2950,0.90667,54,1
6583.6,-5.8431,2950,0.8844,54,1
6149.1,-5.8244,2907,0.87495,53,1
5748.2,-5.7199,2885.4,0.87937,52,1
5406.3,-5.6274,2820.8,1.2062,51,1
5055.5,-5.7118,2777.8,1.2407,51,1
4929.8,-5.6071,2734.7,1.0317,48,1
4411.7,-5.4914,2993.1,1.2247,55,1
4234,-5.5432,2971.6,1.1783,55,1
4242.6,-5.5555,2971.6,1.1468,54,1
4052.8,-5.4324,2907,1.2127,54,1
4055.6,-5.5772,2907,1.2458,53,1
3864.5,-5.4461,2885.4,1.2543,53,1
3482.1,-5.5197,1442.7,1.0633,52,1
3149,-5.4255,1421.2,1.047,52,1
3265.8,-5.3608,2799.3,1.182,51,1
3385,-5.4558,1421.2,1.0263,32,1
3261.3,-5.4748,1442.7,1.1087,49,1
3263.8,-5.4471,2863.9,1.1865,52,1
3128.6,-5.4664,2842.4,1.1775,52,1
2935,-5.495,2799.3,1.0919,51,1
3060.3,-5.5554,2756.2,1.119,50,1
2967.8,-5.4928,1076.7,1.1205,46,1
2412.4,-5.1508,1076.7,1.3465,23,1
2177.5,-4.9736,1055.1,1.3693,19,1
1832.6,-4.9899,1033.6,1.2816,19,1
1316.1,-5.0052,1012.1,1.2631,18,1
657.56,-5.2249,925.93,0.66827,19,1
425.24,-5.2533,990.53,0.53756,21,1
366.28,-5.285,990.53,0.56135,28,1
351.71,-5.2272,861.33,0.99055,17,1
463.12,-5.1743,882.86,1.212,16,1
489.34,-4.9814,925.93,1.3867,16,1
545.28,-5.2043,947.46,0.99163,20,1
586,-5.1339,775.2,0.97566,21,1
759,-5.1543,818.26,1.3416,16,1
824.13,-5.1479,818.26,1.4178,18,1
889.77,-5.2194,818.26,1.2062,24,1
1119,-5.1268,861.33,1.3341,24,1
1202.9,-5.0451,882.86,1.4813,16,1
1219.5,-5.0225,861.33,1.4392,21,1
922.59,-5.0921,839.79,1.3509,24,1
975.58,-5.0074,861.33,1.4151,21,1
713.74,-4.8509,861.33,1.4111,76,1
621.04,-5.0683,861.33,1.2099,48,1
408.09,-5.0617,839.79,1.2064,59,1
326.28,-5.1444,839.79,1.152,39,1
213.24,-5.2862,775.2,0.85048,58,1
179.42,-5.244,796.73,0.9496,44,1
266.45,-5.182,839.79,1.1509,55,1
250.8,-4.9648,581.4,1.2539,69,1
310.78,-5.0548,581.4,1.2141,58,1
322.75,-4.9472,581.4,1.2541,39,1
288.22,-5.0292,581.4,1.1759,55,1
367.26,-5.0238,581.4,1.2011,55,1
448.83,-5.0058,602.93,1.281,43,1
481.96,-4.9051,602.93,1.3192,30,1
513.57,-4.8231,624.46,1.3904,12,1
511.11,-4.6863,646,1.4788,11,1
481.83,-4.7094,646,1.4781,11,1
352.42,-5.0116,624.46,1.3845,12,1
254.02,-5.0912,602.93,1.2903,11,1
185.58,-4.9335,581.4,1.3875,11,1
199.12,-4.9356,581.4,1.4219,11,1
111.29,-5.2837,559.86,1.0701,16,1
-40.395,-5.5489,495.26,0.42261,24,1
-77.757,-5.5436,581.4,0.68692,33,1
-119.54,-5.7842,538.33,0.51964,33,0
-122.6,-5.8684,602.93,0.57454,33,0
-116.69,-6.1625,581.4,0.28126,92,0
-108.58,-6.3875,602.93,0.46564,84,0
-78.141,-6.4614,581.4,0.53884,108,0
-72.867,-6.5061,64.6,0.26671,201,0
-72.079,-6.5844,43.066,0.14185,217,0
-74.493,-6.5608,21.533,0.20281,218,0
-70.725,-6.6478,43.066,0.18152,233,0
-72.701,-6.6459,64.6,0.1078,234,0
-68.694,-6.5993,43.066,0.10506,227,0
-71.95,-6.6619,21.533,0.13669,240,0
-70.893,-6.6618,43.066,0.082616,224,0
-70.778,-6.5994,64.6,0.069278,226,0
-71.076,-6.5738,43.066,0.15297,203,0
-70.326,-6.6087,21.533,0.098917,240,0
-131.03,-6.0136,646,0.69203,95,0
-97.109,-5.7664,473.73,0.58623,48,0
-49.625,-5.5729,495.26,0.89984,39,0
-124.54,-5.8342,646,0.48286,55,0
-102.7,-6.341,559.86,0.17899,84,0
-129.57,-6.2147,559.86,0.63028,82,0
-130.16,-5.873,602.93,0.68581,52,0
-127.86,-5.851,602.93,0.56319,42,0
-130.86,-5.8888,559.86,0.52026,45,0
-137.03,-6.006,624.46,0.45027,55,0
-134.3,-6.0754,581.4,0.6366,70,0
-116.78,-6.3011,559.86,0.32326,134,0
-75.026,-6.5895,64.6,0.18146,190,0
-99.708,-6.4965,581.4,0.31228,135,0
-103.2,-6.3818,581.4,0.39997,144,0
-86.375,-6.452,43.066,0.18721,187,0
-98.55,-6.5454,581.4,0.22645,140,0
-133.48,-5.9823,602.93,0.47576,63,0
-121.33,-5.838,473.73,0.54428,52,0
-69.474,-5.5895,516.8,0.93784,20,0
-8.7794,-5.3393,538.33,1.1229,14,0
68.435,-5.2672,559.86,1.1913,12,0
83.501,-5.3123,559.86,1.1141,16,0
-25.037,-5.4981,516.8,0.66038,33,0
-90.039,-5.6706,646,0.61354,56,0
-113.81,-5.7499,538.33,0.33155,48,0
-116.28,-5.7683,602.93,0.41147,62,0
-97.104,-5.6628,646,0.71108,30,0
-118.63,-5.7863,646,0.38621,43,0
-134.16,-5.9509,581.4,0.48556,49,0
-128.34,-6.1237,516.8,0.62495,57,0
-106.45,-6.2306,516.8,0.64147,55,0
-126.33,-5.8522,602.93,0.56173,37,0
-86.696,-5.6185,646,0.39785,37,0
20.014,-5.3185,516.8,0.61586,17,0
278.17,-4.9384,602.93,1.1528,11,0
377.48,-4.4422,301.46,1.0577,11,0
-56.326,-5.0416,279.93,0.69857,8,0
-72.442,-5.762,602.93,1.2326,23,0
-77.606,-6.3454,301.46,0.81232,78,0
-73.772,-6.0228,301.46,1.2002,33,0
-81.497,-6.262,301.46,0.3073,77,0
-121.42,-5.8453,2627.1,0.46118,67,0
-145.61,-6.2382,2627.1,0.48992,52,0
-136.64,-6.2512,2605.5,0.27944,64,0
-133.68,-6.1865,646,0.33138,90,0
-136.43,-6.1945,2605.5,0.31781,85,0
-146.83,-6.2713,2756.2,0.32148,92,0
-149.61,-6.2351,2756.2,0.30273,99,0
-149.46,-6.1696,2713.2,0.39831,83,0
-154.57,-6.2098,2777.8,0.34527,75,0
-145.9,-6.0471,2756.2,0.4262,66,0
-147.52,-6.1464,2691.7,0.36278,65,0
-150.72,-6.1647,861.33,0.34163,75,0
-141.42,-6.196,2691.7,0.36998,77,0
-138.18,-6.3041,796.73,0.31783,79,0
-129.01,-6.1268,839.79,0.48574,73,0
-124.88,-6.151,839.79,0.43983,62,0
-111.78,-6.2329,2691.7,0.36566,58,0
-99.796,-6.278,753.66,0.30772,80,0
-86.689,-6.5372,344.53,0.48613,109,0
-76.343,-6.4886,64.6,0.27238,179,0
-71.27,-6.5303,43.066,0.1966,206,0
-68.922,-6.5831,43.066,0.14049,222,0
-70.179,-6.5695,21.533,0.2745,247,0
-80.002,-6.6199,43.066,0.17508,190,0
-83.151,-6.5929,43.066,0.15719,189,0
-73.002,-6.6047,21.533,0.14626,206,0
-72.839,-6.6149,64.6,0.12042,228,0
-73.189,-6.6248,64.6,0.10134,249,0
-74.535,-6.5975,43.066,0.13894,233,0
-73.57,-6.6441,21.533,0.19033,240,0
-68.793,-5.6453,667.53,0.76206,51,0
454.06,-5.2768,732.13,1.0325,14,1
763.58,-4.7914,387.6,1.2159,13,1
1074.3,-4.4709,387.6,1.2257,14,1
1398.2,-4.3446,409.13,1.2714,14,1
1489.3,-4.1805,409.13,1.3438,12,1
1351.9,-4.3769,409.13,1.393,7,1
