@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.18368,0.18299,0.10708,-0.15064,2043.7,2026.6,4.4443,-1.2337,1378.1,1356.6,0.13033,0.12967,110,-51,1.2429,1.2067,9,-44,1
0.17946,0.17877,0.10526,-0.15245,2325.6,2308.5,4.8484,-0.82969,1356.6,1335.1,0.056615,0.055959,112,-49,0.88915,0.85302,8,-45,1
0.16108,0.16039,0.11525,-0.14247,1737.1,1720,4.7074,-0.9707,2907,2885.4,0.10599,0.10534,116,-45,1.1069,1.0707,11,-42,1
0.13643,0.13574,0.11343,-0.14428,1487.2,1470.1,4.6957,-0.98235,2885.4,2863.9,0.11334,0.11268,117,-44,1.2509,1.2147,11,-42,1
0.12218,0.12149,0.10889,-0.14882,1221.4,1204.3,4.877,-0.80107,2842.4,2820.8,0.10646,0.10581,119,-42,0.97543,0.9393,11,-42,1
0.11627,0.11558,0.11162,-0.1461,1044.1,1027,4.7106,-0.96744,2799.3,2777.8,0.12337,0.12272,121,-40,1.2815,1.2454,10,-43,1
0.10395,0.10326,0.10799,-0.14973,957.56,940.46,4.7365,-0.94155,2799.3,2777.8,0.12847,0.12782,122,-39,1.2376,1.2015,10,-43,1
0.090072,0.089382,0.098004,-0.15971,822.22,805.13,4.7852,-0.89289,2799.3,2777.8,0.13004,0.12938,122,-39,1.2221,1.1859,10,-43,1
0.082536,0.081846,0.08167,-0.17604,675.64,658.54,4.8331,-0.84501,1033.6,1012.1,0.10679,0.10614,122,-39,1.2431,1.207,10,-43,1
0.083728,0.083037,0.069873,-0.18784,633.63,616.53,4.7484,-0.92969,1012.1,990.53,0.10713,0.10648,123,-38,1.3151,1.279,3,-50,1
0.090768,0.090077,0.062613,-0.1951,674.93,657.84,4.6124,-1.0657,1012.1,990.53,0.10986,0.1092,124,-37,1.4073,1.3712,3,-50,1
0.095697,0.095006,0.050817,-0.2069,698.95,681.85,4.6962,-0.98192,1012.1,990.53,0.093961,0.093305,126,-35,1.4124,1.3763,3,-50,1
0.095962,0.095272,0.045372,-0.21234,659.8,642.71,4.7818,-0.89629,990.53,968.99,0.074827,0.074171,131,-30,1.3798,1.3436,3,-50,1
0.087415,0.086725,0.044465,-0.21325,521.86,504.76,4.5784,-1.0996,968.99,947.46,0.081162,0.080506,134,-27,1.4766,1.4405,3,-50,1
0.070575,0.069884,0.043557,-0.21416,356.38,339.28,4.7866,-0.8915,947.46,925.93,0.066076,0.06542,139,-22,1.2448,1.2087,3,-50,1
0.052525,0.051835,0.04265,-0.21506,211.21,194.11,4.9071,-0.77101,904.39,882.86,0.032709,0.032053,153,-8,0.69113,0.655,3,-50,1
0.03818,0.037489,0.045372,-0.21234,86.372,69.277,5.026,-0.65207,1012.1,990.53,0.011776,0.01112,35,-126,0.5793,0.54317,3,-50,1
0.033918,0.033227,0.044465,-0.21325,62.614,45.519,4.931,-0.74705,990.53,968.99,0.012541,0.011885,35,-126,0.81206,0.77592,3,-50,1
0.032364,0.031674,0.048094,-0.20962,58.953,41.858,5.0054,-0.67271,968.99,947.46,0.01275,0.012094,33,-128,0.74569,0.70956,3,-50,1
0.0275,0.02681,0.057169,-0.20054,8.0512,0,5.1135,-0.56454,882.86,861.33,0.0078801,0.0072241,36,-125,0.5207,0.48457,3,-50,1
0.02187,0.02118,0.058076,-0.19964,15.273,7.2221,5.1165,-0.56161,968.99,947.46,0.0092996,0.0086436,36,-125,0.35336,0.31723,4,-49,1
0.021037,0.020346,0.058076,-0.19964,27.643,19.592,5.1174,-0.56066,925.93,904.39,0.0078055,0.0071495,49,-112,0.52396,0.48783,4,-49,1
0.02219,0.021499,0.063521,-0.19419,14.226,6.1749,5.1549,-0.52314,839.79,818.26,0.0082717,0.0076157,35,-126,0.23545,0.19932,8,-45,1
0.024013,0.023322,0.062613,-0.1951,6.4035,0,5.1308,-0.54725,882.86,861.33,0.0074895,0.0068334,36,-125,0.37407,0.33794,7,-46,1
0.028149,0.027459,0.061706,-0.19601,34.414,28.011,5.1037,-0.57436,861.33,839.79,0.014341,0.013685,49,-112,0.42522,0.38909,5,-48,1
0.029976,0.029285,0.063521,-0.19419,50.738,44.335,5.0241,-0.65395,861.33,839.79,0.048373,0.047717,157,-4,0.71315,0.67702,3,-50,1
0.03048,0.02979,0.066243,-0.19147,37.273,30.869,4.9899,-0.68819,861.33,839.79,0.046038,0.045382,159,-2,0.75503,0.7189,3,-50,1
0.038077,0.037386,0.064428,-0.19328,81.801,75.397,5.0777,-0.60035,882.86,861.33,0.032836,0.032179,150,-11,0.66088,0.62475,4,-49,1
0.04453,0.043839,0.057169,-0.20054,181.85,175.45,4.9342,-0.74392,968.99,947.46,0.036409,0.035753,133,-28,0.89425,0.85812,3,-50,1
0.046261,0.04557,0.058076,-0.19964,194.42,188.02,4.9448,-0.73333,1012.1,990.53,0.050069,0.049413,123,-38,1.083,1.0468,3,-50,1
0.048998,0.048308,0.054446,-0.20327,211.59,205.19,4.7473,-0.93081,796.73,775.2,0.077735,0.077079,120,-41,1.2881,1.252,3,-50,1
0.05022,0.049529,0.050817,-0.2069,228.96,222.56,4.8865,-0.79155,796.73,775.2,0.066217,0.065561,116,-45,1.2432,1.2071,3,-50,1
0.057388,0.056698,0.049002,-0.20871,249.53,243.12,4.868,-0.81011,818.26,796.73,0.065554,0.064898,111,-50,1.1933,1.1572,3,-50,1
0.067113,0.066422,0.040835,-0.21688,344.4,338,4.7257,-0.95235,861.33,839.79,0.077025,0.076368,105,-56,1.3338,1.2976,3,-50,1
0.077209,0.076519,0.03902,-0.21869,426.47,420.07,4.5484,-1.1297,882.86,861.33,0.086734,0.086078,102,-59,1.4448,1.4086,3,-50,1
0.084919,0.084229,0.039927,-0.21779,478.75,472.35,4.4197,-1.2584,882.86,861.33,0.095195,0.094539,100,-61,1.4605,1.4243,3,-50,1
0.083763,0.083073,0.039927,-0.21779,524.48,518.08,4.3907,-1.2873,904.39,882.86,0.10117,0.10052,98,-63,1.4919,1.4557,3,-50,1
0.09192,0.091229,0.039927,-0.21779,563.88,557.47,4.4279,-1.2502,904.39,882.86,0.095126,0.09447,97,-64,1.4862,1.45,3,-50,1
0.10662,0.10593,0.039927,-0.21779,735.97,729.57,4.3219,-1.3562,925.93,904.39,0.10857,0.10792,95,-66,1.5695,1.5334,3,-50,1
0.10781,0.10712,0.040835,-0.21688,777.85,771.45,4.2866,-1.3915,925.93,904.39,0.11292,0.11226,95,-66,1.5704,1.5343,3,-50,1
0.10822,0.10753,0.040835,-0.21688,773.32,766.92,4.2995,-1.3786,925.93,904.39,0.10995,0.1093,94,-67,1.5738,1.5376,3,-50,1
0.11355,0.11286,0.040835,-0.21688,802.9,796.49,4.2505,-1.4276,925.93,904.39,0.11009,0.10943,94,-67,1.5799,1.5438,3,-50,1
0.11398,0.11329,0.040835,-0.21688,789.05,782.65,4.2162,-1.4619,925.93,904.39,0.10847,0.10781,94,-67,1.5676,1.5314,3,-50,1
0.11205,0.11136,0.039927,-0.21779,813.73,807.32,4.1942,-1.4839,925.93,904.39,0.11242,0.11176,94,-67,1.5763,1.5402,3,-50,1
0.11606,0.11537,0.039927,-0.21779,842.19,835.78,4.2153,-1.4627,925.93,904.39,0.10591,0.10526,95,-66,1.5874,1.5513,3,-50,1
0.11808,0.11739,0.039927,-0.21779,827.09,820.69,4.2844,-1.3936,904.39,882.86,0.10762,0.10697,96,-65,1.5649,1.5288,3,-50,1
0.10555,0.10486,0.039927,-0.21779,755.22,748.82,4.3563,-1.3218,904.39,882.86,0.10336,0.10271,98,-63,1.5502,1.514,3,-50,1
0.096241,0.09555,0.03902,-0.21869,675.7,669.3,4.4408,-1.2372,882.86,861.33,0.105,0.10434,99,-62,1.4934,1.4572,3,-50,1
0.093792,0.093101,0.038113,-0.2196,687.02,680.62,4.5288,-1.1493,882.86,861.33,0.10077,0.10012,102,-59,1.4114,1.3753,3,-50,1
0.089877,0.089186,0.038113,-0.2196,620.28,613.88,4.4811,-1.1969,861.33,839.79,0.10705,0.10639,104,-57,1.4713,1.4351,3,-50,1
0.087554,0.086863,0.03902,-0.21869,617.28,610.87,4.5072,-1.1709,861.33,839.79,0.10852,0.10786,105,-56,1.4427,1.4066,3,-50,1
0.081674,0.080984,0.044465,-0.21325,566.31,559.9,4.571,-1.1071,861.33,839.79,0.10889,0.10823,106,-55,1.4448,1.4087,3,-50,1
0.076479,0.075788,0.052632,-0.20508,514.56,508.16,4.6671,-1.011,861.33,839.79,0.10742,0.10676,105,-56,1.3468,1.3106,3,-50,1
0.079099,0.078408,0.050817,-0.2069,554.52,548.12,4.5045,-1.1736,861.33,839.79,0.11233,0.11167,104,-57,1.4452,1.4091,3,-50,1
0.080621,0.079931,0.047187,-0.21053,558.29,551.88,4.4824,-1.1957,861.33,839.79,0.11146,0.11081,104,-57,1.4217,1.3855,3,-50,1
0.081455,0.080764,0.047187,-0.21053,575.77,569.37,4.4384,-1.2397,861.33,839.79,0.11171,0.11105,104,-57,1.4527,1.4166,3,-50,1
0.081477,0.080786,0.041742,-0.21597,574.48,568.08,4.4344,-1.2437,861.33,839.79,0.11402,0.11337,104,-57,1.4395,1.4034,4,-49,1
0.080854,0.080164,0.037205,-0.22051,565.53,559.13,4.4011,-1.277,861.33,839.79,0.1119,0.11124,104,-57,1.4583,1.4221,5,-48,1
0.081171,0.08048,0.038113,-0.2196,557.57,551.16,4.4176,-1.2605,861.33,839.79,0.10983,0.10917,104,-57,1.4512,1.4151,4,-49,1
0.081072,0.080382,0.038113,-0.2196,552.19,545.78,4.3538,-1.3243,861.33,839.79,0.10942,0.10876,105,-56,1.4779,1.4418,3,-50,1
0.080617,0.079927,0.038113,-0.2196,536.12,529.72,4.3626,-1.3155,861.33,839.79,0.1074,0.10674,105,-56,1.4606,1.4244,3,-50,1
0.083749,0.083058,0.038113,-0.2196,549.45,543.04,4.2986,-1.3795,861.33,839.79,0.1061,0.10545,105,-56,1.5051,1.4689,3,-50,1
0.085597,0.084906,0.038113,-0.2196,571.3,564.9,4.3085,-1.3695,861.33,839.79,0.10085,0.1002,105,-56,1.51,1.4739,3,-50,1
0.08435,0.08366,0.038113,-0.2196,566.33,559.92,4.3776,-1.3005,861.33,839.79,0.099814,0.099158,105,-56,1.5052,1.4691,3,-50,1
0.077711,0.07702,0.037205,-0.22051,458.11,451.7,4.5337,-1.1444,839.79,818.26,0.097005,0.096349,107,-54,1.4413,1.4052,3,-50,1
0.073873,0.073182,0.040835,-0.21688,415.52,409.12,4.5701,-1.108,839.79,818.26,0.089263,0.088607,109,-52,1.4407,1.4046,3,-50,1
0.073467,0.072776,0.047187,-0.21053,417.17,410.77,4.6864,-0.99171,818.26,796.73,0.075275,0.074619,112,-49,1.4341,1.398,3,-50,1
0.061828,0.061138,0.046279,-0.21143,323.82,317.41,4.7032,-0.97491,796.73,775.2,0.07585,0.075194,116,-45,1.3353,1.2992,3,-50,1
0.060124,0.059433,0.046279,-0.21143,300.62,294.22,4.7266,-0.95149,775.2,753.66,0.065942,0.065286,121,-40,1.3295,1.2934,3,-50,1
0.06191,0.061219,0.044465,-0.21325,369.47,363.06,4.6903,-0.98773,775.2,753.66,0.060432,0.059776,122,-39,1.4239,1.3878,3,-50,1
0.043158,0.042467,0.049002,-0.20871,75.368,68.964,4.7269,-0.95121,796.73,775.2,0.02013,0.019474,128,-33,0.97055,0.93442,2,-51,0
0.0090623,0.0083716,0.057169,-0.20054,40.701,34.298,4.8423,-0.83574,258.4,236.87,0.0054302,0.0047742,123,-38,0.18463,0.1485,5,-48,0
0.0030462,0.0023555,0.058984,-0.19873,34.412,28.009,4.9325,-0.74558,279.93,258.4,0.0043467,0.0036907,119,-42,0.6796,0.64347,3,-50,0
0.0021703,0.0014796,0.067151,-0.19056,28.609,22.206,4.9299,-0.74821,775.2,753.66,0.0037893,0.0031332,120,-41,0.81011,0.77398,2,-51,0
0.0024321,0.0017414,0.11162,-0.1461,41.355,34.952,5.3599,-0.31814,1033.6,1012.1,0.0033418,0.0026857,121,-40,0.34939,0.31326,9,-44,0
0.0043763,0.0036856,0.13793,-0.11978,63.99,57.586,5.4487,-0.22936,882.86,861.33,0.006375,0.0057189,49,-112,0.72022,0.68409,8,-45,0
0.0067679,0.0060772,0.13612,-0.1216,78.725,72.322,5.4638,-0.21428,904.39,882.86,0.0096049,0.0089488,39,-122,0.89093,0.8548,11,-42,0
0.0070476,0.0063569,0.18693,-0.07078,83.189,76.785,5.4676,-0.21045,473.73,452.2,0.013333,0.012677,48,-113,0.66573,0.6296,21,-32,0
0.0068041,0.0061134,0.22505,-0.032668,87.41,81.007,5.5309,-0.14721,516.8,495.26,0.010426,0.0097699,40,-121,0.3926,0.35646,22,-31,0
0.0068502,0.0061595,0.22323,-0.034483,89.488,83.085,5.5786,-0.099454,904.39,882.86,0.0093903,0.0087343,45,-116,0.37566,0.33953,24,-29,0
0.0061699,0.0054792,0.20327,-0.054446,87.239,80.836,5.5674,-0.11066,516.8,495.26,0.0074019,0.0067458,116,-45,0.3465,0.31037,22,-31,0
0.0054377,0.004747,0.2069,-0.050817,82.966,76.562,5.5889,-0.089194,947.46,925.93,0.007575,0.006919,37,-124,0.26915,0.23302,23,-30,0
0.0048169,0.0041262,0.23956,-0.018149,80.628,74.224,5.614,-0.06411,2497.9,2476.3,0.0076842,0.0070282,36,-125,0.23988,0.20375,26,-27,0
0.0045033,0.0038126,0.23412,-0.023593,76.906,70.503,5.5833,-0.094753,861.33,839.79,0.0060748,0.0054188,41,-120,0.30085,0.26472,24,-29,0
0.0041462,0.0034555,0.22142,-0.036298,74.209,67.805,5.5738,-0.10431,861.33,839.79,0.0057812,0.0051251,98,-63,0.29552,0.25939,22,-31,0
0.0036036,0.0029129,0.21688,-0.040835,68.601,62.197,5.5945,-0.083533,882.86,861.33,0.0061574,0.0055014,30,-131,0.23303,0.1969,26,-27,0
0.0034659,0.0027752,0.16788,-0.089837,62.73,56.326,5.4957,-0.18239,882.86,861.33,0.0055941,0.0049381,35,-126,0.73314,0.69701,12,-41,0
0.0036243,0.0029336,0.1343,-0.12341,56.885,50.481,5.4899,-0.1882,839.79,818.26,0.0063276,0.0056715,46,-115,0.74734,0.7112,12,-41,0
0.003195,0.0025043,0.13158,-0.12613,52.568,46.164,5.3021,-0.37594,818.26,796.73,0.0059332,0.0052772,113,-48,0.93873,0.9026,4,-49,0
0.0024905,0.0017998,0.12704,-0.13067,46.145,39.742,5.52,-0.15807,839.79,818.26,0.0022077,0.0015517,63,-98,0.6204,0.58427,7,-46,0
0.0016614,0.00097071,0.14065,-0.11706,38.264,31.861,5.4765,-0.20161,904.39,882.86,0.0028598,0.0022037,52,-109,0.35229,0.31616,20,-33,0
0.0014549,0.00076424,0.1343,-0.12341,31.446,25.043,5.4676,-0.2105,21.533,0,0.0020274,0.0013713,56,-105,0.21573,0.1796,22,-31,0
0.0013049,0.00061415,0.11887,-0.13884,24.981,18.578,5.4451,-0.23294,43.066,21.533,0.0010398,0.00038379,60,-101,0.20795,0.17182,17,-36,0
0.0010304,0.00033968,0.15517,-0.10254,22.174,15.771,5.5175,-0.16057,64.6,43.066,0.0013389,0.00068285,55,-106,0.063001,0.026871,37,-16,0
0.0008573,0.0001666,0.19964,-0.058076,19.119,12.715,5.5659,-0.11222,64.6,43.066,0.00076592,0.0001099,62,-99,0.061847,0.025717,45,-8,0
0.00084007,0.00014936,0.19056,-0.067151,19.84,13.436,5.523,-0.15505,21.533,0,0.0010466,0.00039057,54,-107,0.18514,0.14901,39,-14,0
0.00088577,0.00019507,0.15426,-0.10345,18.713,12.31,5.6283,-0.049822,43.066,21.533,0.00071981,6.3795e-05,133,-28,0.047039,0.010909,40,-13,0
0.00098177,0.00029106,0.13339,-0.12432,19.337,12.933,5.584,-0.094063,64.6,43.066,0.00071053,5.4508e-05,100,-61,0.065103,0.028973,45,-8,0
0.00086627,0.00017557,0.17604,-0.08167,20.527,14.124,5.5393,-0.13876,43.066,21.533,0.00076833,0.00011231,105,-56,0.098741,0.062611,46,-7,0
0.00082469,0.00013399,0.21234,-0.045372,22.938,16.534,5.5953,-0.082781,21.533,0,0.0011704,0.00051443,29,-132,0.16033,0.1242,36,-17,0
0.0013572,0.00066648,0.19419,-0.063521,35.972,29.569,5.5724,-0.10571,495.26,473.73,0.0023957,0.0017397,29,-132,0.31658,0.28045,24,-29,0
0.00867,0.0079793,0.13975,-0.11797,47.247,40.843,5.1725,-0.50562,538.33,516.8,0.0041427,0.0034867,28,-133,0.85852,0.82239,2,-51,0
0.020469,0.019778,0.065336,-0.19238,4.3399,0,4.5494,-1.1287,538.33,516.8,0.010141,0.0094854,126,-35,0.84697,0.81084,2,-51,0
0.027678,0.026987,0.036298,-0.22142,31.647,27.307,4.8601,-0.81802,667.53,646,0.012481,0.011825,132,-29,0.5405,0.50437,3,-50,0
0.040146,0.039455,0.038113,-0.2196,63.725,59.386,4.9852,-0.69284,559.86,538.33,0.02894,0.028284,106,-55,0.74112,0.70499,3,-50,0
0.05786,0.05717,0.037205,-0.22051,220.46,216.12,4.7473,-0.93076,646,624.46,0.040082,0.039426,86,-75,1.1464,1.1103,3,-50,1
0.072993,0.072302,0.03539,-0.22232,332.48,328.14,4.6179,-1.0602,710.6,689.06,0.054748,0.054092,75,-86,1.4077,1.3715,3,-50,1
0.081366,0.080675,0.032668,-0.22505,396.7,392.36,4.476,-1.2021,732.13,710.6,0.064826,0.06417,70,-91,1.4452,1.4091,3,-50,1
0.08913,0.088439,0.033575,-0.22414,468.95,464.61,4.4416,-1.2365,775.2,753.66,0.069674,0.069018,63,-98,1.3851,1.3489,3,-50,1
0.099352,0.098661,0.036298,-0.22142,543.49,539.15,4.1845,-1.4936,796.73,775.2,0.078588,0.077932,60,-101,1.422,1.3858,3,-50,1
0.10501,0.10431,0.040835,-0.21688,625.7,621.36,3.9915,-1.6866,818.26,796.73,0.082901,0.082245,59,-102,1.3929,1.3567,3,-50,1
0.10494,0.10425,0.039927,-0.21779,626.08,621.74,4.0553,-1.6227,409.13,387.6,0.082114,0.081458,59,-102,1.3385,1.3024,3,-50,1
0.10302,0.10233,0.027223,-0.23049,607.46,603.12,4.085,-1.593,430.66,409.13,0.078023,0.077367,58,-103,1.2905,1.2544,2,-51,1
0.10088,0.10019,0.018149,-0.23956,556.64,552.3,4.0574,-1.6207,430.66,409.13,0.072359,0.071703,58,-103,1.2943,1.2582,2,-51,1
0.10113,0.10044,0.019964,-0.23775,582.42,578.08,4.0546,-1.6235,409.13,387.6,0.083953,0.083297,59,-102,1.2895,1.2534,3,-50,1
0.10616,0.10547,0.020871,-0.23684,640.54,636.2,4.0301,-1.648,409.13,387.6,0.086263,0.085607,59,-102,1.3212,1.285,3,-50,1
0.10829,0.1076,0.019056,-0.23866,626.23,621.89,4.0111,-1.667,430.66,409.13,0.085612,0.084956,58,-103,1.3076,1.2715,3,-50,1
0.10757,0.10688,0.020871,-0.23684,587.49,583.15,3.9883,-1.6898,430.66,409.13,0.068694,0.068038,57,-104,1.3976,1.3615,2,-51,1
0.1105,0.10981,0.019964,-0.23775,650.39,646.05,4.0104,-1.6676,430.66,409.13,0.077769,0.077113,56,-105,1.3694,1.3333,4,-49,1
0.11418,0.11349,0.019964,-0.23775,667.39,663.05,4.0146,-1.6634,430.66,409.13,0.076029,0.075373,56,-105,1.3259,1.2898,3,-50,1
0.1156,0.11491,0.021779,-0.23593,679.26,674.92,3.9691,-1.709,430.66,409.13,0.084566,0.08391,56,-105,1.3298,1.2937,3,-50,1
0.11389,0.1132,0.027223,-0.23049,649.02,644.68,4.0574,-1.6207,430.66,409.13,0.08211,0.081454,56,-105,1.3398,1.3037,5,-48,1
0.11045,0.10976,0.029038,-0.22868,644.84,640.5,4.044,-1.6341,430.66,409.13,0.076769,0.076113,56,-105,1.3256,1.2895,5,-48,1
0.10666,0.10597,0.021779,-0.23593,617.88,613.54,4.0489,-1.6292,430.66,409.13,0.070093,0.069437,57,-104,1.3966,1.3605,2,-51,1
0.10131,0.10062,0.023593,-0.23412,541.67,537.33,4.1883,-1.4898,430.66,409.13,0.052773,0.052117,57,-104,1.3454,1.3093,1,-52,1
0.099529,0.098838,0.032668,-0.22505,624.57,620.23,4.5742,-1.1039,409.13,387.6,0.043696,0.04304,55,-106,1.2328,1.1967,1,-52,1
0.094407,0.093716,0.032668,-0.22505,570.58,566.24,4.6643,-1.0138,409.13,387.6,0.045454,0.044798,56,-105,1.2045,1.1683,2,-51,1
0.092408,0.091717,0.025408,-0.2323,572.41,568.07,4.7024,-0.97565,409.13,387.6,0.044147,0.04349,61,-100,1.2435,1.2074,1,-52,1
0.097499,0.096808,0.024501,-0.23321,591.82,587.48,4.5873,-1.0908,409.13,387.6,0.039644,0.038988,56,-105,1.0929,1.0568,1,-52,1
0.10141,0.10072,0.025408,-0.2323,666.48,662.14,4.6308,-1.0472,409.13,387.6,0.032156,0.0315,58,-103,0.92234,0.88621,1,-52,1
0.10594,0.10524,0.027223,-0.23049,773.5,769.16,4.5729,-1.1052,409.13,387.6,0.022963,0.022307,65,-96,0.87394,0.83781,2,-51,1
0.10097,0.10027,0.03176,-0.22595,753.9,749.56,4.6162,-1.0619,409.13,387.6,0.025633,0.024977,65,-96,0.85914,0.82301,1,-52,1
0.093942,0.093246,0.029038,-0.22868,615.89,611.55,4.7603,-0.91779,409.13,387.6,0.037601,0.036945,61,-100,0.83159,0.78455,1,-52,1
0.092204,0.091509,0.028131,-0.22958,590.36,586.02,4.886,-0.79207,409.13,387.6,0.0347,0.033989,63,-98,1.0162,0.96915,1,-52,1
0.08897,0.088145,0.039927,-0.19964,745.28,740.94,4.9185,-0.74867,409.13,387.6,0.032238,0.031527,60,-101,0.96184,0.9148,1,-45,1
0.094887,0.094062,0.052632,-0.18693,828.15,823.81,4.9588,-0.6695,409.13,387.6,0.035202,0.034492,66,-95,0.77489,0.72785,3,-43,1
0.11171,0.11088,0.055354,-0.18421,975.76,971.42,4.9412,-0.68702,409.13,387.6,0.043064,0.042354,65,-96,0.86896,0.82192,3,-43,1
0.13381,0.13299,0.064428,-0.17514,1430,1425.7,5.0044,-0.62387,796.73,775.2,0.063165,0.062454,64,-97,1.0546,1.0075,5,-41,1
0.15911,0.15828,0.07078,-0.16878,2094.5,2090.2,5.1608,-0.46748,775.2,753.66,0.056227,0.055516,67,-94,0.65587,0.60883,4,-42,1
0.19276,0.19194,0.07078,-0.16878,2860.5,2856.1,5.1735,-0.45475,1012.1,990.53,0.035409,0.034699,79,-82,0.624,0.57696,3,-43,1
0.21028,0.20946,0.072595,-0.16697,3368.5,3364.1,5.1458,-0.48248,775.2,753.66,0.058252,0.057542,69,-92,0.53267,0.48563,7,-39,1
0.20989,0.20907,0.07078,-0.16878,3253.1,3248.8,5.1762,-0.45205,796.73,775.2,0.041971,0.04126,55,-106,0.58509,0.53805,4,-42,1
0.22657,0.22574,0.071688,-0.16788,4013.4,4009.1,5.2226,-0.40568,2497.9,2476.3,0.047815,0.047104,74,-87,0.39044,0.3434,9,-37,1
0.23807,0.23725,0.080762,-0.1588,3651.7,3647.4,5.1274,-0.50088,1033.6,1012.1,0.05162,0.050909,48,-113,0.41072,0.36368,5,-41,1
0.22773,0.2269,0.089837,-0.14973,3974.1,3969.7,5.2023,-0.42593,775.2,753.66,0.064074,0.063363,69,-92,0.50156,0.45452,8,-38,1
0.21982,0.219,0.089837,-0.14973,3492.5,3488.2,5.1348,-0.49351,775.2,753.66,0.046134,0.045424,66,-95,0.45893,0.41189,10,-36,1
0.21139,0.21056,0.088022,-0.15154,3150.1,3145.8,5.0988,-0.52949,775.2,753.66,0.054403,0.053692,69,-92,0.52184,0.4748,9,-37,1
0.24697,0.24614,0.091652,-0.14791,3897.4,3893,5.2879,-0.34032,1098.2,1076.7,0.050208,0.049497,68,-93,0.23704,0.19,8,-38,1
0.29106,0.29024,0.10526,-0.1343,6027.8,6023.4,5.193,-0.43523,2670.1,2648.6,0.055361,0.054651,75,-86,0.4895,0.44246,10,-36,1
0.30593,0.30511,0.10799,-0.13158,5510.4,5506.1,5.2914,-0.33686,1378.1,1356.6,0.057014,0.056304,13,-148,0.64514,0.5981,10,-36,1
0.3006,0.29978,0.10163,-0.13793,6023.9,6019.5,5.2281,-0.40012,2799.3,2777.8,0.0509,0.05019,41,-120,0.62716,0.58012,10,-36,1
0.28444,0.28361,0.097096,-0.14247,5928.7,5924.3,5.2374,-0.39083,1485.8,1464.3,0.058493,0.057782,59,-102,0.42068,0.37365,8,-38,1
0.28354,0.28272,0.1098,-0.12976,5207.3,5202.9,5.3451,-0.28319,1485.8,1464.3,0.054721,0.05401,44,-117,0.42775,0.38071,11,-35,1
0.29468,0.29386,0.12523,-0.11434,5442.9,5438.6,5.2792,-0.34905,2799.3,2777.8,0.056841,0.056131,56,-105,0.38628,0.33924,10,-36,1
0.29583,0.295,0.11252,-0.12704,5933,5928.6,5.2614,-0.36689,1248.9,1227.4,0.048594,0.047883,13,-148,0.36407,0.31703,10,-36,1
0.31644,0.31561,0.10708,-0.13249,6724.5,6720.1,5.3358,-0.29246,2885.4,2863.9,0.058012,0.057302,90,-71,0.41097,0.36393,11,-35,1
0.30647,0.30564,0.10889,-0.13067,5620.5,5616.2,5.2195,-0.40878,1399.7,1378.1,0.056716,0.056005,39,-122,0.52074,0.4737,9,-37,1
0.27299,0.27217,0.10345,-0.13612,5031.8,5027.5,5.232,-0.39622,1292,1270.5,0.056336,0.055626,66,-95,0.21485,0.16781,9,-37,1
0.27224,0.27141,0.12523,-0.11434,5046.9,5042.6,5.2539,-0.37437,1421.2,1399.7,0.063545,0.062834,75,-86,0.40167,0.35463,6,-40,1
0.26938,0.26856,0.12613,-0.11343,4987.5,4983.1,5.2136,-0.41462,2885.4,2863.9,0.057429,0.056718,40,-121,0.58647,0.53943,11,-35,1
0.28481,0.28398,0.11162,-0.12795,4961.2,4956.9,5.215,-0.41322,1421.2,1399.7,0.043409,0.042698,83,-78,0.44985,0.40281,6,-40,1
0.27632,0.27549,0.10617,-0.13339,5193.1,5188.8,5.2668,-0.36146,1356.6,1335.1,0.039634,0.038924,57,-104,0.30552,0.25848,8,-38,1
0.27478,0.27396,0.090744,-0.14882,4418.5,4414.2,5.2215,-0.40675,2842.4,2820.8,0.043868,0.043158,121,-38,0.39197,0.34493,11,-35,1
0.28591,0.28509,0.085299,-0.15426,5455.8,5451.4,5.1108,-0.51748,1421.2,1399.7,0.068658,0.067948,74,-85,0.49184,0.4448,10,-36,1
0.26557,0.26475,0.098004,-0.14156,4498,4493.6,5.1274,-0.50087,1248.9,1227.4,0.046749,0.046038,63,-96,0.44058,0.39354,8,-38,1
0.25197,0.25115,0.098004,-0.14156,3981.6,3977.3,5.2524,-0.37586,2691.7,2670.1,0.050198,0.049488,63,-96,0.34216,0.29513,9,-37,1
