@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
1424.1,-4.9767,430.66,0.024455,3,6,1
1528.1,-4.9875,430.66,0.024888,2,7,1
1603.2,-5.0705,409.13,0.042816,2,7,1
1730.1,-5.0414,409.13,0.049285,3,7,1
1737.7,-5.0341,409.13,0.03684,3,7,1
1716.9,-4.9811,409.13,0.036711,4,7,1
1720.9,-5.0342,409.13,0.055389,4,7,1
1703,-5.0313,387.6,0.051265,3,7,1
1634.5,-5.0837,387.6,0.038768,4,7,1
1445.7,-5.163,387.6,0.041084,3,7,1
1505.4,-5.1186,387.6,0.033133,2,8,1
1605,-5.1502,409.13,0.030793,2,8,1
2126.4,-5.3918,387.6,0.061601,3,5,1
3890.7,-5.5011,387.6,0.10174,3,4,1
4585.5,-5.6607,387.6,0.12616,3,6,1
5031.8,-5.6964,2519.4,0.12584,2,14,1
6758.4,-5.7727,1076.7,0.11696,2,14,1
7393.4,-5.7227,2584,0.14834,1,14,1
7574.6,-5.793,2605.5,0.16152,4,6,1
7520.9,-5.7936,2627.1,0.15245,2,14,1
7498.2,-5.8185,2605.5,0.13689,4,8,1
8581.9,-5.9065,2756.2,0.12899,6,7,1
8346.5,-5.8505,2777.8,0.13887,4,14,1
8026.4,-5.8536,2756.2,0.098237,2,14,1
8264.7,-5.8445,2756.2,0.12567,3,14,1
7873.5,-5.8501,2863.9,0.11917,4,14,1
7294.5,-5.785,2863.9,0.12,5,14,1
6728,-5.7465,861.33,0.11434,6,5,1
6586.9,-5.8679,2863.9,0.084389,4,14,1
6667.9,-5.8614,1055.1,0.10183,5,7,1
7446.6,-5.9268,2691.7,0.098693,4,6,1
7173.2,-5.8534,1033.6,0.091317,4,14,1
7984.8,-5.8595,1378.1,0.086751,4,7,1
7746.7,-5.8336,2734.7,0.08752,3,14,1
7864.4,-5.7599,1378.1,0.089531,3,13,1
8098.7,-5.8926,2863.9,0.091405,4,7,1
8381.2,-5.9225,1335.1,0.084502,3,7,1
6877,-5.8458,2950,0.080651,5,5,1
6583.6,-5.8431,2950,0.086265,4,5,1
6149.1,-5.8244,2907,0.071353,5,5,1
5748.2,-5.7199,2885.4,0.076429,3,4,1
5406.3,-5.6274,2820.8,0.065828,6,4,1
5055.5,-5.7118,2777.8,0.079247,6,4,1
4929.8,-5.6071,2734.7,0.062669,5,4,1
4411.7,-5.4914,2993.1,0.049097,3,4,1
4234,-5.5432,2971.6,0.044077,4,4,1
4242.6,-5.5555,2971.6,0.07746,5,4,1
4052.8,-5.4324,2907,0.077865,3,7,1
4055.6,-5.5772,2907,0.088932,4,4,1
3864.5,-5.4461,2885.4,0.056845,4,4,1
3482.1,-5.5197,1442.7,0.065091,3,7,1
3149,-5.4255,1421.2,0.071435,4,8,1
3265.8,-5.3608,2799.3,0.059851,4,4,1
3385,-5.4558,1421.2,0.070615,4,7,1
3261.3,-5.4748,1442.7,0.049584,4,7,1
3263.8,-5.4471,2863.9,0.078308,4,5,1
3128.6,-5.4664,2842.4,0.068418,3,8,1
2935,-5.495,2799.3,0.08203,3,8,1
3060.3,-5.5554,2756.2,0.082334,4,5,1
2967.8,-5.4928,1076.7,0.10148,3,6,1
2412.4,-5.1508,1076.7,0.083928,2,6,1
2177.5,-4.9736,1055.1,0.08122,2,6,1
1832.6,-4.9899,1033.6,0.09174,3,6,1
1316.1,-5.0052,1012.1,0.084988,3,6,1
657.56,-5.2249,925.93,0.039869,1,14,1
425.24,-5.2533,990.53,0.048538,1,13,1
366.28,-5.285,990.53,0.046072,2,13,1
351.71,-5.2272,861.33,0.05282,1,13,1
463.12,-5.1743,882.86,0.046537,2,13,1
489.34,-4.9814,925.93,0.052966,2,13,1
545.28,-5.2043,947.46,0.063014,2,13,1
586,-5.1339,775.2,0.06163,2,13,1
759,-5.1543,818.26,0.091295,3,4,1
824.13,-5.1479,818.26,0.082161,3,4,1
889.77,-5.2194,818.26,0.094981,3,4,1
1119,-5.1268,861.33,0.10323,3,4,1
1202.9,-5.0451,882.86,0.096682,3,5,1
1219.5,-5.0225,861.33,0.096121,3,5,1
922.59,-5.0921,839.79,0.093138,3,5,1
975.58,-5.0074,861.33,0.092338,3,5,1
713.74,-4.8509,861.33,0.065002,3,5,1
621.04,-5.0683,861.33,0.085728,4,5,1
408.09,-5.0617,839.79,0.074121,4,5,1
326.28,-5.1444,839.79,0.074046,4,5,1
213.24,-5.2862,775.2,0.062325,2,13,1
179.42,-5.244,796.73,0.060557,2,13,1
266.45,-5.182,839.79,0.066264,4,5,1
250.8,-4.9648,581.4,0.046612,3,5,1
310.78,-5.0548,581.4,0.063774,4,5,1
322.75,-4.9472,581.4,0.057449,4,5,1
288.22,-5.0292,581.4,0.069241,4,5,1
367.26,-5.0238,581.4,0.072203,4,5,1
448.83,-5.0058,602.93,0.068949,4,5,1
481.96,-4.9051,602.93,0.059676,4,5,1
513.57,-4.8231,624.46,0.049004,4,4,1
511.11,-4.6863,646,0.033273,3,10,1
481.83,-4.7094,646,0.026502,3,10,1
352.42,-5.0116,624.46,0.04261,5,3,1
254.02,-5.0912,602.93,0.037156,4,10,1
185.58,-4.9335,581.4,0.029017,3,10,1
199.12,-4.9356,581.4,0.028635,2,19,1
111.29,-5.2837,559.86,0.027954,1,19,1
-40.395,-5.5489,495.26,0.016443,2,13,1
-77.757,-5.5436,581.4,0.021161,2,13,1
-119.54,-5.7842,538.33,0.019177,1,19,0
-122.6,-5.8684,602.93,0.0088324,0,0,0
-116.69,-6.1625,581.4,0.005231,0,0,0
-108.58,-6.3875,602.93,0.0068032,0,0,0
-78.141,-6.4614,581.4,0.0010574,0,0,0
-72.867,-6.5061,64.6,0.00084984,0,0,0
-72.079,-6.5844,43.066,0.0010257,0,0,0
-74.493,-6.5608,21.533,0.0010851,0,0,0
-70.725,-6.6478,43.066,0.0011143,0,0,0
-72.701,-6.6459,64.6,0.0014238,0,0,0
-68.694,-6.5993,43.066,0.0013485,0,0,0
-71.95,-6.6619,21.533,0.001362,0,0,0
-70.893,-6.6618,43.066,0.00072459,0,0,0
-70.778,-6.5994,64.6,0.0010946,0,0,0
-71.076,-6.5738,43.066,0.0010673,0,0,0
-70.326,-6.6087,21.533,0.0011533,0,0,0
-131.03,-6.0136,646,0.0099519,0,0,0
-97.109,-5.7664,473.73,0.02834,3,9,0
-49.625,-5.5729,495.26,0.027125,3,9,0
-124.54,-5.8342,646,0.0196,2,13,0
-102.7,-6.341,559.86,0.0030842,0,0,0
-129.57,-6.2147,559.86,0.010432,1,20,0
-130.16,-5.873,602.93,0.017816,1,18,0
-127.86,-5.851,602.93,0.018012,2,13,0
-130.86,-5.8888,559.86,0.015981,1,18,0
-137.03,-6.006,624.46,0.01089,1,9,0
-134.3,-6.0754,581.4,0.011666,1,19,0
-116.78,-6.3011,559.86,0.0072621,0,0,0
-75.026,-6.5895,64.6,0.0021523,0,0,0
-99.708,-6.4965,581.4,0.0030811,0,0,0
-103.2,-6.3818,581.4,0.0040252,0,0,0
-86.375,-6.452,43.066,0.0020126,0,0,0
-98.55,-6.5454,581.4,0.0026964,0,0,0
-133.48,-5.9823,602.93,0.011496,1,18,0
-121.33,-5.838,473.73,0.026705,2,13,0
-69.474,-5.5895,516.8,0.028088,3,9,0
-8.7794,-5.3393,538.33,0.024319,1,17,0
68.435,-5.2672,559.86,0.031084,1,17,0
83.501,-5.3123,559.86,0.033738,1,18,0
-25.037,-5.4981,516.8,0.024116,1,20,0
-90.039,-5.6706,646,0.022921,2,13,0
-113.81,-5.7499,538.33,0.020655,2,13,0
-116.28,-5.7683,602.93,0.016463,2,13,0
-97.104,-5.6628,646,0.020847,3,9,0
-118.63,-5.7863,646,0.01689,2,13,0
-134.16,-5.9509,581.4,0.013161,1,18,0
-128.34,-6.1237,516.8,0.0061494,0,0,0
-106.45,-6.2306,516.8,0.0042592,0,0,0
-126.33,-5.8522,602.93,0.011031,1,18,0
-86.696,-5.6185,646,0.019189,1,18,0
20.014,-5.3185,516.8,0.018552,1,18,0
278.17,-4.9384,602.93,0.017634,1,18,0
377.48,-4.4422,301.46,0.005164,0,0,0
-56.326,-5.0416,279.93,0.0012408,0,0,0
-72.442,-5.762,602.93,0.00074381,0,0,0
-77.606,-6.3454,301.46,0.0014809,0,0,0
-73.772,-6.0228,301.46,0.00099163,0,0,0
-81.497,-6.262,301.46,0.0012537,0,0,0
-121.42,-5.8453,2627.1,0.030529,1,13,0
-145.61,-6.2382,2627.1,0.01849,1,13,0
-136.64,-6.2512,2605.5,0.016543,1,14,0
-133.68,-6.1865,646,0.018861,1,14,0
-136.43,-6.1945,2605.5,0.016441,1,14,0
-146.83,-6.2713,2756.2,0.01794,1,14,0
-149.61,-6.2351,2756.2,0.01914,1,13,0
-149.46,-6.1696,2713.2,0.021481,1,13,0
-154.57,-6.2098,2777.8,0.024226,1,13,0
-145.9,-6.0471,2756.2,0.02563,1,14,0
-147.52,-6.1464,2691.7,0.02037,1,13,0
-150.72,-6.1647,861.33,0.02095,1,13,0
-141.42,-6.196,2691.7,0.017084,1,13,0
-138.18,-6.3041,796.73,0.0096662,0,0,0
-129.01,-6.1268,839.79,0.017655,1,13,0
-124.88,-6.151,839.79,0.015337,1,13,0
-111.78,-6.2329,2691.7,0.0074384,0,0,0
-99.796,-6.278,753.66,0.0040942,0,0,0
-86.689,-6.5372,344.53,0.0032461,0,0,0
-76.343,-6.4886,64.6,0.0011692,0,0,0
-71.27,-6.5303,43.066,0.00064358,0,0,0
-68.922,-6.5831,43.066,0.0010266,0,0,0
-70.179,-6.5695,21.533,0.0018155,0,0,0
-80.002,-6.6199,43.066,0.0026902,0,0,0
-83.151,-6.5929,43.066,0.00385,0,0,0
-73.002,-6.6047,21.533,0.0009307,0,0,0
-72.839,-6.6149,64.6,0.00085,0,0,0
-73.189,-6.6248,64.6,0.00097055,0,0,0
-74.535,-6.5975,43.066,0.0015207,0,0,0
-73.57,-6.6441,21.533,0.0013462,0,0,0
-68.793,-5.6453,667.53,0.022449,2,13,0
454.06,-5.2768,732.13,0.043298,4,3,1
763.58,-4.7914,387.6,0.020412,5,3,1
1074.3,-4.4709,387.6,0.015191,1,19,1
1398.2,-4.3446,409.13,0.01307,3,4,1
1489.3,-4.1805,409.13,0.012308,1,19,1
1351.9,-4.3769,409.13,0.016314,1,18,1
1352.8,-4.3441,387.6,0.018377,1,19,1
1230.8,-4.461,387.6,0.017717,1,18,1
1187.2,-4.4055,366.06,0.015072,1,19,1
1124.1,-4.4476,366.06,0.012355,1,13,1
1307.3,-4.2984,366.06,0.013505,2,13,1
1415.8,-4.2423,366.06,0.02028,2,19,1
1483,-4.253,366.06,0.013884,3,13,1
1495.8,-4.1719,366.06,0.016979,3,13,1
1485,-4.2651,366.06,0.015512,2,17,1
1424.3,-4.2308,366.06,0.016761,4,3,1
1281.5,-4.3989,366.06,0.019515,4,8,1
1354,-4.4736,366.06,0.024253,2,18,1
1318.5,-4.6318,344.53,0.0226,5,3,1
1096,-4.9293,344.53,0.020617,5,3,1
1212.1,-4.6517,344.53,0.023676,5,3,1
1395,-4.5292,344.53,0.032354,4,3,1
1378.4,-4.6118,344.53,0.027285,4,3,1
1315.9,-4.619,344.53,0.02612,2,12,1
1602.3,-4.4453,667.53,0.034134,5,3,1
1559.9,-4.2974,344.53,0.01731,2,18,1
1378.9,-4.4707,344.53,0.036923,5,3,1
1380.3,-4.6477,344.53,0.037481,6,3,1
1316.3,-4.6752,344.53,0.034248,6,3,1
1282.4,-4.7501,344.53,0.031524,6,3,1
1353.4,-4.7534,344.53,0.042144,6,4,1
1481.1,-4.6464,344.53,0.038967,6,3,1
1413.9,-4.4706,344.53,0.031433,4,8,1
1560.7,-4.3992,689.06,0.02537,4,8,1
1587.2,-4.4267,667.53,0.025303,3,8,1
1508.3,-4.3909,667.53,0.026004,3,8,1
1471,-4.2906,344.53,0.020943,2,8,1
1529.8,-4.2391,667.53,0.016441,2,9,1
1416.2,-4.3894,344.53,0.020026,2,12,1
1385.8,-4.3531,344.53,0.013219,2,12,1
1481.8,-4.5459,344.53,0.023173,2,8,1
1488.7,-4.558,344.53,0.015,1,17,1
1389.6,-4.5566,344.53,0.01102,1,17,1
1539.2,-4.6516,344.53,0.025674,4,8,1
1424.3,-4.9075,344.53,0.018624,3,8,1
1330.3,-4.9687,344.53,0.030889,3,8,1
1235.8,-5.0911,323,0.023591,2,18,1
1056.2,-5.4352,323,0.024964,6,5,1
603.58,-5.957,301.46,0.051859,5,5,1
-32.543,-6.3193,279.93,0.053045,4,5,1
-240.07,-6.4815,301.46,0.025073,2,8,1
-218.01,-6.4343,323,0.013957,2,8,0
-194.1,-6.4089,301.46,0.013122,1,17,0
-171.91,-6.48,279.93,0.010119,1,17,0
-135.07,-6.402,301.46,0.0034209,0,0,0
-101.79,-6.5091,602.93,0.0017794,0,0,0
-74.136,-6.4268,323,0.0010947,0,0,0
-72.084,-6.3913,279.93,0.0022275,0,0,0
-132.18,-6.6159,323,0.0043708,0,0,0
-251.18,-6.529,581.4,0.021907,2,9,0
-61.84,-6.3991,2390.2,0.035644,2,17,0
458.27,-6.1577,2519.4,0.072008,2,10,0
307.98,-6.1601,2497.9,0.077795,5,2,0
-36.564,-6.3912,2433.3,0.043822,5,4,0
11.961,-6.4091,2519.4,0.051098,6,2,0
-207.36,-6.5197,193.8,0.030174,4,3,0
-156.92,-6.4199,193.8,0.035721,3,4,0
-195.46,-6.4478,150.73,0.034628,3,4,0
-212.13,-6.4539,150.73,0.042134,2,4,0
-217.37,-6.4015,172.27,0.033715,2,4,0
-220.09,-6.4173,8268.8,0.037541,4,4,0
-191.04,-6.2942,8053.4,0.039094,6,4,0
-175.77,-6.3729,7945.8,0.029856,4,4,0
-153.02,-6.3461,8742.5,0.021596,2,3,0
-105.02,-6.585,43.066,0.0069559,0,0,0
-70.955,-6.5508,64.6,0.0020605,0,0,0
-75.234,-6.5703,43.066,0.0016892,0,0,0
-148.43,-6.542,21.533,0.005827,0,0,0
-68.506,-5.5691,323,0.008989,0,0,0
386.01,-4.8985,559.86,0.007457,0,0,1
931.19,-4.9024,624.46,0.031774,3,8,1
1315.2,-4.9419,710.6,0.037597,4,3,1
1671.2,-4.8085,409.13,0.028,4,4,1
1894.1,-4.6667,409.13,0.044609,4,4,1
1961.8,-4.4059,430.66,0.029352,4,4,1
1987.3,-4.3419,430.66,0.026572,6,4,1
1763.7,-4.4284,409.13,0.028856,6,4,1
1627.7,-4.564,409.13,0.024424,6,4,1
1635.6,-4.4699,409.13,0.017636,4,4,1
1551,-4.4341,387.6,0.018921,3,8,1
1618.7,-4.399,387.6,0.02157,4,4,1
1682,-4.7358,387.6,0.044913,5,4,1
1590.8,-4.5093,387.6,0.03239,4,4,1
1447.1,-4.4852,387.6,0.0214,4,4,1
1371,-4.4977,387.6,0.017565,4,4,1
1321.5,-4.6373,387.6,0.024971,4,4,1
1292,-4.5769,366.06,0.023975,3,5,1
1370.9,-4.5263,732.13,0.023997,3,4,1
1439.7,-4.5472,366.06,0.023455,3,4,1
1483.2,-4.6821,366.06,0.027207,4,4,1
1466,-4.6921,387.6,0.033269,4,4,1
1393.5,-4.8646,387.6,0.034212,5,4,1
1373.8,-4.8321,732.13,0.028492,3,4,1
1685.6,-4.9097,732.13,0.043158,4,4,1
1935.1,-4.6765,753.66,0.041894,3,4,1
1932.2,-4.5772,753.66,0.032224,4,4,1
1967.3,-4.5431,753.66,0.033525,4,4,1
1943.8,-4.6206,753.66,0.038656,4,4,1
1962.2,-4.577,753.66,0.033371,4,4,1
1959.5,-4.6262,753.66,0.04127,2,4,1
1967.1,-4.6282,753.66,0.032445,3,4,1
2074.2,-4.645,753.66,0.020615,4,4,1
2174.4,-4.6174,753.66,0.017054,3,4,1
2190.3,-4.5783,753.66,0.024182,4,4,1
2165.5,-4.7567,753.66,0.020791,4,4,1
2185.1,-4.6544,753.66,0.021336,4,4,1
2229.4,-4.7849,753.66,0.032056,2,4,1
2198.5,-4.7721,753.66,0.030111,3,4,1
2196.7,-4.8509,753.66,0.034149,3,7,1
2307.2,-4.9218,387.6,0.047816,3,7,1
2322.9,-5.0028,387.6,0.084281,3,7,1
2303.8,-5.1026,387.6,0.09029,3,7,1
2179.5,-5.1339,387.6,0.10412,3,7,1
2126.7,-5.4222,387.6,0.08013,4,7,1
3311.2,-5.5811,366.06,0.10186,4,7,1
4990,-5.588,1055.1,0.083171,3,7,1
6358.6,-5.6764,1055.1,0.088702,3,7,1
6694.8,-5.669,1055.1,0.11341,2,7,1
6186.8,-5.6306,2433.3,0.062417,3,7,1
7501.5,-5.785,1055.1,0.10073,4,4,1
8081,-5.8661,1055.1,0.12736,5,4,1
9119.5,-5.9205,1055.1,0.098883,5,4,1
9545.7,-5.9064,1055.1,0.11091,4,4,1
10415,-5.9592,1076.7,0.12176,6,4,1
10517,-5.9945,2454.8,0.12001,6,4,1
11478,-6.0582,2433.3,0.13429,6,4,1
11187,-6.025,2433.3,0.12561,7,5,1
11451,-6.1038,2433.3,0.11292,5,4,1
11901,-6.1454,2433.3,0.12521,6,4,1
12283,-6.1454,2411.7,0.13283,8,4,1
13146,-6.1577,2562.5,0.14494,5,4,1
12118,-6.0805,2540.9,0.1336,5,7,1
11092,-6.0116,2540.9,0.13004,7,4,1
11559,-6.037,2540.9,0.12723,5,7,1
11491,-6.0555,2540.9,0.11642,7,7,1
12619,-6.1628,2863.9,0.13629,6,4,1
12834,-6.1528,2885.4,0.14135,5,7,1
12686,-6.1217,2885.4,0.12942,7,7,1
13510,-6.181,2885.4,0.12346,5,7,1
13205,-6.1834,2734.7,0.12842,6,3,1
13434,-6.1731,2907,0.1434,5,6,1
13440,-6.1941,689.06,0.1366,5,7,1
12565,-6.1725,3057.7,0.10883,7,4,1
10914,-6.0902,3057.7,0.09533,7,4,1
10901,-6.1402,3036.2,0.10849,6,3,1
9902,-6.1109,2993.1,0.13473,5,4,1
8664.5,-6.0749,2950,0.12401,7,4,1
7549.2,-5.9907,2907,0.1155,6,3,1
6647.7,-5.9126,2863.9,0.096536,6,3,1
7033,-5.9525,2863.9,0.12329,4,3,1
6569,-5.9284,2863.9,0.10093,5,3,1
6458.7,-5.9126,2885.4,0.12265,5,3,1
5982.6,-5.8017,2907,0.12098,4,4,1
7362.1,-5.954,2907,0.1653,4,6,1
8231,-5.8842,5426.4,0.16847,5,7,1
8178.1,-5.7383,5706.3,0.17222,6,7,1
8108.6,-5.7042,5706.3,0.14274,5,6,1
8232.2,-5.8155,2842.4,0.18889,5,6,1
7459.5,-5.7929,947.46,0.15515,5,6,1
6314,-5.6789,925.93,0.11453,5,6,1
5370.2,-5.5827,925.93,0.12756,5,6,1
4699.2,-5.4731,904.39,0.10461,5,6,1
3847.2,-5.2816,882.86,0.10921,5,6,1
3432.6,-5.066,861.33,0.083374,4,6,1
2914.6,-4.9688,861.33,0.082813,3,6,1
2634.6,-4.8545,839.79,0.067365,4,5,1
2454.3,-4.675,839.79,0.047278,3,13,1
2599.1,-4.5573,839.79,0.033457,3,13,1
2661.3,-4.3926,839.79,0.029958,3,13,1
2418.7,-4.4601,839.79,0.037926,2,13,1
2260.3,-4.3805,839.79,0.023989,2,13,1
2155.5,-4.4679,839.79,0.021642,3,5,1
2168.8,-4.2773,861.33,0.017878,1,18,1
2041,-4.3098,861.33,0.015118,1,13,1
1937.7,-4.2288,861.33,0.031726,2,13,1
1906.3,-4.2387,861.33,0.039031,3,13,1
1725,-4.2796,861.33,0.033772,3,13,1
1535.4,-4.3459,861.33,0.034574,2,13,1
1322.8,-4.4814,861.33,0.04146,2,13,1
981.17,-4.5537,839.79,0.032002,3,13,1
816.5,-4.5643,839.79,0.023419,3,11,1
683.96,-4.437,818.26,0.012905,2,11,1
638.43,-4.5431,839.79,0.018775,2,11,1
670.48,-4.4326,839.79,0.016919,3,12,1
624.56,-4.6219,861.33,0.021875,3,11,1
552.59,-4.7006,861.33,0.018407,2,11,1
471.31,-4.8053,839.79,0.018422,4,2,1
427.31,-4.8673,581.4,0.019384,4,2,1
538.64,-4.759,581.4,0.026224,6,2,1
607.85,-4.5806,602.93,0.020939,4,2,1
626.74,-4.6028,602.93,0.02402,5,2,1
680.04,-4.4871,602.93,0.02229,3,2,1
732.05,-4.5565,602.93,0.029045,3,2,1
737.51,-4.461,624.46,0.024326,2,2,1
556.2,-4.6059,602.93,0.025595,3,2,1
563.38,-4.637,602.93,0.026024,3,2,1
688.15,-4.6035,602.93,0.020349,3,2,1
684.64,-4.5179,602.93,0.020759,2,19,1
607.78,-4.4734,602.93,0.013338,2,19,1
610.02,-4.5444,602.93,0.018189,1,19,1
644.35,-4.5183,602.93,0.017633,1,19,1
625.34,-4.5157,602.93,0.013184,2,20,1
551.91,-4.4953,602.93,0.012962,1,19,1
502.86,-4.5719,602.93,0.025005,1,19,1
663.48,-4.5611,602.93,0.017924,2,2,1
735.13,-4.5479,602.93,0.015021,3,2,1
805.81,-4.7085,624.46,0.021824,4,2,1
856.19,-4.5431,624.46,0.015123,4,2,1
805.28,-4.606,624.46,0.020871,4,2,1
952.95,-4.7436,624.46,0.029333,5,2,1
1344.8,-4.3235,624.46,0.012521,2,2,1
1756.3,-4.1426,624.46,0.0091056,0,0,1
1609.4,-4.24,624.46,0.014731,2,13,1
1452.9,-4.4025,602.93,0.025704,1,19,1
211.66,-4.4305,279.93,0.00081806,0,0,1
-67.623,-5.2288,624.46,0.00025284,0,0,0
-69.696,-5.3426,602.93,0.0003658,0,0,0
-80.403,-5.7757,323,0.00049898,0,0,0
-82.954,-5.9577,301.46,0.0015783,0,0,0
-80.895,-6.1059,301.46,0.00072673,0,0,0
-76.614,-6.2744,323,0.0013796,0,0,0
-76.367,-6.4561,64.6,0.0011427,0,0,0
-83.401,-6.3446,344.53,0.001065,0,0,0
-94.136,-6.4333,602.93,0.0017086,0,0,0
-117.05,-6.3365,2282.5,0.0080211,0,0,0
-147.32,-6.3119,947.46,0.0094912,0,0,0
-157.47,-6.2425,861.33,0.013911,2,3,0
-160.11,-6.2428,1033.6,0.0071518,0,0,0
-163.61,-6.1428,1119.7,0.0089251,0,0,0
-150.93,-6.0183,1055.1,0.0084688,0,0,0
-168.85,-6.16,1055.1,0.0081392,0,0,0
-169.03,-6.1705,968.99,0.0073573,0,0,0
-187.53,-6.3302,775.2,0.014441,2,3,0
-166.3,-6.2107,904.39,0.0132,1,18,0
-159.82,-6.3082,990.53,0.0078895,0,0,0
-146.83,-6.2499,968.99,0.0070613,0,0,0
-136.79,-6.4088,990.53,0.0060655,0,0,0
-122.25,-6.3229,1141.3,0.0017664,0,0,0
-103.87,-6.3123,279.93,0.0030904,0,0,0
-88.116,-6.3418,43.066,0.0015273,0,0,0
-75.085,-6.4431,775.2,0.00092059,0,0,0
-69.501,-6.5433,64.6,0.00066954,0,0,0
-74.25,-6.6156,21.533,0.0012278,0,0,0
-76.955,-6.6082,64.6,0.0014842,0,0,0
-87.611,-6.4182,64.6,0.0023371,0,0,0
-46.608,-5.0553,581.4,0.002402,0,0,0
212.43,-4.5428,667.53,0.0009368,0,0,1
99.577,-4.8942,602.93,0,0,0,1
-3.8233,-5.2475,732.13,0.0020106,0,0,1
240.59,-5.0648,602.93,0.0049772,0,0,1
722.09,-4.5751,667.53,0.012663,1,20,1
922.76,-4.2587,689.06,0.012396,1,21,1
1012.6,-4.2196,689.06,0.0095149,0,0,1
1149.4,-4.2023,689.06,0.010935,1,19,1
1519.9,-4.0978,710.6,0.0081167,0,0,1
1675.7,-4.0235,710.6,0.0093889,0,0,1
1597.5,-4.1006,689.06,0.010203,1,8,1
1471.1,-4.0473,689.06,0.0082881,0,0,1
1271.6,-4.0839,689.06,0.0038663,0,0,1
1260.2,-3.8038,689.06,0.0051164,0,0,1
1300.4,-3.8196,689.06,0.0036256,0,0,1
1283.3,-3.9358,689.06,0.002575,0,0,1
1360.5,-3.9051,710.6,0.0035678,0,0,1
1430.9,-3.7808,710.6,0.0027561,0,0,1
1380.1,-3.8907,710.6,0.002487,0,0,1
1419.5,-3.8727,710.6,0.0018018,0,0,1
1333.3,-4.0207,387.6,0.0032991,0,0,1
1299.2,-4.1198,366.06,0.0079796,0,0,1
1293.5,-4.0641,366.06,0.0091435,0,0,1
1266.9,-4.1941,366.06,0.010576,1,20,1
1340.9,-3.9649,387.6,0.0091777,0,0,1
1432.7,-3.9981,387.6,0.0076977,0,0,1
1294.2,-4.0583,387.6,0.010744,1,19,1
1297.5,-4.0329,387.6,0.0098546,0,0,1
1374.6,-4.0087,366.06,0.014079,1,20,1
1268.5,-4.0213,366.06,0.011751,1,20,1
1300,-4.2837,366.06,0.017154,1,20,1
1134.6,-4.549,344.53,0.014927,1,19,1
1019.1,-4.7442,344.53,0.019302,3,20,1
1140.3,-4.6898,344.53,0.0128,2,16,1
1047,-4.8254,323,0.021911,3,11,1
1022.3,-4.8037,323,0.015893,3,4,1
944.85,-4.8687,323,0.018745,4,5,1
991.55,-4.8208,323,0.021556,5,5,1
1131.6,-4.9884,323,0.027414,5,5,1
970.99,-5.0187,323,0.019036,3,8,1
798.63,-5.1098,323,0.027911,3,5,1
829.35,-5.2113,323,0.023784,5,8,1
593.69,-5.4787,301.46,0.029545,5,6,1
14.381,-6.0394,279.93,0.026858,5,6,1
-136.51,-6.1321,301.46,0.013146,3,8,1
541.11,-4.6881,215.33,0.0065551,0,0,1
234.14,-4.2653,172.27,0.0060202,0,0,1
107.5,-4.3273,215.33,0.0023188,0,0,1
670.49,-3.2491,215.33,6.3077e-05,0,0,1
30.013,-4.233,172.27,0.00033094,0,0,1
-66.455,-5.3657,172.27,0.00085921,0,0,1
-122.8,-6.5579,64.6,0.0050808,0,0,1
-196.85,-6.2857,753.66,0.0095144,0,0,0
-201.57,-6.3225,6223.1,0.025291,2,12,0
-228.91,-6.4686,193.8,0.018827,3,6,0
-224.7,-6.5206,990.53,0.014504,1,17,0
-204.05,-6.4554,1098.2,0.01312,1,13,0
-201.32,-6.4462,2153.3,0.011335,1,13,0
-205.6,-6.372,6309.2,0.014203,4,5,0
-205.95,-6.387,6373.8,0.015625,2,4,0
-176.19,-6.1724,1615,0.0098387,0,0,0
-207.99,-6.4162,925.93,0.025712,3,3,0
-189.98,-6.4373,6675.3,0.013327,3,3,0
-173.2,-6.4422,6546.1,0.018931,3,5,0
-171.98,-6.3224,6546.1,0.031827,4,3,0
-112.64,-6.5376,215.33,0.0037258,0,0,0
-82.059,-6.6056,64.6,0.0017605,0,0,0
-83.63,-6.6378,43.066,0.0027437,0,0,0
-113.4,-6.6435,43.066,0.0069226,0,0,0
-178.28,-6.57,882.86,0.015396,1,7,0
88.82,-5.0357,538.33,0.0034756,0,0,0
613.68,-4.6221,559.86,0.0062021,0,0,1
1455,-4.7107,624.46,0.018329,5,5,1
1671.7,-4.6645,689.06,0.025578,5,10,1
1746.9,-4.596,732.13,0.026958,3,11,1
1969.6,-4.5971,387.6,0.018616,2,11,1
1771.1,-4.1197,409.13,0.016601,2,10,1
1716,-4.3455,387.6,0.027262,3,4,1
1629,-4.2702,387.6,0.022106,2,10,1
1509.5,-4.3356,366.06,0.019955,2,20,1
1306.6,-4.4425,366.06,0.017217,1,20,1
1312.4,-4.4266,366.06,0.01469,2,19,1
1195.8,-4.5059,366.06,0.01819,1,19,1
1062.1,-4.5308,366.06,0.015378,1,19,1
1035.6,-4.5744,344.53,0.013836,2,18,1
1122.5,-4.6447,344.53,0.015699,2,11,1
