@relation featureMatrix

@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.015491,0.060799,0.31586,7,0
0.017984,0.055354,0.47937,8,0
0.019692,0.048094,0.59784,5,0
0.01977,0.045372,0.58724,5,0
0.019244,0.047187,0.58621,6,0
0.01878,0.055354,0.61877,7,0
0.017685,0.068058,0.59082,7,0
0.016501,0.058984,0.52799,6,0
0.016136,0.055354,0.39661,8,0
0.016615,0.058076,0.4961,6,0
0.018006,0.050817,0.67852,3,0
0.018899,0.043557,0.68718,3,0
0.019569,0.03539,0.68702,3,0
0.022012,0.04265,0.45575,3,0
0.020808,0.050817,0.42385,3,0
0.01663,0.052632,0.38829,3,0
0.014592,0.060799,0.3968,3,0
0.011491,0.069873,0.54244,3,0
0.012712,0.066243,0.53769,9,0
0.01484,0.088022,0.46398,8,0
0.010633,0.095281,0.55132,8,0
0.0039061,0.093466,0.60462,3,0
0.0094944,0.10889,0.55214,8,0
0.0094276,0.12432,0.56243,7,0
0.0011772,0.13339,0.29209,18,0
0.0010404,0.13793,0.22425,16,0
0.00095777,0.13702,0.12331,9,0
0.0011899,0.11797,0.098021,13,0
0.0056438,0.099819,0.38496,11,0
0.0057444,0.069873,0.39411,7,0
0.0051312,0.078947,0.35045,8,0
0.0047991,0.086207,0.416,9,0
9.6307e-05,0.090744,0.13526,31,0
5.415e-06,0.10617,0.13659,37,0
0,0.11978,0.29342,38,0
0,0.15336,0.16971,34,0
0.00032295,0.15154,0.19651,40,0
0.0007295,0.15699,0.063044,32,0
0.00066481,0.16969,0.097975,34,0
0.0012931,0.15336,0.13313,15,0
0.0045346,0.12341,0.34488,8,0
0.0084414,0.10073,0.26612,7,0
0.0079353,0.094374,0.40591,4,0
0.008322,0.094374,0.30014,3,0
0.0077939,0.091652,0.46591,3,0
0.0025403,0.10073,0.31908,6,0
0.0046452,0.098911,0.43682,4,0
0.0093165,0.088929,0.43447,4,0
0.007966,0.11797,0.46214,4,0
0.0015953,0.14882,0.086689,21,0
0.0016061,0.16969,0.112,20,0
0.0018376,0.18784,0.16204,17,0
0.002017,0.17967,0.10162,17,0
0.0017445,0.17151,0.10683,19,0
0.0029061,0.16243,0.40765,10,0
0.0038312,0.12613,0.30644,7,0
0.0029063,0.10708,0.11421,8,0
0.001905,0.11615,0.30088,9,0
0.001767,0.12886,0.062065,16,0
0.0013056,0.13975,0.22865,16,0
0.0012257,0.14247,0.046792,16,0
0.0010249,0.17967,0.10576,19,0
0.00086458,0.18603,0.10242,18,0
0.0011147,0.16878,0.086296,20,0
0.00099067,0.16243,0.091013,20,0
0.00098043,0.17423,0.08147,26,0
0.0009142,0.20236,0.10919,25,0
0.00079223,0.20236,0.070375,25,0
0.00081416,0.18784,0.064511,22,0
0.00076443,0.20054,0.087991,25,0
0.00073174,0.20236,0.095087,21,0
0.00073325,0.17786,0.064521,25,0
0.00057366,0.18784,0.16162,25,0
0.00046854,0.19056,0.12857,19,0
0.00058501,0.19238,0.068773,26,0
0.00083621,0.19782,0.091577,22,0
0.0016603,0.18784,0.1209,21,0
0.0018654,0.19328,0.16166,24,0
0.0013035,0.2078,0.11027,18,0
0.0010555,0.2078,0.12609,22,0
0.00091892,0.22505,0.063572,33,0
0.00090424,0.22777,0.06089,31,0
0.0058654,0.16969,0.46522,8,0
0.0058793,0.16062,0.48604,9,0
0.001632,0.16697,0.31348,9,0
0.0022439,0.12795,0.29247,9,0
0.0028861,0.13158,0.24867,8,0
0.0024932,0.15971,0.30674,9,0
0.002675,0.15608,0.46206,9,0
0.004837,0.13067,0.21641,10,0
0.0045598,0.14519,0.27056,11,0
0.002921,0.16425,0.16785,11,0
0.0026944,0.15517,0.21517,14,0
0.0027582,0.14973,0.32019,10,0
0.0023178,0.16788,0.40834,9,0
0.0012617,0.17514,0.19767,15,0
0.0010477,0.16606,0.26553,8,0
0.0016685,0.13884,0.3917,7,0
0.0025305,0.097096,0.84429,6,0
0.0023759,0.099819,0.52405,6,0
0.0015058,0.13612,0.61613,5,0
0.0010016,0.16152,0.22058,19,0
0.00078583,0.15699,0.046235,28,0
0.00085014,0.11706,0.13503,18,0
0.0010303,0.093466,0.20026,10,0
0.00092748,0.10163,0.049645,13,0
0.00087452,0.094374,0.56424,8,0
0.00078197,0.088022,0.18527,12,0
0.00070103,0.10073,0.17631,18,0
0.00049668,0.13975,0.19187,29,0
0.0067415,0.15064,0.12725,6,0
0.018009,0.084392,0.17882,9,1
0.026383,0.052632,0.19714,8,1
0.03367,0.054446,0.31641,4,1
0.042681,0.051724,0.34528,4,1
0.054292,0.046279,0.3969,3,1
0.071604,0.032668,0.68124,3,1
0.079302,0.033575,1.0395,3,1
0.064294,0.04265,0.50269,3,1
0.051359,0.044465,1.2061,5,1
0.061086,0.032668,1.2436,3,1
0.090935,0.022686,1.5084,2,1
0.12191,0.022686,1.6036,2,1
0.10982,0.023593,1.5351,2,1
0.060511,0.068966,1.3318,2,1
0.022738,0.14882,0.79057,2,1
0.013528,0.16878,0.32156,10,1
0.013922,0.15517,0.41905,10,1
0.013319,0.17241,0.32998,10,1
0.012735,0.17604,0.31523,10,1
0.012854,0.14973,0.46624,10,1
0.010569,0.14882,0.2974,9,1
0.0075687,0.16878,0.25847,12,1
0.0057831,0.15789,0.34068,9,1
0.0036028,0.12886,0.24679,10,0
0.0014608,0.098004,0.20289,8,0
0.00055935,0.097096,0.40903,9,0
0.00025377,0.10889,0.1059,28,0
0.00073789,0.096189,0.47572,5,0
0.00059338,0.11978,0.41271,8,0
0.00064081,0.1588,0.023711,36,0
0.00093444,0.14428,0.041174,37,0
0.00043766,0.11615,0.069433,32,0
0.00032992,0.11525,0.014697,21,0
0.00058788,0.13521,0.022481,23,0
0.00071522,0.15064,0.039389,19,0
0.00061254,0.12795,0.0022367,17,0
0.00032811,0.10889,0.17562,11,0
0.00024,0.12795,0.068624,21,0
0.00023603,0.13158,0.051964,26,0
0.00025558,0.11343,0.06241,18,0
0,0.060799,0.070332,25,0
0,0.20962,0,34,0
1.8642e-05,0.20599,0,37,0
0,0.22505,0,45,0
0,0.23866,0,45,0
0.00027766,0.25499,0.038229,34,0
0.0013518,0.2314,0.083646,23,0
0.016591,0.13249,0.47933,2,0
0.037105,0.049002,0.65897,2,0
0.062777,0.033575,0.43808,3,1
0.092363,0.030853,0.88848,3,1
0.11093,0.03176,0.96763,3,1
0.12585,0.034483,1.2495,3,1
0.135,0.040835,1.2241,3,1
0.13435,0.044465,1.1269,3,1
0.14112,0.03176,1.2474,2,1
0.1475,0.020871,1.4881,2,1
0.14809,0.018149,1.562,2,1
0.14593,0.022686,1.5363,2,1
0.14304,0.023593,1.4925,2,1
0.14884,0.018149,1.4982,2,1
0.15676,0.021779,1.517,2,1
0.15999,0.023593,1.5396,2,1
0.15984,0.026316,1.5434,2,1
0.15808,0.025408,1.5279,2,1
0.15925,0.019056,1.515,2,1
0.16275,0.019964,1.5227,2,1
0.16598,0.021779,1.5172,2,1
0.17129,0.019056,1.5198,2,1
0.17505,0.018149,1.5368,2,1
0.17399,0.019056,1.5414,2,1
0.16841,0.018149,1.5529,2,1
0.17061,0.018149,1.5396,2,1
0.17699,0.019056,1.5177,2,1
0.17629,0.020871,1.4728,2,1
0.17724,0.021779,1.4568,2,1
0.18088,0.026316,1.4743,2,1
0.18727,0.026316,1.4713,2,1
0.18824,0.019964,1.4663,2,1
0.18534,0.019056,1.4338,2,1
0.18893,0.018149,1.3934,2,1
0.19776,0.017241,1.404,2,1
0.19961,0.021779,1.4293,2,1
0.19375,0.024501,1.4148,2,1
0.19274,0.020871,1.3588,2,1
0.19553,0.018149,1.2941,2,1
0.19475,0.018149,1.2208,1,1
0.19737,0.018149,1.2057,1,1
0.20358,0.018149,1.1762,1,1
0.20114,0.020871,1.1821,1,1
0.20373,0.026316,1.058,1,1
0.2003,0.029946,1.0499,2,1
0.1981,0.032668,1.0513,1,1
0.19533,0.03176,1.0486,1,1
0.18402,0.029946,1.2287,1,1
0.18952,0.03176,1.1951,1,1
0.19414,0.03539,1.0717,1,1
0.2144,0.047187,0.95522,7,1
0.24975,0.07078,0.72418,8,1
0.27646,0.098911,0.49273,8,1
0.30359,0.097096,0.44164,9,1
0.34132,0.094374,0.49125,9,1
0.34618,0.093466,0.20243,8,1
0.34896,0.091652,0.15324,9,1
0.36571,0.10345,0.21921,9,1
0.37155,0.098004,0.23247,10,1
0.38264,0.097096,0.29805,10,1
0.38934,0.11343,0.25042,10,1
0.38661,0.11887,0.36313,9,1
0.39078,0.11252,0.32112,10,1
0.3993,0.11071,0.25422,11,1
0.38626,0.096189,0.40086,11,1
0.36771,0.088022,0.52211,11,1
0.33969,0.093466,0.44629,11,1
0.33607,0.10254,0.36307,10,1
0.34441,0.10799,0.1555,12,1
0.34364,0.10436,0.32244,12,1
0.37518,0.1098,0.36719,8,1
0.40121,0.11797,0.55672,10,1
0.39696,0.11525,0.61963,10,1
0.39454,0.11887,0.53225,8,1
0.38742,0.1225,0.48157,9,1
0.36106,0.11797,0.655,11,1
0.34194,0.11252,0.6043,11,1
0.32561,0.11252,0.718,11,1
0.34332,0.12069,0.81087,11,1
0.35073,0.12432,1.0739,10,1
0.33135,0.12523,1.1084,10,1
0.31742,0.11343,0.89931,10,1
0.29354,0.11162,1.0924,11,1
0.28975,0.11887,1.0458,11,1
0.29387,0.11525,1.0144,11,1
0.2928,0.11615,1.0804,11,1
0.29634,0.12341,1.1135,11,1
0.28767,0.11162,1.1219,11,1
0.25183,0.092559,0.93104,11,1
0.24215,0.098004,0.9145,10,1
0.25567,0.10254,1.0498,10,1
0.24594,0.10073,0.89372,10,1
0.22892,0.11162,0.93248,10,1
0.22746,0.11706,1.0539,11,1
0.2215,0.11434,1.0453,11,1
0.21742,0.1098,0.95972,10,1
0.21765,0.11162,0.98677,10,1
0.2145,0.095281,0.98827,9,1
0.21514,0.067151,1.2146,4,1
0.19787,0.058076,1.2366,4,1
0.17634,0.049909,1.149,3,1
0.14455,0.044465,1.1306,3,1
0.10267,0.044465,0.53671,3,1
0.073772,0.050817,0.40474,3,1
0.06528,0.051724,0.33827,3,1
0.067135,0.046279,0.49864,3,1
0.079389,0.044465,0.90533,3,1
0.088306,0.041742,1.2546,3,1
0.086156,0.046279,0.85987,3,1
0.088529,0.057169,0.84311,3,1
0.10197,0.071688,1.2091,4,1
0.10736,0.069873,1.2858,4,1
0.10677,0.058076,1.0745,3,1
0.13167,0.050817,1.2023,3,1
0.1458,0.040835,1.3492,3,1
0.13632,0.039927,1.3066,3,1
0.1243,0.047187,1.2185,3,1
0.11647,0.054446,1.2826,3,1
0.10373,0.077132,1.2787,15,1
0.085095,0.10526,1.0776,17,1
0.072606,0.10073,1.0748,15,1
0.063177,0.096189,1.0191,7,1
0.054925,0.089837,0.71915,9,1
0.049722,0.077132,0.81855,7,1
0.055721,0.089837,1.018,11,1
0.059245,0.094374,1.1224,14,1
0.061472,0.080762,1.0812,13,1
0.062742,0.087114,1.1208,15,1
0.062027,0.098911,1.0336,14,1
0.06738,0.099819,1.0664,11,1
0.079865,0.089837,1.1477,10,1
0.084537,0.067151,1.1889,9,1
0.087164,0.044465,1.2578,3,1
0.093391,0.034483,1.3462,3,1
0.091098,0.036298,1.3469,3,1
0.079278,0.03176,1.2532,3,1
0.064411,0.029038,1.1579,2,1
0.05782,0.026316,1.2558,2,1
0.057442,0.024501,1.2904,2,1
0.046697,0.043557,0.9392,2,1
0.029538,0.048094,0.32248,4,1
0.019372,0.044465,0.41021,5,1
0.013337,0.068058,0.37957,5,0
0.0087885,0.095281,0.28908,2,0
0.0035686,0.14338,0.10937,15,0
0.0012228,0.15971,0.41662,12,0
0.00079178,0.16243,0.33645,10,0
3.1553e-05,0.21416,0.036791,40,0
0,0.25862,0.044284,43,0
2.695e-05,0.27132,0.06793,42,0
8.629e-06,0.28675,0.073603,45,0
0,0.2922,0.0055048,47,0
7.8331e-05,0.27132,0,51,0
0.00011923,0.26225,0.025064,46,0
6.5426e-05,0.27314,0.027216,47,0
0.00012571,0.25771,0.033698,47,0
0.00015394,0.23593,0,42,0
9.1755e-05,0.22142,0.10324,45,0
0.0098902,0.14701,0.23259,7,0
0.020351,0.08167,0.39336,5,0
0.024308,0.062613,0.76858,8,0
0.017064,0.092559,0.29926,10,0
0.0041621,0.1343,0.084236,13,0
0.0057831,0.12886,0.24367,16,0
0.012091,0.088929,0.22251,11,0
0.013727,0.071688,0.32027,8,0
0.011166,0.078947,0.34515,5,0
0.0089126,0.090744,0.18815,12,0
0.0067476,0.10889,0.23249,9,0
0.0041932,0.098911,0.24085,12,0
0.0022342,0.10526,0.30141,11,0
0.0026579,0.11525,0.27752,16,0
0.0029764,0.10889,0.25367,17,0
0.0019544,0.14247,0.52099,13,0
0.0022136,0.14882,0.18645,16,0
0.0097249,0.098004,0.12412,9,0
0.017564,0.077132,0.26464,11,0
0.024422,0.069873,0.8161,2,0
0.032051,0.04265,1.0072,3,0
0.041687,0.029946,1.0442,2,0
0.042065,0.038113,0.98667,3,0
0.030324,0.053539,0.5406,5,0
0.020472,0.058076,0.20574,8,0
0.015416,0.066243,0.23391,11,0
0.01402,0.078947,0.1887,11,0
0.017096,0.068966,0.19277,6,0
0.014725,0.067151,0.24102,7,0
0.0091401,0.080762,0.33397,9,0
0.0057079,0.11615,0.30487,7,0
0.0048066,0.14247,0.29493,8,0
0.012334,0.10163,0.19156,6,0
0.020318,0.060799,0.21917,4,0
0.039692,0.03902,0.49268,2,0
0.069646,0.026316,1.0306,2,0
0.067276,0.026316,0.89848,2,0
0.031446,0.04265,0.49509,1,0
0.0040375,0.10345,0.77125,2,0
0.0015742,0.11343,0.67244,14,0
0.0020578,0.063521,1.0232,11,0
0.0046858,0.07078,0.13685,17,0
0.011385,0.11615,0.39772,10,0
0.010938,0.14973,0.49779,10,0
0.004295,0.1706,0.23298,15,0
0.0044002,0.17604,0.08568,19,0
0.0049286,0.16969,0.12971,18,0
0.0051597,0.16697,0.18593,17,0
0.0052721,0.18603,0.12325,18,0
0.0058553,0.18966,0.23955,17,0
0.0075493,0.16425,0.2229,11,0
0.0078546,0.15426,0.31149,10,0
0.0068158,0.16969,0.21999,10,0
0.0062466,0.18149,0.13321,15,0
0.0054531,0.17332,0.18327,14,0
0.0043029,0.16788,0.15283,11,0
0.0043143,0.15245,0.36614,12,0
0.0042261,0.14882,0.2004,14,0
0.0029583,0.14973,0.17578,10,0
0.0019235,0.15336,0.097216,16,0
0.0011581,0.1833,0.29944,16,0
0.0004447,0.22323,0.11735,35,0
9.4263e-05,0.25227,0.016427,38,0
0,0.28312,0,44,0
2.4045e-05,0.28584,0.0015985,49,0
0.00033672,0.26225,0.17031,37,0
0.00039129,0.26588,0.089223,34,0
0.00011137,0.29401,0.0074543,41,0
0.00014606,0.27858,0.13561,44,0
0.00022253,0.24682,0.11883,52,0
0.00011286,0.2686,0.18077,47,0
0.00010987,0.27223,0.14174,46,0
0.037212,0.16062,0.64952,3,0
0.08038,0.047187,0.93154,3,1
0.12071,0.033575,1.115,3,1
0.15397,0.036298,1.1247,3,1
0.18572,0.03176,1.1705,3,1
0.20688,0.027223,1.2444,1,1
0.2087,0.022686,1.298,1,1
0.20233,0.016334,1.3294,1,1
0.1974,0.016334,1.3571,1,1
0.18927,0.016334,1.3076,1,1
0.18303,0.015426,1.2091,3,1
0.18913,0.024501,1.1754,3,1
0.19617,0.036298,1.2075,3,1
0.20139,0.026316,1.1712,3,1
0.2065,0.019964,1.181,3,1
0.20133,0.026316,1.178,3,1
0.19749,0.021779,1.172,3,1
0.20153,0.015426,1.1953,3,1
0.20194,0.015426,1.2147,3,1
0.19674,0.018149,1.2458,1,1
0.1838,0.019056,1.1912,4,1
0.18702,0.016334,1.1669,3,1
0.20426,0.014519,1.2259,3,1
0.204,0.021779,1.1723,3,1
0.19831,0.029946,1.1687,3,1
0.20784,0.029038,1.255,3,1
0.21283,0.027223,1.2093,3,1
0.21222,0.022686,1.165,3,1
0.2094,0.016334,1.2215,3,1
0.19886,0.024501,1.1658,3,1
0.19469,0.028131,1.1912,3,1
0.2018,0.019964,1.1905,3,1
0.20568,0.023593,1.1776,3,1
0.20594,0.028131,1.1797,3,1
0.21267,0.028131,1.2828,3,1
0.21355,0.029946,1.2925,3,1
0.21154,0.029946,1.2415,3,1
0.21422,0.033575,1.2327,3,1
0.21313,0.03539,1.2613,3,1
0.20554,0.029946,1.2262,3,1
0.20515,0.021779,1.1992,3,1
0.21216,0.014519,1.184,3,1
0.21174,0.016334,1.1655,3,1
0.21276,0.016334,1.1898,3,1
0.21643,0.014519,1.1998,3,1
0.21212,0.013612,1.1555,3,1
0.19802,0.013612,1.1504,4,1
0.18054,0.013612,1.1245,4,1
0.16323,0.044465,1.1474,4,1
0.12184,0.10889,1.0374,3,1
0.059412,0.24047,0.4946,18,1
0.017722,0.32668,0.22861,42,1
0.011787,0.25408,0.67781,36,0
0.0095076,0.21869,0.81741,24,0
0.0057749,0.2078,0.55905,28,0
0.0039357,0.16697,0.81923,24,0
0.0020463,0.16425,0.47498,32,0
0.00075243,0.16788,0.48345,33,0
0.00044657,0.21869,0.4651,31,0
0.0049502,0.29673,0.14444,36,0
0.0145,0.34392,0.13959,44,0
0.046437,0.31488,0.19909,16,0
0.074877,0.22142,0.54477,9,0
0.066693,0.23593,0.7553,9,0
0.043212,0.29673,0.20468,29,0
0.036439,0.33212,0.20443,29,0
0.025926,0.33303,0.037267,35,0
0.028694,0.26588,0,30,0
0.026214,0.25953,0.050118,27,0
0.02165,0.31397,0.084121,31,0
0.017732,0.34483,0.067939,33,0
0.012722,0.35481,0.15041,32,0
0.0099718,0.37387,0.15347,30,0
0.0063501,0.3902,0.13335,33,0
0.0040071,0.37659,0.17011,33,0
0.001633,0.34846,0.22849,34,0
0.00015292,0.30762,0.039966,40,0
0.00044016,0.2804,0.074176,38,0
0.0036186,0.25318,0.18332,39,0
0.038587,0.15426,0.61844,2,0
0.084375,0.058984,1.1078,2,1
0.1241,0.030853,0.71488,3,1
0.15861,0.033575,0.90444,3,1
0.19832,0.039927,1.0886,3,1
0.23459,0.03539,1.1699,2,1
0.25946,0.026316,1.3742,2,1
0.2682,0.020871,1.5009,2,1
0.25891,0.017241,1.5181,1,1
0.23966,0.020871,1.4815,1,1
0.2295,0.021779,1.3879,1,1
0.22075,0.017241,1.2494,5,1
0.2101,0.025408,1.2235,3,1
0.21396,0.030853,1.1739,3,1
0.2058,0.020871,1.1717,3,1
0.19761,0.019056,1.1918,3,1
0.19077,0.032668,1.1795,3,1
0.18288,0.039927,1.178,3,1
0.18333,0.040835,1.2165,3,1
0.18526,0.040835,1.2206,3,1
0.19251,0.039927,1.2361,3,1
0.19251,0.041742,1.197,3,1
0.19285,0.040835,1.1957,3,1
0.18332,0.041742,1.1703,3,1
0.18405,0.04265,1.2002,3,1
0.20165,0.048094,1.2493,3,1
0.2216,0.050817,1.2723,3,1
0.2275,0.054446,1.2516,3,1
0.22255,0.047187,1.2551,3,1
0.22471,0.036298,1.2525,3,1
0.22376,0.043557,1.2674,3,1
0.22468,0.055354,1.2595,3,1
0.22262,0.048094,1.2775,3,1
0.23164,0.039927,1.2795,3,1
0.23575,0.047187,1.2905,3,1
0.23458,0.048094,1.2925,3,1
0.23677,0.061706,1.2691,3,1
0.23103,0.075318,1.3018,3,1
0.23403,0.067151,1.285,3,1
0.22723,0.066243,1.2825,3,1
0.22725,0.058076,1.2446,5,1
0.23098,0.058984,1.1972,6,1
0.22928,0.061706,1.1414,6,1
0.22795,0.055354,1.1218,7,1
0.2155,0.048094,1.1474,4,1
0.20481,0.060799,1.0861,5,1
0.2309,0.089837,0.91977,8,1
0.30959,0.093466,0.93147,7,1
0.36736,0.085299,1.1264,9,1
0.39439,0.076225,1.2573,9,1
0.41078,0.071688,1.2662,9,1
0.42276,0.080762,1.204,9,1
0.44066,0.092559,1.0803,6,1
0.46136,0.098004,1.0794,8,1
0.47983,0.094374,1.0658,9,1
0.49422,0.092559,0.97736,9,1
0.49541,0.10436,0.74427,9,1
0.4821,0.11615,0.3492,8,1
0.48924,0.12432,0.32801,9,1
0.50385,0.12886,0.7207,8,1
0.50377,0.13612,0.97074,8,1
0.49804,0.14791,0.75301,9,1
0.4998,0.14428,0.26161,12,1
0.49725,0.12976,0.44244,9,1
0.48979,0.12523,0.63279,9,1
0.48393,0.12613,0.5619,10,1
0.48311,0.11797,0.43713,11,1
0.49289,0.12613,0.42548,11,1
0.49172,0.13249,0.4064,12,1
0.48869,0.12523,0.36529,11,1
0.48628,0.12613,0.3702,11,1
0.48363,0.13612,0.29258,14,1
0.47938,0.15517,0.23242,14,1
0.47048,0.16515,0.22068,21,1
0.46107,0.15971,0.28352,16,1
0.46221,0.14701,0.81325,12,1
0.46062,0.13884,0.96974,12,1
0.43003,0.14882,0.84133,11,1
0.39623,0.17604,0.87027,11,1
0.37815,0.16515,0.91719,11,1
0.37636,0.13249,1.0091,11,1
0.37267,0.12704,1.076,11,1
0.34267,0.1343,0.92378,11,1
0.32557,0.13975,0.86189,11,1
0.33736,0.13702,0.97834,11,1
0.36934,0.16152,1.0318,21,1
0.40487,0.18784,1.0647,21,1
0.4301,0.18421,1.1422,20,1
0.4364,0.17604,1.1564,22,1
0.4215,0.16425,1.0669,22,1
0.39806,0.15064,0.93886,17,1
0.37583,0.11615,1.1459,10,1
0.35754,0.071688,1.2352,3,1
0.33856,0.056261,1.2912,3,1
0.32966,0.049909,1.2981,3,1
0.30938,0.041742,1.398,3,1
0.29165,0.037205,1.3795,3,1
0.27995,0.037205,1.4528,3,1
0.27339,0.036298,1.4365,3,1
0.29774,0.037205,1.4837,3,1
0.30534,0.037205,1.5174,3,1
0.29632,0.036298,1.5043,3,1
0.28149,0.036298,1.5207,3,1
0.27321,0.037205,1.4834,3,1
0.27487,0.038113,1.5432,3,1
0.25979,0.037205,1.5007,3,1
0.24425,0.037205,1.5114,3,1
0.22996,0.038113,1.4578,3,1
0.21199,0.038113,1.4757,3,1
0.19217,0.038113,1.4129,3,1
0.17098,0.038113,1.4113,3,1
0.14517,0.037205,1.3741,3,1
0.12658,0.036298,1.4062,3,1
0.11566,0.036298,1.387,3,1
0.10396,0.037205,1.3143,4,1
0.10869,0.037205,1.3722,4,1
0.10447,0.03902,1.3364,4,1
0.098614,0.040835,1.3199,4,1
0.09207,0.044465,1.3132,4,1
0.088237,0.049909,1.2242,4,1
0.096488,0.048094,1.2949,2,1
0.10719,0.039927,1.3469,2,1
0.11289,0.03539,1.3222,2,1
0.11337,0.03176,1.3557,2,1
0.12279,0.027223,1.3561,2,1
0.12038,0.03176,1.3855,2,1
0.10214,0.037205,1.3043,2,1
0.10205,0.039927,1.2848,2,1
0.1131,0.038113,1.3367,2,1
0.11136,0.03539,1.351,2,1
0.10677,0.039927,1.2897,2,1
0.1055,0.040835,1.2966,2,1
0.10672,0.03902,1.3261,2,1
0.10792,0.03902,1.3324,2,1
0.097639,0.039927,1.3102,2,1
0.095797,0.040835,1.2771,2,1
0.10714,0.040835,1.2954,2,1
0.11587,0.044465,1.3199,2,1
0.12815,0.049002,1.3229,2,1
0.13164,0.054446,1.3377,3,1
0.1274,0.056261,1.3017,2,1
0.14737,0.052632,1.3256,3,1
0.18843,0.043557,1.4023,3,1
0.21627,0.032668,1.4264,3,1
0.21017,0.030853,1.3893,3,1
0.16307,0.025408,1.1465,2,1
0.08627,0.029038,0.65566,2,1
0.011996,0.036298,0.79583,3,0
0.0085988,0.050817,1.1658,2,0
0.0044754,0.060799,0.80794,4,0
0.0031497,0.068966,0.63684,7,0
0.0023764,0.089837,0.5382,7,0
0.0017285,0.12523,0.65277,10,0
0.0011444,0.16878,0.39404,17,0
0.0010967,0.19056,0.35638,25,0
0.0015909,0.18512,0.22036,22,0
0.0025426,0.17423,0.1714,19,0
0.0045516,0.18966,0.17901,24,0
0.0061315,0.20145,0.16625,24,0
0.0077362,0.17151,0.34936,16,0
0.0098782,0.13158,0.34659,6,0
0.01166,0.11615,0.32557,7,0
0.011794,0.12704,0.28106,12,0
0.0098114,0.16697,0.21904,21,0
0.0082736,0.19147,0.11624,24,0
0.0075856,0.1833,0.14971,25,0
0.0058266,0.18058,0.0516,26,0
0.0045361,0.18058,0.1721,16,0
0.0036806,0.18149,0.18104,20,0
0.002746,0.16334,0.15605,17,0
0.0020873,0.14973,0.26642,16,0
0.0011218,0.16697,0.12462,24,0
0.00065322,0.19147,0.15556,25,0
5.4487e-05,0.23412,0.099332,37,0
0.00021959,0.22958,0.12433,29,0
0.00042779,0.20236,0.087451,33,0
0.0012402,0.18058,0.10295,22,0
0.022918,0.098004,0.51773,2,0
0.04531,0.034483,0.31847,3,1
0.043042,0.03176,0.2582,3,1
0.031476,0.038113,0.34952,3,1
0.06738,0.03902,0.79368,3,1
0.11092,0.03176,1.2085,3,1
0.13834,0.030853,1.446,3,1
0.15298,0.030853,1.4434,3,1
0.17429,0.030853,1.4142,3,1
0.20337,0.029946,1.4338,3,1
0.21369,0.029946,1.4338,3,1
0.20982,0.030853,1.4042,3,1
0.19878,0.030853,1.3984,3,1
0.18339,0.029946,1.3427,3,1
0.17895,0.029946,1.3495,3,1
0.17695,0.030853,1.3777,3,1
0.17777,0.029946,1.3453,3,1
0.18986,0.029946,1.3484,3,1
0.19855,0.030853,1.3328,3,1
0.19291,0.03176,1.2394,3,1
0.19441,0.029946,1.2553,3,1
0.19428,0.021779,1.1977,3,1
0.19197,0.016334,1.2363,1,1
0.19673,0.016334,1.249,2,1
0.19534,0.015426,1.2504,1,1
0.20469,0.015426,1.2935,1,1
0.20784,0.016334,1.2981,1,1
0.20066,0.016334,1.2908,2,1
0.19534,0.016334,1.2403,3,1
0.19295,0.015426,1.1975,3,1
0.19646,0.015426,1.2228,3,1
0.19659,0.014519,1.2434,2,1
0.18609,0.013612,1.2429,2,1
0.1808,0.016334,1.2459,1,1
0.18793,0.017241,1.3252,1,1
0.18006,0.017241,1.2632,1,1
0.16995,0.017241,1.2253,5,1
0.17038,0.019056,1.2392,2,1
0.17462,0.021779,1.2685,2,1
0.1772,0.029038,1.1979,1,1
0.16919,0.03539,1.1832,5,1
0.15586,0.051724,1.2622,1,1
0.15416,0.068058,1.3004,7,1
0.12728,0.067151,1.2158,2,1
0.064265,0.11978,0.64652,6,1
0.056333,0.1225,0.22392,8,1
0.085915,0.049909,0,1,1
0.080946,0.016334,0,1,1
0.070451,0.008167,0,1,1
0.082442,0.0090744,0.00054337,1,1
0.062546,0.008167,0,1,1
0.012586,0.10526,0,1,1
0.0028233,0.26316,0.23099,39,1
0.014376,0.28857,0.1908,23,0
0.016722,0.26316,0.26521,23,0
0.010701,0.28857,0.28958,23,0
0.0081169,0.29855,0.17879,33,0
0.0072716,0.26134,0.24186,27,0
0.0077573,0.22142,0.33886,19,0
0.0097259,0.21688,0.35291,24,0
0.0095691,0.24229,0.24409,24,0
0.011009,0.24864,0.22313,22,0
0.010303,0.25045,0.1263,27,0
0.0067751,0.30218,0.42203,25,0
0.0066057,0.32123,0.49262,24,0
0.0046371,0.28403,0.36634,26,0
0.0022248,0.22868,0.19613,28,0
0.00032917,0.27132,0.21487,36,0
0.00019651,0.36207,0.18817,49,0
0.0019387,0.35572,0.18909,37,0
0.0098586,0.30762,0.073584,35,0
0.051702,0.15426,0.96102,2,0
0.11025,0.024501,1.1844,2,1
0.1709,0.025408,1.1549,3,1
0.20253,0.029038,1.2553,3,1
0.21627,0.03176,1.3641,3,1
0.23764,0.029946,1.2901,3,1
0.24383,0.021779,1.3495,2,1
0.23947,0.017241,1.4222,1,1
