@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
2409.4,4.5713,473.73,1.4067,2,1
2366.4,4.4639,473.73,1.4169,2,1
2297.2,4.4356,452.2,1.453,2,1
2314.2,4.4975,473.73,1.4853,2,1
2270.3,4.4017,473.73,1.491,2,1
2287.2,4.5542,452.2,1.4685,2,1
2219.9,4.4573,452.2,1.4728,3,1
2275.5,4.5988,452.2,1.46,2,1
2249.7,4.7667,452.2,1.4174,2,1
2109.9,4.5042,430.66,1.401,2,1
2059.4,4.5782,430.66,1.4215,3,1
1959.9,4.6159,430.66,1.3802,7,1
1791.9,4.7085,430.66,1.3097,11,1
1747.4,4.6876,430.66,1.3136,13,1
1784.5,4.674,430.66,1.3095,13,1
1782.6,4.6547,430.66,1.3076,12,1
1800.6,4.6395,430.66,1.33,8,1
1845,4.6711,430.66,1.3319,3,1
1915.6,4.6125,430.66,1.3723,3,1
1999.3,4.5655,430.66,1.3622,4,1
1999.6,4.5698,430.66,1.3245,3,1
1993.7,4.5761,430.66,1.2964,4,1
2023.4,4.5825,452.2,1.3207,4,1
2033.9,4.4712,452.2,1.3827,2,1
2078.1,4.4928,452.2,1.3914,2,1
2148.5,4.4876,452.2,1.4049,2,1
2147.3,4.5164,452.2,1.3718,2,1
2194.7,4.4119,452.2,1.3644,5,1
2171.4,4.4457,452.2,1.3499,9,1
2136.7,4.5803,430.66,1.3166,9,1
1886.5,4.6706,430.66,1.2014,8,1
1697.7,4.6611,430.66,1.1236,5,1
1728.2,4.5679,430.66,1.0881,5,1
1830.9,4.5549,430.66,1.1156,5,1
1761.4,4.511,430.66,1.0997,5,1
1710,4.6392,430.66,1.1054,5,1
1683.8,4.5761,430.66,1.1283,5,1
1684.7,4.3603,430.66,1.1244,5,1
1673.4,4.3329,430.66,1.1265,5,1
1723.2,4.1724,430.66,1.1305,6,1
1787.8,4.2903,430.66,1.141,5,1
1794.5,4.308,430.66,1.3028,8,1
1786.5,4.1325,430.66,1.3681,8,1
1882.1,4.133,430.66,1.4165,8,1
1870.2,4.0708,430.66,1.4159,8,1
2011.6,4.1405,430.66,1.4012,8,1
2211.9,4.086,452.2,1.3705,9,1
2361.7,4.2757,452.2,1.341,9,1
2552.1,4.3526,452.2,1.4196,5,1
2565.9,4.5095,452.2,1.4653,2,1
2507.6,4.0361,452.2,1.4428,9,1
2469.5,4.0711,452.2,1.4426,5,1
2440.2,4.1334,452.2,1.4743,2,1
2551.9,4.1341,473.73,1.4879,2,1
2667.4,4.193,473.73,1.476,2,1
2795.5,4.1417,473.73,1.4736,2,1
2849.8,4.2369,473.73,1.4766,2,1
2778.3,4.2065,473.73,1.476,2,1
2780.7,4.3003,473.73,1.4719,2,1
2777.2,4.2839,473.73,1.4618,2,1
2878.4,4.3111,473.73,1.4691,2,1
2833.9,4.2775,473.73,1.4569,2,1
2790.7,4.3426,473.73,1.4265,2,1
2725.8,4.3358,452.2,1.4106,2,1
2538.6,4.1912,452.2,1.4245,2,1
2486.6,4.1661,452.2,1.4072,2,1
2486.1,4.3245,452.2,1.3541,2,1
2550.3,4.4121,452.2,1.2689,3,1
2571.2,4.4112,452.2,1.2124,5,1
2307.4,4.0954,452.2,1.2028,5,1
2313.4,4.2395,430.66,1.2038,5,1
2156,4.3294,430.66,1.1911,5,1
1999.7,4.2929,430.66,1.1551,5,1
2015.2,4.2061,409.13,1.188,4,1
1825.5,4.4682,409.13,1.1423,4,1
1859.5,4.3614,775.2,1.242,3,1
1997.1,4.3158,732.13,1.3597,3,1
2108.4,4.2219,710.6,1.458,3,1
1893,4.3075,689.06,1.3935,3,1
1154.4,4.3935,667.53,1.3895,3,1
1012.1,4.4885,667.53,1.3302,3,1
982.63,4.5172,710.6,1.295,3,1
623.23,4.6107,366.06,0.91771,3,1
780.37,4.713,710.6,0.32291,3,1
985.1,4.6111,710.6,0.4795,3,1
928.61,4.539,667.53,0.43435,3,1
546.56,4.5435,409.13,0.40481,3,1
1116.3,4.3182,689.06,0.68952,3,1
949.21,4.2912,689.06,0.47253,3,1
680.49,4.3296,430.66,0.55618,3,1
896.06,4.1909,516.8,0.71415,2,1
714.96,3.989,473.73,1.0402,2,1
601.5,3.7951,473.73,1.4109,2,1
263.37,3.5955,473.73,1.5445,2,1
0,4.6394,452.2,0.95051,2,1
0,4.4797,387.6,1.2515,2,1
11.251,4.496,409.13,1.3877,2,1
35.91,4.8412,409.13,1.2866,2,1
54.844,5.1937,430.66,1.2323,2,1
40.518,4.9518,430.66,1.4544,2,1
25.016,4.6475,452.2,1.5443,2,0
21.132,4.4657,452.2,1.5487,2,0
31.538,4.8,452.2,1.4949,2,0
41.85,5.2669,452.2,0.93495,3,0
44.817,5.4477,2217.9,0.17091,8,0
38.875,5.4874,452.2,0.31383,9,0
38.307,5.362,452.2,0.37463,9,0
34.839,5.4618,1981.1,0.24219,10,0
30.384,5.4926,2282.5,0.35867,14,0
33.114,5.4425,2282.5,0.22547,9,0
28.885,5.4682,2304.1,0.17685,8,0
29.057,5.489,344.53,0.13203,9,0
31.334,5.58,2153.3,0.078898,24,0
33.383,5.5261,1959.5,0.15245,20,0
29.739,5.4834,538.33,0.27209,15,0
27.137,5.4332,301.46,0.19783,24,0
29.212,5.4327,301.46,0.17645,24,0
29.152,5.5938,0,0.2041,19,0
27.146,5.6376,86.133,0.16754,19,0
27.739,5.5872,86.133,0.12687,21,0
27.302,5.5941,279.93,0.17549,21,0
24.393,5.6337,258.4,0.18071,27,0
21.523,5.5714,107.67,0.049995,28,0
19.498,5.5534,150.73,0.12842,32,0
22.516,5.4993,301.46,0.26984,27,0
25.613,5.5993,0,0.17888,28,0
20.869,5.593,409.13,0.21492,27,0
15.823,5.5444,387.6,0.14289,31,0
17.873,5.4206,279.93,0.008627,37,0
19.26,5.3961,301.46,0.17473,36,0
18.624,5.4363,279.93,0.048251,43,0
14.264,5.4217,323,0.19659,17,0
15.426,5.4946,86.133,0.12219,36,0
17.526,5.3975,172.27,0.085972,34,0
18.466,5.496,107.67,0,31,0
16.878,5.5623,21.533,0.021166,40,0
18.233,5.4758,150.73,0.050293,34,0
17.894,5.5032,64.6,0.032079,23,0
20.553,5.5673,107.67,0.053239,29,0
20.618,5.573,0,0.10508,23,0
21.994,5.5392,0,0.10203,20,0
27.835,5.5766,0,0.17447,18,0
40.429,5.6936,2347.1,0.12874,21,0
32.886,5.6697,86.133,0.077314,20,0
32.112,5.6534,107.67,0.056747,28,0
35.515,5.6931,409.13,0.094443,33,0
40.177,5.6875,1464.3,0.18358,25,0
36.881,5.68,1464.3,0.17725,23,0
41.61,5.6211,2390.2,0.18468,14,0
49.163,5.6972,1485.8,0.17086,21,0
47.278,5.6122,2282.5,0.17194,15,0
38.573,5.5309,2024.1,0.19585,11,0
36.753,5.3739,129.2,0.015744,13,0
35.723,5.1673,129.2,0.041284,7,0
25.123,5.0814,430.66,0.51005,3,0
29.265,5.3173,172.27,0,8,0
17.886,4.9925,215.33,0,2,0
15.252,5.2546,172.27,0.033363,30,0
17.348,5.4925,107.67,0.10479,50,0
19.072,5.5859,0,0.076008,46,0
14.277,5.2719,236.87,0.21046,31,0
13.406,5.2579,215.33,0.016412,18,0
11.598,5.3636,129.2,0.010506,35,0
13.312,5.3688,172.27,0.15156,45,0
11.197,5.2534,258.4,0.43163,28,0
15.07,5.4406,301.46,0.31708,27,0
15.717,5.179,236.87,0.2439,25,0
20.292,5.4996,236.87,0.18738,28,0
14.164,5.3307,258.4,0.62334,18,0
13.154,5.3902,258.4,0.55116,32,0
14.423,5.4537,129.2,0.21064,26,0
19.344,5.5041,86.133,0.18024,32,0
17.619,5.4602,64.6,0.058368,41,0
15.78,5.2007,279.93,0.27832,8,0
14.149,5.0525,236.87,0.36416,9,0
12.55,5.3524,129.2,0.12518,26,0
12.078,5.2581,215.33,0.050547,30,0
11.922,5.402,172.27,0.024321,27,0
12.724,5.4255,150.73,0.020113,30,0
15.461,5.1955,193.8,0.013891,31,0
12.482,5.4172,258.4,0.17618,31,0
11.208,5.0831,236.87,0.3101,21,0
11.012,5.293,215.33,0.014624,45,0
10.044,5.0837,236.87,0.32668,7,0
8.9298,4.8038,236.87,0.49883,4,0
8.6139,5.3686,107.67,0.28368,17,0
9.256,5.185,236.87,0.076583,24,0
19.621,5.6747,86.133,0.14984,33,0
14.298,5.4025,193.8,0.02801,46,0
10.988,5.3445,193.8,0.015539,40,0
10.007,5.2769,236.87,0.098808,31,0
10.957,5.4965,107.67,0.077899,35,0
29.71,5.5775,129.2,0.20841,15,0
31.913,5.5284,150.73,0.24166,9,0
29.429,5.4739,796.73,0.26316,11,0
25.464,5.5262,64.6,0.21753,12,0
22.494,5.4516,86.133,0.18878,24,0
21.446,5.317,0,0.24395,16,0
18.885,5.3919,0,0.13285,27,0
28.44,5.4038,258.4,0.28314,17,0
31.709,5.6348,0,0.21071,27,0
19.078,5.562,0,0.23828,26,0
13.449,5.4475,43.066,0.19861,41,0
10.327,5.4127,64.6,0.055412,51,0
8.5764,5.3718,172.27,0.043142,48,0
10.258,5.223,193.8,0.11946,39,0
10.204,5.2384,193.8,0.17475,43,0
19.045,5.4814,301.46,0.26705,40,0
12.315,5.3386,129.2,0.26065,34,0
15.267,5.0716,473.73,0.35286,12,0
16.584,4.9295,150.73,0.25522,7,0
14.896,5.1553,193.8,0.10544,12,0
14.965,5.2193,279.93,0.30013,22,0
12.961,5.1965,279.93,0.31955,19,0
17.992,5.1605,279.93,0.29816,15,0
18.374,5.22,0,0.21865,25,0
15.499,5.2842,0,0.04246,42,0
15.598,5.3064,129.2,0.032215,42,0
39.609,5.5129,193.8,0.20567,10,0
63.495,5.6488,1442.7,0.2459,10,0
62.482,5.6326,0,0.22204,13,0
52.168,5.5943,215.33,0.24566,11,0
44.892,5.5315,107.67,0.17124,12,0
31.192,5.5087,172.27,0.17313,11,0
25.624,5.405,215.33,0.17298,17,0
30.959,5.6406,107.67,0.12411,18,0
64.169,5.7466,3897.5,0.17731,19,0
57.043,5.6953,2885.4,0.20441,21,0
47.703,5.6588,0,0.19711,17,0
49.955,5.5847,150.73,0.17255,9,0
51.483,5.3784,150.73,0.2927,7,0
45.435,5.3287,1119.7,0.35986,5,0
58.176,5.5949,172.27,0.11323,11,0
54.855,5.6186,0,0.13883,15,0
53.337,5.6612,0,0.19068,20,0
38.665,5.6589,172.27,0.20699,14,0
38.272,5.5447,172.27,0.14205,15,0
48.383,5.4793,904.39,0.34494,10,0
61.822,5.4474,925.93,0.34476,9,0
71.728,5.449,818.26,0.38401,11,0
73.076,5.4307,2433.3,0.32681,9,0
73.353,5.4312,1894.9,0.26411,8,0
74.726,5.4467,2304.1,0.31713,10,0
83.475,5.5451,1916.5,0.35024,10,0
80.034,5.5067,2325.6,0.45178,11,0
85.436,5.5671,2433.3,0.34177,10,0
83.757,5.5489,2174.9,0.30413,10,0
78.176,5.4901,473.73,0.27094,12,0
73.527,5.4554,2045.7,0.31909,9,0
67.713,5.4137,279.93,0.40213,8,0
60.378,5.4004,301.46,0.27635,10,0
50.234,5.4608,0,0.21697,9,0
46.111,5.3658,172.27,0.12389,9,0
40.909,5.3332,452.2,0.30184,6,0
41.212,5.3862,0,0.37729,4,0
40.928,5.3015,409.13,0.34227,8,0
59.864,5.4733,387.6,0.28856,12,0
66.882,5.4238,1894.9,0.42303,8,0
63.918,5.3585,2045.7,0.3327,15,0
73.151,5.46,279.93,0.19808,22,0
72.216,5.4588,279.93,0.3104,22,0
67.414,5.4285,215.33,0.33425,29,0
90.319,5.6347,8053.4,0.28664,29,0
51.783,5.4718,344.53,0.20608,30,0
75.873,5.4667,129.2,0.19695,15,0
67.274,5.3563,2045.7,0.2766,12,0
56.668,5.2362,150.73,0.21159,8,0
40.008,5.0749,150.73,0.11256,9,0
34.503,5.2884,43.066,0.005069,2,0
34.554,5.4427,43.066,0,1,0
38.541,5.4048,43.066,0.0059625,2,0
41.168,5.5509,0,0.050563,16,0
129.66,4.4437,646,0.74861,3,1
831.14,4.585,689.06,0.45779,3,1
656.44,4.4712,753.66,1.1881,3,1
650.74,4.8531,538.33,0.62883,2,1
1195.6,4.5306,624.46,1.0918,3,1
1530.7,4.3557,689.06,1.1307,3,1
1050.4,4.5142,387.6,1.0107,3,1
1123.4,4.3778,409.13,1.3521,5,1
1115.8,4.2571,430.66,1.5156,5,1
1311.6,4.0257,430.66,1.6333,9,1
1300.9,3.9375,430.66,1.627,8,1
1294.8,3.8617,430.66,1.6218,8,1
1170.9,4.0773,430.66,1.5573,8,1
1008.6,4.1011,430.66,1.4982,5,1
912.31,4.2447,409.13,1.4101,5,1
785.73,4.3028,409.13,1.2394,5,1
765.64,4.2877,387.6,1.2236,4,1
767.86,4.3194,387.6,1.2354,6,1
724.92,4.4003,732.13,1.3391,3,1
658.99,4.3253,710.6,1.3637,3,1
802.79,4.3412,667.53,1.3901,3,1
798.11,4.2483,646,1.4512,3,1
975.94,4.0167,624.46,1.5778,3,1
889.47,4.3376,602.93,1.3652,2,1
738.77,4.5767,559.86,1.1793,2,1
531.81,4.7503,516.8,1.1143,2,1
454.16,4.722,473.73,1.2293,3,1
367.84,4.6897,452.2,1.0486,3,1
354.62,4.5496,452.2,1.0049,3,1
357.77,4.4757,452.2,0.93623,4,1
343.43,4.6019,452.2,0.91607,4,1
644.96,4.9512,452.2,0.62677,4,1
588.52,4.828,430.66,0.4968,5,1
429.34,4.7373,452.2,0.73082,5,1
467.97,4.6863,452.2,0.90301,4,1
411.1,4.6579,473.73,1.1628,5,1
407.68,4.5076,473.73,1.2585,5,1
389.33,4.528,473.73,1.2546,4,1
415.05,4.6057,473.73,1.2203,4,1
427.77,4.5786,473.73,1.2194,4,1
406.48,4.4791,495.26,1.3089,4,1
406.18,4.4685,495.26,1.3304,5,1
449.37,4.4835,495.26,1.3476,5,1
495.97,4.3671,495.26,1.3874,4,1
452.75,4.3976,516.8,1.3866,2,1
443.1,4.5651,516.8,1.3575,2,1
403.44,4.5291,516.8,1.2741,4,1
578.84,4.8362,538.33,0.75325,2,1
982.84,4.7928,624.46,0.37474,5,1
2179.4,4.7899,473.73,1.1706,2,1
3930.4,4.3676,516.8,1.5179,2,1
3924.6,3.9117,516.8,1.6574,2,1
3245.8,4.0262,495.26,1.5828,2,1
4166.5,4.0458,516.8,1.4203,2,1
5155.8,4.2775,559.86,1.5693,2,1
7589.9,4.3572,559.86,1.5861,2,1
7332,4.0571,559.86,1.6309,2,1
6606.2,4.0613,559.86,1.5806,2,1
5753.2,3.6077,538.33,1.6147,2,1
4978.3,3.6453,538.33,1.6031,2,1
4526.4,3.805,516.8,1.5805,2,1
3661.7,3.9447,516.8,1.5358,2,1
2970.9,3.9599,495.26,1.5769,2,1
2646,3.8725,495.26,1.6438,2,1
2107,3.9137,473.73,1.6544,2,1
1677.4,3.9855,473.73,1.6163,2,1
1890.1,4.0701,452.2,1.6147,2,1
1719.8,4.0805,452.2,1.5565,2,1
1586.1,4.0052,452.2,1.5516,2,1
1758.3,3.8676,452.2,1.6134,2,1
1924.5,3.8023,452.2,1.6256,2,1
1947,3.8142,452.2,1.6209,2,1
1911.5,3.7964,452.2,1.6329,2,1
1827.5,3.8539,452.2,1.641,7,1
1706.6,3.8634,430.66,1.6349,9,1
1545.4,3.9167,430.66,1.6285,9,1
1434.7,3.9622,430.66,1.5966,8,1
1378.8,4.0166,430.66,1.5748,8,1
1462.6,3.8895,430.66,1.6089,8,1
1424.4,3.9359,430.66,1.5999,9,1
1873.3,4.4537,430.66,1.4832,8,1
1833.9,4.152,452.2,1.3597,9,1
1960.4,3.982,452.2,1.4589,9,1
2086.2,3.8914,452.2,1.4456,9,1
2100.2,3.9426,452.2,1.4003,9,1
2054.7,4.0529,452.2,1.3831,9,1
1991,4.191,452.2,1.3777,9,1
1987.8,4.09,473.73,1.3994,7,1
2102.3,4.0527,473.73,1.4591,2,1
2332.5,3.944,473.73,1.5121,2,1
2404.9,3.9669,473.73,1.5238,2,1
2370.1,4.0891,473.73,1.5092,2,1
2459.4,4.0536,473.73,1.5181,2,1
2559.8,4.0421,495.26,1.5379,2,1
2815.5,3.837,495.26,1.5719,3,1
3126.3,3.7405,495.26,1.6069,2,1
3206.3,3.6082,495.26,1.6052,2,1
3210.9,3.6282,495.26,1.5892,2,1
3309.4,3.5403,495.26,1.6074,2,1
3352.9,3.5829,495.26,1.6024,2,1
3372.6,3.5859,495.26,1.6208,2,1
3453.7,3.5709,495.26,1.6186,2,1
3555.3,3.4868,495.26,1.6432,2,1
3510.7,3.4301,495.26,1.6567,2,1
3381,3.4158,495.26,1.6646,2,1
3333.5,3.2965,495.26,1.6727,2,1
3264.1,3.3901,473.73,1.6855,2,1
2983.4,3.5426,473.73,1.6785,2,1
2910.4,3.484,473.73,1.6886,2,1
3532.9,3.3627,473.73,1.7281,2,1
4154.7,3.1377,473.73,1.7324,2,1
4433.7,3.1451,473.73,1.7174,2,1
4665.6,3.2278,473.73,1.7335,2,1
4299.1,3.1819,473.73,1.749,2,1
4039.9,3.089,452.2,1.7817,2,1
3233.6,3.1576,452.2,1.7389,2,1
2113.8,3.0307,430.66,1.7385,2,1
1273.6,3.1844,409.13,1.6445,2,1
472.42,3.5504,409.13,1.5572,1,1
0,4.3019,387.6,1.1598,2,1
8.474,4.1683,473.73,1.5255,2,1
20.951,4.3032,430.66,1.5722,2,0
30.922,4.9557,409.13,1.2562,2,0
30.838,4.8138,452.2,1.454,2,0
38.022,5.3009,473.73,0.93194,4,0
36.291,5.079,409.13,1.0119,3,0
40.377,5.2209,430.66,0.77042,8,0
40.206,5.413,2088.7,0.40696,8,0
41.772,5.2679,2024.1,0.52637,8,0
43.589,5.2762,2153.3,0.34119,11,0
45.697,5.2941,559.86,0.19222,10,0
45.73,5.356,2110.3,0.38121,8,0
43.732,5.3335,2110.3,0.4202,8,0
43.523,5.4369,2153.3,0.40953,8,0
43.687,5.375,2196.4,0.29694,8,0
40.895,5.4339,2217.9,0.36229,9,0
36.99,5.5324,2088.7,0.37758,11,0
38.83,5.5917,86.133,0.13884,18,0
49.586,5.7155,86.133,0.08557,16,0
50.369,5.6735,0,0.11208,19,0
55.524,5.7161,107.67,0.14264,20,0
53.817,5.7192,86.133,0.20568,18,0
53.924,5.6842,0,0.19027,20,0
55.954,5.7133,43.066,0.17256,20,0
64.388,5.6849,0,0.17317,20,0
61.459,5.7035,0,0.24814,20,0
57.452,5.5448,344.53,0.20614,7,0
47.775,5.0159,753.66,0.42782,3,0
39.074,5.0219,775.2,0.79555,3,0
49.327,5.2584,775.2,0.4416,3,0
43.448,5.0473,732.13,0.24384,3,0
25.088,4.8086,732.13,0.57427,3,0
56.55,5.5395,775.2,0.50418,3,0
35.679,5.1644,775.2,0.48797,3,0
65.099,5.2714,753.66,0.55885,3,0
41.619,5.057,753.66,0.47663,3,0
21.596,5.0277,753.66,0.32065,3,0
6.9193,5.0312,796.73,0.40312,5,0
38.437,4.8527,775.2,0.49056,3,0
110.12,4.8059,775.2,0.5971,3,0
100.64,4.7954,753.66,0.59989,3,0
126.84,4.7358,775.2,0.66675,3,0
92.948,4.815,667.53,0.31059,4,0
85.649,4.8478,667.53,0.30854,6,0
73.609,4.8985,796.73,0.48489,3,0
83.173,4.9533,753.66,0.63769,4,0
17.99,5.0788,2024.1,0.39272,8,0
0,5.165,796.73,0.45866,7,0
8.6992,5.1288,753.66,0.44097,5,0
13.561,5.1728,753.66,0.36258,7,0
0,5.1297,2045.7,0.39671,8,0
4.3537,5.0873,2131.8,0.31908,8,0
73.971,5.0301,796.73,0.42266,7,1
578.73,4.9715,2196.4,0.57396,7,1
2364.1,4.8318,473.73,0.94413,2,1
3541,4.3357,495.26,1.4765,2,1
3553.8,4.3633,538.33,1.3187,2,1
2878.1,4.3834,495.26,0.98176,2,1
4386.1,4.2544,624.46,0.88687,3,1
4886.1,4.3488,538.33,0.98259,2,1
3234.9,4.2312,516.8,1.4053,3,1
3143.6,4.3392,495.26,1.473,2,1
2529.4,4.648,495.26,1.2851,3,1
1775,4.7956,452.2,0.76281,7,1
1517.4,4.7286,753.66,0.61291,8,1
662.51,4.8456,710.6,0.87346,3,1
210.37,4.9745,2131.8,0.33378,9,1
18.979,4.9722,495.26,0.40747,7,1
44.335,4.9011,516.8,0.77301,4,1
44.76,4.9057,2239.5,0.66799,9,0
42.22,4.9814,495.26,0.63471,9,0
38.193,5.0324,753.66,0.49882,9,0
39.913,5.3969,0,0.32687,11,0
30.486,5.1659,495.26,0.36405,9,0
35.069,5.2695,344.53,0.43662,4,0
25.071,5.2713,107.67,0.30674,25,0
25.489,5.1985,344.53,0.15834,35,0
59.305,5.1417,2239.5,0.45923,6,0
48.062,4.9576,753.66,0.30736,7,0
24.714,4.969,732.13,0.31586,7,0
4.1027,4.8743,732.13,0.47937,8,0
4.2062,4.7678,732.13,0.59784,5,0
0,4.788,710.6,0.58724,5,0
11.029,4.8261,732.13,0.58621,6,0
21.836,4.8431,775.2,0.61877,7,0
17.637,4.7836,710.6,0.59082,7,0
29.271,4.7911,710.6,0.52799,6,0
25.149,4.8273,753.66,0.39661,8,0
12.434,4.8781,732.13,0.4961,6,0
7.499,4.8408,710.6,0.67852,3,0
0,4.8267,710.6,0.68718,3,0
1.9639,4.8807,710.6,0.68702,3,0
4.3532,4.8934,689.06,0.45575,3,0
2.2727,4.8986,775.2,0.42385,3,0
18.616,4.9394,710.6,0.38829,3,0
24.823,4.9628,732.13,0.3968,3,0
20.03,4.9684,775.2,0.54244,3,0
30.636,5.0085,775.2,0.53769,9,0
55.373,5.1244,753.66,0.46398,8,0
29.701,5.0689,753.66,0.55132,8,0
54.486,5.4528,753.66,0.60462,3,0
57.242,5.1846,2067.2,0.55214,8,0
66.92,5.2963,753.66,0.56243,7,0
56.121,5.558,0,0.29209,18,0
52.428,5.5353,86.133,0.22425,16,0
49.335,5.5172,366.06,0.12331,9,0
47.569,5.3156,258.4,0.098021,13,0
53.532,5.3873,236.87,0.38496,11,0
63.915,5.1818,753.66,0.39411,7,0
71.731,5.2864,2110.3,0.35045,8,0
43.334,5.3247,409.13,0.416,9,0
33.735,5.508,0,0.13526,31,0
30.251,5.4411,0,0.13659,37,0
28.36,5.4459,0,0.29342,38,0
27.294,5.4416,0,0.16971,34,0
35.68,5.4134,0,0.19651,40,0
43.86,5.6768,150.73,0.063044,32,0
42.253,5.6289,172.27,0.097975,34,0
43.669,5.6308,0,0.13313,15,0
72.534,5.2974,2153.3,0.34488,8,0
66.956,5.5498,1399.7,0.26612,7,0
52.857,5.1276,732.13,0.40591,4,0
69.801,5.381,732.13,0.30014,3,0
54.595,5.0887,710.6,0.46591,3,0
58.437,5.4365,107.67,0.31908,6,0
65.401,5.2067,710.6,0.43682,4,0
68.495,5.2921,689.06,0.43447,4,0
61.103,5.1423,710.6,0.46214,4,0
65.763,5.6165,344.53,0.086689,21,0
66.671,5.6681,1485.8,0.112,20,0
66.323,5.6415,1550.4,0.16204,17,0
67.581,5.6198,775.2,0.10162,17,0
65.783,5.6684,86.133,0.10683,19,0
61.014,5.5369,559.86,0.40765,10,0
72.841,5.3608,1162.8,0.30644,7,0
64.664,5.4887,538.33,0.11421,8,0
58.631,5.4503,753.66,0.30088,9,0
55.984,5.5194,215.33,0.062065,16,0
60.582,5.5938,624.46,0.22865,16,0
57.122,5.5795,193.8,0.046792,16,0
55.469,5.6632,1981.1,0.10576,19,0
56.825,5.6995,86.133,0.10242,18,0
59.02,5.7235,279.93,0.086296,20,0
55.077,5.665,0,0.091013,20,0
58.039,5.7047,21.533,0.08147,26,0
56.543,5.703,86.133,0.10919,25,0
56.011,5.6761,215.33,0.070375,25,0
53.793,5.707,150.73,0.064511,22,0
54.838,5.6727,193.8,0.087991,25,0
56.189,5.7155,64.6,0.095087,21,0
53.836,5.6795,0,0.064521,25,0
49.578,5.6761,366.06,0.16162,25,0
51.844,5.7124,21.533,0.12857,19,0
50.689,5.717,0,0.068773,26,0
57.525,5.7217,0,0.091577,22,0
64.771,5.6851,1012.1,0.1209,21,0
74.949,5.6869,1162.8,0.16166,24,0
63.526,5.7048,1830.3,0.11027,18,0
61.469,5.6929,0,0.12609,22,0
57.2,5.7274,172.27,0.063572,33,0
54.601,5.7554,0,0.06089,31,0
64.71,5.1844,323,0.46522,8,0
63.911,5.4484,710.6,0.48604,9,0
58.594,5.5455,2239.5,0.31348,9,0
62.718,5.4976,2217.9,0.29247,9,0
66.95,5.482,2217.9,0.24867,8,0
63.633,5.5004,2304.1,0.30674,9,0
63.626,5.5245,2239.5,0.46206,9,0
81.841,5.4737,1938,0.21641,10,0
74.102,5.4818,1938,0.27056,11,0
73.679,5.5044,2131.8,0.16785,11,0
67.681,5.5627,2261,0.21517,14,0
69.715,5.5182,1938,0.32019,10,0
62.644,5.539,1916.5,0.40834,9,0
54.295,5.508,2131.8,0.19767,15,0
52.094,5.5083,1744.2,0.26553,8,0
46.065,5.5362,1787.3,0.3917,7,0
52.6,5.1271,1808.8,0.84429,6,0
50.721,5.4677,473.73,0.52405,6,0
49.338,5.3556,473.73,0.61613,5,0
51.199,5.5333,258.4,0.22058,19,0
42.956,5.4387,193.8,0.046235,28,0
45.514,5.4288,452.2,0.13503,18,0
44.436,5.3965,236.87,0.20026,10,0
41.265,5.4203,366.06,0.049645,13,0
40.93,5.453,452.2,0.56424,8,0
40.338,5.2948,452.2,0.18527,12,0
35.224,5.4587,0,0.17631,18,0
37.188,5.4381,279.93,0.19187,29,0
55.764,5.4396,279.93,0.12725,6,0
22.148,5.0534,646,0.17882,9,1
35.278,4.9926,624.46,0.19714,8,1
80.154,5.0389,646,0.31641,4,1
165.95,5.0016,667.53,0.34528,4,1
246.07,4.9521,667.53,0.3969,3,1
489.71,4.6801,689.06,0.68124,3,1
469.6,4.4942,667.53,1.0395,3,1
318.22,4.6422,409.13,0.50269,3,1
174.5,4.5755,430.66,1.2061,5,1
247.15,4.423,452.2,1.2436,3,1
392.57,4.0907,473.73,1.5084,2,1
645.3,3.4695,495.26,1.6036,2,1
548.55,3.7711,516.8,1.5351,2,1
123.54,4.7345,495.26,1.3318,2,1
79.899,5.5247,495.26,0.79057,2,1
64.502,5.4047,2174.9,0.32156,10,1
95.397,5.5816,2433.3,0.41905,10,1
68.662,5.4201,2454.8,0.32998,10,1
89.922,5.5176,2347.1,0.31523,10,1
70.52,5.3919,2368.7,0.46624,10,1
94.627,5.5674,2368.7,0.2974,9,1
94.392,5.569,2174.9,0.25847,12,1
88.33,5.5544,2476.3,0.34068,9,1
70.685,5.4254,2411.7,0.24679,10,0
48.908,5.4416,689.06,0.20289,8,0
30.946,5.1838,0,0.40903,9,0
29.289,5.4039,129.2,0.1059,28,0
36.596,5.0117,1248.9,0.47572,5,0
26.583,5.1691,107.67,0.41271,8,0
42.124,5.6542,107.67,0.023711,36,0
45.815,5.5566,0,0.041174,37,0
35.076,5.5126,215.33,0.069433,32,0
31.774,5.5512,86.133,0.014697,21,0
48.793,5.6067,43.066,0.022481,23,0
47.275,5.6103,64.6,0.039389,19,0
40.449,5.643,107.67,0.0022367,17,0
33.671,5.4018,107.67,0.17562,11,0
29.035,5.4469,43.066,0.068624,21,0
33.929,5.4109,86.133,0.051964,26,0
32.747,5.2676,215.33,0.06241,18,0
26.187,5.2464,236.87,0.070332,25,0
0,5.5616,0,0,34,0
0.86216,5.5469,0,0,37,0
0,5.5363,0,0,45,0
0.84259,5.6338,21.533,0,45,0
7.7645,5.6591,64.6,0.038229,34,0
