@relation featureMatrix

@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
1.4086,8,1
1.4078,8,1
1.3931,8,1
1.3625,9,1
1.3332,9,1
1.4118,5,1
1.4576,2,1
1.4348,9,1
1.4346,5,1
1.4663,2,1
1.4797,2,1
1.4682,2,1
1.4658,2,1
1.4687,2,1
1.4682,2,1
1.464,2,1
1.4539,2,1
1.4611,2,1
1.4488,2,1
1.4185,2,1
1.4026,2,1
1.4165,2,1
1.3991,2,1
1.346,2,1
1.2609,3,1
1.2043,5,1
1.1948,5,1
1.1959,5,1
1.1833,5,1
1.1474,5,1
1.1803,4,1
1.1346,4,1
1.2344,3,1
1.3518,3,1
1.4497,3,1
1.3852,3,1
1.3812,3,1
1.3222,3,1
1.2877,3,1
0.91082,3,1
0.31344,3,1
0.47149,3,1
0.42725,3,1
0.39693,3,1
0.68074,3,1
0.46353,3,1
0.54957,3,1
0.7067,2,1
1.0327,2,1
1.403,2,1
1.5367,2,1
0.94146,2,1
1.2381,2,1
1.3738,2,1
1.2731,2,1
1.2054,2,1
1.4482,2,1
1.5433,2,0
1.5403,2,0
1.4719,2,0
0.93099,3,0
0.18611,8,0
0.28096,9,0
0.37553,8,0
0.21853,10,0
0.25962,13,0
0.19092,9,0
0.14638,9,0
0.10176,10,0
0.088327,27,0
0.098779,19,0
0.19528,16,0
0.11084,25,0
0.1177,25,0
0.14807,19,0
0.12556,21,0
0.12463,20,0
0.10212,23,0
0.24993,23,0
0.069707,26,0
0.11541,33,0
0.16846,30,0
0.0092838,34,0
0,27,0
0.0071481,33,0
0.053124,35,0
0.1863,39,0
0.078182,38,0
0.068534,21,0
0.014606,35,0
0.05594,32,0
0.04115,29,0
0.13529,34,0
0.05602,41,0
0,26,0
0,28,0
0.10485,27,0
0.10763,20,0
0.14442,19,0
0.14192,22,0
0.085454,21,0
0.045417,28,0
0.10738,33,0
0.19108,25,0
0.17082,23,0
0.20758,14,0
0.17443,20,0
0.17148,18,0
0.21376,11,0
0,11,0
0.05985,6,0
0.54436,5,0
0,11,0
0,1,0
0.039188,31,0
0.10907,44,0
0.1441,43,0
0.2027,35,0
0.037449,20,0
0.016528,36,0
0.17322,44,0
0.3281,34,0
0.27243,34,0
0.16053,28,0
0.16088,30,0
0.40109,22,0
0.38245,30,0
0.32151,16,0
0.18533,34,0
0.11279,32,0
0.23579,5,0
0.28351,12,0
0.10481,25,0
0.020979,26,0
0.019347,25,0
0.023354,36,0
0.016166,27,0
0.28472,33,0
0.21893,15,0
0.0084805,20,0
0.29106,6,0
0.51807,3,0
0.37296,21,0
0.082097,26,0
0.096427,31,0
0.041108,48,0
0.040107,45,0
0.10645,30,0
0.076115,33,0
0.18769,14,0
0.21191,8,0
0.24919,11,0
0.23834,12,0
0.15865,19,0
0.17503,13,0
0.16617,28,0
0.2706,16,0
0.19123,26,0
0.12046,28,0
0.11796,36,0
0.10492,53,0
0.1022,52,0
0.078448,49,0
0.095412,53,0
0.27303,43,0
0.31834,31,0
0.20134,6,0
0.20712,8,0
0.086298,16,0
0.20175,31,0
0.28033,17,0
0.26526,22,0
0.15977,34,0
0.029002,38,0
0.027596,40,0
0.1977,10,0
0.24527,10,0
0.21405,13,0
0.24286,11,0
0.17234,12,0
0.15255,11,0
0.1982,13,0
0.15337,19,0
0.18583,19,0
0.19616,21,0
0.20124,17,0
0.14488,8,0
0.26963,7,0
0.34639,5,0
0.1049,13,0
0.12531,15,0
0.17372,17,0
0.20398,15,0
0.15985,17,0
0.34339,11,0
0.34123,9,0
0.37533,11,0
0.32292,9,0
0.25962,8,0
0.31377,10,0
0.35698,10,0
0.44608,12,0
0.34224,11,0
0.3136,11,0
0.27094,12,0
0.30812,8,0
0.41177,8,0
0.27028,10,0
0.22299,11,0
0.14346,11,0
0.34875,7,0
0.37033,4,0
0.38247,8,0
0.26867,12,0
0.42451,8,0
0.33341,15,0
0.20185,22,0
0.31387,22,0
0.33831,29,0
0.28589,29,0
0.21149,30,0
0.19938,16,0
0.28248,12,0
0.21059,8,0
0.10529,9,0
0.0027073,3,0
0,1,0
0.0087682,3,0
0.043668,16,0
0.74615,3,1
0.45809,3,1
1.1869,3,1
0.62845,2,1
1.0914,3,1
1.1312,3,1
1.0108,3,1
1.3518,5,1
1.5153,5,1
1.6332,9,1
1.6274,8,1
1.6214,8,1
1.5575,8,1
1.4979,5,1
1.4093,5,1
1.2396,5,1
1.2235,4,1
1.2351,6,1
1.3391,3,1
1.3642,3,1
1.3897,3,1
1.4513,3,1
1.5776,3,1
1.3656,2,1
1.1797,2,1
1.1133,2,1
1.229,3,1
1.0483,3,1
1.0052,3,1
0.93607,4,1
0.91543,4,1
0.62689,4,1
0.49643,5,1
0.73056,5,1
0.90241,4,1
1.1629,5,1
1.2594,5,1
1.2531,4,1
1.2201,4,1
1.2196,4,1
1.3086,4,1
1.33,5,1
1.3476,5,1
1.3874,4,1
1.3863,2,1
1.3571,2,1
1.2729,4,1
0.75277,2,1
0.374,5,1
1.1706,2,1
1.5178,2,1
1.6574,2,1
1.5829,2,1
1.4202,2,1
1.5693,2,1
1.5861,2,1
1.6309,2,1
1.5808,2,1
1.6148,2,1
1.6031,2,1
1.5804,2,1
1.5358,2,1
1.5769,2,1
1.6438,2,1
1.6545,2,1
1.6164,2,1
1.6148,2,1
1.5565,2,1
1.5518,2,1
1.6131,2,1
1.626,2,1
1.6207,2,1
1.633,2,1
1.6413,7,1
1.6344,9,1
1.6288,9,1
1.5965,8,1
1.5748,8,1
1.609,8,1
1.6001,9,1
1.4832,8,1
1.3599,9,1
1.4589,9,1
1.4453,9,1
1.3999,9,1
1.3831,9,1
1.3779,9,1
1.3993,7,1
1.4591,2,1
1.5119,2,1
1.5238,2,1
1.5091,2,1
1.518,2,1
1.538,2,1
1.572,3,1
1.6067,2,1
1.6051,2,1
1.5892,2,1
1.6072,2,1
1.6025,2,1
1.6209,2,1
1.6185,2,1
1.6433,2,1
1.6565,2,1
1.6645,2,1
1.6727,2,1
1.6855,2,1
1.6782,2,1
1.6887,2,1
1.7281,2,1
1.7325,2,1
1.7174,2,1
1.7336,2,1
1.749,2,1
1.7816,2,1
1.7389,2,1
1.7385,2,1
1.6442,2,1
1.5563,1,1
1.1583,2,1
1.5267,2,1
1.5644,2,0
1.238,2,0
1.4288,2,0
0.94364,3,0
1.0117,3,0
0.80181,8,0
0.43555,8,0
0.50605,8,0
0.32682,9,0
0.22811,8,0
0.37508,8,0
0.40666,8,0
0.40217,8,0
0.29659,8,0
0.31938,9,0
0.36119,11,0
0.16062,17,0
0.092182,16,0
0.10998,18,0
0.14307,20,0
0.21107,18,0
0.19394,20,0
0.17242,20,0
0.20799,20,0
0.24465,20,0
0.20568,6,0
0.43392,3,0
0.80415,3,0
0.4459,3,0
0.24471,3,0
0.57382,3,0
0.50167,3,0
0.48684,3,0
0.55857,3,0
0.47941,3,0
0.3223,3,0
0.40173,5,0
0.4905,3,0
0.59671,3,0
0.60169,3,0
0.66787,3,0
0.31054,4,0
0.30672,6,0
0.48606,3,0
0.63616,4,0
0.39237,8,0
0.46017,7,0
0.44304,5,0
0.36723,7,0
0.39863,8,0
0.31886,8,0
0.4226,7,1
0.57415,7,1
0.94462,2,1
1.4767,2,1
1.3188,2,1
0.98156,2,1
0.88684,3,1
0.98257,2,1
1.4052,3,1
1.473,2,1
1.2852,3,1
0.76216,7,1
0.61287,8,1
0.87392,3,1
0.33392,9,1
0.40931,7,1
0.76851,4,1
0.65828,9,0
0.6161,9,0
0.45181,9,0
0.33059,10,0
0.42088,8,0
0.28962,4,0
0.16576,26,0
0.16932,30,0
0.45835,6,0
0.30681,6,0
0.31127,7,0
0.48379,8,0
0.59654,5,0
0.58234,5,0
0.58678,6,0
0.61905,7,0
0.59023,7,0
0.52772,6,0
0.39483,8,0
0.49912,6,0
0.68105,3,0
0.69063,3,0
0.68941,3,0
0.45586,3,0
0.42492,3,0
0.39372,3,0
0.40178,3,0
0.54103,3,0
0.53787,7,0
0.46424,8,0
0.55107,8,0
0.57428,3,0
0.55005,8,0
0.56218,7,0
0.28511,19,0
0.24149,16,0
0.13858,10,0
0.083214,10,0
0.37962,9,0
0.38241,7,0
0.3367,8,0
0.41927,9,0
0.17887,30,0
0.20839,31,0
0.29218,35,0
0.14793,43,0
0.12058,45,0
0.05661,32,0
0.10352,34,0
0.12471,17,0
0.35255,8,0
0.26999,8,0
0.40716,4,0
0.30911,3,0
0.46831,3,0
0.32073,7,0
0.44643,3,0
0.43822,4,0
0.46797,4,0
0.089982,21,0
0.087123,18,0
0.17427,16,0
0.11236,19,0
0.092871,20,0
0.40821,11,0
0.31213,5,0
0.10866,9,0
0.32097,11,0
0.067265,19,0
0.17241,19,0
0.066708,19,0
0.10207,20,0
0.14503,19,0
0.12263,19,0
0.061394,20,0
0.041471,30,0
0.070089,26,0
0.074626,26,0
0.069246,23,0
0.083863,24,0
0.076698,21,0
0.061612,25,0
0.16667,25,0
0.13846,18,0
0.06742,26,0
0.11503,21,0
0.13309,21,0
0.14688,23,0
0.11394,18,0
0.12309,21,0
0.061977,33,0
0.082245,31,0
0.4768,8,0
0.48891,9,0
0.3031,9,0
0.30992,8,0
0.26644,8,0
0.29864,9,0
0.46309,9,0
0.22423,10,0
0.27166,11,0
0.17259,11,0
0.2272,13,0
0.32287,10,0
0.43089,9,0
0.20659,15,0
0.2545,11,0
0.38745,7,0
0.81981,6,0
0.56825,6,0
0.62597,5,0
0.23594,17,0
0.05164,28,0
0.068453,20,0
0.23404,8,0
0.0082367,15,0
0.55538,8,0
0.1847,10,0
0.17476,15,0
0.1849,32,0
0.11552,6,0
0.18375,9,1
0.20184,8,1
0.32436,4,1
0.3536,4,1
0.4017,3,1
0.68635,3,1
1.0457,3,1
0.50986,3,1
1.2123,5,1
1.2492,3,1
1.5149,2,1
1.6102,2,1
1.5415,2,1
1.3388,2,1
0.79406,3,1
0.32932,10,1
0.42617,10,1
0.33662,10,1
0.32081,10,1
0.47466,10,1
0.30498,9,1
0.26327,12,1
0.34878,9,1
0.26861,10,0
0.22312,9,0
0.26713,8,0
0.12972,20,0
0.50203,5,0
0.36655,7,0
0.025051,37,0
0.055104,37,0
0.048118,29,0
0.063548,24,0
0.038932,26,0
0.1045,18,0
0.086025,16,0
0.23101,13,0
0.077632,20,0
0.14991,25,0
0.056522,18,0
0.016315,24,0
0,8,0
0.13282,3,0
0.088047,7,0
0.015304,11,0
0.068862,20,1
0.38863,2,1
0.55985,2,1
0.58254,3,1
0.83962,6,1
0.82684,6,1
0.68422,6,1
0.88652,6,1
0.96329,6,1
0.89746,6,1
0.83404,6,1
0.7838,6,1
0.90784,6,1
0.84913,6,1
0.79757,6,1
0.90149,7,1
0.93636,7,1
0.93665,7,1
0.94484,7,1
0.97917,7,1
0.97955,7,1
0.95456,7,1
0.99451,7,1
1.0585,3,1
1.0765,2,1
1.0987,2,1
1.1252,2,1
1.0697,2,1
1.009,2,1
0.99897,2,1
0.9542,2,1
0.92421,2,1
1.0145,2,1
1.0645,2,1
1.0882,2,1
1.1125,2,1
1.1148,2,1
1.1263,2,1
1.1248,2,1
1.0942,2,1
1.0704,2,1
1.0851,2,1
1.122,2,1
1.1491,2,1
1.1717,2,1
1.1794,2,1
1.1209,2,1
1.1724,2,1
1.1709,2,1
1.1844,2,1
1.0378,2,1
1.2115,2,1
1.0178,2,1
0.80656,2,1
0.20095,7,1
0.12544,7,1
0.41738,3,1
0.90694,2,0
0.90171,2,0
0.0063144,2,0
0,6,0
0,7,0
0.031696,8,0
0.28407,10,0
0.37313,8,0
0.6707,8,0
0.61665,7,0
0.36318,10,0
0.17277,10,0
0.13222,19,0
0.14131,17,0
0.33004,10,0
0.24859,16,0
0.091751,19,0
0.097652,19,0
0.20353,12,0
0.035157,11,0
0.17036,14,0
0.017114,24,0
0,14,0
0.12333,17,0
0.18588,12,0
0.3777,2,1
1.1499,2,1
1.401,2,1
1.4703,2,1
1.4272,2,1
1.3934,2,1
1.3581,9,1
1.3255,8,1
1.3308,2,1
1.3631,2,1
1.3901,2,1
1.3958,2,1
1.4149,2,1
1.4105,2,1
1.4067,2,1
1.4169,2,1
1.453,2,1
1.4853,2,1
1.491,2,1
