@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
1504,3.7773,236.87,0.069578,77,1
1494.1,3.7312,215.33,0.070299,79,1
1375.6,3.8145,215.33,0.068911,82,1
1449.2,3.7825,215.33,0.071235,82,1
1456.4,3.9022,215.33,0.0663,88,1
1267,3.9813,193.8,0.066857,91,1
1057.7,4.0715,193.8,0.049777,93,1
1005.2,4.0279,193.8,0.058516,93,1
1186.3,4.1049,193.8,0.05343,94,1
882.38,4.4547,172.27,0.044113,100,1
628.26,5.2439,193.8,0.039127,118,1
180.48,4.7991,86.133,0.025588,36,1
114.64,4.3109,43.066,0.013834,58,1
108.73,4.1482,64.6,0.0080048,45,1
62.771,5.1601,129.2,0.0056603,124,0
42.621,4.7616,64.6,0.0037132,91,0
20.788,4.0723,64.6,0.00022931,62,0
35.768,5.3017,43.066,0.00081717,111,0
41.695,5.6548,21.533,0.0010573,47,0
76.466,5.4252,646,0.010404,50,0
98.88,5.6033,818.26,0.013074,148,0
22.745,5.6002,925.93,0.015688,24,0
99.603,5.6903,7493.6,0.0085546,33,0
94.663,5.6847,2153.3,0.0092756,67,0
92.32,5.5847,2067.2,0.01304,86,0
101.61,5.6387,2067.2,0.0083603,150,0
95.666,5.572,710.6,0.010037,17,0
89.209,5.5097,2088.7,0.011174,68,0
95.644,5.6097,2045.7,0.010611,70,0
93.401,5.5811,2110.3,0.0099534,48,0
91.115,5.5765,2002.6,0.0097272,32,0
90.666,5.6025,2024.1,0.00874,52,0
81.684,5.6315,624.46,0.0054711,67,0
60.898,5.6005,710.6,0.0032056,36,0
43.21,5.6024,732.13,0.0014731,111,0
35.825,5.4992,150.73,0.00087962,145,0
35.272,5.6531,323,0.00064955,67,0
52.477,5.7535,9926.8,0.0033585,26,0
73.797,5.3391,236.87,0.007781,75,0
324.64,4.2045,193.8,0.028094,98,1
916.28,4.1792,516.8,0.049718,86,1
1592.4,4.3355,559.86,0.080476,79,1
1899.6,4.3659,602.93,0.080975,70,1
1942.9,4.2902,279.93,0.098198,63,1
1988.4,3.9131,279.93,0.083983,60,1
1845.1,3.8164,279.93,0.08146,63,1
1777.6,3.6891,258.4,0.065867,64,1
1657.6,3.7025,258.4,0.074324,72,1
1618.5,3.7787,236.87,0.066325,72,1
1397.9,3.9118,215.33,0.062788,80,1
1312,3.9652,215.33,0.058227,83,1
1233.9,3.8987,215.33,0.054608,84,1
1374.8,3.8643,215.33,0.056401,86,1
1569.6,4.0676,215.33,0.047471,84,1
1841.3,3.999,193.8,0.047307,88,1
1301.4,3.964,193.8,0.055948,91,1
1181.7,3.9374,193.8,0.054417,92,1
1096.2,4.0241,193.8,0.057853,89,1
1156.1,3.8879,193.8,0.064748,90,1
1207.8,3.8872,193.8,0.063175,90,1
1302.2,3.8821,215.33,0.063132,87,1
1327.7,3.7917,215.33,0.064878,87,1
1404.5,3.8194,215.33,0.067324,88,1
1274.7,3.8094,193.8,0.05907,89,1
1017.9,4.1058,193.8,0.057101,94,1
739.12,4.2644,172.27,0.044743,106,1
685.6,4.3283,172.27,0.05175,97,1
395.12,4.5932,193.8,0.041291,87,1
221.97,4.5191,193.8,0.038783,95,1
160.13,4.6161,193.8,0.025692,92,1
187.21,4.2228,107.67,0.01771,103,1
17.171,4.4336,21.533,0.0095585,99,0
32.544,4.5914,0,0.0036682,70,0
31.962,4.7453,0,0.00090373,96,0
32.038,5.2197,43.066,0.0011859,106,0
30.263,5.3801,43.066,0.0010113,102,0
41.569,5.5944,215.33,0.0027311,82,0
62.999,5.6908,10336,0.0048934,26,0
92.502,5.5564,646,0.010611,51,0
109.73,5.7231,2239.5,0.013838,104,0
108.74,5.7147,2820.8,0.01418,21,0
49.705,5.6107,882.86,0.01583,132,0
99.389,5.6276,2239.5,0.013237,23,0
91.587,5.6063,2217.9,0.012128,47,0
88.541,5.5647,6158.5,0.011058,60,0
94.231,5.6362,6589.2,0.015617,39,0
104.07,5.6995,6201.6,0.012541,71,0
100.93,5.6816,6137,0.013966,53,0
93.237,5.5742,732.13,0.0081504,109,0
76.111,5.6295,689.06,0.0068038,67,0
73.109,5.5732,861.33,0.0060718,41,0
64.693,5.5671,602.93,0.0055614,68,0
49.377,5.5849,1012.1,0.0029801,68,0
33.242,5.585,107.67,0.0007015,26,0
31.814,5.5543,150.73,0.00050384,43,0
35.228,5.533,925.93,0.0018434,117,0
28.364,4.6555,495.26,0.0044483,20,0
84.557,5.5092,495.26,0.0014308,116,0
0,5.6038,0,0,71,0
0.059636,5.5422,323,0.00018122,57,0
0,5.5803,279.93,0.00055629,95,0
1.4986,5.6548,0,4.7365e-05,105,0
8.2739,5.6683,21.533,0.00088458,47,0
22.275,5.6104,21.533,0.0020364,99,0
11.769,4.8531,344.53,0.0056372,57,0
108.84,4.4603,538.33,0.017376,118,0
254.9,4.5639,581.4,0.0224,100,1
639.13,4.3824,667.53,0.043676,76,1
767.15,4.4061,753.66,0.060432,64,1
874.59,4.1417,796.73,0.078833,57,1
1008.2,4.1293,818.26,0.09004,54,1
871.14,4.0282,430.66,0.083648,52,1
909.54,3.8424,430.66,0.084286,51,1
882.18,3.7843,409.13,0.071968,52,1
809.62,3.7226,409.13,0.07187,53,1
834.81,3.7609,409.13,0.078769,55,1
789.8,3.7004,409.13,0.076009,56,1
854.67,3.7569,409.13,0.081367,56,1
926.62,3.7198,409.13,0.083514,56,1
941.8,3.6914,409.13,0.076204,56,1
919.46,3.6728,409.13,0.081734,56,1
949.33,3.662,409.13,0.080894,56,1
961.02,3.6812,409.13,0.081433,56,1
976.87,3.6886,409.13,0.07709,56,1
1011.2,3.8122,409.13,0.076341,56,1
1065.1,3.7536,409.13,0.0819,56,1
1109,3.7091,409.13,0.083769,55,1
1095,3.7278,409.13,0.07658,55,1
1063.7,3.8297,409.13,0.075736,54,1
1061.6,3.8791,409.13,0.089796,54,1
1157.8,3.8578,409.13,0.086054,54,1
1188,4.0858,409.13,0.079042,54,1
1190.7,3.9834,409.13,0.08735,54,1
1268.7,4.0689,409.13,0.097648,54,1
1355.7,4.0748,409.13,0.08647,54,1
1310.2,4.0158,409.13,0.088344,53,1
1283.3,3.9905,409.13,0.086314,54,1
1310.1,4.0245,409.13,0.092752,54,1
1415,4.0629,409.13,0.08473,54,1
1461.5,3.9538,409.13,0.092036,54,1
1413.8,4.1113,409.13,0.076087,54,1
1456.9,4.3187,409.13,0.068856,54,1
1537.6,4.4136,409.13,0.041602,53,1
1633.8,4.5141,409.13,0.053876,53,1
1711.5,4.6132,387.6,0.045678,62,1
1833.8,4.604,387.6,0.04333,58,1
1849,4.5675,387.6,0.041366,58,1
1830.4,4.4549,387.6,0.04701,57,1
1838.9,4.4859,387.6,0.041584,68,1
1803.1,4.5248,366.06,0.041381,69,1
1740.1,4.5803,366.06,0.040958,70,1
1550.1,4.6757,366.06,0.044985,62,1
1616.4,4.5886,366.06,0.044871,59,1
1719.6,4.5845,387.6,0.04146,58,1
2233.9,4.9191,366.06,0.04418,59,1
4013.5,5.08,366.06,0.051005,24,1
4698.4,5.2302,366.06,0.05268,61,1
5119.7,5.2577,2497.9,0.048716,56,1
6832.6,5.3144,1055.1,0.056273,73,1
7476.1,5.312,2562.5,0.039551,72,1
7536.8,5.3177,2584,0.076876,72,1
7505.4,5.3324,2605.5,0.053734,102,1
7475.9,5.321,2584,0.064096,68,1
8498.2,5.3926,2734.7,0.064815,72,1
8198.2,5.3298,2756.2,0.056137,72,1
7935.3,5.305,2734.7,0.06088,71,1
8116.7,5.2887,2734.7,0.073845,71,1
7695.2,5.2645,2842.4,0.051312,85,1
7156.2,5.2077,2842.4,0.04711,75,1
6670.2,5.2263,839.79,0.06046,71,1
6535.5,5.3371,2842.4,0.056032,11,1
6657.4,5.3481,1033.6,0.061988,74,1
7389,5.4358,2670.1,0.057611,84,1
7141.2,5.3653,1012.1,0.070792,77,1
7961.7,5.3925,1356.6,0.070231,77,1
7713.5,5.3188,2713.2,0.05317,73,1
7706.6,5.2532,1356.6,0.091425,79,1
7889.6,5.3443,2842.4,0.077356,75,1
8193.4,5.4016,1313.5,0.073618,82,1
6734.2,5.341,2928.5,0.075472,86,1
6476.4,5.3377,2928.5,0.078269,85,1
6083.5,5.355,2885.4,0.10976,84,1
5737.6,5.2342,2863.9,0.069868,87,1
5432.7,5.0933,2799.3,0.1314,89,1
5086.6,5.1802,2756.2,0.11037,92,1
5033.9,5.155,2713.2,0.11388,94,1
4519.8,4.9814,2971.6,0.17332,95,1
4348.5,5.0852,2950,0.15252,97,1
4346.1,5.1211,2950,0.13064,96,1
4148.4,4.9633,2885.4,0.17453,100,1
4140.7,5.0436,2885.4,0.13328,100,1
3964.6,4.9562,2863.9,0.15898,101,1
3605.5,5.0303,1421.2,0.1866,102,1
3281.3,4.9605,1399.7,0.16691,105,1
3379.8,4.8697,2777.8,0.18196,106,1
3511.4,4.9943,1399.7,0.18653,104,1
3376.3,4.9699,1421.2,0.22502,102,1
3367.8,4.9207,2842.4,0.23054,102,1
3247,4.9958,2820.8,0.21045,103,1
3063.7,5.0326,2777.8,0.16142,106,1
3169.9,5.1316,2734.7,0.15064,109,1
3084.2,5.136,1055.1,0.12611,111,1
2509.9,4.8285,1055.1,0.14038,115,1
2245.1,4.7234,1033.6,0.13376,116,1
1889.5,4.7693,1012.1,0.094939,121,1
1360.5,4.793,990.53,0.078221,126,1
707.8,4.9419,904.39,0.030903,144,1
465.81,4.9475,968.99,0.013775,112,1
401.62,5.0023,968.99,0.011844,87,1
385.64,4.9387,839.79,0.033692,155,1
503.75,4.8685,861.33,0.040613,147,1
526.03,4.6665,904.39,0.078238,141,1
583.9,4.9171,925.93,0.055854,136,1
621.92,4.8531,753.66,0.060424,118,1
799.43,4.8564,796.73,0.098206,114,1
866.33,4.8847,796.73,0.10809,113,1
930.82,4.9673,796.73,0.093502,113,1
1166.4,4.8634,839.79,0.090693,103,1
1248,4.7726,861.33,0.11949,101,1
1269.1,4.7645,839.79,0.11266,104,1
970.59,4.8129,818.26,0.10396,108,1
1021.3,4.7449,839.79,0.10797,103,1
752.64,4.5728,839.79,0.12123,103,1
665.78,4.7607,839.79,0.10408,104,1
450.05,4.7204,818.26,0.089526,107,1
359.98,4.8433,818.26,0.073509,107,1
240.92,5.0004,753.66,0.042546,124,1
212.28,4.8917,775.2,0.049674,119,1
303.46,4.853,818.26,0.070657,107,1
279.01,4.6327,559.86,0.089679,107,1
343.25,4.7411,559.86,0.076115,104,1
354.28,4.6143,559.86,0.096091,106,1
320.85,4.7004,559.86,0.084877,107,1
396.68,4.7362,559.86,0.08163,103,1
485.67,4.6962,581.4,0.081459,98,1
515.29,4.6146,581.4,0.092436,96,1
547.26,4.5248,602.93,0.084897,91,1
556.01,4.2606,624.46,0.096267,89,1
529.03,4.1928,624.46,0.099727,89,1
403.04,4.5285,602.93,0.074393,90,1
294.05,4.688,581.4,0.057875,99,1
221.13,4.4664,559.86,0.074888,102,1
233.72,4.4969,559.86,0.07245,102,1
147.69,4.8809,538.33,0.037586,109,1
0,5.137,473.73,0.016061,140,1
3.0146,5.064,559.86,0.0098196,15,1
42.912,5.2505,516.8,0.006466,24,0
50.858,5.2613,581.4,0.0056889,103,0
46.737,5.3809,559.86,0.0031743,108,0
39.936,5.5483,581.4,0.0023549,38,0
16.461,5.4594,559.86,0.0010745,114,0
13.102,5.5015,43.066,0.00042242,45,0
11.87,5.6415,21.533,0,109,0
11.709,5.5823,0,0.00059307,86,0
11.019,5.6339,21.533,0.00032002,30,0
10.325,5.6761,43.066,0.00050073,118,0
8.4301,5.6299,21.533,0.00023418,27,0
10.137,5.6977,0,0.00036053,42,0
10.358,5.7052,21.533,0,51,0
11.088,5.6975,43.066,0.00069591,102,0
11.601,5.6313,21.533,0.0001552,34,0
9.8062,5.6768,0,0.0004254,26,0
59.51,5.3982,624.46,0.005863,160,0
4.1203,5.2228,452.2,0.023925,142,0
0,5.0487,473.73,0.045125,129,0
44.345,5.3096,624.46,0.01103,156,0
36.728,5.4425,538.33,0.0018767,25,0
57.992,5.4966,538.33,0.0029947,26,0
51.775,5.3025,581.4,0.0087779,42,0
47.425,5.289,581.4,0.0092482,160,0
53.434,5.3014,538.33,0.0060198,20,0
58.519,5.3484,602.93,0.0044248,111,0
58.014,5.3826,559.86,0.0053992,24,0
48.157,5.5235,538.33,0.0024581,102,0
16.595,5.6274,43.066,0.00059699,23,0
33.699,5.6384,559.86,0.00067352,21,0
35.434,5.4802,559.86,0.0019815,22,0
22.729,5.4825,21.533,0.0011976,23,0
32.962,5.6582,559.86,0.0013154,30,0
61.13,5.384,581.4,0.0049087,109,0
32.055,5.2626,452.2,0.023177,143,0
0,5.0501,495.26,0.041346,127,0
51.113,4.8447,516.8,0.040604,120,0
129.53,4.832,538.33,0.045273,108,0
149.99,4.8723,538.33,0.04171,113,0
30.71,5.0949,495.26,0.023614,140,0
24.805,5.1719,624.46,0.020789,156,0
53.472,5.2359,516.8,0.0045806,23,0
54.246,5.2391,581.4,0.0072701,21,0
33.331,5.1364,624.46,0.031216,153,0
52.903,5.2229,624.46,0.0066252,24,0
73.201,5.3425,559.86,0.0046076,38,0
71.028,5.3975,495.26,0.0032235,38,0
59.24,5.4391,495.26,0.001425,110,0
67.843,5.2898,581.4,0.004514,38,0
22.978,5.1172,624.46,0.0099355,24,0
80.665,4.8616,495.26,0.020291,121,0
347.22,4.5316,581.4,0.032631,101,0
443.03,3.9688,279.93,0.026618,107,0
10.061,4.2287,258.4,0.0056629,111,0
29.295,4.6117,581.4,0.0055905,98,0
31.758,5.2044,279.93,0.002408,103,0
28.827,4.8408,279.93,0.0031034,94,0
35.486,5.1691,279.93,0.0025437,98,0
46.222,5.3112,2605.5,0.0070892,32,0
79.121,5.5077,2605.5,0.0058575,14,0
78.464,5.5635,2584,0.0053607,52,0
77.332,5.5152,624.46,0.004825,19,0
77.098,5.4955,2584,0.006245,116,0
83.141,5.5801,2734.7,0.0090225,91,0
84.871,5.5579,2734.7,0.0064222,90,0
87.298,5.5504,2691.7,0.0070307,60,0
90.39,5.5875,2756.2,0.0081958,76,0
80.16,5.4286,2734.7,0.011815,90,0
85.443,5.5225,2670.1,0.0086263,90,0
88.025,5.5518,839.79,0.0080352,105,0
81.769,5.5398,2670.1,0.0066885,113,0
81.007,5.6351,775.2,0.0050869,65,0
76.196,5.4836,818.26,0.0079332,106,0
73.207,5.4781,818.26,0.0058504,110,0
62.01,5.4525,2670.1,0.0022143,109,0
51.199,5.4064,732.13,0.0044629,77,0
41.075,5.5878,323,0.0011153,100,0
32.362,5.4778,43.066,0.00089852,99,0
28.432,5.5648,21.533,0.00066285,99,0
25.655,5.6831,21.533,2.011e-05,55,0
26.258,5.6762,0,5.7459e-05,52,0
33.388,5.6714,21.533,0.00059513,26,0
31.904,5.6542,21.533,0.0015265,68,0
28.469,5.6493,0,0.00043092,83,0
29.313,5.6204,43.066,0,79,0
27.809,5.6754,43.066,0.00074516,68,0
29.888,5.6501,21.533,0.00076145,78,0
27.331,5.714,0,0.00044008,16,0
6.1648,5.2252,646,0.030266,81,0
511.42,4.9392,710.6,0.054545,73,1
836.25,4.4033,366.06,0.086051,67,1
1153.6,4.1217,366.06,0.097137,65,1
1472.8,4.0415,387.6,0.10401,62,1
1577,3.7927,387.6,0.088449,61,1
1454.4,3.8858,387.6,0.065697,62,1
1458.8,3.8188,366.06,0.076563,68,1
1357.5,3.8012,366.06,0.078303,70,1
1309.5,3.7137,344.53,0.087442,72,1
1242.9,3.8007,344.53,0.080687,74,1
1418,3.7463,344.53,0.080802,74,1
1506.2,3.8431,344.53,0.096543,75,1
1577.2,3.8326,344.53,0.091328,73,1
1586.1,3.7359,344.53,0.098213,72,1
1582.9,3.818,344.53,0.094364,73,1
1517.4,3.7547,344.53,0.083059,72,1
1382.2,3.8663,344.53,0.075177,73,1
1474.9,3.877,344.53,0.08591,78,1
1456.1,3.8354,323,0.074803,82,1
1234.9,4.0362,323,0.086952,82,1
1346.4,3.9106,323,0.07922,82,1
1522.1,3.8477,323,0.08025,82,1
1504.3,3.9461,323,0.081836,81,1
1439.1,4.025,323,0.069542,81,1
1711.1,3.8993,646,0.10529,85,1
1682.4,3.7035,323,0.078947,86,1
1504,3.7358,323,0.073965,81,1
1511.4,3.879,323,0.085121,80,1
1440.9,3.9866,323,0.080948,81,1
1416.1,3.9768,323,0.078311,82,1
1480.6,3.9428,323,0.088238,82,1
1597.3,3.913,323,0.093051,82,1
1524.7,3.8364,323,0.081532,80,1
1669.4,3.8256,667.53,0.099285,81,1
1705,3.861,646,0.10398,82,1
1634.8,3.7612,646,0.093119,81,1
1593,3.6594,323,0.091307,82,1
1650.6,3.6507,646,0.086897,83,1
1543,3.7682,323,0.089619,82,1
1511.4,3.7042,323,0.082042,82,1
1627.3,3.7724,323,0.077709,83,1
1635.9,3.7763,323,0.08342,83,1
1534.2,3.7948,323,0.080135,84,1
1684.9,3.8076,323,0.074504,86,1
1578.7,3.9548,323,0.080969,89,1
1492,3.9995,323,0.074404,87,1
1391.1,4.0744,301.46,0.080953,88,1
1189.8,4.2793,301.46,0.054597,93,1
666.09,4.6761,279.93,0.051274,96,1
82.276,5.184,258.4,0.030228,18,1
79.644,5.4423,279.93,0.021902,102,1
77.76,5.4006,301.46,0.014475,92,0
72.22,5.3572,279.93,0.015458,98,0
70.47,5.4726,258.4,0.0061052,103,0
55.062,5.3477,279.93,0.0059521,113,0
38.885,5.3775,581.4,0.003049,106,0
29.471,5.3517,301.46,0.002218,106,0
29.954,5.4294,258.4,0.0010602,102,0
53.61,5.6496,301.46,0.0034228,83,0
101.42,5.6561,559.86,0.019557,87,0
39.793,5.6718,2368.7,0.027318,55,0
551.53,5.5049,2497.9,0.038252,92,0
395.23,5.4156,2476.3,0.041264,58,0
42.672,5.6205,2411.7,0.03302,120,0
86.796,5.6079,2497.9,0.037502,58,0
72.875,5.6654,172.27,0.023936,48,0
37.79,5.5763,172.27,0.020003,24,0
58.461,5.6364,129.2,0.019389,136,0
77.03,5.662,129.2,0.025584,21,0
94.02,5.621,150.73,0.020617,70,0
96.088,5.6185,8247.2,0.014985,26,0
76.651,5.4559,8031.9,0.012444,23,0
67.678,5.4626,7924.2,0.007553,79,0
61.578,5.5502,8720.9,0.0074312,3,0
37.601,5.6937,21.533,0.0023976,47,0
26.489,5.6585,43.066,0.00011037,121,0
31.289,5.6823,21.533,0.00042331,42,0
66.934,5.649,0,0.0046288,65,0
17.499,4.7527,301.46,0.009139,103,0
463.54,4.4681,538.33,0.041427,108,1
997.17,4.6272,602.93,0.043246,86,1
1378,4.6745,689.06,0.060221,71,1
1739,4.5338,387.6,0.098996,63,1
1968.1,4.3725,387.6,0.11223,59,1
2063,3.9964,409.13,0.11039,55,1
2088.8,3.8692,409.13,0.11237,56,1
1869.8,3.8898,387.6,0.10416,58,1
1740.7,3.9916,387.6,0.091655,61,1
1742.6,3.9603,387.6,0.10303,64,1
1657.3,3.9584,366.06,0.11179,65,1
1716,3.9875,366.06,0.12247,66,1
1776.7,4.33,366.06,0.11808,68,1
1685.8,4.0781,366.06,0.12362,69,1
1547.2,4.0357,366.06,0.11448,68,1
1477.2,4.0217,366.06,0.10924,70,1
1433.9,4.1322,366.06,0.11455,71,1
1402.7,4.0404,344.53,0.12127,72,1
1478.8,3.99,710.6,0.1227,73,1
1540.9,4.0986,344.53,0.13385,72,1
1596.1,4.1663,344.53,0.12235,71,1
1568.8,4.1907,366.06,0.12408,69,1
1512,4.3654,366.06,0.12318,70,1
1484.6,4.3414,710.6,0.12889,71,1
1801,4.4371,710.6,0.13785,69,1
2026.4,4.2542,732.13,0.15355,68,1
2040.8,4.1685,732.13,0.15307,69,1
2068.2,4.1231,732.13,0.15972,69,1
2059.5,4.1542,732.13,0.15985,68,1
2071.5,4.1113,732.13,0.16005,68,1
2066.2,4.1838,732.13,0.15839,68,1
2084.5,4.1496,732.13,0.17157,68,1
2186.6,4.1746,732.13,0.17196,67,1
2283.2,4.1543,732.13,0.18065,67,1
2299.7,4.1274,732.13,0.18314,67,1
2285.9,4.2424,732.13,0.18459,67,1
2294.3,4.1829,732.13,0.19192,68,1
2349.4,4.3111,732.13,0.19042,68,1
2312.2,4.3546,732.13,0.18863,68,1
2310.8,4.483,732.13,0.16468,68,1
2429,4.5794,366.06,0.13192,67,1
2441.6,4.662,366.06,0.11932,67,1
2422.6,4.7967,366.06,0.10233,67,1
2286.4,4.8153,366.06,0.09916,68,1
2260.5,5.0476,366.06,0.071783,71,1
3454.8,5.1668,344.53,0.097829,71,1
5129.2,5.1796,1033.6,0.13501,76,1
6429.7,5.1864,1033.6,0.11114,74,1
6726.7,5.1091,1033.6,0.10471,74,1
6277.1,5.0803,2411.7,0.12011,74,1
7493.3,5.2306,1033.6,0.092225,76,1
7939.7,5.2326,1033.6,0.14049,77,1
8880.4,5.2975,1033.6,0.098591,75,1
9274.9,5.2588,1033.6,0.059679,72,1
9988.7,5.2676,1055.1,0.11323,72,1
9933.2,5.3141,2433.3,0.085731,75,1
10819,5.4066,2411.7,0.091158,70,1
10557,5.3411,2411.7,0.10303,71,1
10539,5.3647,2411.7,0.11523,74,1
10809,5.3985,2411.7,0.14011,76,1
11121,5.3771,2390.2,0.092752,80,1
12108,5.4456,2540.9,0.088828,72,1
11144,5.329,2519.4,0.12816,72,1
10296,5.2566,2519.4,0.11292,85,1
10650,5.2818,2519.4,0.11846,84,1
10575,5.297,2519.4,0.096582,72,1
11401,5.3867,2842.4,0.07926,85,1
11927,5.4689,2863.9,0.093888,72,1
11699,5.4074,2863.9,0.10327,72,1
12351,5.4573,2863.9,0.092908,72,1
12166,5.4739,2713.2,0.078354,74,1
12467,5.4994,2885.4,0.082342,72,1
12387,5.5193,667.53,0.08001,73,1
11607,5.4764,3036.2,0.11496,74,1
10038,5.3358,3036.2,0.15788,77,1
10018,5.3921,3014.6,0.12896,78,1
9249.4,5.4365,2971.6,0.14627,82,1
8129.1,5.3748,2928.5,0.12118,82,1
7155.6,5.307,2885.4,0.095884,83,1
6414.5,5.2619,2842.4,0.15397,87,1
6772.2,5.295,2842.4,0.11315,88,1
6394.9,5.2993,2842.4,0.13034,88,1
6258.5,5.3283,2863.9,0.15706,85,1
5770.6,5.1314,2885.4,0.2493,84,1
6861.2,5.2,2885.4,0.23139,85,1
7474.1,5.0553,5404.8,0.3265,86,1
7256.4,4.793,5684.8,0.39257,87,1
7210.2,4.743,5684.8,0.39678,87,1
7549.6,4.9278,2820.8,0.33561,87,1
7155.1,5.0008,925.93,0.23743,89,1
6211.6,4.9681,904.39,0.2289,92,1
5398.2,4.9399,904.39,0.19221,94,1
4773.1,4.9011,882.86,0.14326,98,1
3965.4,4.685,861.33,0.1562,101,1
3558.5,4.5357,839.79,0.15624,104,1
3042.5,4.457,839.79,0.14443,105,1
2770.5,4.3568,818.26,0.13421,107,1
2575.3,4.2539,818.26,0.12485,109,1
2720.2,4.1089,818.26,0.14139,109,1
2766.3,3.9676,818.26,0.15063,107,1
2540.3,4.0067,818.26,0.13885,108,1
2365.3,3.9727,818.26,0.13978,109,1
2274.4,4.0883,818.26,0.12101,108,1
2282.8,3.8795,839.79,0.12539,106,1
2155.2,3.9023,839.79,0.12831,106,1
2029.8,3.916,839.79,0.12065,106,1
1990.4,3.9356,839.79,0.12171,105,1
1805.2,3.9446,839.79,0.11844,105,1
1611.8,3.9876,839.79,0.11991,104,1
1401,4.1069,839.79,0.1084,106,1
1057.3,4.1598,818.26,0.097393,108,1
887.45,4.1635,818.26,0.085378,111,1
745.06,4.0765,796.73,0.091959,111,1
704.01,4.1695,818.26,0.085212,109,1
726.91,4.093,818.26,0.085968,107,1
701.37,4.1363,839.79,0.083308,107,1
629.09,4.1703,839.79,0.071655,105,1
553.36,4.1696,818.26,0.071348,107,1
508.48,4.2015,559.86,0.068976,107,1
619.38,4.063,559.86,0.076171,101,1
682.73,3.9445,581.4,0.072812,101,1
699.33,3.9568,581.4,0.084211,101,1
750.79,3.9115,581.4,0.081788,98,1
815.6,3.9312,581.4,0.082914,97,1
817.68,3.8874,602.93,0.082847,96,1
630.61,4.0442,581.4,0.083827,99,1
639.57,4.0344,581.4,0.09195,99,1
770.16,4.0138,581.4,0.086142,97,1
764.29,3.9853,581.4,0.082185,97,1
683.84,3.9108,581.4,0.091239,98,1
694.13,3.9381,581.4,0.096246,98,1
730.48,3.9186,581.4,0.091538,99,1
711.02,3.9334,581.4,0.090192,99,1
626.86,3.947,581.4,0.088763,100,1
574.98,4.0205,581.4,0.085558,101,1
737.69,4.0142,581.4,0.097091,99,1
819.69,3.9755,581.4,0.093344,99,1
904.51,4.0919,602.93,0.091336,95,1
947.82,3.9095,602.93,0.10473,95,1
899.38,3.9158,602.93,0.098936,96,1
1056.6,4.0503,602.93,0.094697,93,1
1441.2,3.7832,602.93,0.10734,91,1
1840.7,3.7065,602.93,0.11149,92,1
1696.6,3.8008,602.93,0.091882,92,1
1548.7,3.9696,581.4,0.034312,98,1
252.02,3.9969,258.4,0.007532,120,1
13.613,4.3255,602.93,0.010306,94,0
16.605,4.3048,581.4,0.0096765,91,0
29.421,4.7806,301.46,0.0072599,94,0
30.039,4.8775,279.93,0.0045072,97,0
28.608,5.0084,279.93,0.0031554,95,0
25.772,5.1842,301.46,0.0030466,96,0
24.512,5.3964,43.066,0.00093044,88,0
32.938,5.3414,323,0.002419,95,0
39.009,5.5107,581.4,0.0020187,100,0
53.329,5.5095,2261,0.0036301,104,0
72.597,5.5555,925.93,0.0071117,29,0
77.002,5.5273,839.79,0.0084566,53,0
77.594,5.5116,1012.1,0.0082073,31,0
76.04,5.4541,1098.2,0.0090049,26,0
49.383,5.3415,1033.6,0.013927,29,0
68.065,5.4984,1033.6,0.010315,123,0
65.047,5.46,947.46,0.014207,46,0
81.507,5.6447,753.66,0.0087928,64,0
68.448,5.5008,882.86,0.013087,95,0
66.533,5.5648,968.99,0.0043566,116,0
58.86,5.4719,947.46,0.0054676,54,0
53.415,5.5939,968.99,0.0043077,82,0
44.394,5.4573,1119.7,0.0046734,100,0
34.017,5.4334,258.4,0.0029631,86,0
24.599,5.4665,21.533,0.0012934,123,0
14.732,5.4204,753.66,0.0016245,123,0
9.3173,5.4891,43.066,0.00013817,114,0
9.9599,5.7063,0,0,62,0
11.907,5.7559,43.066,0,23,0
22.821,5.4901,43.066,0.001216,65,0
0,4.3948,559.86,0.0084451,107,0
260.94,4.1819,646,0.0063011,95,1
149.74,4.5168,581.4,0.0054157,94,1
40.526,4.8993,710.6,0.0088605,153,1
297.14,4.7674,581.4,0.019546,96,1
780.09,4.3186,646,0.053582,81,1
996.99,3.8893,667.53,0.090084,77,1
1103.3,3.765,667.53,0.092451,77,1
1250.3,3.7086,667.53,0.096633,77,1
1614.4,3.7094,689.06,0.093227,76,1
1772.8,3.634,689.06,0.089938,75,1
1698.2,3.6974,667.53,0.087205,78,1
1558.9,3.6733,667.53,0.09008,80,1
1359.1,3.7086,667.53,0.074731,79,1
1330.5,3.4656,667.53,0.07857,78,1
1374.2,3.4803,667.53,0.084003,78,1
1362.9,3.5821,667.53,0.081368,78,1
1441.4,3.559,689.06,0.075686,76,1
1513.3,3.4161,689.06,0.068693,73,1
1463.4,3.5277,689.06,0.071079,73,1
1496.8,3.537,689.06,0.070931,74,1
1420.6,3.638,366.06,0.062681,71,1
1397.1,3.676,344.53,0.063877,72,1
1398.1,3.5418,344.53,0.068604,75,1
1380.2,3.6201,344.53,0.073905,73,1
