@relation featureMatrix

@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.00017037,0.14791,14.433,5.6288,43.066,0
0.00013492,0.15971,15.101,5.6436,43.066,0
5.1146e-05,0.19964,16.341,5.6852,21.533,0
2.9267e-05,0.20508,15.098,5.6891,0,0
0.00011139,0.14973,12.552,5.6196,43.066,0
0.0001422,0.12341,11.853,5.7115,43.066,0
8.456e-05,0.19601,17.685,5.6944,0,0
2.49e-05,0.23412,16.325,5.5895,43.066,0
0,0.18875,13.766,5.6204,43.066,0
0.00014441,0.16062,15.242,5.6306,21.533,0
0.0021257,0.14065,20.494,5.4925,21.533,0
0.01932,0.07078,64.016,5.287,602.93,0
0.039738,0.033575,74.335,4.9208,646,0
0.058409,0.030853,216.08,4.6713,689.06,0
0.074376,0.033575,328.91,4.5061,732.13,1
0.091268,0.034483,535.26,4.3861,775.2,1
0.09896,0.026316,537.56,4.1951,409.13,1
0.096268,0.018149,524.83,3.8928,387.6,1
0.092891,0.017241,467.28,3.797,387.6,1
0.086334,0.018149,437.14,3.8886,366.06,1
0.082588,0.019056,413.04,3.8683,366.06,1
0.081041,0.016334,376.6,3.7971,366.06,1
0.080367,0.016334,392.14,3.8089,366.06,1
0.080522,0.019056,393.41,3.8198,366.06,1
0.080561,0.023593,395.31,3.8514,366.06,1
0.085987,0.025408,434.52,3.8564,366.06,1
0.087585,0.022686,450.97,3.9164,366.06,1
0.091878,0.020871,501.62,3.8344,387.6,1
0.099794,0.021779,547.57,3.8679,387.6,1
0.10512,0.029038,589.75,3.845,387.6,1
0.11393,0.037205,684.03,3.9419,753.66,1
0.12364,0.037205,786.36,3.9813,753.66,1
0.13043,0.033575,841.38,3.9265,753.66,1
0.13301,0.036298,827.82,3.9548,753.66,1
0.13285,0.036298,853.7,4.049,775.2,1
0.13521,0.033575,888.14,3.9525,753.66,1
0.14081,0.037205,918.06,4.0753,753.66,1
0.1433,0.038113,953.31,4.1462,753.66,1
0.13808,0.034483,941.21,4.4379,753.66,1
0.12481,0.036298,949.16,4.6666,775.2,1
0.11311,0.038113,860.05,4.8431,753.66,1
0.10576,0.046279,815.91,4.9832,387.6,1
0.10711,0.046279,923.52,4.9079,387.6,1
0.11596,0.033575,1037.6,4.8098,387.6,1
0.11748,0.038113,1093.8,4.7751,775.2,1
0.10818,0.045372,911.34,4.9488,387.6,1
0.10211,0.038113,691.07,4.9161,387.6,1
0.09889,0.034483,909.86,4.9817,366.06,1
0.11687,0.043557,1345.1,4.8007,732.13,1
0.1308,0.057169,1251.6,4.943,732.13,1
0.12138,0.061706,1316.5,5.0202,732.13,1
0.13948,0.069873,1694.5,5.0748,710.6,1
0.19059,0.07804,2618.2,5.259,732.13,1
0.21338,0.072595,3654.3,5.1157,968.99,1
0.19202,0.084392,2856.7,5.2371,925.93,1
0.22963,0.11343,3971.8,5.2403,2433.3,1
0.27835,0.12432,5230.9,5.1395,1787.3,1
0.28489,0.12069,5446.7,5.2204,2217.9,1
0.27764,0.1216,5362.3,5.247,2605.5,1
0.26653,0.11343,4261.5,5.3025,2562.5,1
0.28336,0.11252,5740.3,5.2269,2562.5,1
0.29624,0.10889,5623.8,5.2683,1012.1,1
0.29059,0.11071,5678.2,5.259,1205.9,1
0.27749,0.11162,5016.4,5.2636,2627.1,1
0.26094,0.10617,4282.3,5.2375,1270.5,1
0.2458,0.11978,4750.1,5.2388,2670.1,1
0.24468,0.13339,3861.7,5.3642,2605.5,1
0.24502,0.13521,4331.9,5.1996,2648.6,1
0.22879,0.14247,3682.3,5.2087,1033.6,1
0.2393,0.13521,4122.5,5.2237,1227.4,1
0.26672,0.10345,4068.6,5.223,1270.5,1
0.30762,0.090744,5484,5.2412,1055.1,1
0.31257,0.098911,6074,5.2375,2713.2,1
0.28847,0.10254,5160.8,5.2287,2777.8,1
0.29906,0.094374,5087.5,5.2012,1033.6,1
0.29369,0.096189,5723.9,5.1695,1227.4,1
0.26566,0.098911,4076.4,5.123,1248.9,1
0.25303,0.089837,4943.9,5.1028,2648.6,1
0.25149,0.085299,3686.4,5.1106,1248.9,1
0.24409,0.08167,4113.9,4.985,1205.9,1
0.23029,0.072595,2952.4,5.0589,1033.6,1
0.22098,0.073503,2923.9,4.8963,1033.6,1
0.20959,0.078947,2620.9,4.8499,1012.1,1
0.21149,0.072595,2601.9,4.8729,1012.1,1
0.20597,0.068058,2510.7,4.9588,1012.1,1
0.17162,0.064428,2129.8,4.9353,1012.1,1
0.15135,0.058076,1851.1,4.9471,990.53,1
0.15058,0.055354,1451.5,4.8815,990.53,1
0.15439,0.058984,1633.7,4.8566,990.53,1
0.18611,0.054446,1776.2,4.4474,990.53,1
0.21848,0.044465,2063.1,4.2008,990.53,1
0.23116,0.043557,2079,4.0839,968.99,1
0.23428,0.043557,2050.7,4.0797,968.99,1
0.22477,0.043557,1866.1,4.0215,947.46,1
0.2227,0.04265,1802.4,3.9938,947.46,1
0.22996,0.04265,1821.7,3.9275,947.46,1
0.23681,0.04265,1912.2,3.7578,925.93,1
0.21264,0.04265,1685,3.8221,947.46,1
0.16251,0.038113,1153,3.9241,947.46,1
0.14213,0.030853,1017.8,3.9002,947.46,1
0.1432,0.03176,1034.8,3.825,947.46,1
0.14707,0.036298,1069.7,3.768,947.46,1
0.1473,0.032668,1074.4,3.7932,947.46,1
0.14383,0.027223,1044.9,3.7734,624.46,1
0.13909,0.028131,994.87,3.821,624.46,1
0.13304,0.028131,974.94,3.763,602.93,1
0.12583,0.027223,894.22,3.6919,602.93,1
0.11376,0.027223,721.71,3.7119,602.93,1
0.10038,0.029038,568.05,3.7025,602.93,1
0.090918,0.028131,536.24,3.6486,581.4,1
0.083111,0.026316,447.9,3.6523,581.4,1
0.083812,0.026316,398.82,3.6835,581.4,1
0.085312,0.025408,459.77,3.5893,581.4,1
0.0855,0.025408,403.93,3.835,559.86,1
0.090863,0.025408,443.86,3.7862,559.86,1
0.096675,0.024501,506.51,3.6877,559.86,1
0.089032,0.026316,443.87,3.8091,559.86,1
0.071438,0.033575,309.71,3.9227,538.33,1
0.067302,0.032668,315.13,3.795,516.8,1
0.062756,0.030853,242.83,3.9018,516.8,1
0.052352,0.033575,176.01,4.012,516.8,1
0.044699,0.033575,139.67,4.0436,495.26,1
0.039459,0.034483,97.315,4.1325,495.26,1
0.037092,0.034483,91.934,4.1399,495.26,1
0.033218,0.033575,57.872,4.3188,495.26,1
0.026569,0.03176,17.04,4.4969,473.73,1
0.021357,0.029038,0,4.6689,646,1
0.017785,0.029946,14.124,4.6883,602.93,1
0.012289,0.030853,35.642,4.7782,516.8,1
0.0089209,0.040835,51.116,4.9754,559.86,1
0.014455,0.045372,41.052,4.8686,624.46,0
0.027939,0.03539,60.984,4.5181,581.4,0
0.025485,0.029946,37.424,4.2859,559.86,0
0.0066811,0.064428,28.858,4.8184,581.4,0
0.00079777,0.13158,22.27,5.1325,0,0
0.00063255,0.1216,20.372,5.2123,21.533,0
0.00065025,0.086207,18.191,5.2196,581.4,0
0.00020953,0.15064,18.09,5.5026,21.533,0
0.00070515,0.16969,37.555,5.3918,796.73,0
0.00081696,0.18421,25.973,5.5875,0,0
0.00061126,0.25771,28.671,5.6576,8462.5,0
0.0026805,0.19147,64.394,5.4505,818.26,0
0.0027033,0.16062,49.088,5.6096,796.73,0
0.0012606,0.22142,49.18,5.6735,646,0
0.0016935,0.22232,53.267,5.677,43.066,0
0.0017133,0.22595,56.839,5.6532,2433.3,0
0.001665,0.22323,54.34,5.6819,818.26,0
0.001717,0.19238,55,5.6081,646,0
0.0018276,0.16606,52.774,5.5816,2670.1,0
0.0016354,0.16697,53.731,5.5901,2670.1,0
0.0012512,0.19056,44.857,5.5551,753.66,0
0.0010967,0.1951,43.67,5.6002,43.066,0
0.00078943,0.17423,34.087,5.5951,43.066,0
0.00052834,0.16515,31.311,5.5884,0,0
0.00039898,0.17332,27.152,5.4997,21.533,0
0.00040291,0.14519,23.882,5.4637,43.066,0
0.00030352,0.17151,21.272,5.6167,43.066,0
8.137e-05,0.20962,18.628,5.6698,0,0
0,0.093466,18.642,5.6752,21.533,0
0,0,2.5358,5.4425,0,0
0,0.10526,0,5.5493,0,0
0,0.11887,0,5.5245,0,0
0,0.16697,0,5.4919,21.533,0
8.5054e-05,0.17241,4.2725,5.6644,0,0
0.00058256,0.18875,16.881,5.6368,0,0
0.0085761,0.13793,31.935,4.9262,581.4,0
0.01505,0.052632,9.877,4.7767,667.53,0
0.023287,0.038113,18.113,5.1029,710.6,0
0.030964,0.044465,49.315,5.0818,775.2,0
0.044378,0.041742,119.42,4.8948,602.93,0
0.072015,0.033575,330.62,4.5616,646,0
0.11705,0.03176,620.15,4.2749,667.53,1
0.15442,0.034483,1009.5,3.9693,667.53,1
0.16296,0.032668,1106.9,3.9927,689.06,1
0.15833,0.030853,1015.6,3.9311,689.06,1
0.15473,0.030853,991.49,3.8289,667.53,1
0.15082,0.029946,994.15,3.8728,646,1
0.14624,0.029038,970.43,3.7823,646,1
0.13694,0.028131,835.74,3.8435,624.46,1
0.1273,0.028131,796.64,3.7872,624.46,1
0.12405,0.028131,725.16,3.6463,624.46,1
0.12244,0.028131,768.81,3.6321,624.46,1
0.11653,0.029038,707.15,3.7409,624.46,1
0.11334,0.028131,663.07,3.7779,624.46,1
0.11187,0.028131,682.82,3.7836,624.46,1
0.11368,0.028131,692.36,3.6981,624.46,1
0.12356,0.028131,763.52,3.6936,624.46,1
0.13286,0.028131,860.21,3.6382,624.46,1
0.13292,0.027223,811.65,3.6267,602.93,1
0.13346,0.028131,818.82,3.6561,624.46,1
0.14248,0.028131,910.89,3.6499,624.46,1
0.14874,0.028131,953.56,3.7673,624.46,1
0.15114,0.028131,1056.6,3.8512,602.93,1
0.14893,0.027223,953.03,3.8987,602.93,1
0.1464,0.027223,936.19,3.8303,602.93,1
0.14374,0.027223,936,3.8905,602.93,1
0.1292,0.029038,863.9,4.1056,602.93,1
0.11589,0.036298,754.98,4.3945,581.4,1
0.11113,0.045372,718.32,4.4291,581.4,1
0.10857,0.046279,698.16,4.6201,839.79,1
0.10114,0.040835,634.41,4.4257,839.79,1
0.090508,0.038113,512.95,4.4023,839.79,1
0.085604,0.041742,495.22,4.456,839.79,1
0.087087,0.040835,449.97,4.5922,818.26,1
0.090792,0.036298,491.78,4.3271,796.73,1
0.086645,0.036298,482.56,4.2747,796.73,1
0.08509,0.036298,435.29,4.3226,796.73,1
0.079951,0.034483,387.01,4.3116,796.73,1
0.068754,0.034483,321.15,4.3557,775.2,1
0.061713,0.037205,245.36,4.6715,775.2,1
0.052984,0.04265,188.33,4.7335,753.66,1
0.041525,0.048094,81.789,4.9109,689.06,1
0.036385,0.049909,57.49,4.7971,667.53,1
0.04446,0.043557,112.38,4.9182,689.06,1
0.055472,0.036298,219.38,4.6743,753.66,1
0.054893,0.038113,204.36,4.7474,732.13,1
0.045307,0.047187,124.8,4.682,710.6,1
0.036517,0.057169,59.685,4.967,710.6,1
0.028399,0.059891,2.2773,5.0891,882.86,1
0.023356,0.057169,0,5.0497,839.79,1
0.023051,0.059891,1.5316,5.1504,861.33,1
0.022859,0.059891,1.9229,5.1351,667.53,1
0.016556,0.061706,48.962,5.2509,818.26,1
0.01472,0.059891,60.109,5.3304,839.79,1
0.02231,0.049002,17.919,5.2207,710.6,1
0.027843,0.044465,14.434,4.9963,753.66,1
0.033624,0.03902,34.841,5.0569,775.2,1
0.038281,0.03539,76.796,4.8808,818.26,1
0.038879,0.038113,101.55,4.6705,839.79,1
0.040114,0.047187,101.19,4.6933,839.79,1
0.04341,0.050817,124.5,4.8172,839.79,1
0.047919,0.045372,176.37,4.5103,861.33,1
0.050935,0.040835,200.57,4.4856,861.33,1
0.051122,0.040835,206.16,4.5413,861.33,1
0.054867,0.040835,225.97,4.5904,861.33,1
0.05614,0.041742,248.34,4.6003,861.33,1
0.055441,0.048094,254.41,4.5028,882.86,1
0.057766,0.048094,270.96,4.469,861.33,1
0.053596,0.045372,241.72,4.5693,861.33,1
0.052616,0.050817,217.55,4.7272,861.33,1
0.057955,0.054446,245.92,4.7022,882.86,1
0.059448,0.053539,297.94,4.5929,882.86,1
0.061383,0.049002,322.15,4.5663,904.39,1
0.062473,0.054446,308.21,4.5604,904.39,1
0.062446,0.063521,294.28,4.8348,904.39,1
0.064545,0.066243,332.2,4.8465,624.46,1
0.070164,0.064428,404.58,4.7002,624.46,1
0.073914,0.068058,423.59,4.6137,624.46,1
0.07385,0.075318,416.62,4.572,646,1
0.076175,0.068966,445.97,4.5589,646,1
0.07906,0.059891,479.35,4.4656,646,1
0.077839,0.054446,466.54,4.5804,646,1
0.073571,0.050817,411.65,4.642,624.46,1
0.072976,0.050817,428.2,4.5857,624.46,1
0.074465,0.049002,399.92,4.5603,624.46,1
0.07334,0.045372,402.58,4.6715,624.46,1
0.071652,0.050817,375.14,4.5418,602.93,1
0.066573,0.056261,366.28,4.6551,602.93,1
0.061412,0.057169,315.5,4.578,882.86,1
0.064378,0.061706,347.29,4.54,882.86,1
0.06665,0.064428,367.13,4.6795,602.93,1
0.062937,0.056261,329.13,4.7365,602.93,1
0.05929,0.041742,282.45,4.6983,624.46,1
0.056548,0.036298,242.73,4.642,624.46,1
0.05287,0.040835,249.16,4.578,646,1
0.054185,0.036298,252.98,4.7311,646,1
0.059173,0.029946,311.43,4.5694,646,1
0.062917,0.03176,353.29,4.6233,646,1
0.066296,0.033575,386.3,4.7005,667.53,1
0.071584,0.039927,495.26,4.6839,667.53,1
0.080464,0.048094,614.3,4.6763,689.06,1
0.091388,0.056261,762.73,4.531,710.6,1
0.10097,0.07078,875.02,4.8054,732.13,1
0.10934,0.07441,1228.3,4.9826,1808.8,1
0.11442,0.07441,1297.3,5.0094,1076.7,1
0.11892,0.07441,1474.7,5.0258,1076.7,1
0.12494,0.058076,1387.2,4.9052,732.13,1
0.12962,0.053539,1415.8,4.8893,1787.3,1
0.14673,0.075318,1925.7,4.963,2153.3,1
0.17056,0.089837,2152.4,4.9466,2131.8,1
0.23307,0.094374,3658.9,5.0942,2196.4,1
0.30441,0.093466,6031.6,5.2084,2196.4,1
0.35233,0.093466,7185.4,5.263,2584,1
0.35943,0.10436,6976,5.1938,2562.5,1
0.35886,0.10163,7107.4,5.201,2584,1
0.34541,0.095281,7008.4,5.2866,1830.3,1
0.31453,0.10526,5991.7,5.2599,1507.3,1
0.34211,0.11615,6829.4,5.2651,2605.5,1
0.35601,0.11071,6987.9,5.2898,2605.5,1
0.3674,0.11162,6856.2,5.1998,2627.1,1
0.40411,0.11525,6851.4,5.1182,2627.1,1
0.41775,0.1098,6970.8,5.0651,2627.1,1
0.42379,0.098004,7234.1,5.0632,1485.8,1
0.41332,0.092559,7161.5,5.0474,1485.8,1
0.39183,0.099819,7255,5.1687,1485.8,1
0.38576,0.098911,7209.1,5.2181,1464.3,1
0.3917,0.097096,7542.9,5.2498,1464.3,1
0.39596,0.10617,7518.7,5.2009,1464.3,1
0.4055,0.10254,7915.3,5.2392,1442.7,1
0.41101,0.098004,7581.8,5.1648,1442.7,1
0.40687,0.098004,7673.9,5.1839,1442.7,1
0.39724,0.095281,7418,5.1758,1442.7,1
0.38319,0.093466,7146.6,5.1921,1442.7,1
0.37338,0.089837,7233.3,5.1742,1442.7,1
0.37318,0.093466,7031.8,5.2175,1421.2,1
0.37767,0.091652,7050.2,5.1845,1421.2,1
0.37151,0.094374,6892,5.1878,1421.2,1
0.35918,0.10436,7033.8,5.1671,1399.7,1
0.35647,0.11071,6640.5,5.1108,2756.2,1
0.3603,0.11434,6210.2,5.156,2756.2,1
0.36013,0.11434,7113.2,5.1316,2820.8,1
0.3445,0.11706,6541.5,5.1774,2756.2,1
0.32034,0.11252,6085.4,5.1345,2885.4,1
0.31601,0.11615,5597.3,5.0424,2842.4,1
0.31828,0.12069,5199.3,5.0457,2885.4,1
0.32091,0.11343,4826.7,4.9618,2777.8,1
0.34029,0.10708,5291.4,4.977,1550.4,1
0.33692,0.099819,5153.5,4.9765,1507.3,1
0.32285,0.097096,4832,4.9243,1528.9,1
0.32702,0.10073,5208.5,4.9793,1507.3,1
0.31724,0.099819,5143,4.9669,1485.8,1
0.312,0.099819,5063.5,5.0104,1507.3,1
0.29093,0.091652,4465.9,5.0243,1464.3,1
0.27597,0.086207,3725.3,4.8234,1464.3,1
0.26575,0.087114,3929.7,4.9225,1442.7,1
0.24031,0.092559,3004.7,4.748,1421.2,1
0.22649,0.098911,2953.4,4.7748,2820.8,1
0.21116,0.10436,2761.8,4.7968,2756.2,1
0.20048,0.11343,2948.2,4.9355,2734.7,1
0.19162,0.11887,2332.5,4.6429,2713.2,1
0.18602,0.11162,2134.9,4.5024,2691.7,1
0.1849,0.10436,2642.9,4.9072,1593.5,1
0.18643,0.10708,2079.8,4.5053,2885.4,1
0.17653,0.10436,2054.9,4.555,2885.4,1
0.16207,0.096189,1785.6,4.5727,2842.4,1
0.16266,0.096189,1943.8,4.6756,2863.9,1
0.15775,0.096189,1677.4,4.6652,2627.1,1
0.14578,0.093466,1625.2,4.5573,2648.6,1
0.15166,0.086207,1715.1,4.6294,1335.1,1
0.15945,0.080762,1682.8,4.4818,1335.1,1
0.15388,0.083485,1713.6,4.4886,1356.6,1
0.15587,0.07804,1703.1,4.4933,1356.6,1
0.15583,0.073503,1650.5,4.4753,1356.6,1
0.14363,0.07441,1645.7,4.5092,1356.6,1
0.14524,0.084392,1511.7,4.5093,2691.7,1
0.14391,0.091652,1480.4,4.5744,2691.7,1
0.13094,0.097096,1539.7,4.7863,2648.6,1
0.13235,0.099819,1298.4,4.6849,2863.9,1
0.13092,0.095281,1301.9,4.6926,1550.4,1
0.12083,0.097096,1284.8,4.8224,1528.9,1
0.10942,0.098911,1102.7,4.7828,2734.7,1
0.095483,0.096189,854.77,4.8025,2691.7,1
0.087373,0.10163,755.78,4.656,2670.1,1
0.080738,0.10436,648.6,4.7001,2670.1,1
0.074385,0.10073,555.21,4.7229,2627.1,1
0.06843,0.098911,498.12,4.6855,2627.1,1
0.062231,0.097096,423.47,4.7264,2605.5,1
0.058712,0.096189,377.52,4.751,2605.5,1
0.058093,0.096189,380.64,4.7697,2627.1,1
0.058004,0.090744,384.37,4.7351,947.46,1
0.056964,0.085299,364.87,4.7804,947.46,1
0.055446,0.084392,332.93,4.7801,947.46,1
0.055128,0.084392,321.49,4.7164,947.46,1
0.056927,0.075318,326.36,4.7155,947.46,1
0.059656,0.063521,344.73,4.6413,947.46,1
0.061732,0.058076,341.48,4.6163,947.46,1
0.06279,0.054446,353.99,4.6455,968.99,1
0.062471,0.051724,367.13,4.663,990.53,1
0.061264,0.046279,345.79,4.6065,990.53,1
0.061116,0.044465,370.35,4.5877,990.53,1
0.061693,0.046279,364.72,4.5904,990.53,1
0.062671,0.047187,370.85,4.5984,990.53,1
0.06389,0.053539,351.2,4.6476,990.53,1
0.061202,0.053539,312.17,4.6346,990.53,1
0.057922,0.047187,307.9,4.6882,968.99,1
0.057758,0.045372,280.59,4.7351,968.99,1
0.057045,0.04265,263.76,4.5511,947.46,1
0.056433,0.04265,265.68,4.4904,947.46,1
0.054255,0.043557,250.76,4.6567,947.46,1
0.049341,0.04265,191.36,4.6234,925.93,1
0.045459,0.040835,161.16,4.565,925.93,1
0.043736,0.040835,138.01,4.643,925.93,1
0.042529,0.040835,130.78,4.5526,925.93,1
0.042241,0.041742,116.35,4.6029,925.93,1
0.041065,0.040835,114.37,4.641,925.93,1
0.039249,0.03902,81.9,4.7835,904.39,1
0.036124,0.03902,84.034,4.5765,882.86,1
0.031389,0.041742,45.306,4.8611,861.33,1
0.030326,0.040835,24.828,4.8601,839.79,1
0.032606,0.041742,60.442,4.8275,882.86,1
0.032615,0.048094,61.597,4.6238,925.93,1
0.030156,0.051724,36.617,4.7256,904.39,1
0.029511,0.049909,31.392,4.8037,925.93,1
0.030605,0.048094,54.983,4.7006,968.99,1
0.031558,0.053539,56.579,4.7011,968.99,1
0.031499,0.054446,59.077,4.6493,947.46,1
0.031464,0.050817,58.312,4.6713,947.46,1
0.031248,0.052632,61.775,4.5762,947.46,1
0.031806,0.054446,57.138,4.7419,732.13,1
0.033718,0.050817,77.68,4.6429,753.66,1
0.033669,0.048094,69.164,4.774,753.66,1
0.032449,0.050817,50.248,4.7566,732.13,1
0.033555,0.051724,74.004,4.7045,732.13,1
0.035421,0.046279,90.617,4.5461,753.66,1
0.030655,0.045372,93.664,4.5993,172.27,1
0.026052,0.046279,136.2,4.3281,172.27,1
0.025134,0.043557,125.71,4.3091,172.27,1
0.022585,0.04265,103.73,4.3844,172.27,1
0.019019,0.044465,76.26,4.523,150.73,1
0.019231,0.04265,76.276,4.5433,172.27,1
0.019772,0.04265,73.877,4.5704,150.73,1
0.018012,0.044465,63.515,4.561,150.73,1
0.017753,0.044465,65.693,4.5556,150.73,1
0.018846,0.04265,71.779,4.608,150.73,1
0.018873,0.043557,64.972,4.6025,150.73,1
0.019954,0.043557,78.871,4.5955,150.73,1
0.023604,0.043557,99.722,4.5084,172.27,1
0.030997,0.041742,144.06,4.4858,172.27,1
0.042212,0.03539,230.98,4.5422,172.27,1
0.030191,0.029038,161.45,4.6463,172.27,1
0,0.047187,31.575,4.867,0,0
0,0.059891,20.511,4.7376,516.8,0
0,0.058076,17.066,4.6694,495.26,0
0,0.11071,22.35,5.2162,516.8,0
0.0015227,0.18058,52.389,5.5747,495.26,0
0.0063453,0.1706,72.776,5.4361,624.46,0
0.0095748,0.15336,72.402,5.4009,646,0
0.0091424,0.1824,80.262,5.4869,624.46,0
0.0075025,0.21053,85.146,5.5492,215.33,0
0.0069988,0.21143,81.729,5.5097,215.33,0
0.0064155,0.20962,82.776,5.5255,646,0
0.0049392,0.19964,79.099,5.5506,2196.4,0
0.003326,0.18421,69.94,5.5296,646,0
0.0021725,0.17877,60.331,5.4887,581.4,0
0.00098992,0.18058,50.534,5.5426,2304.1,0
0.0003924,0.20145,44.006,5.525,2196.4,0
0.00014827,0.19147,41.519,5.5321,366.06,0
0.00018904,0.16606,35.541,5.4483,667.53,0
4.9657e-05,0.15971,35.586,5.3561,646,0
0,0.16606,29.219,5.4523,473.73,0
0,0.16062,24.504,5.5065,559.86,0
0,0.14428,19.648,5.4871,0,0
0,0.17695,16.471,5.4266,0,0
0,0.19691,9.9136,5.606,0,0
1.06e-05,0.16788,10.19,5.5546,86.133,0
0,0.23775,8.8027,5.605,150.73,0
0,0.24682,11.055,5.6806,107.67,0
5.7885e-05,0.21053,9.9734,5.7078,86.133,0
8.9852e-05,0.22142,11.45,5.658,43.066,0
0.0034789,0.17151,30.303,5.6593,86.133,0
0.023129,0.087114,34.921,5.2522,602.93,0
0.046024,0.032668,144.52,4.9435,646,0
0.063969,0.030853,275.72,4.7246,689.06,1
0.071321,0.032668,332.77,4.6986,732.13,1
0.077394,0.034483,394.82,4.5167,753.66,1
0.089284,0.034483,478.08,4.3499,753.66,1
0.098943,0.038113,592.42,4.1402,775.2,1
0.10375,0.043557,662.81,4.0806,775.2,1
0.10576,0.048094,689,4.1624,775.2,1
0.10901,0.051724,728.31,4.0464,775.2,1
0.1133,0.052632,745.6,4.1284,775.2,1
0.11441,0.050817,771.72,4.0861,775.2,1
0.11134,0.048094,755.44,4.0985,775.2,1
0.11027,0.048094,720.02,4.1754,775.2,1
0.11362,0.050817,744.98,4.077,775.2,1
0.11501,0.057169,735.69,4.1462,775.2,1
0.11447,0.057169,750.53,4.5596,775.2,1
0.10704,0.057169,715.05,4.7759,775.2,1
0.10254,0.057169,771.32,4.8064,775.2,1
0.10154,0.051724,780.57,4.8702,387.6,1
0.10204,0.054446,840.35,4.9625,387.6,1
0.10429,0.050817,820.25,4.916,409.13,1
0.096152,0.044465,777.32,5.1003,387.6,1
0.096236,0.053539,873.78,5.0884,387.6,1
0.1085,0.071688,1134.8,5.1288,387.6,1
0.14425,0.085299,1755,5.1236,1162.8,1
0.19743,0.089837,3352.3,5.1588,409.13,1
0.22138,0.087114,3415.2,5.1694,1184.3,1
0.23222,0.090744,4185.2,5.08,2347.1,1
0.27434,0.097096,4670.6,5.2735,2540.9,1
0.29156,0.094374,5362.5,5.1595,2540.9,1
0.29426,0.095281,5226,5.1688,2540.9,1
0.32165,0.098911,6139.7,5.184,1938,1
0.32118,0.10163,5941.9,5.2188,2562.5,1
0.31051,0.10436,6400,5.2482,2562.5,1
0.28822,0.10163,5309,5.3225,2799.3,1
0.25829,0.098004,4794.9,5.2593,1787.3,1
0.2759,0.10345,5307.2,5.2621,1076.7,1
0.31172,0.11162,6273.9,5.3033,775.2,1
0.31487,0.11162,6544.3,5.3017,1571.9,1
0.31108,0.11252,6126.8,5.2792,1550.4,1
0.31835,0.11525,5568.6,5.3144,1615,1
0.31572,0.12613,6981,5.2738,2842.4,1
0.36412,0.1343,7781.4,5.2836,2950,1
0.39782,0.12069,7018.5,5.2714,1464.3,1
0.36958,0.11887,7463.6,5.2129,1464.3,1
0.36235,0.12704,7947.5,5.3126,3057.7,1
0.37724,0.11797,7746.9,5.2834,1485.8,1
0.39043,0.11252,7880,5.2792,1485.8,1
0.40165,0.1216,8848.1,5.2723,3057.7,1
0.40197,0.12341,7988.7,5.24,3036.2,1
0.43598,0.12069,8955.2,5.2832,3014.6,1
0.46251,0.10889,9226.9,5.1476,1528.9,1
0.44308,0.098911,7822.5,5.2061,1528.9,1
0.42321,0.10073,7271,5.169,1528.9,1
0.36755,0.10436,7681.6,5.3047,3014.6,1
0.34426,0.10345,6953.9,5.2388,1485.8,1
0.40043,0.089837,7236.4,5.2266,1528.9,1
0.40632,0.098911,7555.5,5.1709,1485.8,1
0.37903,0.10073,7174.3,5.2067,1464.3,1
0.34698,0.098911,6156.1,5.1823,1442.7,1
0.32373,0.11525,6222.5,5.2384,1399.7,1
0.31225,0.11525,5968.1,5.2142,1528.9,1
0.317,0.11434,5847.6,5.2314,2885.4,1
0.32384,0.12432,5976.6,5.1916,1722.7,1
0.30998,0.12341,6014.5,5.1949,1701.1,1
0.30402,0.11978,5835.7,5.1899,1658.1,1
0.29869,0.1216,5299.5,5.1557,3100.8,1
0.30544,0.11615,4980.7,5.0809,3014.6,1
0.32276,0.11615,5445.5,5.0711,2993.1,1
0.32421,0.11797,5491,5.0363,2993.1,1
0.31217,0.11887,5420.5,5.0917,3036.2,1
0.30114,0.11525,4801.4,5.0667,2885.4,1
0.30089,0.12523,5603.5,5.1034,1571.9,1
0.29842,0.12976,4521.8,5.0389,1550.4,1
0.29165,0.12069,5256.8,5.111,2885.4,1
0.2857,0.11797,4354,4.9688,1528.9,1
0.26789,0.11343,4244.7,5.1085,1528.9,1
0.24368,0.11525,4294.7,5.0997,2842.4,1
0.24582,0.11797,4093.1,5.0392,1507.3,1
0.26407,0.12069,4168,5.0436,2928.5,1
0.26975,0.1225,3559.5,4.7855,1485.8,1
0.25756,0.11706,4027,4.9938,1485.8,1
0.26683,0.10708,3758.1,4.8229,1464.3,1
0.27715,0.096189,3859.8,4.989,1442.7,1
0.26983,0.099819,3800.8,4.9014,1442.7,1
0.27628,0.1098,3696.7,4.8882,1421.2,1
0.26803,0.11071,3695.9,4.7987,1421.2,1
0.27058,0.11252,3786.3,4.849,1421.2,1
0.28193,0.10073,3549.5,4.7235,1421.2,1
0.29471,0.094374,4115.3,4.8933,1442.7,1
0.30907,0.10254,4221.2,4.8621,1442.7,1
0.29863,0.10254,4184.2,4.7817,1442.7,1
0.29535,0.11162,4450.8,4.9531,1464.3,1
