@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
1.3701,9,1.1592,1,1
1.3583,9,1.1474,1,1
1.3036,9,1.0927,1,1
1.2256,14,1.0147,6,1
1.1749,18,0.96396,10,1
1.1618,24,0.95091,16,1
1.189,24,0.97803,16,1
1.2304,20,1.0194,12,1
1.2461,23,1.0351,15,1
1.283,15,1.072,7,1
1.2351,15,1.0242,7,1
1.3359,14,1.125,6,1
1.4526,13,1.2416,5,1
1.5509,13,1.34,5,1
1.4876,12,1.2767,4,1
1.4817,12,1.2708,4,1
1.4242,12,1.2133,4,1
1.3886,13,1.1776,5,1
1.0132,14,0.80223,6,1
0.59559,20,0.38467,12,1
0.5921,15,0.38117,7,1
0.59791,11,0.38698,3,1
0.61449,10,0.40356,2,1
0.81837,13,0.60745,5,1
1.0027,12,0.79177,4,1
0.35712,13,0.1462,5,1
0.95085,9,0.73992,1,1
1.218,9,1.007,1,1
1.4936,9,1.2826,1,1
1.3891,9,1.1782,1,1
0.58633,8,0.37541,0,1
1.0576,8,0.84672,0,1
1.1429,8,0.93196,0,1
1.0741,8,0.86314,0,1
1.0001,9,0.78915,1,1
1.3149,8,1.1039,0,1
1.4792,8,1.2683,0,0
1.4215,9,1.2106,1,0
1.371,9,1.1601,1,0
0.87597,26,0.66505,18,0
0.35071,49,0.13979,41,0
0.39233,51,0.18141,43,0
0.39111,49,0.18019,41,0
0.33186,47,0.12094,39,0
0.39248,52,0.18155,44,0
0.4028,50,0.19188,42,0
0.3431,56,0.13218,48,0
0.31297,52,0.10205,44,0
0.2712,91,0.060279,83,0
0.30481,81,0.093884,73,0
0.2864,93,0.075476,85,0
0.31415,115,0.10323,107,0
0.41163,108,0.20071,100,0
0.30688,106,0.095953,98,0
0.32342,105,0.1125,97,0
0.23511,97,0.024185,89,0
0.34792,107,0.137,99,0
0.37647,127,0.16555,119,0
0.33085,142,0.11993,134,0
0.24919,146,0.038263,138,0
0.26019,133,0.04927,125,0
0.15336,156,0,148,0
0.19871,153,0.045353,145,0
0.16995,155,0.016589,147,0
0.23599,172,0.082628,164,0
0.41982,149,0.26646,141,0
0.34198,167,0.18862,159,0
0.31658,152,0.16322,144,0
0.23422,186,0.080861,178,0
0.3829,148,0.22955,140,0
0.28926,169,0.1359,161,0
0.13805,204,0,196,0
0.22902,166,0.090972,158,0
0.29075,130,0.15271,122,0
0.26468,148,0.12663,140,0
0.27352,133,0.13547,125,0
0.29407,113,0.15602,105,0
0.25872,101,0.12067,93,0
0.24082,102,0.10278,94,0
0.26096,102,0.12292,94,0
0.27908,122,0.14103,114,0
0.20794,136,0.069898,128,0
0.26105,119,0.123,111,0
0.25549,106,0.11745,98,0
0.28423,87,0.14618,79,0
0.27755,88,0.1395,80,0
0.31524,88,0.17719,80,0
0.32964,60,0.19159,52,0
0.21243,58,0.074385,50,0
0.2812,44,0.14316,36,0
0.46952,27,0.33148,19,0
0.5155,61,0.37746,53,0
0.66212,41,0.52408,33,0
0.40882,127,0.27077,119,0
0.29143,209,0.15339,201,0
0.29384,206,0.15579,198,0
0.43809,166,0.30005,158,0
0.65711,138,0.51907,130,0
0.29975,162,0.1617,154,0
0.41896,119,0.28092,111,0
0.65761,35,0.51956,27,0
0.54321,62,0.40517,54,0
0.59376,145,0.45571,137,0
0.47422,117,0.33617,109,0
0.75159,112,0.61355,104,0
0.54129,117,0.40325,109,0
0.44764,133,0.3096,125,0
0.40157,180,0.26352,172,0
0.3038,204,0.16576,196,0
0.50108,73,0.36304,65,0
0.84391,45,0.70586,37,0
0.60965,116,0.47161,108,0
0.45647,208,0.31843,200,0
0.44371,210,0.30566,202,0
0.47059,164,0.33255,156,0
0.46422,177,0.32617,169,0
0.49508,117,0.35704,109,0
0.64906,135,0.51101,127,0
0.36586,180,0.22781,172,0
0.66935,112,0.5313,104,0
0.97476,85,0.83671,77,0
0.55907,101,0.42103,93,0
0.54907,115,0.41103,107,0
0.27739,178,0.13934,170,0
0.26875,215,0.1307,207,0
0.38261,222,0.24457,214,0
0.72816,201,0.59011,193,0
0.29581,205,0.15777,197,0
0.24986,101,0.11181,93,0
0.36546,70,0.22742,62,0
0.25217,62,0.11413,54,0
0.31202,73,0.17397,65,0
0.32926,85,0.19122,77,0
0.3777,85,0.23965,77,0
0.27463,89,0.13659,81,0
0.40934,112,0.2713,104,0
0.24854,120,0.1105,112,0
0.27204,126,0.13399,118,0
0.23369,178,0.095641,170,0
0.21106,230,0.073011,222,0
0.31388,238,0.17584,230,0
0.33623,218,0.19818,210,0
0.27732,208,0.13928,200,0
0.2576,184,0.11955,176,0
0.46299,178,0.32495,170,0
0.40267,70,0.26462,62,0
0.36787,50,0.22983,42,0
0.46486,102,0.32681,94,0
0.35076,177,0.21272,169,0
0.3943,121,0.25626,113,0
0.44921,137,0.31116,129,0
0.51918,138,0.38113,130,0
0.48102,156,0.34298,148,0
0.39642,141,0.25838,133,0
0.26257,68,0.12452,60,0
0.28375,57,0.1457,49,0
0.23407,68,0.096021,60,0
0.22761,54,0.089562,46,0
0.22129,58,0.083246,50,0
0.25701,65,0.11897,57,0
0.33646,70,0.19841,62,0
0.13595,95,0,87,0
0.23718,102,0.10123,94,0
0.20525,97,0.0693,89,0
0.23636,88,0.10041,80,0
0.27739,62,0.14145,54,0
0.38856,48,0.25261,40,0
0.40408,27,0.26813,19,0
0.23691,58,0.10097,50,0
0.23443,74,0.098486,66,0
0.20311,84,0.067165,76,0
0.25922,89,0.12327,81,0
0.35819,74,0.22225,66,0
0.33571,53,0.19977,45,0
0.35395,47,0.218,39,0
0.3892,63,0.25326,55,0
0.34711,42,0.21116,34,0
0.33447,47,0.19853,39,0
0.35085,50,0.2149,42,0
0.34629,53,0.21034,45,0
0.45147,54,0.31553,46,0
0.34687,55,0.21092,47,0
0.31495,56,0.179,48,0
0.27514,62,0.13919,54,0
0.32711,49,0.19117,41,0
0.41028,44,0.27434,36,0
0.29704,43,0.1611,35,0
0.37322,58,0.23727,50,0
0.35479,69,0.21884,61,0
0.35174,52,0.21579,44,0
0.51391,42,0.37796,34,0
0.50081,31,0.36486,23,0
0.40822,51,0.27228,43,0
0.3085,40,0.17255,32,0
0.34334,49,0.20739,41,0
0.27518,88,0.13923,80,0
0.32603,119,0.19008,111,0
0.331,139,0.19506,131,0
0.32009,140,0.18415,132,0
0.33814,135,0.20219,127,0
0.38788,73,0.25193,65,0
0.31904,44,0.18309,36,0
0.47572,38,0.33977,30,0
0.81206,40,0.67611,32,0
0.04562,14,0,6,0
0.00026753,4,0,0,0
0.0087333,29,0.0084658,25,0
0.30157,69,0.3013,65,0
0.74664,19,0.74637,15,1
0.64186,12,0.64159,8,1
1.1881,13,1.1878,9,1
0.62862,19,0.62835,15,1
1.0919,16,1.0916,12,1
1.1308,20,1.1305,16,1
1.0108,11,1.0105,7,1
1.2291,11,1.2288,7,1
1.3046,15,1.3043,11,1
1.47,40,1.4697,36,1
1.4594,38,1.4591,34,1
1.4591,40,1.4589,36,1
1.3522,25,1.352,21,1
1.3209,23,1.3207,19,1
1.2609,10,1.2606,6,1
1.2399,19,1.2397,15,1
1.2232,17,1.2229,13,1
1.2358,17,1.2355,13,1
1.3396,13,1.3393,9,1
1.3643,13,1.364,9,1
1.3906,12,1.3904,8,1
1.4523,11,1.452,7,1
1.5774,11,1.5772,7,1
1.3654,11,1.3651,7,1
1.179,10,1.1788,6,1
1.1143,10,1.1141,6,1
1.2528,13,1.2525,9,1
1.177,14,1.1767,10,1
1.3135,13,1.3132,9,1
1.3051,19,1.3049,15,1
1.1337,18,1.1334,14,1
0.88848,18,0.88822,14,1
1.035,19,1.0348,15,1
1.1502,22,1.1499,18,1
1.1842,15,1.1839,11,1
1.2094,18,1.2092,14,1
1.2786,23,1.2783,19,1
1.2603,18,1.26,14,1
1.2523,18,1.252,14,1
1.2283,17,1.228,13,1
1.3082,23,1.308,19,1
1.3299,23,1.3296,19,1
1.352,21,1.3517,17,1
1.3872,15,1.387,11,1
1.3874,10,1.3871,6,1
1.3575,11,1.3573,7,1
1.2732,15,1.2729,11,1
0.73749,26,0.73722,22,1
0.38975,29,0.38948,25,1
0.85986,18,0.85959,14,1
1.5179,10,1.5177,6,1
1.6574,10,1.6571,6,1
1.5241,10,1.5238,6,1
1.2982,10,1.2979,6,1
1.5692,11,1.5689,7,1
1.5861,11,1.5858,7,1
1.631,11,1.6307,7,1
1.5807,11,1.5804,7,1
1.6149,10,1.6146,6,1
1.6032,10,1.6029,6,1
1.5803,10,1.58,6,1
1.5357,10,1.5355,6,1
1.4965,9,1.4962,5,1
1.563,9,1.5627,5,1
1.5743,9,1.574,5,1
1.4564,9,1.4561,5,1
1.4504,9,1.4501,5,1
1.3834,8,1.3832,4,1
1.4194,15,1.4191,11,1
1.4893,18,1.489,14,1
1.5146,8,1.5143,4,1
1.4998,8,1.4995,4,1
1.5052,8,1.505,4,1
1.4984,21,1.4982,17,1
1.4857,40,1.4854,36,1
1.4749,40,1.4746,36,1
1.4462,40,1.446,36,1
1.4272,40,1.4269,36,1
1.4811,40,1.4809,36,1
1.4887,40,1.4885,36,1
1.366,40,1.3657,36,1
1.2128,31,1.2125,27,1
1.3923,42,1.3921,38,1
1.426,42,1.4258,38,1
1.4065,42,1.4063,38,1
1.3827,42,1.3824,38,1
1.4046,43,1.4044,39,1
1.4265,30,1.4262,26,1
1.469,13,1.4687,9,1
1.5098,9,1.5095,5,1
1.4961,9,1.4958,5,1
1.4659,9,1.4657,5,1
1.4224,9,1.4221,5,1
1.383,9,1.3828,5,1
1.4269,15,1.4266,11,1
1.4802,9,1.4799,5,1
1.5219,10,1.5216,6,1
1.5563,10,1.556,6,1
1.5766,10,1.5763,6,1
1.5766,10,1.5763,6,1
1.5707,9,1.5705,5,1
1.5624,9,1.5621,5,1
1.5615,9,1.5612,5,1
1.5809,9,1.5807,5,1
1.5893,9,1.589,5,1
1.5935,9,1.5933,5,1
1.5922,9,1.5919,5,1
1.5414,9,1.5411,5,1
1.5404,9,1.5402,5,1
1.6042,9,1.6039,5,1
1.619,9,1.6188,5,1
1.6068,9,1.6065,5,1
1.6203,9,1.6201,5,1
1.597,9,1.5968,5,1
1.605,9,1.6047,5,1
1.5224,8,1.5221,4,1
1.5333,8,1.533,4,1
1.3047,8,1.3045,4,1
1.318,7,1.3178,3,1
1.076,7,1.0757,3,1
1.0781,9,1.0779,5,1
1.1591,11,1.1588,7,0
0.92707,8,0.92681,4,0
1.262,11,1.2617,7,0
0.63396,27,0.63369,23,0
0.81343,31,0.81316,27,0
0.67354,44,0.67327,40,0
0.42548,38,0.42521,34,0
0.58566,40,0.5854,36,0
0.39372,40,0.39345,36,0
0.29563,42,0.29536,38,0
0.38951,42,0.38925,38,0
0.42767,48,0.4274,44,0
0.38398,40,0.38371,36,0
0.41731,46,0.41704,42,0
0.38673,41,0.38647,37,0
0.32106,46,0.3208,42,0
0.23265,87,0.23238,83,0
0.21897,94,0.21871,90,0
0.16313,89,0.16286,85,0
0.19026,93,0.19,89,0
0.19909,86,0.19882,82,0
0.22245,90,0.22218,86,0
0.19118,99,0.19091,95,0
0.2113,94,0.21104,90,0
0.22166,77,0.22139,73,0
0.20363,48,0.20337,44,0
0.42791,27,0.42765,23,0
0.80551,14,0.80524,10,0
0.44864,15,0.44838,11,0
0.34559,23,0.34532,19,0
0.57303,20,0.57276,16,0
0.50182,24,0.50155,20,0
0.49374,38,0.49347,34,0
0.7615,14,0.76123,10,0
0.76238,15,0.76212,11,0
0.742,23,0.74173,19,0
0.6954,24,0.69513,20,0
0.66123,22,0.66096,18,0
0.59341,21,0.59314,17,0
0.73478,14,0.73452,10,0
0.74965,18,0.74939,14,0
0.92778,14,0.92751,10,0
0.95118,19,0.95091,15,0
0.87277,19,0.8725,15,0
0.63807,25,0.63781,21,0
0.53476,37,0.5345,33,0
0.48622,33,0.48595,29,0
0.7015,24,0.70124,20,0
0.92498,37,0.92471,33,0
0.50471,42,0.50444,38,0
0.50886,39,0.50859,35,0
0.52391,38,0.52364,34,1
0.57397,38,0.5737,34,1
0.78221,20,0.78194,16,1
1.4114,10,1.4111,6,1
0.86468,10,0.86441,6,1
0.64686,10,0.64659,6,1
0.53303,11,0.53276,7,1
0.98488,10,0.98461,6,1
1.3337,11,1.3334,7,1
1.4151,10,1.4148,6,1
1.0968,24,1.0966,20,1
0.74928,49,0.74901,45,1
0.61255,38,0.61229,34,1
0.87414,26,0.87387,22,1
0.50782,41,0.50755,37,1
0.46953,37,0.46926,33,1
0.76712,31,0.76685,27,1
0.62328,41,0.62301,37,0
0.61578,41,0.61551,37,0
0.45544,40,0.45518,36,0
0.38821,40,0.38795,36,0
0.4175,63,0.41723,59,0
0.32603,42,0.32577,38,0
0.38081,94,0.38055,90,0
0.42205,114,0.42178,110,0
0.45591,37,0.45564,33,0
0.79475,30,0.79448,26,0
0.82378,37,0.82351,33,0
0.91558,32,0.91531,28,0
0.8865,25,0.88623,21,0
0.86972,23,0.86945,19,0
0.87535,30,0.87508,26,0
0.87969,32,0.87942,28,0
0.86837,37,0.8681,33,0
0.84934,30,0.84907,26,0
0.8092,35,0.80893,31,0
0.7597,27,0.75943,23,0
0.92208,15,0.92181,11,0
0.89701,13,0.89674,9,0
0.82396,15,0.82369,11,0
0.65835,24,0.65808,20,0
0.57947,20,0.57921,16,0
0.61542,24,0.61516,20,0
0.54502,24,0.54475,20,0
0.54777,21,0.5475,17,0
0.65526,26,0.65499,22,0
0.33883,32,0.33856,28,0
0.44934,25,0.44907,21,0
0.59946,23,0.5992,19,0
0.3573,41,0.35704,37,0
0.35563,41,0.35536,37,0
0.25084,81,0.25057,77,0
0.23299,76,0.23272,72,0
0.32867,80,0.3284,76,0
0.59677,47,0.5965,43,0
0.19495,39,0.19468,35,0
0.32231,29,0.32204,25,0
0.26889,37,0.26863,33,0
0.28397,52,0.2837,48,0
0.36837,132,0.3681,128,0
0.36146,154,0.3612,150,0
0.39982,181,0.39956,177,0
0.309,188,0.30873,184,0
0.2989,208,0.29863,204,0
0.17068,148,0.17041,144,0
0.25743,144,0.24869,137,0
0.23267,79,0.069542,72,0
0.25622,71,0.093086,64,0
0.14773,37,0,30,0
0.46623,40,0.31849,33,0
0.39508,28,0.24734,21,0
0.53456,29,0.38683,22,0
0.37046,34,0.22273,27,0
0.49236,33,0.34463,26,0
0.56736,27,0.41963,20,0
0.50325,41,0.35552,34,0
0.29973,80,0.152,73,0
0.25788,76,0.11015,69,0
0.24524,91,0.097512,84,0
0.26313,93,0.1154,86,0
0.28138,87,0.13365,80,0
0.25813,66,0.1104,59,0
0.31601,45,0.16827,38,0
0.2318,42,0.084066,35,0
0.35802,53,0.21029,46,0
0.27255,85,0.12482,78,0
0.26234,92,0.11461,85,0
0.3402,84,0.19247,77,0
0.30215,101,0.15442,94,0
0.24838,106,0.10065,99,0
0.24207,106,0.09434,99,0
0.21349,104,0.065762,97,0
0.25033,121,0.1026,114,0
0.22598,117,0.078248,110,0
0.24067,116,0.092939,109,0
0.23936,98,0.091627,91,0
0.34615,109,0.19841,102,0
0.24763,107,0.099898,100,0
0.20904,94,0.061304,87,0
0.20723,114,0.059499,107,0
0.23891,108,0.091181,101,0
0.19471,128,0.04698,121,0
0.25544,99,0.10771,92,0
0.23034,103,0.08261,96,0
0.30588,105,0.15815,98,0
0.21078,102,0.063053,95,0
0.20367,108,0.055939,101,0
0.22163,138,0.073901,131,0
0.1626,148,0.014864,141,0
0.52189,86,0.37416,79,0
0.54103,56,0.3933,49,0
0.36018,58,0.21245,51,0
0.34446,58,0.19673,51,0
0.30295,49,0.15522,42,0
0.32637,52,0.17863,45,0
0.52852,45,0.38078,38,0
0.41812,46,0.27039,39,0
0.34007,52,0.19234,45,0
0.35677,57,0.20904,50,0
0.30017,57,0.15244,50,0
0.38911,48,0.24138,41,0
0.4466,43,0.29887,36,0
0.26536,70,0.11763,63,0
0.42206,45,0.27433,38,0
0.46812,40,0.32039,33,0
0.74827,38,0.60053,31,0
0.4287,35,0.28097,28,0
0.63773,37,0.49,30,0
0.38868,97,0.24095,90,0
0.24764,121,0.099912,114,0
0.39292,66,0.24519,59,0
0.50096,73,0.35322,66,0
0.34404,82,0.19631,75,0
0.60014,42,0.45241,35,0
0.37007,82,0.22234,75,0
0.56489,83,0.41716,76,0
0.38888,140,0.24114,133,0
0.16529,68,0.017558,61,0
0.90379,44,0.75606,37,1
0.96953,30,0.8218,23,1
0.76884,20,0.62111,13,1
0.41026,18,0.26252,11,1
0.48124,18,0.33351,11,1
0.74145,12,0.59371,5,1
1.1527,12,1.005,5,1
0.85516,16,0.70743,9,1
1.27,20,1.1222,13,1
1.1281,9,0.98034,2,1
1.3106,9,1.1629,2,1
1.6079,9,1.4602,2,1
1.5946,10,1.4469,3,1
1.1967,10,1.0489,3,1
0.52619,50,0.37846,43,1
0.37548,56,0.22775,49,1
0.48062,44,0.33289,37,1
0.50296,55,0.35523,48,1
0.29757,45,0.14984,38,1
0.53147,55,0.38374,48,1
0.36017,49,0.21243,42,1
0.37064,53,0.22291,46,1
0.39213,47,0.2444,40,1
0.30135,48,0.15362,41,0
0.26824,44,0.12051,37,0
0.33615,62,0.18842,55,0
0.28922,116,0.14148,109,0
0.38945,71,0.24172,64,0
0.3432,64,0.19547,57,0
0.22665,161,0.07892,154,0
0.23199,163,0.084256,156,0
0.27673,125,0.12899,118,0
0.29612,118,0.14839,111,0
0.24543,110,0.097698,103,0
0.24542,89,0.097685,82,0
0.27191,86,0.12418,79,0
0.32094,88,0.17321,81,0
0.23208,82,0.08435,75,0
0.28536,94,0.13763,87,0
0.39633,85,0.2486,78,0
0.39163,70,0.2439,63,0
0.46422,23,0,0,0
0.43396,20,0,0,0
0.53025,22,0.096295,2,0
0.51252,20,0.078566,0,0
0.44568,19,0.011724,0,1
0.59642,15,0.16246,0,1
0.50097,15,0.067013,0,1
0.50173,23,0.067772,8,1
0.69438,27,0.26042,12,1
0.67899,27,0.24503,12,1
0.69237,23,0.25842,8,1
0.57169,31,0.13773,16,1
0.71063,29,0.27667,14,1
0.70719,26,0.27323,11,1
0.75991,22,0.32596,7,1
0.51375,26,0.0798,11,1
0.59893,33,0.16497,18,1
0.66323,31,0.22927,16,1
1.0038,16,0.56982,1,1
0.77198,18,0.33802,3,1
0.81027,28,0.37631,13,1
0.74182,37,0.30787,22,1
0.92365,40,0.4897,25,1
1.0775,33,0.64356,18,1
1.0533,34,0.61937,19,1
1.0478,34,0.6138,19,1
1.042,34,0.60803,19,1
1.0995,10,0.66557,0,1
1.3538,9,0.91988,0,1
1.4161,9,0.98218,0,1
1.4343,9,1.0003,0,1
1.367,9,0.93308,0,1
1.1848,9,0.75084,0,1
1.2233,9,0.78934,0,1
1.2208,9,0.78683,0,1
1.3798,11,0.94588,2,1
1.2681,9,0.83417,0,1
1.0468,11,0.61288,2,1
0.87001,10,0.43605,1,1
1.1569,9,0.72293,0,1
1.4678,10,1.0339,1,1
1.3913,10,0.95736,1,1
1.4815,10,1.0475,1,1
1.3228,9,0.88886,0,1
1.2309,11,0.7969,2,1
1.4398,9,1.0058,0,1
1.4752,9,1.0412,0,1
1.4502,9,1.0162,0,1
1.3756,9,0.94168,0,1
1.4166,9,0.9826,0,1
1.3741,10,0.94014,1,1
1.5091,10,1.0751,1,1
1.4878,10,1.0539,1,1
1.4695,10,1.0355,1,1
1.2011,10,0.76713,1,1
1.3219,9,0.8879,0,1
0.71995,8,0.286,0,1
0.44637,16,0.012418,8,1
0.32531,18,0,10,1
0.53292,9,0.20761,1,1
0.47692,10,0.15161,2,1
0.53466,24,0.20935,16,0
0.58892,8,0.26361,0,0
0.66574,10,0.34043,2,0
0.85086,7,0.52554,0,0
0.60688,7,0.28157,0,0
0.49423,11,0.16892,4,0
0.95754,10,0.63223,3,0
1.2903,10,0.96502,3,0
1.3341,10,1.0088,3,0
1.2236,10,0.89824,3,0
1.2103,10,0.88497,3,0
1.295,10,0.96972,3,0
1.2542,10,0.92885,3,0
1.0902,9,0.76492,2,0
0.9233,9,0.59799,2,0
0.89137,9,0.56605,2,0
0.80318,9,0.47787,2,0
0.47437,9,0.14906,2,0
0.88105,8,0.55574,1,0
0.87413,8,0.54882,1,0
0.69525,9,0.36994,2,0
0.70718,9,0.38187,2,0
0.49486,8,0.16955,1,0
0.68106,11,0.35575,4,0
0.52935,12,0.20404,5,0
0.58123,15,0.25591,8,1
0.40959,10,0.084279,3,1
0.78655,9,0.46124,2,1
1.0926,9,0.76726,2,1
0.8956,9,0.57028,2,1
0.84724,13,0.52193,6,1
1.1054,17,0.78008,10,1
0.79443,16,0.46912,9,1
0.65148,24,0.32617,17,1
0.73949,19,0.41418,12,1
0.91962,11,0.5943,4,1
0.9874,20,0.66208,13,1
1.2874,21,0.9621,14,1
0.88765,24,0.56233,17,1
0.98711,33,0.6618,26,1
0.95137,18,0.62606,11,1
1.1388,11,0.8135,4,1
0.94761,9,0.6223,2,1
1.151,10,0.82572,3,1
0.93868,10,0.61336,3,1
0.94029,15,0.61498,8,1
1.075,9,0.7497,2,1
0.76849,8,0.44318,1,1
0.74459,11,0.41927,4,1
0.93176,21,0.60645,14,1
0.78304,32,0.45772,25,1
0.83886,28,0.51355,21,1
0.66154,81,0.33623,74,1
0.80636,90,0.48105,83,1
0.89905,54,0.57374,47,1
1.1116,48,0.78625,41,1
0.91293,36,0.58762,29,1
0.96181,9,0.6365,2,1
1.1005,8,0.77524,1,1
0.79322,19,0.4679,12,1
0.72068,32,0.39537,25,1
0.78572,30,0.46041,23,1
0.97874,23,0.65343,16,1
0.99697,19,0.67166,12,1
1.0451,16,0.71974,9,1
1.1868,28,0.86149,21,1
1.0561,26,0.7308,19,1
1.0549,23,0.72961,16,1
0.8979,20,0.57259,13,1
0.77322,22,0.44791,15,1
0.68768,28,0.36237,21,1
0.72621,19,0.4009,12,1
0.77354,23,0.44823,16,1
0.83768,25,0.51237,18,1
0.64294,25,0.31763,18,1
0.59401,17,0.2687,10,1
0.56655,23,0.24124,16,1
0.72224,19,0.39692,12,1
0.90762,18,0.58231,11,1
0.66427,21,0.33895,14,1
0.6719,39,0.34659,32,1
0.94507,40,0.61976,33,1
1.0727,40,0.74737,33,1
1.0743,40,0.74898,33,1
