@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
1096.2,5.0075,366.06,0.67207,6,729.55,1.8372,344.53,0.67013,3,1
1100.3,4.9762,366.06,0.87125,7,733.67,1.8058,344.53,0.86931,4,1
1509.7,4.8611,366.06,0.89745,6,1143.1,1.6907,344.53,0.89551,3,1
1567.5,4.8101,366.06,0.69998,6,1200.8,1.6397,344.53,0.69805,3,1
1631.8,4.7915,366.06,0.94455,10,1265.2,1.6212,344.53,0.94261,7,1
1684.4,4.8204,366.06,0.88673,8,1317.7,1.65,344.53,0.88479,5,1
1321,4.8625,366.06,0.96145,8,954.36,1.6921,344.53,0.95951,5,1
1645.8,4.7534,366.06,0.98977,6,1279.1,1.5831,344.53,0.98783,3,1
1495.7,4.8659,366.06,0.79088,9,1129.1,1.6955,344.53,0.78894,6,1
1502.9,4.9632,366.06,0.84722,12,1136.2,1.7929,344.53,0.84529,9,1
1337.9,4.9307,710.6,0.8216,11,971.28,1.7603,689.06,0.81966,8,1
1652.2,4.7203,366.06,0.90083,12,1285.6,1.55,344.53,0.89889,9,1
1196.9,4.8697,366.06,0.95395,12,830.27,1.6994,344.53,0.95201,9,1
1430.2,4.8965,366.06,0.84082,7,1063.6,1.7262,344.53,0.83888,4,1
1753.6,4.7838,366.06,0.82359,11,1386.9,1.6135,344.53,0.82166,8,1
1457.1,4.8848,366.06,0.5964,10,1090.4,1.7145,344.53,0.59446,7,1
1506.7,4.7502,107.67,0.7544,6,1140.1,1.5799,86.133,0.75246,3,1
1179.9,4.996,344.53,0.72361,8,813.29,1.8256,323,0.72167,5,1
1395.1,4.9089,344.53,0.55621,13,1028.5,1.7386,323,0.55427,10,1
1357.8,5.0468,107.67,0.59358,7,991.18,1.8765,86.133,0.59164,4,1
1152.9,5.2428,344.53,0.95677,6,786.22,2.0724,323,0.95483,3,1
905.1,5.3429,323,0.86164,9,538.46,2.1726,301.46,0.8597,6,1
928.09,5.3534,323,0.827,10,561.45,2.183,301.46,0.82506,7,1
1243.9,5.2859,323,0.57716,9,877.26,2.1155,301.46,0.57522,6,1
1158,5.4941,323,0.34621,51,791.36,2.3238,301.46,0.34427,48,1
602.56,6.2203,86.133,0.28916,78,235.92,3.05,64.6,0.28722,75,1
826.91,5.3625,64.6,0.11079,23,460.27,2.1922,43.066,0.10885,20,1
761.78,5.0888,86.133,0.13139,20,395.14,1.9184,64.6,0.12945,17,1
781.63,5.0292,129.2,0.44174,12,414.99,1.5447,107.67,0.42599,9,1
864.16,4.8605,107.67,0.49906,3,497.52,1.376,86.133,0.47966,0,0
836.14,4.6347,21.533,0.36221,4,469.5,0.58341,0,0.3428,1,0
1008.1,4.6481,21.533,0.4109,7,641.49,0.48521,0,0.36723,4,0
873.18,4.6986,21.533,0.44292,13,506.54,0.53575,0,0.36939,10,0
370.13,5.1078,64.6,0.21664,8,3.4886,0.94494,43.066,0.14311,5,0
665.12,4.988,107.67,0.19823,11,298.48,0.82516,86.133,0.1247,8,0
796.06,4.966,21.533,0.48832,13,429.42,0.80319,0,0.41479,10,0
887.64,5.0831,129.2,0.6182,6,521,0.92027,107.67,0.54467,3,0
898.99,4.7628,107.67,0.60774,6,532.35,0.59998,86.133,0.50505,3,0
490.38,5.0511,129.2,0.4352,6,123.74,0.75538,107.67,0.33251,3,0
845.68,4.7649,107.67,0.46099,7,479.04,0.46924,86.133,0.3583,4,0
553,5.0632,129.2,0.48408,10,186.36,0.76754,107.67,0.38139,7,0
600.34,5.0042,129.2,0.43257,13,233.7,0.70853,107.67,0.32988,10,0
655.34,4.9289,107.67,0.32624,14,288.7,0.63315,86.133,0.22355,11,0
245.09,5.3249,193.8,0.43785,13,0,1.0292,172.27,0.33516,10,0
943.03,4.8087,107.67,0.31031,5,697.94,0.51298,86.133,0.20763,2,0
1241.1,4.6099,107.67,0.69235,1,995.99,0.31424,86.133,0.58966,0,0
1122.1,4.647,21.533,0.60357,3,877.03,0.35126,0,0.50089,2,0
752.77,4.8647,107.67,0.5488,4,507.68,0.569,86.133,0.44611,3,0
744.78,4.9274,107.67,0.53853,6,499.69,0.63167,86.133,0.43584,5,0
686.81,4.8349,21.533,0.13082,9,441.72,0.53915,0,0.028135,8,0
450.81,5.1212,258.4,0.30126,10,205.72,0.82554,236.87,0.19857,9,0
392.48,5.2605,129.2,0.49346,11,147.39,0.96479,107.67,0.39077,10,0
372.1,5.1944,129.2,0.58954,14,127.01,0.89873,107.67,0.48685,13,0
418.34,5.2478,129.2,0.71177,8,173.25,0.95204,107.67,0.60909,7,0
1196.4,4.7996,107.67,0.55651,6,951.35,0.50387,86.133,0.45382,5,1
1206.5,4.924,107.67,0.46454,9,961.46,0.62827,86.133,0.36185,8,1
1214,5.0541,689.06,0.79974,12,968.88,0.75838,667.53,0.69706,11,1
1410.6,4.9616,107.67,0.57403,12,1165.5,0.66591,86.133,0.47134,11,1
1944.3,4.8178,409.13,0.7245,14,1699.2,0.52207,387.6,0.62181,13,1
1419.8,4.8913,409.13,0.92179,7,1174.7,0.59561,387.6,0.8191,6,1
1845.1,4.6787,409.13,0.85773,7,1600,0.38298,387.6,0.75504,6,1
1387.9,4.8914,387.6,1.0749,7,1142.8,0.59567,366.06,0.97224,6,1
1261.3,4.979,387.6,0.71165,7,1016.2,0.68325,366.06,0.60896,6,1
1773.6,4.8612,366.06,0.5428,8,1528.5,0.56549,344.53,0.44011,7,1
1430.7,4.9363,344.53,0.89912,6,1185.6,0.6406,323,0.79643,5,1
1838.3,4.9222,323,0.89148,6,1593.2,0.62651,301.46,0.78879,5,1
1182.6,5.1436,344.53,0.8021,9,937.49,0.84786,323,0.69941,8,1
1000.8,5.2138,344.53,0.63989,6,755.74,0.91809,323,0.5372,5,1
1215,5.0826,107.67,0.54867,12,969.9,0.78691,86.133,0.44598,11,1
1200.2,5.0934,323,0.56153,11,955.16,0.79765,301.46,0.45884,10,1
847.66,5.2418,323,0.64362,11,602.57,0.94609,301.46,0.54093,10,1
872.18,5.3358,344.53,0.52096,10,627.09,1.0401,323,0.41827,9,1
947.07,5.3348,107.67,0.43703,13,701.98,1.0391,86.133,0.33434,12,1
1286.1,5.0999,21.533,0.72331,11,1041,0.80416,0,0.62062,10,1
923.71,5.176,323,0.56855,11,678.62,0.8803,301.46,0.46586,10,1
1488.9,4.8672,107.67,0.48315,12,1243.8,0.57152,86.133,0.38047,11,1
940.04,5.1088,344.53,0.70292,11,694.95,0.81309,323,0.60023,10,1
1402.5,4.8621,344.53,0.98468,10,1157.4,0.56635,323,0.88199,9,1
1069.5,5.1628,323,0.58645,14,824.36,0.86711,301.46,0.48376,13,1
1250.8,5.0421,107.67,0.6069,9,1005.7,0.59251,86.133,0.50421,8,1
729.99,5.5,301.46,0.641,8,484.9,1.0504,279.93,0.53831,7,1
744.57,5.5127,107.67,0.54332,15,499.48,1.063,86.133,0.44015,14,1
604.66,5.5138,129.2,0.53617,32,359.57,1.0642,107.67,0.433,31,1
527.83,5.5034,107.67,0.62532,16,282.74,1.0538,86.133,0.52214,15,1
935.68,4.9178,107.67,0.33353,11,690.6,0.46815,86.133,0.23036,10,1
417.1,5.3275,64.6,0.23451,8,172.01,0.87784,43.066,0.13134,7,1
458.27,5.1497,107.67,0.40352,11,213.18,0.70007,86.133,0.30035,10,0
914.66,4.7515,129.2,0.52877,10,669.58,0.30186,107.67,0.4256,9,0
576.2,4.8958,107.67,0.34323,7,331.11,0.44618,86.133,0.24006,6,0
787.39,4.7566,129.2,0.61819,4,542.3,0.30698,107.67,0.51501,3,0
407.28,5.0454,150.73,0.60565,4,162.19,0.5958,129.2,0.50248,3,0
813.65,4.6835,21.533,0.25424,10,568.56,0.23386,0,0.15107,9,0
808.33,4.8532,107.67,0.64172,8,563.24,0.40359,86.133,0.53855,7,0
632.31,5.2659,129.2,0.46137,11,387.22,0.81627,107.67,0.3582,10,0
1104.6,4.9274,21.533,0.52082,8,859.5,0.47774,0,0.41765,7,0
1039,4.9057,21.533,0.29684,13,793.87,0.45604,0,0.19367,12,0
686.27,5.2759,21.533,0.33323,19,441.18,0.82622,0,0.23006,18,0
1138.5,4.6503,21.533,0.34867,25,893.42,0.20066,0,0.2455,24,0
892.27,4.9018,21.533,0.42226,15,647.18,0.45221,0,0.31909,14,0
924.24,4.7489,107.67,0.48234,11,679.16,0.29931,86.133,0.37917,10,0
974.88,4.7824,107.67,0.13882,31,729.79,0.33281,86.133,0.035648,30,0
957.12,4.782,129.2,0.33407,29,712.03,0.33241,107.67,0.23089,28,0
1167.6,4.6022,107.67,0.6697,8,922.5,0.15259,86.133,0.56653,7,0
829.42,4.9606,150.73,0.25311,21,584.33,0.51098,129.2,0.14994,20,0
674.68,4.8932,107.67,0.62703,18,429.59,0.44356,86.133,0.52386,17,0
1019.2,4.7738,107.67,0.73424,9,774.11,0.32411,86.133,0.63107,8,0
738.88,4.8762,129.2,0.59037,22,493.79,0.42653,107.67,0.4872,21,0
764.4,4.8264,107.67,0.60006,6,519.31,0.37677,86.133,0.49689,5,0
565.1,4.9744,129.2,0.48162,12,320.02,0.52479,107.67,0.37845,11,0
1101.8,4.5669,129.2,0.48432,12,856.73,0.11725,107.67,0.38114,11,0
568.79,4.9525,107.67,0.52553,9,323.7,0.50291,86.133,0.42236,8,0
531.37,4.9917,150.73,0.66448,9,286.28,0.54206,129.2,0.56131,8,0
121.15,5.2804,129.2,0.14489,9,0,0.83078,107.67,0.041713,8,0
44.608,6.5996,839.79,0.21272,183,0,0,0,0,0,0
41.215,6.6246,236.87,0.31762,201,0,0.024987,0,0.1049,18,0
39.029,6.5888,279.93,0.3467,206,0,0,43.066,0.13398,23,0
44.787,6.595,172.27,0.29948,168,5.758,0.0061226,0,0.086762,0,0
62.126,6.4717,710.6,0.3173,129,23.098,0,538.33,0.10457,0,0
83.217,5.623,602.93,0.6966,37,44.188,0,430.66,0.48388,0,0
64.303,5.2395,689.06,0.8757,12,25.274,0,516.8,0.66298,0,0
81.106,5.515,732.13,0.63786,15,42.077,0.27548,559.86,0.42514,3,0
2.9508,5.5291,796.73,0.32092,28,0,0.28958,624.46,0.10819,16,0
49.537,5.4516,624.46,1.0243,11,46.587,0.21203,452.2,0.8116,0,0
249.83,5.2163,667.53,1.3952,11,246.88,0,495.26,1.1825,0,0
535,5.0023,689.06,1.4944,12,532.05,0,516.8,1.2817,1,1
938.05,4.6461,689.06,1.6357,12,935.1,0,516.8,1.423,1,1
1041.1,4.605,710.6,1.6231,12,1038.1,0,538.33,1.4103,1,1
939.12,4.4446,710.6,1.5998,12,936.17,0,538.33,1.3871,1,1
914.17,4.3101,689.06,1.5829,12,911.22,0,516.8,1.3701,1,1
929.13,4.2725,667.53,1.5462,12,926.18,0,495.26,1.3335,1,1
911.39,4.187,667.53,1.576,11,908.44,0,495.26,1.3633,0,1
772.86,4.2778,646,1.5142,11,769.91,0.090811,473.73,1.3014,0,1
734.23,4.2548,646,1.5528,11,731.28,0.067733,473.73,1.3401,0,1
662.45,4.1315,646,1.5332,11,659.5,0,473.73,1.3205,0,1
708.92,4.107,646,1.5617,11,705.96,0,473.73,1.349,0,1
640.92,4.2496,646,1.5064,11,637.97,0.14255,473.73,1.2937,0,1
603.99,4.2379,646,1.4689,11,601.04,0.13086,473.73,1.2562,0,1
607.26,4.3432,646,1.4748,11,604.31,0.23612,473.73,1.262,0,1
618.71,4.2966,646,1.4318,11,615.76,0.18959,473.73,1.2191,0,1
688.46,4.2334,646,1.4691,11,685.51,0.12634,473.73,1.2564,0,1
798.86,4.0847,646,1.5153,11,795.91,0,473.73,1.3025,0,1
739.45,4.143,624.46,1.4836,11,736.49,0.058343,452.2,1.2709,0,1
749.47,4.1561,646,1.4498,11,746.52,0.071392,473.73,1.2371,0,1
851.13,4.0633,646,1.5264,11,848.18,0,473.73,1.3136,0,1
885.28,4.1945,646,1.5128,11,882.33,0.13116,473.73,1.3001,0,1
994.5,4.2189,624.46,1.5799,12,991.55,0.15561,452.2,1.3671,1,1
881.5,4.354,624.46,1.5192,12,878.55,0.29067,452.2,1.3065,1,1
870.29,4.2406,624.46,1.5318,11,867.34,0.17732,452.2,1.3191,0,1
871.17,4.2751,624.46,1.5501,12,868.22,0.2118,452.2,1.3373,1,1
800.79,4.4771,624.46,1.5061,12,797.84,0.41373,452.2,1.2934,1,1
687.15,4.765,602.93,1.3906,11,684.2,0.70172,430.66,1.1779,0,1
647.03,4.8336,602.93,1.3829,16,644.08,0.77027,430.66,1.1702,5,1
631.51,4.9977,861.33,1.414,15,628.56,0.93435,689.06,1.2012,4,1
571.47,4.8174,861.33,1.428,15,568.52,0.75406,689.06,1.2153,4,1
451.82,4.8049,861.33,1.434,15,448.86,0.74156,689.06,1.2212,4,1
428.47,4.9072,861.33,1.4404,15,425.52,0.84384,689.06,1.2277,4,1
388.2,4.9934,839.79,1.4128,15,385.25,0.93006,667.53,1.2001,4,1
429.52,4.7854,818.26,1.5285,15,426.57,0.72203,646,1.3158,4,1
422.91,4.7239,818.26,1.4934,14,419.96,0.66063,646,1.2807,3,1
376.66,4.8049,818.26,1.5005,14,373.71,0.74156,646,1.2878,3,1
326.76,4.7972,818.26,1.5143,14,323.81,0.73386,646,1.3016,3,1
272.07,4.8085,796.73,1.4674,14,269.12,0.74517,624.46,1.2547,3,1
190.16,5.1234,796.73,1.3852,14,187.21,1.06,624.46,1.1725,3,1
142.05,5.1543,775.2,1.3494,13,139.1,1.091,602.93,1.1367,2,1
33.29,5.3581,710.6,0.73623,13,30.34,1.2948,538.33,0.52351,2,1
10.49,5.2875,689.06,1.2822,17,7.5388,1.2242,516.8,1.0695,6,1
69.618,5.3042,710.6,0.69966,18,66.667,1.2408,538.33,0.48694,7,1
181.88,5.0292,775.2,1.4075,13,178.93,0.96588,602.93,1.1947,2,1
164.84,5.1019,753.66,1.3888,13,161.89,1.0386,581.4,1.1761,2,1
83.734,5.1155,732.13,1.3403,13,80.783,1.0522,559.86,1.1276,2,1
23.094,5.3369,732.13,1.1183,12,20.143,1.2736,559.86,0.90554,1,1
31.654,5.4588,904.39,0.89309,20,28.703,1.3955,732.13,0.68037,9,1
56.24,5.4464,861.33,1.1005,17,53.289,1.3831,689.06,0.88773,6,1
62.859,5.5539,882.86,0.87893,21,59.908,1.4906,710.6,0.66621,10,1
65.442,5.5549,689.06,1.1046,18,62.491,1.4915,516.8,0.8919,7,1
104.76,5.6776,839.79,0.59105,21,101.81,1.6143,667.53,0.37833,10,1
116.55,5.7627,861.33,0.41774,33,113.59,1.6994,689.06,0.20502,22,1
72.727,5.5707,732.13,0.71113,23,69.776,1.5074,559.86,0.49841,12,1
29.745,5.3989,775.2,1.2739,13,26.794,1.3356,602.93,1.0612,2,1
13.23,5.4545,796.73,1.1155,16,10.279,1.3912,624.46,0.9028,5,1
29.214,5.2907,839.79,1.3639,15,26.264,1.2274,667.53,1.1512,4,1
51.877,5.1452,861.33,1.3792,15,48.926,1.0819,689.06,1.1665,4,1
50.141,5.1923,861.33,1.3905,15,47.19,1.129,689.06,1.1777,4,1
62.526,5.3239,861.33,1.3008,15,59.575,1.2605,689.06,1.0881,4,1
128.81,4.9909,882.86,1.433,16,125.86,0.92761,710.6,1.2203,5,1
145.54,4.9766,882.86,1.4153,16,142.59,0.91326,710.6,1.2026,5,1
155.47,5.0025,882.86,1.4312,16,152.52,0.93917,710.6,1.2185,5,1
163.35,5.0953,882.86,1.3812,16,160.4,1.032,710.6,1.1685,5,1
190.19,5.0624,882.86,1.3675,16,187.24,0.9991,710.6,1.1548,5,1
205.82,4.9599,904.39,1.3738,16,202.87,0.89659,732.13,1.1611,5,1
218.85,4.9388,882.86,1.4128,17,215.9,0.87546,710.6,1.2001,6,1
192.05,5.0143,882.86,1.3733,16,189.1,0.95095,710.6,1.1605,5,1
161.65,5.181,882.86,1.334,16,158.7,1.1177,710.6,1.1212,5,1
187.92,5.1513,904.39,1.3358,16,184.97,1.088,732.13,1.1231,5,1
246.46,5.0409,904.39,1.3657,19,243.51,0.9776,732.13,1.153,8,1
266.31,5.0121,925.93,1.4054,33,263.36,0.94881,753.66,1.1927,22,1
258.16,4.9867,925.93,1.4102,44,255.2,0.92342,753.66,1.1975,33,1
233.18,5.2502,925.93,1.2905,27,230.23,1.1869,753.66,1.0778,16,1
269.77,5.2581,646,1.2379,27,266.81,1.1948,473.73,1.0251,16,1
348.73,5.0923,646,1.3177,32,345.78,1.029,473.73,1.105,21,1
368.52,4.9887,646,1.36,37,365.57,0.92535,473.73,1.1473,26,1
364.96,4.9646,667.53,1.3537,35,362.01,0.90129,495.26,1.1409,24,1
389.81,4.9441,667.53,1.385,27,386.86,0.88073,495.26,1.1723,16,1
427.07,4.846,667.53,1.3993,25,424.12,0.78266,495.26,1.1865,14,1
411.16,4.9642,667.53,1.3709,20,408.21,0.90085,495.26,1.1582,9,1
357.3,5.0184,646,1.3586,25,354.35,0.95503,473.73,1.1459,14,1
371.56,4.9826,646,1.3974,28,368.61,0.91931,473.73,1.1847,17,1
337.69,5.0037,646,1.4088,28,334.74,0.94036,473.73,1.1961,17,1
346.25,5.0352,646,1.4187,15,343.3,0.97193,473.73,1.206,4,1
326.7,4.8824,624.46,1.4211,13,323.75,0.81906,452.2,1.2084,2,1
313.86,4.997,624.46,1.3778,26,310.91,0.93363,452.2,1.165,15,1
267.02,4.9371,904.39,1.3275,25,264.06,0.87373,732.13,1.1147,14,1
303.55,4.8625,904.39,1.3749,27,300.6,0.79922,732.13,1.1621,16,1
323.87,4.9627,624.46,1.3282,21,320.92,0.89942,452.2,1.1155,10,1
291.4,4.9713,624.46,1.3226,22,288.44,0.90794,452.2,1.1099,11,1
246.41,4.9452,646,1.4021,12,243.46,0.88184,473.73,1.1894,1,1
197.3,4.9691,646,1.3984,11,194.35,0.90574,473.73,1.1857,0,1
205.48,4.9086,667.53,1.3549,11,202.53,0.84528,495.26,1.1422,0,1
204.01,5.0482,667.53,1.2883,11,201.06,0.98485,495.26,1.0755,0,1
262.45,4.8994,667.53,1.343,11,259.5,0.83606,495.26,1.1303,0,1
299.55,4.9494,667.53,1.3307,17,296.6,0.88605,495.26,1.1179,6,1
336.21,4.9809,689.06,1.2835,13,333.26,0.91761,516.8,1.0708,2,1
438.52,4.9732,689.06,1.2994,12,435.57,0.9099,516.8,1.0867,1,1
550.57,4.9975,710.6,1.2582,12,547.62,0.93418,538.33,1.0455,1,1
702.68,4.812,732.13,1.3491,14,699.73,0.74866,559.86,1.1363,3,1
796.15,5.1136,753.66,1.0965,40,793.2,1.0503,581.4,0.88378,29,1
1150.7,5.2432,1830.3,0.75491,35,1147.8,1.1799,1658.1,0.54219,24,1
1218.7,5.3037,1098.2,0.80216,32,1215.7,1.2404,925.93,0.58944,21,1
1397.9,5.2797,1098.2,0.67282,33,1395,1.2164,925.93,0.4601,22,1
1299.6,5.1779,753.66,0.76933,33,1296.7,1.1145,581.4,0.55661,22,1
1319.7,5.2005,1808.8,0.6564,35,1316.8,1.1371,1636.5,0.44368,24,1
1818.6,5.2416,2174.9,0.87442,39,1815.7,1.1783,2002.6,0.6617,28,1
2041.6,5.2734,2153.3,0.86824,39,2038.6,1.2101,1981.1,0.65552,28,1
3518,5.3864,2217.9,0.78739,39,3515,1.3231,2045.7,0.57466,28,1
5978.9,5.5908,2217.9,0.60625,42,5976,1.5275,2045.7,0.39353,31,1
7088.9,5.6273,2605.5,0.57562,45,7086,1.564,2433.3,0.36289,34,1
6899,5.6062,2584,0.6321,45,6896.1,1.5429,2411.7,0.41937,34,1
7078.7,5.6525,2605.5,0.57988,46,7075.8,1.5892,2433.3,0.36716,35,1
6914.5,5.6702,1851.9,0.43627,44,6911.5,1.6069,1679.6,0.22355,33,1
5962.2,5.741,1528.9,0.4962,42,5959.3,1.6776,1356.6,0.28348,31,1
6765.2,5.6723,2627.1,0.82778,46,6762.3,1.609,2454.8,0.61505,35,1
6934,5.7143,2627.1,0.6834,47,6931.1,1.651,2454.8,0.47068,36,1
6834.3,5.6951,2648.6,0.97385,48,6831.3,1.6318,2476.3,0.76113,37,1
6840.5,5.6308,2648.6,1.0977,48,6837.6,1.5674,2476.3,0.88498,37,1
6973.1,5.5744,2648.6,1.1456,48,6970.2,1.5111,2476.3,0.93288,37,1
7179.1,5.5472,1507.3,1.0751,48,7176.1,1.4839,1335.1,0.86236,37,1
7092.6,5.5233,1507.3,1.0368,43,7089.6,1.46,1335.1,0.82404,32,1
7175.1,5.6033,1507.3,0.99366,37,7172.2,1.5399,1335.1,0.78093,26,1
7176.9,5.6787,1485.8,0.92108,28,7173.9,1.6154,1313.5,0.70836,17,1
7482.8,5.6683,1485.8,0.92736,29,7479.9,1.605,1313.5,0.71464,18,1
7466.7,5.6235,1485.8,0.96543,33,7463.7,1.5601,1313.5,0.75271,22,1
7902.1,5.6634,1464.3,0.98003,40,7899.2,1.6001,1292,0.76731,29,1
7509.1,5.5665,1464.3,0.98024,37,7506.1,1.5031,1292,0.76752,26,1
7612.6,5.5871,1464.3,0.98948,34,7609.6,1.5238,1292,0.77676,23,1
7338.2,5.6055,1464.3,0.9973,38,7335.2,1.5422,1292,0.78458,27,1
7071.8,5.6128,1464.3,0.94784,41,7068.8,1.5495,1292,0.73512,30,1
7161.6,5.5738,1464.3,0.91955,36,7158.7,1.5105,1292,0.70683,25,1
6950.7,5.5821,1442.7,0.93381,38,6947.7,1.5188,1270.5,0.72109,27,1
6961.6,5.5644,1442.7,0.95355,33,6958.6,1.501,1270.5,0.74083,22,1
6803.2,5.567,1442.7,0.84812,36,6800.2,1.5037,1270.5,0.63539,25,1
6923,5.5565,1421.2,0.84226,51,6920.1,1.4932,1248.9,0.62954,40,1
6537.1,5.4778,2777.8,0.89892,51,6534.1,1.4145,2605.5,0.6862,40,1
6079.8,5.5196,2777.8,0.7518,51,6076.8,1.4562,2605.5,0.53907,40,1
6987.7,5.4869,2842.4,0.7614,51,6984.8,1.4235,2670.1,0.54868,40,1
6397,5.5017,2777.8,0.46605,50,6394.1,1.4384,2605.5,0.25333,39,1
5962.5,5.5143,2907,0.66229,53,5959.6,1.451,2734.7,0.44957,42,1
5454.6,5.3812,2863.9,0.5915,51,5451.7,1.3179,2691.7,0.37878,40,1
5058.1,5.3824,2907,0.82934,53,5055.1,1.3191,2734.7,0.61662,42,1
4684.3,5.2898,2799.3,0.82737,51,4681.3,1.2264,2627.1,0.61465,40,1
5170.5,5.3694,1571.9,1.0232,37,5167.5,1.3061,1399.7,0.81047,26,1
5009.1,5.2657,1528.9,0.8188,33,5006.1,1.2024,1356.6,0.60608,22,1
4683.4,5.27,1550.4,0.88833,33,4680.5,1.2066,1378.1,0.67561,22,1
5072.6,5.2834,1528.9,0.82679,39,5069.6,1.2201,1356.6,0.61406,28,1
5003.2,5.259,1507.3,0.9245,39,5000.2,1.1957,1335.1,0.71177,28,1
4938.6,5.2784,1528.9,0.79755,31,4935.7,1.2151,1356.6,0.58483,20,1
4343.6,5.2784,1485.8,0.92812,35,4340.7,1.2151,1313.5,0.7154,24,1
3597.4,5.0981,1485.8,0.95424,29,3594.4,1.0348,1313.5,0.74152,18,1
3806.9,5.1602,1464.3,0.87577,38,3803.9,1.0968,1292,0.66305,27,1
2888.2,5.0227,1442.7,1.1678,52,2885.2,0.95939,1270.5,0.95509,41,1
2835.6,5.0555,2842.4,1.0406,52,2832.7,0.99214,2670.1,0.82784,41,1
2652.4,5.0437,2777.8,0.89268,51,2649.5,0.98042,2605.5,0.67996,40,1
2836.7,5.1833,2756.2,0.80504,50,2833.7,1.1199,2584,0.59232,39,1
2241.4,4.8673,2734.7,1.2499,50,2238.4,0.80397,2562.5,1.0372,39,1
2059.1,4.709,2713.2,1.3093,49,2056.1,0.64564,2540.9,1.0965,38,1
2557.1,5.0802,1615,0.85657,45,2554.1,1.0168,1442.7,0.64385,34,1
2022.9,4.6423,2907,1.3319,53,2020,0.57899,2734.7,1.1192,42,1
1986.5,4.7231,2907,1.3261,53,1983.6,0.65982,2734.7,1.1134,42,1
1734.3,4.7214,2863.9,1.2834,53,1731.4,0.6581,2691.7,1.0706,42,1
1894.1,4.7894,2885.4,1.1863,52,1891.2,0.72607,2713.2,0.9736,41,1
1629.4,4.7888,2648.6,1.3116,48,1626.4,0.72545,2476.3,1.0989,37,1
1571.5,4.7047,2670.1,1.2703,48,1568.6,0.64142,2497.9,1.0576,37,1
1659.7,4.786,1356.6,1.2029,49,1656.7,0.72264,1184.3,0.99013,38,1
1634.2,4.6276,1356.6,1.2484,49,1631.2,0.56431,1184.3,1.0357,38,1
1660.2,4.6546,1378.1,1.2142,49,1657.3,0.59123,1205.9,1.0014,38,1
1665.6,4.6188,1378.1,1.2279,49,1662.7,0.55546,1205.9,1.0152,38,1
1614,4.6012,1378.1,1.2369,50,1611,0.53789,1205.9,1.0242,39,1
1612.2,4.6209,1378.1,1.2539,50,1609.2,0.55754,1205.9,1.0412,39,1
1473.8,4.6309,2713.2,1.2919,49,1470.8,0.56756,2540.9,1.0792,38,1
1445,4.6995,2713.2,1.2738,49,1442.1,0.63622,2540.9,1.0611,38,1
1506.1,4.8843,2670.1,1.1283,48,1503.1,0.82095,2497.9,0.91559,37,1
1250.2,4.8385,2885.4,1.3471,49,1247.2,0.77522,2713.2,1.1344,38,1
1276.3,4.7824,1571.9,1.297,48,1273.3,0.71911,1399.7,1.0842,37,1
1238.6,4.9518,1550.4,1.0852,38,1235.7,0.88852,1378.1,0.87248,27,1
1079.2,4.8658,2756.2,1.0762,45,1076.3,0.80244,2584,0.86352,34,1
831.02,4.8997,2713.2,1.1211,49,828.07,0.83643,2540.9,0.9084,38,1
729.51,4.7709,2691.7,1.3325,49,726.56,0.70753,2519.4,1.1198,38,1
624.95,4.8174,2691.7,1.2589,49,622,0.75406,2519.4,1.0462,38,1
536.32,4.8321,2648.6,1.2287,48,533.37,0.7688,2476.3,1.0159,37,1
477.02,4.8081,2648.6,1.2903,48,474.07,0.74476,2476.3,1.0776,37,1
403.76,4.8442,2627.1,1.2068,48,400.8,0.78092,2454.8,0.99409,37,1
355.54,4.877,2627.1,1.2,48,352.59,0.81364,2454.8,0.98729,37,1
358.93,4.9025,968.99,1.172,48,355.98,0.83916,796.73,0.9593,37,1
360.2,4.8747,968.99,1.1525,46,357.25,0.81143,796.73,0.93975,35,1
342.81,4.9133,968.99,1.093,43,339.86,0.84998,796.73,0.8803,32,1
310.49,4.9212,968.99,1.1038,35,307.54,0.85787,796.73,0.89109,24,1
301.79,4.8524,968.99,1.1373,30,298.84,0.78911,796.73,0.92456,19,1
300.59,4.8837,968.99,1.2312,33,297.64,0.82039,796.73,1.0185,22,1
316.19,4.8323,968.99,1.3208,32,313.24,0.76898,796.73,1.1081,21,1
314.31,4.7995,968.99,1.3821,28,311.36,0.73618,796.73,1.1693,17,1
324.85,4.8283,990.53,1.3412,23,321.9,0.76499,818.26,1.1285,12,1
342.96,4.8209,1012.1,1.3443,28,340.01,0.75759,839.79,1.1315,17,1
316.59,4.799,1012.1,1.3396,36,313.64,0.73572,839.79,1.1268,25,1
342.29,4.766,1012.1,1.3634,36,339.34,0.70273,839.79,1.1507,25,1
337.47,4.7654,1012.1,1.3521,41,334.52,0.70204,839.79,1.1394,30,1
