@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
422.27,4.894,21.533,380.3,1.0188,0,1
423.01,4.8827,64.6,381.04,1.0076,43.066,1
738.32,4.5344,64.6,696.35,0.65927,43.066,1
723.41,4.6915,21.533,681.44,0.81635,0,1
367.66,5.0171,43.066,325.69,1.142,21.533,1
182.31,5.2932,64.6,140.34,1.4181,43.066,1
458.79,4.717,64.6,416.82,0.8418,43.066,1
1043.7,4.076,43.066,1001.7,0.20083,21.533,0
567.65,4.5202,21.533,525.68,0.64507,0,0
298.39,4.8656,64.6,256.42,0.99048,43.066,0
575.37,4.4503,43.066,533.4,0.5751,21.533,0
755.22,4.2819,21.533,713.25,0.40673,0,0
298.66,4.9201,43.066,256.69,1.045,21.533,0
220.3,5.0401,64.6,178.33,1.165,43.066,0
362.79,4.8203,43.066,320.82,0.94517,21.533,0
680,4.4835,43.066,638.03,0.60835,21.533,0
515.5,4.5929,43.066,473.53,0.71776,21.533,0
307.17,4.942,64.6,265.2,1.0668,43.066,0
909.83,4.3258,21.533,867.86,0.45062,0,0
614.5,4.4587,21.533,572.52,0.58355,0,0
231.85,5.0264,64.6,189.88,1.1512,43.066,0
568.38,4.6283,64.6,526.41,0.75311,43.066,0
504.91,4.699,21.533,462.94,0.8238,0,0
601.42,4.6401,43.066,559.44,0.76498,21.533,0
309.62,5.2727,86.133,267.64,1.3976,64.6,0
117.87,5.978,710.6,0,0,0,0
115.37,5.902,925.93,0,0,215.33,0
124.65,5.9599,1916.5,9.2819,0.05784,1205.9,0
150.46,6.0704,882.86,35.092,0.16834,172.27,0
171.35,6.1995,882.86,55.979,0.29745,172.27,1
142.78,5.9614,538.33,27.409,0.059337,0,1
1136.9,5.0112,495.26,1021.6,0,0,1
1649.9,4.959,452.2,1534.6,0,0,1
1384.8,4.7921,430.66,1269.5,0,0,1
1560.4,4.921,430.66,1445,0.12895,0,1
1801.9,5.0678,452.2,1686.5,0.27574,21.533,1
1890.9,4.9475,452.2,1775.5,0.15547,21.533,1
2159.2,4.7629,452.2,2043.8,0,21.533,1
2296.6,4.9484,473.73,2181.2,0.18546,43.066,1
2288.7,5.0193,452.2,2173.3,0.25641,21.533,1
2519.6,5.1809,452.2,2404.3,0.41804,21.533,1
2696.7,4.883,473.73,2581.4,0.12006,43.066,1
2819.5,5.0428,473.73,2704.1,0.27993,43.066,1
2954.2,5.1445,473.73,2838.8,0.38161,43.066,1
3646.1,5.0022,473.73,3530.7,0.23929,43.066,1
3373.3,4.6852,495.26,3257.9,0,64.6,1
3456.2,4.7863,495.26,3340.8,0.10107,64.6,1
3346.5,4.791,473.73,3231.1,0.10576,43.066,1
2994.2,4.7776,473.73,2878.9,0.092342,43.066,1
2886.6,4.723,473.73,2771.2,0.037783,43.066,1
2807,4.6788,473.73,2691.6,0,43.066,1
2938.5,4.7722,473.73,2823.1,0.093433,43.066,1
2741.6,4.8345,473.73,2626.3,0.15566,43.066,1
2835.6,4.708,495.26,2720.3,0.029164,64.6,1
2892.1,4.5987,495.26,2776.8,0,64.6,1
3158.9,4.7777,495.26,3043.5,0.17896,64.6,1
3208.5,4.6662,495.26,3093.1,0.067518,64.6,1
3202.8,4.7891,495.26,3087.4,0.19034,64.6,1
3154.8,4.7688,516.8,3039.5,0.17009,86.133,1
3125.3,4.9864,516.8,3009.9,0.38763,86.133,1
3239,4.8492,516.8,3123.6,0.25049,86.133,1
3401,4.692,516.8,3285.6,0.093312,86.133,1
3488.5,4.6537,516.8,3373.1,0.054918,86.133,1
3574.4,4.6985,516.8,3459,0.099802,86.133,1
3691.7,4.5767,516.8,3576.4,0,86.133,1
3765.1,4.665,516.8,3649.8,0.088275,86.133,1
3802.2,4.5484,516.8,3686.8,0,86.133,1
3862.6,4.5698,516.8,3747.2,0.021491,86.133,1
3945.9,4.6552,516.8,3830.6,0.10686,86.133,1
3946.7,4.7126,516.8,3831.3,0.16428,86.133,1
3978.1,4.6038,516.8,3862.8,0.055443,86.133,1
3844.5,4.4398,516.8,3729.1,0,86.133,1
3541.9,4.3479,516.8,3426.6,0,86.133,1
3345.1,4.2793,516.8,3229.7,0,86.133,1
3333.4,4.2716,516.8,3218,0,86.133,1
3516.8,4.1715,516.8,3401.4,0,86.133,1
3847.1,4.0341,538.33,3731.7,0,107.67,1
3221.8,4.0921,538.33,3106.5,0.058035,107.67,1
2640.3,4.2823,538.33,2525,0.24826,107.67,1
1751.2,4.4108,538.33,1635.8,0.37675,107.67,1
1523,4.4235,516.8,1407.6,0.38942,86.133,1
461.65,5.0857,473.73,346.28,1.0516,43.066,1
60.931,5.6307,430.66,0,1.5966,0,1
147.99,6.0514,2067.2,87.061,2.0174,1636.5,1
134.01,5.9181,516.8,73.079,1.884,86.133,1
130.47,5.9012,538.33,69.536,1.8671,107.67,1
95.505,5.5699,516.8,34.573,1.5358,86.133,0
106.98,5.8109,538.33,46.051,1.7769,107.67,0
98.679,5.6997,495.26,37.748,1.6657,64.6,0
103.24,5.9707,258.4,42.308,1.9366,0,0
99.19,5.7377,129.2,38.258,1.7036,0,0
104.11,5.8126,86.133,43.181,1.7785,0,0
114.17,5.8524,301.46,53.237,1.8184,215.33,0
125.79,5.8772,1959.5,64.858,1.8431,1873.4,0
115.73,5.7521,1981.1,54.796,1.718,1894.9,0
96.045,5.6661,1851.9,35.113,1.632,1765.7,0
140.92,5.9512,1959.5,79.991,1.9171,1873.4,0
134.57,5.9086,2024.1,73.64,1.8745,1938,0
145.59,5.9902,193.8,84.657,1.9562,107.67,0
148.98,6.0362,2067.2,88.044,2.0021,1981.1,0
130.19,5.8703,2002.6,69.261,1.8363,1916.5,0
136.73,5.9571,215.33,75.799,1.923,129.2,0
132.37,5.9824,236.87,71.441,1.9483,150.73,0
114.67,5.9424,193.8,53.742,1.9084,107.67,0
102.5,6.112,409.13,41.571,2.078,323,0
103.05,6.2606,258.4,42.114,2.2265,172.27,0
87.099,6.2086,21.533,26.167,2.1746,0,0
73.693,6.2986,279.93,12.762,2.2646,258.4,0
72.452,6.3636,236.87,11.52,2.3296,215.33,0
96.12,6.0971,258.4,35.188,2.063,236.87,0
124.61,6.1013,516.8,63.674,2.0672,495.26,0
127.44,5.9301,538.33,66.51,1.896,516.8,1
823.48,4.7272,516.8,762.55,0.69311,495.26,1
1147.8,4.6013,495.26,1086.9,0.56727,473.73,1
1607.6,4.794,473.73,1546.6,0.75989,452.2,1
1813.8,4.8377,473.73,1752.9,0.80362,452.2,1
1879.9,4.745,473.73,1818.9,0.71095,452.2,1
2001,4.8125,473.73,1940,0.77844,452.2,1
2184.6,4.9122,495.26,2123.6,0.87809,473.73,1
2166.3,4.7571,495.26,2105.3,0.723,473.73,1
2230.7,4.8235,495.26,2169.8,0.7894,473.73,1
2222.3,4.7296,495.26,2161.3,0.69553,473.73,1
2222.9,4.8243,495.26,2161.9,0.79023,473.73,1
2224.2,4.819,495.26,2163.3,0.78488,473.73,1
2254.8,4.7508,495.26,2193.9,0.71677,473.73,1
2324.6,4.889,495.26,2263.7,0.85496,473.73,1
2288.6,4.7735,495.26,2227.6,0.73948,473.73,1
2214.6,4.7615,473.73,2153.7,0.72746,452.2,1
2219.6,4.8439,495.26,2158.7,0.80979,473.73,1
2191.2,4.7399,495.26,2130.3,0.7058,473.73,1
2187.4,4.925,473.73,2126.5,0.89091,452.2,1
2146.3,4.7751,473.73,2085.4,0.74107,452.2,1
2181.5,4.9383,473.73,2120.6,0.9042,452.2,1
2171.2,5.0267,473.73,2110.3,0.99263,452.2,1
2046.4,4.759,452.2,1985.5,0.72497,430.66,1
1982.7,4.8618,452.2,1921.8,0.82775,430.66,1
1893.7,4.8793,452.2,1832.7,0.84518,430.66,1
1716.8,5.0063,452.2,1655.8,0.9722,430.66,1
1692.4,4.9401,452.2,1631.5,0.90599,430.66,1
1727.2,4.9434,452.2,1666.2,0.90935,430.66,1
1717.2,4.9387,452.2,1656.3,0.90461,430.66,1
1737.4,4.932,452.2,1676.5,0.89789,430.66,1
1784.6,4.9363,452.2,1723.7,0.90219,430.66,1
1851.7,4.8894,452.2,1790.7,0.85537,430.66,1
1932.2,4.8404,452.2,1871.2,0.80634,430.66,1
1917.8,4.8926,452.2,1856.9,0.85853,430.66,1
1920.6,4.8727,452.2,1859.6,0.8386,430.66,1
1942.9,4.9055,473.73,1881.9,0.8714,452.2,1
1958.1,4.8114,473.73,1897.2,0.77737,452.2,1
1990.8,4.8607,473.73,1929.9,0.8266,452.2,1
2063.8,4.8483,473.73,2002.9,0.8142,452.2,1
2067.2,4.8674,473.73,2006.3,0.83337,452.2,1
2110,4.7842,473.73,2049.1,0.75011,452.2,1
2083,4.8128,473.73,2022.1,0.77871,452.2,1
2047.7,4.9191,452.2,1986.8,0.88507,430.66,1
1811.5,4.9719,452.2,1750.5,0.93787,430.66,1
1633.1,4.9712,452.2,1572.1,0.93709,430.66,1
1671.4,4.8819,452.2,1610.5,0.84779,430.66,1
1782.2,4.8469,452.2,1721.3,0.81282,430.66,1
1720,4.787,452.2,1659,0.75294,430.66,1
1673.4,4.8946,452.2,1612.5,0.86052,430.66,1
1644.8,4.8008,452.2,1583.9,0.76672,430.66,1
1630.3,4.6562,452.2,1569.4,0.62214,430.66,1
1619.8,4.6163,452.2,1558.8,0.58225,430.66,1
1679.4,4.4407,452.2,1618.5,0.40661,430.66,1
1730.3,4.5738,452.2,1669.3,0.53978,430.66,1
1752.3,4.5369,452.2,1691.4,0.50281,430.66,1
1730.3,4.4208,452.2,1669.4,0.38669,430.66,1
1816.9,4.4624,452.2,1756,0.42832,430.66,1
1817.4,4.3567,452.2,1756.4,0.32264,430.66,1
1938.4,4.4912,452.2,1877.5,0.45713,430.66,1
2143.7,4.4423,473.73,2082.8,0.40825,452.2,1
2285.7,4.6029,473.73,2224.8,0.56878,452.2,1
2476.8,4.6456,473.73,2415.8,0.61151,452.2,1
2487.7,4.8171,473.73,2426.8,0.78308,452.2,1
2444.3,4.3716,473.73,2383.4,0.33755,452.2,1
2403.2,4.4011,473.73,2342.2,0.36703,452.2,1
2368.6,4.4794,473.73,2307.6,0.44531,452.2,1
2477.4,4.4798,495.26,2416.5,0.44571,473.73,1
2589,4.5205,495.26,2528.1,0.48639,473.73,1
2724.1,4.478,495.26,2663.1,0.44395,473.73,1
2771.8,4.5729,495.26,2710.8,0.53879,473.73,1
2706.8,4.5367,495.26,2645.9,0.5026,473.73,1
2697.2,4.6481,495.26,2636.3,0.61399,473.73,1
2702.4,4.6066,495.26,2641.5,0.57251,473.73,1
2813.9,4.6038,495.26,2752.9,0.56975,473.73,1
2755,4.6143,495.26,2694,0.58021,473.73,1
2718.7,4.6594,495.26,2657.7,0.62536,473.73,1
2642.6,4.6801,473.73,2581.7,0.64606,452.2,1
2472.9,4.5216,473.73,2411.9,0.4875,452.2,1
2419.7,4.4939,473.73,2358.8,0.4598,452.2,1
2413.6,4.6513,473.73,2352.7,0.61722,452.2,1
2473.9,4.7287,473.73,2413,0.69462,452.2,1
2498.4,4.7232,473.73,2437.4,0.68909,452.2,1
2249.7,4.3962,473.73,2188.8,0.36218,452.2,1
2247,4.5449,452.2,2186,0.51082,430.66,1
2094.1,4.614,452.2,2033.2,0.57998,430.66,1
1948.2,4.5564,452.2,1887.3,0.52229,430.66,1
1962.7,4.4771,430.66,1901.8,0.44301,409.13,1
1768.6,4.7404,430.66,1707.7,0.70636,409.13,1
1815.6,4.5931,796.73,1754.7,0.55899,775.2,1
1940.6,4.5744,753.66,1879.7,0.54028,732.13,1
2063.2,4.4429,732.13,2002.3,0.40884,710.6,1
1857,4.5033,710.6,1796.1,0.46923,689.06,1
1117.6,4.6483,689.06,1056.7,0.61427,667.53,1
977.92,4.7396,689.06,916.99,0.70554,667.53,1
959.6,4.7333,732.13,898.67,0.69921,710.6,1
599.22,4.8602,387.6,538.29,0.8261,366.06,1
780.83,4.8976,732.13,719.9,0.86351,710.6,1
987.31,4.8119,732.13,926.38,0.77788,710.6,1
931.29,4.716,689.06,870.35,0.68198,667.53,1
536.19,4.7692,430.66,475.26,0.73509,409.13,1
1118,4.4978,710.6,1057,0.46374,689.06,1
957.74,4.4913,710.6,896.81,0.45726,689.06,1
691.67,4.5602,452.2,630.73,0.52614,430.66,1
896.2,4.3957,538.33,835.27,0.36166,516.8,1
706.7,4.2521,495.26,645.77,0.21803,473.73,1
586.42,4.108,495.26,525.49,0.073945,473.73,1
259.57,3.9793,495.26,198.64,0,473.73,1
62.339,5.192,473.73,1.408,1.2127,452.2,1
46.24,5.0207,409.13,0,1.0413,387.6,1
56.2,5.0605,430.66,9.9604,1.0812,409.13,1
80.768,5.5017,430.66,34.528,1.5224,409.13,1
101.25,5.726,452.2,55.006,1.7466,430.66,1
83.177,5.4355,452.2,36.937,1.4562,430.66,1
64.689,5.1711,473.73,18.45,1.1918,452.2,0
59.492,5.1362,473.73,13.252,1.1568,452.2,0
68.214,5.4509,473.73,21.974,1.4716,452.2,0
95.209,6.1599,473.73,48.969,2.1806,452.2,0
89.344,6.206,2239.5,43.105,2.2267,2217.9,0
76.677,6.18,473.73,30.438,2.2007,452.2,0
73.391,6.0339,473.73,27.151,2.0545,452.2,0
68.776,6.1084,2002.6,22.537,2.129,1981.1,0
64.574,6.2437,2304.1,18.334,2.2644,2282.5,0
71.11,6.2471,2304.1,24.871,2.2678,2282.5,0
64.393,6.2609,2325.6,18.153,2.2816,2304.1,0
64.455,6.258,366.06,18.215,2.2787,344.53,0
65.275,6.3009,2174.9,19.035,2.3216,2153.3,0
67.137,6.225,1981.1,20.897,2.2456,1959.5,0
64.366,6.1468,559.86,18.127,2.1675,538.33,0
60.782,6.1773,323,14.543,2.198,301.46,0
63.244,6.1425,323,17.005,2.1632,301.46,0
65.1,6.3536,21.533,18.861,2.3742,0,0
60.783,6.3617,107.67,14.543,2.3824,86.133,0
67.454,6.4037,107.67,21.215,2.4243,86.133,0
67.229,6.4719,301.46,20.989,2.4926,279.93,0
61.015,6.4617,279.93,14.775,2.4824,258.4,0
56.975,6.3637,129.2,10.735,2.3844,107.67,0
52.397,6.3877,172.27,6.1568,2.4084,150.73,0
58.121,6.326,323,11.881,2.3467,301.46,0
62.176,6.41,21.533,15.936,2.4307,0,0
60.581,6.5076,430.66,14.341,2.5283,409.13,0
48.998,6.4454,409.13,2.7587,2.4661,387.6,0
50.464,6.2848,301.46,4.2244,2.3055,279.93,0
53.077,6.2511,323,6.8368,2.2718,301.46,0
51.338,6.2735,301.46,5.0986,2.2942,279.93,0
46.335,6.3714,344.53,0.094742,2.3921,323,0
48.34,6.2745,107.67,2.1,2.2952,86.133,0
52.942,6.3668,193.8,6.7023,2.3875,172.27,0
57.042,6.3947,129.2,10.802,2.4154,107.67,0
52.567,6.4228,43.066,6.3268,2.4435,21.533,0
52.649,6.3586,172.27,6.4094,2.3793,150.73,0
50.396,6.3392,86.133,4.1563,2.3599,64.6,0
53.632,6.3759,129.2,7.3926,2.3965,107.67,0
55.129,6.4106,21.533,8.8892,2.4313,0,0
58.52,6.3426,21.533,12.28,2.3633,0,0
66.439,6.4087,21.533,20.199,2.4293,0,0
97.026,6.5868,2368.7,50.786,2.6075,2347.1,0
79.177,6.5291,107.67,32.937,2.5498,86.133,0
77.899,6.5382,129.2,31.659,2.5588,107.67,0
100.98,6.6944,430.66,54.736,2.7151,409.13,0
88.474,6.5039,1485.8,42.234,2.5246,1464.3,0
84.911,6.5352,1485.8,38.672,2.5559,1464.3,0
88.611,6.4322,2411.7,42.371,2.4529,2390.2,0
107.91,6.5409,1507.3,61.671,2.5615,1485.8,0
97.597,6.4096,2304.1,51.357,2.4303,2282.5,0
81.686,6.3285,2045.7,35.446,2.3492,2024.1,0
74.056,6.0669,150.73,27.816,2.0876,129.2,0
71.004,5.7116,150.73,24.765,1.7323,129.2,0
59.563,5.8543,452.2,13.323,1.8749,430.66,0
72.621,6.1941,193.8,26.381,2.2148,172.27,0
52.663,5.8996,236.87,6.4231,1.9203,215.33,0
49.544,6.2192,193.8,3.3043,2.2399,172.27,0
61.574,6.4778,129.2,15.334,2.4985,107.67,0
61.271,6.5758,21.533,15.031,2.5964,0,0
50.51,6.2058,258.4,4.2699,2.2265,236.87,0
47.864,6.2466,236.87,1.6246,2.2672,215.33,0
46.678,6.2873,150.73,0.43814,2.308,129.2,0
46.986,6.3392,193.8,0.74662,2.3599,172.27,0
44.405,6.3088,279.93,0,2.3295,258.4,0
49.433,6.3811,323,5.0277,2.4018,301.46,0
52.028,6.1992,258.4,7.623,2.2199,236.87,0
56.689,6.4462,258.4,12.284,2.4669,236.87,0
48.011,6.3188,279.93,3.6057,2.3395,258.4,0
46.476,6.3539,279.93,2.0707,2.3746,258.4,0
47.871,6.3904,150.73,3.4654,2.4111,129.2,0
59.639,6.3926,107.67,15.234,2.4133,86.133,0
57.215,6.2688,86.133,12.81,2.2894,64.6,0
50.386,6.1445,301.46,5.9806,2.1651,279.93,0
48.724,6.0952,258.4,4.3186,2.1159,236.87,0
47.215,6.2549,150.73,2.8098,2.2756,129.2,0
47.242,6.2151,236.87,2.8368,2.2358,215.33,0
46.167,6.3772,193.8,1.7624,2.3979,172.27,0
46.511,6.3645,172.27,2.1062,2.3852,150.73,0
51.625,6.2086,215.33,7.2198,2.2293,193.8,0
46.607,6.4097,279.93,2.2016,2.4304,258.4,0
44.44,6.1253,258.4,0.035313,2.146,236.87,0
44.481,6.2846,236.87,0.076213,2.3053,215.33,0
42.646,6.1091,258.4,0,2.1298,236.87,0
41.794,5.9269,258.4,0,1.9476,236.87,0
41.416,6.258,129.2,0,2.2787,107.67,0
41.929,6.1971,258.4,0.5132,2.2178,236.87,0
57.006,6.519,107.67,15.59,2.5397,86.133,0
50.231,6.352,215.33,8.8149,2.3727,193.8,0
45.237,6.3119,215.33,3.8216,2.3325,193.8,0
44.129,6.2786,258.4,2.7135,2.2993,236.87,0
42.754,6.4636,129.2,1.3382,2.4842,107.67,0
66.86,6.3734,150.73,25.444,2.3941,129.2,0
68.374,6.2725,172.27,26.959,2.2932,150.73,0
66.058,6.2515,818.26,24.642,2.2722,796.73,0
60.808,6.3109,86.133,19.392,2.3316,64.6,0
57.809,6.2587,107.67,16.393,2.2793,86.133,0
54.214,6.1398,21.533,12.798,2.1605,0,0
51.902,6.19,21.533,10.486,2.2107,0,0
66.656,6.2677,279.93,25.24,2.2884,258.4,0
75.68,6.5008,21.533,34.264,2.5215,0,0
56.505,6.4886,21.533,15.089,2.5093,0,0
49.513,6.3598,64.6,8.0976,2.3805,43.066,0
44.349,6.2609,86.133,2.9331,2.2815,64.6,0
41.47,6.4181,193.8,0.054289,2.4388,172.27,0
43.321,6.3097,215.33,1.9051,2.3304,193.8,0
43.073,6.3188,215.33,1.6569,2.3395,193.8,0
54.719,6.4041,323,13.303,2.4247,301.46,0
46.023,6.2902,150.73,4.6073,2.3109,129.2,0
48.961,6.0485,495.26,7.5448,2.0691,473.73,0
49.279,5.8068,172.27,7.8627,1.8275,150.73,0
47.886,6.1233,215.33,6.4702,2.144,193.8,0
50.145,6.1264,301.46,8.7295,2.147,279.93,0
47.868,6.1763,301.46,6.4519,2.197,279.93,0
53.265,6.1476,301.46,11.85,2.1683,279.93,0
53.798,6.1047,21.533,12.382,2.1254,0,0
49.83,6.1405,21.533,8.4143,2.1612,0,0
51.101,6.2021,150.73,9.6847,2.2228,129.2,0
75.031,6.1707,215.33,33.615,2.1914,193.8,0
113.96,6.2983,1464.3,72.545,2.319,1442.7,0
108.37,6.2298,21.533,66.956,2.2505,0,0
91.42,6.1778,236.87,50.004,2.1985,215.33,0
82.417,6.1232,129.2,41.001,2.1439,107.67,0
67.545,6.2304,193.8,26.129,2.2511,172.27,0
60.861,6.2174,236.87,19.445,2.2381,215.33,0
72.015,6.44,129.2,30.599,2.4607,107.67,0
131.44,6.5248,3919,90.02,2.5455,3897.5,0
118.56,6.4945,2907,77.144,2.5152,2885.4,0
96.655,6.3764,21.533,55.239,2.3971,0,0
92.667,6.2272,172.27,51.251,2.2479,150.73,0
91.265,5.9178,172.27,49.849,1.9384,150.73,0
86.226,5.9789,1141.3,44.81,1.9995,1119.7,0
107.7,6.2586,193.8,66.281,2.2793,172.27,0
101.45,6.1663,21.533,60.03,2.187,0,0
114.59,6.4889,21.533,73.177,2.5096,0,0
90.16,6.5115,193.8,48.745,2.5322,172.27,0
88.036,6.395,193.8,46.62,2.4157,172.27,0
95.198,6.1796,925.93,53.782,2.2003,904.39,0
116.11,6.1141,947.46,74.698,2.1348,925.93,0
136.18,6.0781,839.79,94.762,2.0988,818.26,0
151.09,6.1065,2454.8,109.68,2.1272,2433.3,0
154.17,6.0869,1916.5,112.75,2.1076,1894.9,0
159.27,6.1381,2325.6,117.86,2.1587,2304.1,0
172.62,6.2174,1938,131.2,2.2381,1916.5,0
168.55,6.1785,2347.1,127.13,2.1992,2325.6,0
164.77,6.1371,2454.8,123.35,2.1578,2433.3,0
161.13,6.1559,2196.4,119.71,2.1766,2174.9,0
149.82,6.0904,495.26,108.4,2.111,473.73,0
136.81,6.046,2067.2,95.392,2.0667,2045.7,0
124.51,6.0054,301.46,83.092,2.0261,279.93,0
111.49,6.0297,323,70.073,2.0503,301.46,0
98.189,6.1249,21.533,56.774,2.1455,0,0
93.402,6.0504,193.8,51.986,2.0711,172.27,0
87.585,6.0995,473.73,46.169,2.1202,452.2,0
85.132,6.0876,21.533,43.716,2.1083,0,0
85.151,6.0691,430.66,43.735,2.0898,409.13,0
111.96,6.1407,409.13,70.547,2.1614,387.6,0
117.93,5.9682,1916.5,76.511,1.9889,1894.9,0
137.31,5.923,2067.2,95.891,1.9437,2045.7,0
163.8,6.101,301.46,122.39,2.1217,279.93,0
161.6,6.0852,301.46,120.18,2.1058,279.93,0
162.44,6.0934,236.87,121.02,2.114,215.33,0
172.88,6.1665,8075,131.47,2.1872,8053.4,0
130.64,5.9698,366.06,89.22,1.9905,344.53,0
128.91,5.8595,150.73,87.495,1.8802,129.2,0
115.11,5.7748,2067.2,73.694,1.7955,2045.7,0
100.1,5.6853,172.27,58.685,1.706,150.73,0
75.236,5.4385,172.27,33.82,1.4592,150.73,0
53.913,4.9998,64.6,12.497,1.0205,43.066,0
58.225,5.1273,64.6,16.809,1.148,43.066,0
78.45,5.8567,64.6,37.034,1.8774,43.066,0
83.552,5.9684,21.533,42.136,1.9891,0,0
101.4,4.767,667.53,59.979,0.78768,646,1
794.29,4.7912,710.6,752.87,0.81185,689.06,1
611.99,4.7617,775.2,570.58,0.78236,753.66,1
599.6,5.1388,559.86,558.18,1.1595,538.33,1
1151.2,4.7151,646,1109.8,0.73574,624.46,1
1485.2,4.5254,710.6,1443.8,0.54605,689.06,1
1006,4.7178,409.13,964.57,0.73848,387.6,1
1073,4.6104,430.66,1031.6,0.63109,409.13,1
1070.7,4.5008,452.2,1029.3,0.52145,430.66,1
1272.6,4.2415,452.2,1231.2,0.26215,430.66,1
1248,4.2099,452.2,1206.5,0.23059,430.66,1
1253.6,4.0939,452.2,1212.1,0.11453,430.66,1
1123.5,4.3075,452.2,1082.1,0.32814,430.66,1
968.27,4.3205,452.2,926.85,0.3412,430.66,1
868.74,4.4611,430.66,827.33,0.48178,409.13,1
739.17,4.5433,430.66,697.76,0.56403,409.13,1
711.46,4.5626,409.13,670.04,0.58332,387.6,1
719.03,4.5773,409.13,677.62,0.59797,387.6,1
674.46,4.6556,753.66,633.04,0.67629,732.13,1
614.76,4.5804,732.13,573.35,0.60106,710.6,1
759.79,4.5545,689.06,718.38,0.57519,667.53,1
761.04,4.4499,667.53,719.63,0.47056,646,1
926.36,4.263,646,884.94,0.28367,624.46,1
849.03,4.5307,624.46,807.61,0.5514,602.93,1
694.3,4.7753,581.4,652.89,0.79598,559.86,1
499.27,4.9365,538.33,457.85,0.9572,516.8,1
415.17,4.9393,495.26,373.76,0.95995,473.73,1
320.33,4.9737,473.73,278.91,0.99441,452.2,1
307.03,4.8594,473.73,265.62,0.88011,452.2,1
312.58,4.7773,473.73,271.17,0.79794,452.2,1
298.76,4.8874,473.73,257.35,0.9081,452.2,1
636.2,5.1586,473.73,594.79,1.1793,452.2,1
560.97,5.0903,452.2,519.55,1.111,430.66,1
384.74,4.9906,473.73,343.33,1.0113,452.2,1
426.18,4.9435,473.73,384.76,0.96419,452.2,1
366.91,4.9605,495.26,325.49,0.98122,473.73,1
358.99,4.8202,495.26,317.57,0.84089,473.73,1
340.12,4.8377,495.26,298.7,0.85839,473.73,1
369.37,4.8731,495.26,327.95,0.89375,473.73,1
383.22,4.8553,495.26,341.8,0.87601,473.73,1
356.25,4.7993,516.8,314.83,0.82002,495.26,1
365.43,4.7336,516.8,324.02,0.75428,495.26,1
404.52,4.7478,516.8,363.1,0.76849,495.26,1
453.84,4.6249,516.8,412.43,0.64557,495.26,1
401.19,4.7169,538.33,359.78,0.73757,516.8,1
394.48,4.844,538.33,353.06,0.86471,516.8,1
356.32,4.8236,538.33,314.9,0.84425,516.8,1
526.65,5.0681,559.86,485.23,1.0888,538.33,1
929.8,4.9836,646,888.39,1.0043,624.46,1
2090,5.0055,495.26,2048.6,1.0262,473.73,1
3790.9,4.7399,538.33,3749.5,0.76056,516.8,1
3774.2,4.5357,538.33,3732.8,0.55636,516.8,1
3090.9,4.7791,516.8,3049.5,0.79981,495.26,1
4000.2,4.7421,538.33,3958.8,0.76273,516.8,1
5004.1,4.8403,581.4,4962.7,0.86098,559.86,1
7434.2,4.7681,581.4,7392.8,0.78874,559.86,1
7188.8,4.4399,581.4,7147.4,0.46058,559.86,1
6485.2,4.4706,581.4,6443.8,0.49126,559.86,1
5642.2,4.077,559.86,5600.8,0.097666,538.33,1
4828.4,4.1708,559.86,4787,0.19149,538.33,1
4380.8,4.2973,538.33,4339.4,0.31802,516.8,1
3525.1,4.4206,538.33,3483.7,0.34361,516.8,1
2863.1,4.3876,516.8,2821.7,0.3106,495.26,1
2565.2,4.261,516.8,2523.8,0.18399,495.26,1
2037.5,4.3289,495.26,1996.1,0.2519,473.73,1
1611.9,4.3246,495.26,1570.5,0.24761,473.73,1
1825.4,4.3541,473.73,1784,0.27712,452.2,1
1665.4,4.3662,473.73,1624,0.28923,452.2,1
1525,4.3393,473.73,1483.6,0.26226,452.2,1
1706.8,4.1739,473.73,1665.4,0.096922,452.2,1
1865.2,4.0879,473.73,1823.8,0.010923,452.2,1
1894.2,4.0773,473.73,1852.7,0.00035933,452.2,1
1865.6,4.0808,473.73,1824.2,0.0038616,452.2,1
1773.3,4.1436,473.73,1731.9,0.066662,452.2,1
1654.5,4.1668,452.2,1613.1,0.089799,430.66,1
1492.1,4.2259,452.2,1450.7,0.14886,430.66,1
1378.8,4.2704,452.2,1337.4,0.1934,430.66,1
1318.9,4.3112,452.2,1277.4,0.23424,430.66,1
1407.4,4.2111,452.2,1366,0.1341,430.66,1
1359.4,4.2556,452.2,1318,0.17865,430.66,1
1803.5,4.698,452.2,1762.1,0.62097,430.66,1
1755.9,4.4845,473.73,1714.5,0.40755,452.2,1
1894.5,4.2721,473.73,1853.1,0.19512,452.2,1
2002.2,4.2473,473.73,1960.8,0.17032,452.2,1
2017.3,4.302,473.73,1975.9,0.22504,452.2,1
1979.8,4.3627,473.73,1938.4,0.28574,452.2,1
1899.8,4.5328,473.73,1858.3,0.45583,452.2,1
1905.6,4.4207,495.26,1864.1,0.34367,473.73,1
2021.1,4.3755,495.26,1979.7,0.29855,473.73,1
