@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.10928,0.046279,553.46,-5.6723,473.73,0.016447,1,17,0.80996,9,1
0.09916,0.048094,686.89,-5.4842,495.26,0.015263,1,16,0.96154,11,1
0.085651,0.038113,408.85,-5.592,473.73,0.01083,2,14,1.0975,10,1
0.077885,0.033575,391.78,-5.4528,452.2,0.0058609,0,0,1.0486,10,1
0.0732,0.04265,303.3,-5.4396,473.73,0.012459,1,14,0.79694,13,1
0.09124,0.03539,451.42,-5.225,473.73,0.0074894,0,0,1.1607,9,0
0.10264,0.024501,544.38,-5.3268,473.73,0.011952,1,13,1.4025,9,0
0.086995,0.027223,371.2,-5.443,473.73,0.0045507,0,0,1.2501,9,0
0.065879,0.036298,237.01,-5.4723,473.73,0.0037213,0,0,0.91502,9,0
0.070719,0.030853,337.68,-5.3148,473.73,0.0059826,0,0,1.0086,9,0
0.07334,0.037205,270.86,-5.3851,452.2,0.003547,0,0,0.91933,8,0
0.081791,0.038113,332.76,-5.3382,473.73,0.0088014,0,0,1.0168,9,0
0.092571,0.023593,527.4,-5.1876,452.2,0.0056396,0,0,1.1337,9,0
0.097946,0.023593,584.32,-5.2477,452.2,0.005227,0,0,1.0533,8,0
0.1074,0.026316,719.38,-5.012,473.73,0.0065172,0,0,1.2075,8,0
0.10313,0.022686,516.02,-5.1505,473.73,0.0013779,0,0,1.0677,8,0
0.092113,0.029038,499.95,-5.0947,452.2,0.0042775,0,0,1.0578,8,0
0.089803,0.038113,557.26,-4.9687,452.2,0.0047093,0,0,1.1478,8,0
0.083444,0.029946,362.48,-5.1176,236.87,0.008334,0,0,0.79999,9,0
0.06718,0.027223,302.95,-5.1962,236.87,0.0072561,0,0,0.83305,9,0
0.051921,0.032668,152.76,-5.15,258.4,0.004284,0,0,0.60537,17,0
0.043493,0.043557,111.91,-5.3684,430.66,0.0089889,0,0,0.52833,15,0
0.044404,0.040835,126.43,-5.3347,473.73,0.0052312,0,0,0.55749,10,0
0.044338,0.038113,122.84,-5.302,258.4,0.0035274,0,0,0.62751,13,0
0.038876,0.045372,10.414,-5.4896,236.87,0.013309,1,12,0.44774,23,0
0.037889,0.043557,29.456,-5.4131,258.4,0.014895,1,13,0.48253,23,0
0.038527,0.045372,68.99,-5.2903,495.26,0.0072716,0,0,0.51187,21,0
0.044707,0.041742,54.07,-5.3603,452.2,0.010476,1,13,0.5893,10,0
0.050424,0.037205,164.86,-5.1762,473.73,0.0071915,0,0,0.58252,10,0
0.051848,0.038113,205.92,-5.1121,495.26,0.0094212,0,0,0.79871,15,0
0.052727,0.041742,129.47,-5.2553,452.2,0.0079943,0,0,0.86844,16,0
0.049735,0.040835,103.65,-5.3193,473.73,0.013271,1,12,0.71395,12,0
0.058686,0.034483,225.16,-5.1112,473.73,0.0095614,0,0,0.61693,12,0
0.059218,0.033575,322.56,-5.0485,581.4,0.00080387,0,0,0.70614,15,1
0.058205,0.055354,219.85,-5.4393,258.4,0.0098523,0,0,0.62931,19,1
0.063499,0.084392,294.85,-5.561,1141.3,0.036807,2,6,0.44949,37,1
0.072499,0.082577,435.97,-5.4606,1119.7,0.03495,2,6,0.68133,27,1
0.10365,0.079855,893.61,-5.4024,1055.1,0.043283,2,6,0.77503,26,1
0.16052,0.088929,1343.8,-5.1391,1055.1,0.036869,2,5,1.1912,28,1
0.23813,0.090744,2583.8,-4.9095,1055.1,0.04407,3,6,1.3767,32,1
0.3042,0.083485,3751.5,-4.9319,1076.7,0.082328,4,6,1.3544,22,1
0.35134,0.073503,4108.1,-5.0301,1098.2,0.083499,4,6,1.4203,20,1
0.33779,0.10526,4498.3,-5.103,1098.2,0.07396,4,6,1.3901,26,1
0.30676,0.12704,4178.7,-5.2195,1119.7,0.095562,5,6,1.1887,35,1
0.31481,0.11525,4379.5,-5.2878,1119.7,0.1043,3,6,1.1424,62,1
0.32233,0.12795,4730.8,-5.266,1119.7,0.086796,3,6,1.1559,71,1
0.32663,0.15517,4704.8,-5.3001,1141.3,0.11406,4,6,1.1364,86,1
0.35203,0.15426,5208.7,-5.2678,1141.3,0.11213,3,6,1.2002,90,1
0.36379,0.13975,5483.6,-5.2695,1141.3,0.11654,4,5,1.247,101,1
0.34239,0.16062,4980.2,-5.2506,1162.8,0.11246,5,5,1.1337,104,1
0.34419,0.16878,5055.9,-5.386,1162.8,0.12044,6,5,1.111,104,1
0.3543,0.15699,5375.7,-5.2894,1162.8,0.1126,4,5,1.2303,104,1
0.36543,0.15245,5341.4,-5.3757,1162.8,0.11271,4,5,1.2088,114,1
0.36804,0.14791,5485.8,-5.3253,1162.8,0.13868,5,5,1.2461,111,1
0.35893,0.16062,5241.1,-5.2838,1162.8,0.11859,4,5,1.1864,115,1
0.35448,0.1706,5240.6,-5.352,1162.8,0.12569,4,5,1.1586,105,1
0.35294,0.17967,4963.5,-5.2254,1162.8,0.11254,4,5,1.2155,84,1
0.35703,0.17604,5016.6,-5.2427,1162.8,0.13803,5,5,1.264,84,1
0.37186,0.15608,5242.1,-5.219,1162.8,0.13964,5,5,1.3412,90,1
0.38018,0.14791,5018,-5.0925,1162.8,0.12617,4,5,1.3608,111,1
0.37594,0.13702,4704.7,-5.141,1162.8,0.12536,4,5,1.3293,84,1
0.37593,0.13612,4743.3,-5.0392,1162.8,0.11876,4,5,1.3519,88,1
0.38025,0.15789,5035.3,-5.1446,1184.3,0.12513,4,5,1.3495,105,1
0.39012,0.17695,5515,-5.2112,1184.3,0.13204,4,5,1.3143,116,1
0.4034,0.17423,5922.3,-5.2602,1184.3,0.12308,5,5,1.2785,117,1
0.41201,0.17332,5753.8,-5.1088,1184.3,0.10601,5,5,1.3368,117,1
0.41364,0.15336,5431.9,-5.1001,1184.3,0.1241,4,5,1.3603,117,1
0.43006,0.13339,5673.8,-5.0741,1184.3,0.09901,4,5,1.4249,113,1
0.44551,0.14428,5918.5,-5.1196,1184.3,0.10427,6,5,1.4419,94,1
0.43184,0.15971,5349.1,-5.0946,1184.3,0.098453,5,5,1.3978,79,1
0.40427,0.16878,5239.3,-5.1024,1205.9,0.10808,4,5,1.3811,73,1
0.38406,0.16969,5179.9,-5.2214,1205.9,0.11375,4,5,1.3785,45,1
0.36215,0.18875,5092.6,-5.2948,1227.4,0.10888,6,5,1.281,94,1
0.38524,0.18149,5682,-5.237,1227.4,0.13311,6,5,1.353,66,1
0.39083,0.16425,5780.8,-5.3313,1248.9,0.14963,6,5,1.2815,29,1
0.37922,0.1588,5330.3,-5.391,1270.5,0.12605,5,5,1.2716,42,1
0.37804,0.1461,5424.2,-5.3469,1270.5,0.14494,5,5,1.3666,34,1
0.38015,0.11797,4984.6,-5.2494,1292,0.12573,3,5,1.4425,23,1
0.37593,0.095281,4534.6,-5.2036,1292,0.10361,2,5,1.454,26,1
0.33356,0.11162,4152.8,-5.264,1292,0.11415,5,5,1.4425,37,1
0.30355,0.14065,3765.2,-5.2647,1313.5,0.12436,5,5,1.3426,51,1
0.30257,0.14065,3562.6,-5.3431,1335.1,0.15658,4,5,1.1733,57,1
0.32451,0.099819,4360.7,-5.1194,1335.1,0.13257,5,5,1.5121,57,1
0.29845,0.095281,3244.3,-5.1163,1356.6,0.11475,4,5,1.3672,66,1
0.2884,0.099819,3633.6,-5.2088,1335.1,0.12314,4,5,1.4352,53,1
0.26764,0.11162,3735.3,-5.3696,1313.5,0.11997,5,5,1.2146,42,1
0.21768,0.1098,2893.7,-5.468,1292,0.071695,4,5,0.93296,43,1
0.20477,0.076225,2582.6,-5.605,1205.9,0.041461,4,5,0.45906,27,1
0.2055,0.043557,2238.7,-5.1231,495.26,0.02584,3,5,0.97875,9,1
0.18841,0.029038,1635.9,-4.9401,495.26,0.032658,2,5,1.024,9,1
0.15413,0.047187,1493.6,-5.3953,473.73,0.037821,3,5,0.59436,27,1
0.218,0.055354,3162,-5.3673,1033.6,0.066469,7,5,0.67874,21,1
0.25401,0.059891,3784.3,-5.3614,1055.1,0.065823,6,5,0.7228,19,1
0.25312,0.068058,3348.3,-5.4466,1162.8,0.068993,5,5,0.59063,23,1
0.3108,0.060799,3645.7,-5.2069,1119.7,0.069643,4,5,1.346,21,1
0.36485,0.050817,3842.4,-4.9669,1119.7,0.043408,4,5,1.5895,20,1
0.34133,0.049002,3021.6,-4.8477,1098.2,0.028976,3,5,1.5589,20,1
0.2774,0.049909,2522.7,-5.1109,1076.7,0.040977,3,7,1.3422,19,1
0.25009,0.063521,2900.4,-5.202,1033.6,0.054061,4,7,1.1892,19,1
0.25101,0.069873,2613.2,-5.1424,1012.1,0.048687,3,5,1.2335,22,1
0.25141,0.061706,2608.9,-5.1474,1012.1,0.035942,4,5,1.3514,20,1
0.23047,0.061706,2320.3,-5.1738,1012.1,0.03862,4,5,1.3578,18,1
0.21034,0.072595,2063.4,-5.3208,1012.1,0.03805,4,5,1.3148,18,1
0.21308,0.083485,1875.4,-5.2283,1012.1,0.028541,4,5,1.3265,18,1
0.20317,0.079855,2036.8,-5.2124,1012.1,0.030169,3,14,1.3985,18,1
0.19545,0.07078,1929.7,-5.2199,1012.1,0.033676,2,14,1.3786,24,1
0.19287,0.07078,1721.7,-5.1547,1012.1,0.031033,2,14,1.2796,26,1
0.18973,0.068058,1936.5,-5.1197,1012.1,0.031864,1,14,1.1961,22,1
0.19074,0.064428,1872.7,-5.035,1012.1,0.023444,3,5,1.1196,25,1
0.18851,0.065336,1800.6,-5.0197,1012.1,0.030675,2,5,1.172,27,1
0.20164,0.064428,2137.3,-4.9984,1033.6,0.028719,3,5,1.2395,24,1
0.22614,0.061706,2312.1,-4.8314,1033.6,0.027671,3,5,1.3836,28,1
0.2274,0.063521,2339.7,-4.9193,1033.6,0.042444,3,5,1.3582,28,1
0.20146,0.071688,2026.1,-4.9348,1033.6,0.03614,3,5,1.3054,28,1
0.18892,0.066243,1788.4,-4.9225,1033.6,0.028725,3,5,1.3269,28,1
0.20232,0.056261,1894.1,-4.9366,1033.6,0.030012,3,5,1.3591,28,1
0.21355,0.058984,2027.6,-4.7986,1033.6,0.022252,3,5,1.4436,23,1
0.20456,0.068058,1811.8,-4.8648,1033.6,0.023419,3,5,1.4219,28,1
0.18602,0.072595,1582.6,-4.9089,1033.6,0.021879,3,5,1.3917,28,1
0.1751,0.076225,1669.7,-4.9224,1033.6,0.030312,3,5,1.375,23,1
0.17314,0.077132,1632.1,-4.9873,1033.6,0.028982,3,5,1.3541,28,1
0.17491,0.069873,1494.1,-4.96,1033.6,0.013528,3,5,1.3701,25,1
0.18021,0.068058,1700,-4.884,1033.6,0.016916,2,5,1.3905,21,1
0.18532,0.064428,1663.5,-4.8869,1033.6,0.018065,3,5,1.3503,20,1
0.18817,0.056261,1685.3,-4.8055,1033.6,0.02298,2,5,1.402,19,1
0.18726,0.052632,1673.8,-4.8756,1033.6,0.030254,3,5,1.4253,19,1
0.16911,0.050817,1386.2,-4.8987,1012.1,0.020506,2,5,1.4121,18,1
0.15705,0.055354,1255.7,-5.0616,1012.1,0.040647,3,5,1.3202,18,1
0.16324,0.066243,1671.4,-4.987,1012.1,0.026288,2,5,1.2311,18,1
0.16552,0.058984,1580.4,-5.0206,1012.1,0.027697,4,5,1.2133,18,1
0.1662,0.050817,1431.4,-5.0453,990.53,0.031399,3,5,1.1036,19,1
0.16057,0.063521,1725.2,-4.826,990.53,0.029122,3,5,1.0257,21,1
0.13593,0.065336,1419.5,-4.9824,990.53,0.029455,3,5,0.82692,37,1
0.11767,0.049002,1030.8,-5.0344,452.2,0.030591,3,5,0.7468,32,1
0.10873,0.041742,832.35,-5.1035,430.66,0.013955,3,5,0.79896,18,1
0.092718,0.049909,710.36,-5.0988,968.99,0.0098902,0,0,0.93591,18,1
0.084553,0.049002,523.42,-5.1572,495.26,0.016488,1,27,0.76737,16,1
0.078596,0.039927,496.16,-5.1016,409.13,0.014858,1,26,0.6516,20,1
0.066834,0.045372,435.89,-5.1838,495.26,0.0098478,0,0,0.5291,23,1
0.055711,0.051724,246.49,-5.3437,215.33,0.011698,1,26,0.37527,24,1
0.05711,0.057169,266.16,-5.4273,947.46,0.015446,2,16,0.30193,22,1
0.10095,0.052632,926.41,-4.9656,495.26,0.0094377,0,0,0.67715,20,1
0.11568,0.048094,921.31,-4.9236,839.79,0.0092886,0,0,0.68615,18,1
0.10297,0.050817,861.84,-4.924,1033.6,0.0085768,0,0,0.78588,19,1
0.10413,0.048094,875.98,-5.0492,882.86,0.013674,1,28,0.45026,19,1
0.12749,0.048094,1395.8,-4.7775,904.39,0.0046529,0,0,0.69892,17,1
0.13331,0.047187,1148.5,-4.8456,947.46,0.0077322,0,0,0.69034,19,1
0.12431,0.044465,1388.5,-4.803,516.8,0.018731,1,28,0.59471,20,1
0.12913,0.049002,1478.9,-4.8161,1055.1,0.016,1,25,0.6516,21,1
0.14355,0.046279,1459.5,-4.8583,839.79,0.010247,1,28,0.73484,22,1
0.15477,0.043557,1676.4,-4.7987,904.39,0.0091714,0,0,0.74561,17,1
0.13173,0.047187,1372.8,-4.8648,323,0.017059,1,28,0.48946,21,1
0.14966,0.03902,1643.4,-4.7376,646,0.014637,1,26,0.52268,14,1
0.16337,0.030853,1582.2,-4.6803,689.06,0.0067176,0,0,0.66655,12,1
0.12443,0.029946,1166.9,-4.8074,689.06,0.0034761,0,0,0.72642,13,1
0.10396,0.03176,840.13,-4.8614,344.53,0.0027379,0,0,0.61735,14,1
0.1092,0.032668,1052.4,-4.8665,516.8,0.00067572,0,0,0.70322,12,1
0.11716,0.03176,1056.1,-4.7562,516.8,0.0057993,0,0,0.87728,9,1
0.1047,0.038113,774.86,-4.9577,366.06,0.0090037,0,0,0.73916,12,1
0.077889,0.044465,421.17,-5.3242,818.26,0.003072,0,0,0.55136,15,1
0.094247,0.046279,836.18,-5.0435,495.26,0.007636,0,0,0.67895,14,1
0.12038,0.03902,630.47,-5.1336,495.26,0.0039951,0,0,1.0152,9,1
0.13024,0.024501,954.52,-4.9521,495.26,0.0089062,0,0,1.257,9,1
0.11225,0.029038,645.78,-5.0996,495.26,0.0065972,0,0,1.0034,9,1
0.08696,0.033575,544.71,-5.1618,473.73,0.0043781,0,0,0.8501,9,1
0.082725,0.030853,398.32,-5.1923,495.26,0.0035968,0,0,0.90017,11,1
0.070413,0.044465,408.94,-5.1109,818.26,0.010287,1,25,0.90699,14,1
0.06121,0.048094,196.62,-5.1804,796.73,0.0074084,0,0,0.82989,14,1
0.06606,0.03902,268.92,-5.1441,796.73,0.0022608,0,0,1.0099,14,1
0.066991,0.03902,317.57,-5.0694,796.73,0.007903,0,0,0.95098,14,1
0.070325,0.03539,404.36,-4.9005,796.73,0.0022635,0,0,0.89048,14,1
0.073387,0.036298,381.52,-5.0864,796.73,0.001767,0,0,0.9141,14,1
0.068833,0.040835,382.86,-5.1484,775.2,0.00886,0,0,0.93645,14,1
0.067414,0.044465,302.88,-5.1494,775.2,0.0053173,0,0,0.63689,14,1
0.059291,0.037205,287.14,-5.0539,602.93,0.0045228,0,0,0.495,13,1
0.053535,0.028131,253.56,-4.989,172.27,8.9022e-05,0,0,0.48409,11,1
0.054301,0.027223,212.94,-5.0979,344.53,0.0026393,0,0,0.50655,9,1
0.046618,0.041742,39.682,-5.2621,323,0.0025677,0,0,0.4606,13,1
0.035329,0.052632,97.116,-5.188,301.46,0.0067752,0,0,0.50985,18,1
0.032452,0.038113,70.956,-5.2034,559.86,0.0014307,0,0,0.53093,13,1
0.032392,0.032668,-11.524,-5.3097,387.6,0.0057271,0,0,0.45433,13,1
0.03062,0.036298,-19.918,-5.3148,409.13,0.0024497,0,0,0.55831,15,1
0.037082,0.033575,58.713,-5.1888,236.87,0.0017889,0,0,0.53697,12,1
0.05681,0.029038,158.6,-5.0195,258.4,0.0023124,0,0,0.77772,11,1
0.068967,0.032668,478.59,-4.7715,689.06,0.0014412,0,0,0.97063,12,1
0.081709,0.033575,543,-4.724,473.73,0.0019862,0,0,0.91105,16,1
0.088631,0.029946,497.36,-4.8032,861.33,0.00034551,0,0,0.79581,14,1
0.083358,0.030853,734.34,-4.8865,236.87,0.0064129,0,0,0.79257,14,1
0.071995,0.034483,411.68,-5.1705,236.87,0.0078822,0,0,0.77202,20,1
0.089884,0.034483,558.31,-5.2023,430.66,0.016375,1,13,0.8547,11,1
0.10943,0.040835,837.87,-5.1703,430.66,0.022826,1,13,0.81239,15,1
0.14161,0.045372,1240.7,-5.1818,796.73,0.024405,1,18,1.0677,14,1
0.17574,0.04265,1682.5,-4.9471,775.2,0.018122,2,5,1.3016,14,1
0.16943,0.040835,1494.8,-5.0492,753.66,0.041036,2,5,1.1765,13,1
0.1615,0.036298,1772.7,-5.0013,732.13,0.027115,2,5,1.1949,13,1
0.14408,0.03176,961.97,-5.0096,710.6,0.013307,1,14,1.1691,12,1
0.12406,0.030853,1006.2,-5.0826,667.53,0.024367,1,14,1.0788,12,1
0.12703,0.032668,833.78,-5.1437,624.46,0.012005,1,13,0.67043,12,1
0.1026,0.03902,940.85,-5.083,581.4,0.0010547,0,0,0.62293,16,1
0.072292,0.051724,455.57,-5.3776,430.66,0.0051825,0,0,0.3254,22,1
0.075363,0.050817,257.75,-5.5397,452.2,0.035449,2,11,0.67806,20,1
0.091215,0.038113,509.63,-5.1959,430.66,0.028807,1,12,1.2117,12,1
0.091597,0.03176,458.63,-5.277,409.13,0.032126,1,12,1.0497,11,1
0.072938,0.034483,319.92,-5.3708,409.13,0.031735,1,12,0.96837,18,1
0.053554,0.057169,130.1,-5.4855,409.13,0.035089,2,11,0.71041,24,1
0.045104,0.063521,53.954,-5.4948,430.66,0.017002,1,12,0.63755,23,1
0.043802,0.049909,125.97,-5.3143,430.66,0.018692,1,11,0.7385,21,0
0.053163,0.03902,77.933,-5.3355,323,0.011654,1,12,0.49187,20,0
0.070726,0.025408,292.44,-4.9681,301.46,0.0027886,0,0,1.0069,6,0
0.096321,0.017241,526.02,-4.7695,323,0.0045655,0,0,1.3608,5,0
0.09096,0.013612,505.72,-4.7542,323,0.014483,1,16,1.3689,10,0
0.0006361,0.13249,-26.658,-6.1065,732.13,0.00023874,0,0,0.39151,163,0
0.00061425,0.16788,-27.542,-6.1155,236.87,0.00026295,0,0,0.27521,234,0
0.00057928,0.21688,-26.852,-6.1243,193.8,0.00021035,0,0,0.41167,255,0
0.00053726,0.20962,-24.05,-6.3303,538.33,0.00025171,0,0,0.29659,261,0
0.0005222,0.17423,-25.658,-6.1926,150.73,0.00026392,0,0,0.22041,250,0
0.00072684,0.16062,-30.732,-6.2672,689.06,0.0003949,0,0,0.41416,147,0
0.0010554,0.11071,-38.431,-6.0428,796.73,0.00063987,0,0,0.40695,74,0
0.0013606,0.10345,-46.108,-5.9943,710.6,0.000728,0,0,0.6377,50,0
0.0013976,0.15608,-54.364,-6.2,710.6,0.0012121,0,0,0.58466,66,0
0.0011526,0.18693,-50.24,-6.3403,236.87,0.0028223,0,0,0.26826,101,0
0.00091447,0.16878,-44.174,-6.379,344.53,0.00086006,0,0,0.43353,155,0
0.00097476,0.1343,-39.846,-6.1432,344.53,0.00047433,0,0,0.43076,129,0
0.0011428,0.12069,-33.42,-6.0825,344.53,0.00084431,0,0,0.61966,69,0
0.0011089,0.11252,-34.203,-5.9064,344.53,0.00054644,0,0,0.65279,86,0
0.0010413,0.093466,-34.952,-5.9751,452.2,0.00035213,0,0,0.65724,71,0
0.0011011,0.1098,-34.559,-5.944,344.53,0.00019371,0,0,0.53215,69,0
0.0011203,0.094374,-34.173,-5.9859,538.33,0.00049707,0,0,0.64601,32,0
0.0051919,0.055354,-41.476,-5.8518,1248.9,0.0002949,0,0,0.64604,29,0
0.016639,0.058984,-23.938,-4.4764,1292,0.0097135,0,0,1.4172,28,0
0.028678,0.056261,25.053,-4.2262,1270.5,0.017329,1,16,1.4343,24,0
0.052054,0.059891,125.32,-4.1818,1227.4,0.026366,3,7,1.4395,23,1
0.088848,0.058076,365.64,-3.992,1184.3,0.022358,2,6,1.5618,22,1
0.12643,0.050817,625.38,-3.8476,1162.8,0.013686,2,6,1.6881,21,1
0.15405,0.050817,800.71,-3.5777,1141.3,0.0051502,0,0,1.7264,21,1
0.18438,0.049909,953.04,-3.4118,1119.7,0.0058978,0,0,1.7084,21,1
0.2042,0.049909,1212.1,-3.2746,1119.7,0.0064361,0,0,1.7621,20,1
0.21467,0.049909,1098.9,-3.3491,1098.2,0.0064749,0,0,1.7006,20,1
0.2357,0.049002,1423.4,-3.4048,1119.7,0.01552,1,16,1.7652,20,1
0.22305,0.061706,1692.1,-4.7173,1119.7,0.039825,4,6,1.5579,20,1
0.19082,0.07441,1485.6,-4.4632,1119.7,0.0502,3,6,1.5178,30,1
0.19049,0.071688,1557.2,-4.5577,1098.2,0.058452,3,6,1.51,30,1
0.18974,0.076225,1671.5,-4.5964,1098.2,0.065152,3,6,1.5397,32,1
0.18568,0.094374,1496.1,-4.6387,1076.7,0.044077,3,5,1.4358,30,1
0.19679,0.088022,1835.5,-4.5395,1076.7,0.042525,3,5,1.5304,26,1
0.18383,0.075318,1684.9,-4.6553,1076.7,0.04963,3,5,1.4212,32,1
0.16068,0.087114,1342.5,-4.8323,1055.1,0.061717,3,5,1.2916,47,1
0.16465,0.099819,1449,-4.7544,1055.1,0.058083,3,6,1.3577,42,1
0.1766,0.098004,1691.5,-4.6707,1055.1,0.065685,3,6,1.4172,35,1
0.1778,0.091652,1588,-4.7139,1055.1,0.057152,3,6,1.3671,38,1
0.16858,0.094374,1586.5,-4.7629,1055.1,0.060206,2,6,1.3153,41,1
0.17891,0.091652,1704.8,-4.6074,1055.1,0.045132,3,7,1.3205,39,1
0.1671,0.092559,1629.7,-4.7248,1033.6,0.051175,3,7,1.225,50,1
0.15406,0.092559,1392,-4.8012,1033.6,0.055552,3,7,1.2212,52,1
0.17113,0.088022,1545.1,-4.6476,1033.6,0.051626,3,6,1.3458,34,1
0.18227,0.07441,1601.1,-4.6301,1033.6,0.047742,3,6,1.3138,28,1
0.18399,0.067151,1821.5,-4.5521,1033.6,0.045321,3,6,1.393,26,1
0.17175,0.076225,1482.6,-4.6025,1012.1,0.056978,3,6,1.379,27,1
0.16187,0.07804,1313.6,-4.6826,1012.1,0.052427,2,6,1.3806,27,1
0.16019,0.073503,1364.5,-4.6574,1012.1,0.053108,2,6,1.3939,31,1
0.16408,0.073503,1435.6,-4.6117,1012.1,0.045694,3,6,1.3772,27,1
0.1726,0.08167,1574,-4.5784,1012.1,0.047296,2,6,1.444,19,1
0.18482,0.088022,1477.8,-4.5827,1012.1,0.04016,2,6,1.3922,18,1
0.20654,0.080762,1821.4,-4.4639,1012.1,0.044556,3,6,1.4694,18,1
0.22572,0.068058,1914.9,-4.3507,1012.1,0.039012,3,6,1.5126,18,1
0.22095,0.053539,1886.3,-4.3418,1012.1,0.041489,2,6,1.5225,18,1
0.19838,0.055354,1591.5,-4.3894,990.53,0.043452,3,6,1.5036,18,1
0.17615,0.065336,1358.8,-4.4979,990.53,0.047792,3,5,1.4958,18,1
0.15992,0.060799,1258.4,-4.5048,990.53,0.049881,3,6,1.4932,18,1
0.14768,0.050817,1146.4,-4.5706,990.53,0.05339,3,5,1.4698,22,1
0.12578,0.059891,958.76,-4.6624,968.99,0.044739,3,6,1.3564,68,1
0.11193,0.07804,766.22,-4.7075,968.99,0.037451,3,6,1.2701,73,1
0.11516,0.068966,930.69,-4.7279,968.99,0.046279,3,5,1.3941,69,1
0.11509,0.066243,742.48,-4.7694,968.99,0.045346,3,6,1.3992,58,1
0.12417,0.068966,924.74,-4.6986,968.99,0.044644,3,6,1.4694,34,1
0.13255,0.057169,1039.7,-4.561,968.99,0.032834,3,6,1.5265,23,1
0.13096,0.060799,966.48,-4.6287,968.99,0.038042,3,7,1.4831,17,1
0.13044,0.068058,1013.5,-4.5857,968.99,0.034185,3,7,1.4792,17,1
0.13385,0.064428,1059.5,-4.5831,968.99,0.036626,2,5,1.5129,17,1
0.13672,0.057169,1034,-4.5462,968.99,0.035041,3,7,1.5377,17,1
0.1414,0.047187,1053.7,-4.5418,968.99,0.036745,2,7,1.5501,17,1
0.14965,0.04265,1140.3,-4.5416,968.99,0.038878,3,5,1.5925,17,1
0.15585,0.04265,1105.5,-4.574,968.99,0.053004,1,5,1.6191,17,1
0.15598,0.044465,1096.5,-4.3641,968.99,0.034281,2,5,1.6277,17,1
0.15295,0.057169,1106.9,-4.4098,968.99,0.041292,2,5,1.6139,17,1
0.15039,0.064428,1092.3,-4.4041,947.46,0.037724,1,5,1.6064,17,1
0.14515,0.053539,1034.1,-4.4941,947.46,0.043648,3,5,1.5759,17,1
0.1339,0.049002,953.28,-4.5675,947.46,0.039185,3,5,1.5463,17,1
0.11326,0.058076,748.9,-4.6221,947.46,0.025289,3,5,1.5001,17,1
0.099495,0.058984,542.44,-4.9286,925.93,0.042546,2,5,1.406,17,1
0.092677,0.066243,605.01,-4.8407,925.93,0.044334,3,6,1.4563,17,1
0.078885,0.085299,409.93,-4.9687,904.39,0.050495,3,7,1.3751,36,1
0.06491,0.068966,342.26,-5.0815,904.39,0.049028,3,7,1.3475,34,1
0.056655,0.037205,129.83,-5.3198,495.26,0.045991,3,7,0.89596,25,1
0.052214,0.03176,125.11,-5.2633,516.8,0.035079,3,7,0.99276,11,1
0.049249,0.033575,110.71,-5.0393,538.33,0.024886,2,5,1.366,10,1
0.050071,0.032668,103.12,-5.0061,538.33,0.024827,3,7,1.3242,10,1
0.051709,0.03176,110.11,-4.9345,516.8,0.01702,2,5,1.3305,10,1
0.049116,0.03902,116.04,-5.052,516.8,0.035484,2,7,1.2574,9,1
0.043911,0.040835,57.789,-5.1806,495.26,0.038606,2,7,1.0537,9,1
0.045782,0.028131,82.129,-4.9416,495.26,0.022802,1,7,1.2943,12,1
0.047291,0.025408,84.223,-4.9135,495.26,0.028305,2,7,1.3207,9,1
0.047728,0.027223,87.258,-5.1614,495.26,0.051173,3,7,1.1102,13,1
0.0529,0.022686,153.28,-4.975,473.73,0.046592,3,7,1.1587,43,1
0.056974,0.022686,161.31,-5.0334,473.73,0.044173,3,7,1.1167,29,1
0.062619,0.022686,235.38,-4.9586,495.26,0.051195,3,7,1.1871,34,1
0.066209,0.020871,251.22,-4.9826,495.26,0.057401,2,7,1.1656,64,1
0.06508,0.023593,257.86,-4.9384,495.26,0.050883,3,7,1.1815,86,1
0.064103,0.029038,230.92,-4.9891,495.26,0.043446,3,7,1.1465,73,1
0.066,0.033575,252.1,-5.0532,495.26,0.059797,3,7,1.1233,60,1
0.070274,0.038113,323.31,-5.223,495.26,0.07545,3,7,1.0564,31,1
0.075293,0.052632,410.24,-5.2122,473.73,0.079926,3,7,1.0854,40,1
0.078466,0.063521,430.79,-5.2188,473.73,0.074397,3,7,1.1028,44,1
0.075131,0.07441,416.21,-5.4038,473.73,0.087397,3,7,1.0488,30,1
0.070065,0.098004,327.16,-5.2545,904.39,0.064777,3,7,1.1621,22,1
0.065401,0.1098,310.88,-5.0883,882.86,0.0549,2,7,1.2459,70,1
0.064488,0.10073,300.17,-4.9884,882.86,0.052142,2,7,1.2538,65,1
0.064855,0.094374,326.02,-5.0836,882.86,0.063235,2,7,1.1979,34,1
0.059247,0.10345,275.95,-5.0657,861.33,0.062154,2,7,1.2369,84,1
