@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.19667,0.093466,2852,-5.6906,775.2,0.059972,6,8,0.73601,44,1
0.18386,0.093466,2615.8,-5.6627,1141.3,0.047789,3,15,0.77556,36,1
0.21383,0.090744,3070.4,-5.7706,1076.7,0.076966,5,6,0.29679,41,1
0.25573,0.10073,4904.1,-5.6262,2691.7,0.088061,5,6,0.45536,45,1
0.27225,0.11162,4634.6,-5.7875,2713.2,0.096504,7,6,0.4699,47,1
0.2711,0.10526,5295.8,-5.7009,2820.8,0.10313,6,6,0.55015,46,1
0.25858,0.099819,5117.9,-5.706,1485.8,0.074209,7,6,0.4077,41,1
0.2631,0.12341,4634.2,-5.9026,1485.8,0.099412,6,3,0.41508,47,1
0.27475,0.12886,5322.9,-5.8205,2799.3,0.098039,8,6,0.42606,51,1
0.26369,0.11071,5152.6,-5.8221,2885.4,0.07119,5,6,0.34738,49,1
0.27809,0.10708,5527,-5.7744,2885.4,0.075806,6,6,0.47484,47,1
0.27597,0.10345,4824.2,-5.7609,1399.7,0.088933,8,6,0.53749,40,1
0.24322,0.098911,4503.6,-5.7409,1292,0.066692,7,6,0.34763,44,1
0.23974,0.10617,4263.5,-5.8013,1421.2,0.082631,5,6,0.39921,44,1
0.23808,0.1098,4355,-5.7917,2885.4,0.079385,7,6,0.58853,46,1
0.25195,0.10617,4050.8,-5.7906,1421.2,0.082716,7,6,0.48549,37,1
0.24673,0.095281,4452.5,-5.7778,1356.6,0.10845,6,6,0.29119,42,1
0.24501,0.090744,3685.4,-5.7143,1464.3,0.090842,6,6,0.33897,44,1
0.25642,0.094374,4690.1,-5.574,1421.2,0.061396,8,8,0.48235,52,1
0.23979,0.094374,3911.8,-5.5882,1248.9,0.082462,5,12,0.45801,43,1
0.22447,0.096189,3212.4,-5.6754,1399.7,0.066519,7,6,0.37371,43,1
0.23201,0.093466,3908.6,-5.6077,1421.2,0.090153,4,8,0.39193,38,1
0.23236,0.093466,3818.1,-5.6153,1464.3,0.10853,4,8,0.42573,35,1
0.24082,0.098004,3785.8,-5.5339,1442.7,0.089983,3,13,0.62728,40,1
0.27283,0.094374,4027.7,-5.5049,1421.2,0.081961,3,12,0.96163,26,1
0.26848,0.095281,4234.9,-5.4972,1399.7,0.056259,4,13,0.88399,30,1
0.242,0.099819,3650.6,-5.4987,1399.7,0.057708,2,12,0.90829,47,1
0.2422,0.10254,3504.2,-5.5311,2993.1,0.051426,2,12,0.80947,55,1
0.25591,0.10708,4338.1,-5.4517,2971.6,0.067139,2,12,0.85345,55,1
0.26188,0.10708,3885.5,-5.4744,2950,0.05105,3,12,0.8494,54,1
0.2598,0.1098,3891.3,-5.5064,2950,0.052246,3,12,0.87706,54,1
0.26008,0.11525,4100.2,-5.4326,2907,0.052135,3,9,0.85577,53,1
0.24816,0.11615,4142.6,-5.5055,1464.3,0.043736,3,12,0.7723,49,1
0.24629,0.10436,3937.5,-5.5028,1442.7,0.056779,3,12,0.7233,49,1
0.25306,0.10254,4253.4,-5.5774,1421.2,0.066154,3,12,0.76846,52,1
0.24658,0.10254,3942.7,-5.5413,3014.6,0.063114,5,11,0.68087,54,1
0.24115,0.099819,3974,-5.4504,2971.6,0.07715,2,12,0.66445,53,1
0.24962,0.10799,3867.4,-5.52,3036.2,0.10368,2,12,0.63712,52,1
0.23493,0.10799,3810.3,-5.4842,3014.6,0.12426,2,12,0.66837,49,1
0.1859,0.092559,3084.6,-5.541,2950,0.075377,2,13,0.43065,52,1
0.16184,0.086207,2619.7,-5.5007,473.73,0.091562,2,12,0.47765,52,1
0.17195,0.090744,2272.8,-5.4266,3014.6,0.10267,2,12,0.37237,55,1
0.17545,0.08167,1819.1,-5.4086,473.73,0.073137,2,12,0.48292,52,1
0.16613,0.075318,2345.8,-5.3827,473.73,0.070499,2,12,0.59933,46,1
0.17046,0.082577,2656.9,-5.3605,473.73,0.088447,2,12,0.53151,38,1
0.1649,0.092559,1823.9,-5.481,1485.8,0.073918,3,13,0.38453,48,1
0.14785,0.084392,2175.6,-5.5337,473.73,0.082202,2,12,0.40011,43,1
0.14397,0.072595,1932.3,-5.4703,1399.7,0.062023,2,12,0.51115,54,1
0.15466,0.063521,1948.4,-5.3968,473.73,0.042938,3,12,0.58865,41,1
0.1603,0.069873,2127.9,-5.2713,452.2,0.045768,2,12,0.71834,33,1
0.16437,0.071688,2227.4,-5.3685,452.2,0.057854,2,11,0.64481,35,1
0.17808,0.068966,2261.3,-5.3166,473.73,0.056352,2,12,0.6132,34,1
0.17167,0.072595,2135.1,-5.2126,1464.3,0.051189,2,12,0.76059,30,1
0.16561,0.07078,2481,-5.422,1507.3,0.058455,2,11,0.61398,30,1
0.15913,0.067151,2079.6,-5.3956,452.2,0.053134,3,12,0.54956,34,1
0.14978,0.077132,1744.3,-5.2952,1485.8,0.053406,2,12,0.52902,36,1
0.15721,0.08167,2000.2,-5.4225,1485.8,0.044194,2,12,0.45637,33,1
0.16086,0.085299,2242.5,-5.3889,1528.9,0.045219,3,11,0.61073,42,1
0.14538,0.089837,1979.9,-5.4712,2777.8,0.051065,2,11,0.58065,47,1
0.13137,0.082577,1645,-5.4688,1571.9,0.044543,2,12,0.56351,48,1
0.13203,0.087114,1778.7,-5.3831,1550.4,0.061742,2,13,0.5042,36,1
0.14151,0.085299,1843,-5.5286,1550.4,0.04502,3,12,0.57467,32,1
0.15777,0.084392,2400.6,-5.5109,1550.4,0.054585,2,12,0.54399,41,1
0.15728,0.088929,2195.5,-5.5194,1593.5,0.07368,2,12,0.5949,35,1
0.1589,0.084392,1931.7,-5.4466,1571.9,0.061421,2,12,0.67351,35,1
0.14283,0.079855,1681.9,-5.3305,1593.5,0.056998,2,12,0.40421,49,1
0.14263,0.083485,1523.4,-5.2856,1679.6,0.077583,2,13,0.43836,43,1
0.14517,0.095281,1988.2,-5.3975,1701.1,0.079981,2,12,0.45039,43,1
0.14263,0.096189,1827.6,-5.4265,1636.5,0.077092,2,12,0.50242,46,1
0.15425,0.093466,1676.8,-5.3758,1636.5,0.06863,2,13,0.4723,46,1
0.14613,0.093466,1967.6,-5.4079,1701.1,0.074091,4,8,0.62931,39,1
0.16267,0.10254,2243.8,-5.5102,1701.1,0.075166,2,12,0.53185,56,1
0.17427,0.098911,1567.8,-5.3932,3079.2,0.069554,2,12,0.50063,57,1
0.14674,0.079855,2297.7,-5.5253,1679.6,0.093993,2,11,0.57875,36,1
0.13038,0.089837,2046.2,-5.3196,1701.1,0.067469,2,12,0.52109,43,1
0.16743,0.099819,1586.3,-5.367,3122.3,0.059686,2,12,0.39231,52,1
0.1494,0.091652,2196,-5.4841,1722.7,0.099981,2,12,0.38102,48,1
0.14212,0.090744,2446.8,-5.5031,3208.4,0.092513,3,12,0.43829,57,1
0.15386,0.087114,1351.6,-5.4544,1636.5,0.0802,2,12,0.38619,58,1
0.13714,0.089837,1390.3,-5.4227,1636.5,0.074674,2,12,0.47573,55,1
0.12994,0.090744,1756.3,-5.3947,1679.6,0.091749,3,12,0.54258,48,1
0.11941,0.084392,1274.7,-5.5592,473.73,0.06574,3,6,0.41879,41,1
0.15086,0.08167,1967.7,-5.4213,1636.5,0.079204,2,12,0.47972,40,1
0.1604,0.079855,1706.8,-5.3935,1658.1,0.074711,2,12,0.47256,41,1
0.13615,0.082577,2197.8,-5.4013,1636.5,0.11358,2,11,0.65191,39,1
0.14103,0.084392,1359.9,-5.3036,1636.5,0.059779,2,12,0.56928,42,1
0.13123,0.075318,1785.3,-5.4155,1636.5,0.10224,2,12,0.5159,45,1
0.10237,0.067151,1079.7,-5.2703,409.13,0.056878,2,12,0.71533,51,1
0.11089,0.07078,1040.1,-5.2317,409.13,0.066092,2,12,0.65816,46,1
0.10463,0.07078,997.62,-5.3172,1571.9,0.039367,2,12,0.67955,33,1
0.097083,0.065336,817.55,-5.1564,1528.9,0.032793,2,13,0.83104,28,1
0.10406,0.057169,1003.9,-5.1954,516.8,0.04631,2,13,0.65186,43,1
0.098683,0.054446,808.6,-5.1567,495.26,0.03436,2,12,0.81417,34,1
0.082852,0.068966,529.1,-5.1697,258.4,0.030643,2,13,0.60552,48,1
0.071911,0.075318,694,-5.3951,236.87,0.052227,2,13,0.57726,48,1
0.076459,0.078947,713.17,-5.3616,258.4,0.059496,2,12,0.3964,51,1
0.079432,0.088022,552,-5.2114,2971.6,0.058731,2,13,0.59992,54,1
0.07617,0.090744,483.25,-5.2203,2950,0.036409,2,12,1.0975,54,1
0.08116,0.092559,618.62,-5.1909,1227.4,0.027985,2,12,0.90754,53,1
0.079804,0.083485,576.88,-5.1531,279.93,0.024521,2,12,0.84672,51,1
0.099523,0.054446,639.07,-5.1053,516.8,0.025333,2,12,0.87701,41,1
0.11149,0.033575,990.47,-4.8248,516.8,0.016775,1,12,1.2277,15,1
0.093427,0.047187,458.84,-5.1437,968.99,0.0034462,0,0,0.88325,15,1
0.07974,0.051724,456.44,-5.2398,947.46,0.003174,0,0,1.086,17,1
0.071694,0.054446,391.35,-5.4179,947.46,0.0079758,0,0,0.97749,17,1
0.064347,0.058076,306.09,-5.5207,968.99,0.010391,1,3,0.75972,17,1
0.061787,0.056261,199.35,-5.6043,947.46,0.023457,2,3,0.63116,17,1
0.05509,0.084392,158.47,-5.7386,925.93,0.046816,1,3,0.68263,17,1
0.050557,0.12704,158.64,-5.8482,861.33,0.066735,4,3,0.51622,91,1
0.05354,0.11434,176.28,-5.8686,796.73,0.089031,4,3,0.53816,76,1
0.053127,0.092559,109.93,-5.8956,473.73,0.079828,4,3,0.48158,81,0
0.05745,0.096189,221.57,-5.7352,473.73,0.092256,2,3,0.60994,77,0
0.059877,0.085299,146.43,-5.7603,258.4,0.070284,2,3,0.5597,67,0
0.05204,0.08167,171.71,-5.6569,473.73,0.03954,3,3,0.68898,48,0
0.047471,0.078947,56.752,-5.7836,452.2,0.028762,2,3,0.50275,37,0
0.048704,0.069873,153.26,-5.5832,452.2,0.016169,1,3,0.5925,29,0
0.046043,0.068966,131.08,-5.501,430.66,0.0084388,0,0,0.57873,19,0
0.046374,0.066243,16.484,-5.6318,452.2,0.0057417,0,0,0.43084,23,0
0.053815,0.053539,256.11,-5.2724,495.26,0.012149,1,29,0.61531,15,0
0.052302,0.047187,205.8,-5.3123,516.8,0.0086351,0,0,0.56044,18,0
0.048484,0.044465,117.03,-5.3337,667.53,0.0098708,0,0,0.57193,16,0
0.056698,0.044465,315.44,-5.1066,430.66,0.0027509,0,0,0.69873,17,0
0.059567,0.04265,280.87,-5.0553,430.66,0.0033411,0,0,0.65154,18,0
0.067278,0.03176,300.79,-5.0047,473.73,0.0013043,0,0,0.49396,18,0
0.11839,0.023593,721.73,-4.6273,516.8,0,0,0,0.80468,9,0
0.18805,0.021779,1761.2,-4.1883,495.26,0.00043198,0,0,1.2502,9,0
0.17762,0.022686,1372.6,-4.2129,495.26,0.0038919,0,0,1.1838,9,0
0.10725,0.023593,738.41,-4.6335,473.73,0.004571,0,0,0.87235,9,0
0.095995,0.024501,656.53,-4.5362,473.73,0.0055074,0,0,0.98638,9,0
0.09663,0.025408,594.83,-4.6367,495.26,0.00063366,0,0,0.91493,9,0
0.088107,0.022686,627.46,-4.6011,495.26,0.00053616,0,0,0.97053,9,0
0.067118,0.03176,175.26,-4.9828,279.93,0.0024961,0,0,0.57675,11,0
0.076692,0.03176,416.65,-4.8644,236.87,0,0,0,0.89898,9,0
0.083623,0.023593,517.06,-4.9456,495.26,0.0012579,0,0,0.95853,9,0
0.077216,0.025408,419.79,-4.95,473.73,0.0019099,0,0,0.9555,9,0
0.088771,0.033575,653.49,-5.1828,473.73,0.012901,1,19,0.63887,9,0
0.079712,0.054446,448.47,-5.3136,452.2,0.031823,1,19,0.4671,23,0
0.070788,0.058076,448.79,-5.361,258.4,0.034114,1,18,0.74372,23,0
0.073053,0.051724,415.39,-5.5354,258.4,0.016676,1,17,0.61655,24,0
0.064532,0.055354,337.5,-5.5302,236.87,0.032093,2,3,0.64557,34,0
0.052758,0.08167,63.479,-5.8472,452.2,0.028799,5,3,0.44262,52,0
0.05281,0.097096,206.17,-5.7202,409.13,0.034015,3,3,0.46998,62,0
0.055149,0.084392,184.31,-5.7181,473.73,0.058472,2,3,0.51143,54,0
0.062141,0.069873,220.99,-5.4921,387.6,0.030109,2,3,0.58094,23,0
0.078468,0.04265,347.08,-5.2728,409.13,0.0092951,0,0,0.78484,12,0
0.081478,0.027223,375.63,-5.1061,387.6,0.01104,1,3,0.97575,7,0
0.076978,0.033575,428.77,-5.0109,409.13,0.0030828,0,0,0.82295,8,0
0.076203,0.029038,544.45,-4.9413,409.13,0.0060076,0,0,0.91811,9,0
0.071683,0.029946,301.25,-5.0553,839.79,0.0022155,0,0,0.63047,18,0
0.068286,0.03539,392.26,-4.9942,624.46,0.0013247,0,0,0.81836,14,0
0.060898,0.037205,315.14,-4.9786,646,0.0054773,0,0,0.97579,11,0
0.050037,0.04265,152.86,-5.1375,236.87,0.0022417,0,0,0.85702,12,0
0.048369,0.038113,187.37,-5.2424,236.87,0.0018109,0,0,0.59182,17,0
0.049758,0.03176,156.29,-5.1967,236.87,0.0025304,0,0,0.52512,11,0
0.04457,0.047187,109.09,-5.2086,409.13,0.0014809,0,0,0.34795,16,0
0.042992,0.049002,110.54,-5.2635,344.53,0.0013295,0,0,0.39982,14,0
0.047071,0.036298,126.61,-5.2457,236.87,0.0028817,0,0,0.30863,19,0
0.043035,0.045372,149.25,-5.3067,430.66,0.008486,0,0,0.41638,23,0
0.03956,0.054446,66.32,-5.4023,323,0.01336,1,21,0.35923,22,0
0.04359,0.053539,120.19,-5.2634,581.4,0.0060955,0,0,0.47687,20,0
0.046417,0.047187,127.37,-5.2407,236.87,0.0019243,0,0,0.55144,17,0
0.040415,0.045372,26.673,-5.3636,236.87,0.0028847,0,0,0.43239,13,0
0.038104,0.036298,27.667,-5.4232,581.4,0.0030424,0,0,0.45262,16,0
0.039847,0.034483,92.881,-5.2674,430.66,0.0044908,0,0,0.63205,16,0
0.046604,0.034483,106.82,-5.1703,538.33,0.001497,0,0,0.39512,9,0
0.072887,0.026316,560.14,-4.7359,258.4,0.00047978,0,0,0.72949,12,0
0.072975,0.034483,330.15,-4.9299,667.53,0.0012602,0,0,0.70312,12,0
0.074889,0.036298,338.82,-5.0186,667.53,0.0022149,0,0,0.76259,12,0
0.083351,0.037205,582,-4.9345,646,0.012201,2,11,0.66041,12,0
0.095011,0.039927,776.81,-4.9077,689.06,0.012993,1,18,0.58508,13,0
0.10842,0.034483,873.57,-4.8787,430.66,0.011412,1,18,0.62685,10,1
0.10672,0.03539,651.64,-5.1087,796.73,0.019913,1,18,0.7257,13,1
0.10054,0.03902,648.28,-5.1276,818.26,0.019434,2,3,0.8956,14,1
0.087099,0.04265,566.57,-4.9923,796.73,0.0098223,0,0,0.79817,14,1
0.08742,0.037205,575.81,-5.0219,409.13,0.0088826,0,0,0.89563,13,1
0.09758,0.032668,615.26,-5.1374,387.6,0.016394,2,11,0.76775,14,1
0.093304,0.034483,558.71,-5.1268,387.6,0.0089491,0,0,0.89674,14,1
0.080324,0.032668,495.58,-5.1675,753.66,0.010681,1,16,0.71145,14,1
0.10587,0.030853,767.49,-5.0579,839.79,0.0064987,0,0,0.57076,16,1
0.13158,0.03902,1293.6,-4.8185,387.6,0.014182,1,18,0.66242,16,1
0.13013,0.040835,1163.8,-4.9063,387.6,0.01154,1,17,0.7051,15,1
0.12393,0.034483,1025.9,-5.0267,753.66,0.012915,1,29,0.55911,15,1
0.13921,0.04265,1577.4,-4.8823,904.39,0.014063,1,28,0.57038,18,1
0.1435,0.045372,1388.1,-4.9595,947.46,0.013268,2,18,0.58264,18,1
0.1498,0.047187,1682.5,-4.9123,387.6,0.020146,1,29,0.53582,17,1
0.15823,0.050817,1861.2,-4.9312,796.73,0.019348,1,27,0.624,17,1
0.16015,0.040835,1617.5,-5.0712,861.33,0.019084,3,11,0.63629,16,1
0.1747,0.038113,2021.9,-4.987,904.39,0.020147,2,11,0.58465,16,1
0.16098,0.041742,1701.9,-5.0109,775.2,0.015428,3,11,0.59966,17,1
0.16836,0.03902,1826.9,-4.9559,646,0.020483,2,11,0.52067,14,1
0.18704,0.037205,2073.6,-4.8317,689.06,0.015691,2,11,0.62757,13,1
0.16413,0.038113,1619.3,-4.8545,775.2,0.010603,1,11,0.81739,14,1
0.14638,0.036298,1381.7,-4.9333,775.2,0.016171,1,18,0.92916,14,1
0.15291,0.03539,1400.9,-5.0189,775.2,0.014297,1,18,0.77526,14,1
0.15613,0.036298,1764.5,-4.9487,796.73,0.0096075,0,0,0.85901,14,1
0.14507,0.033575,1282.4,-5.1115,796.73,0.015167,1,29,0.70066,14,1
0.12549,0.03902,1138.6,-5.2823,387.6,0.01511,1,19,0.76619,14,1
0.12766,0.045372,1165.7,-5.2969,495.26,0.028248,1,19,0.60202,14,1
0.15372,0.033575,1360.9,-5.2029,495.26,0.037037,1,19,0.70174,9,1
0.16692,0.03176,1528.3,-5.1406,473.73,0.025659,1,19,0.73117,9,1
0.15452,0.040835,1621.4,-5.0688,495.26,0.024237,1,19,0.72604,13,1
0.13456,0.03902,1265.4,-5.2792,473.73,0.02683,3,9,0.63817,13,1
0.12073,0.036298,831.34,-5.3206,473.73,0.020427,3,6,0.62002,14,1
0.10077,0.047187,831.69,-5.3977,473.73,0.017781,3,6,0.52455,15,1
0.10554,0.065336,1046.2,-5.3676,753.66,0.040416,2,6,0.56867,23,1
0.11564,0.062613,857.99,-5.5993,753.66,0.043347,4,6,0.69254,15,1
0.10929,0.057169,1021,-5.5909,753.66,0.045256,3,6,0.44999,16,1
0.13348,0.054446,1587.7,-5.5035,732.13,0.037976,3,9,0.34779,24,1
0.16921,0.076225,2062,-5.6535,753.66,0.077374,3,13,0.3269,33,1
0.18769,0.087114,2838.8,-5.5593,990.53,0.053697,3,6,0.35697,37,1
0.17651,0.088022,2499.9,-5.6312,947.46,0.047484,3,12,0.38014,37,1
0.20545,0.11706,3394.3,-5.7209,2454.8,0.095502,6,7,0.31374,43,1
0.24809,0.11887,4686.6,-5.7841,1808.8,0.067747,6,7,0.45002,45,1
0.25713,0.11525,4974.6,-5.8779,2239.5,0.061557,6,7,0.38417,46,1
0.24885,0.11978,4531.3,-5.8178,2627.1,0.049348,7,7,0.37785,47,1
0.23528,0.1225,3680.4,-5.9694,2584,0.060702,5,8,0.3221,47,1
0.25232,0.12341,5019.8,-5.8562,2584,0.060551,3,8,0.42964,45,1
0.26431,0.11615,4807.2,-5.8589,1033.6,0.058283,5,8,0.54719,40,1
0.25658,0.12341,4780.3,-5.8172,1227.4,0.0584,7,8,0.43584,40,1
0.24397,0.12613,4426.5,-5.8816,2648.6,0.097373,5,8,0.48609,42,1
0.23449,0.11706,3688.6,-5.8737,1292,0.089507,8,8,0.38774,53,1
0.22226,0.1216,4117.2,-5.799,2691.7,0.078324,6,8,0.34773,43,1
0.2204,0.12976,3467.7,-5.9526,2627.1,0.086213,6,8,0.3905,48,1
0.22471,0.11887,3576.1,-5.814,2670.1,0.10515,6,8,0.56569,50,1
0.20893,0.11162,3523.2,-5.8133,1055.1,0.091504,5,8,0.40279,42,1
0.21118,0.10799,3553.5,-5.8552,1248.9,0.11468,8,8,0.42724,40,1
0.24487,0.087114,3650.7,-5.7582,1292,0.10534,6,8,0.54811,47,1
0.28516,0.082577,4837.6,-5.7282,1248.9,0.1512,6,8,0.37621,40,1
0.28871,0.095281,5443.9,-5.7564,2734.7,0.11713,6,8,0.46367,48,1
0.26903,0.092559,4638.5,-5.7155,2799.3,0.10567,5,8,0.60654,47,1
0.27642,0.083485,4435,-5.7306,1055.1,0.0991,7,8,0.51166,36,1
0.26799,0.087114,5095.7,-5.6241,1248.9,0.11147,4,12,0.41131,46,1
0.23781,0.098004,3426.9,-5.6436,1270.5,0.12552,6,8,0.43765,48,1
0.22038,0.10073,4147.4,-5.5517,2670.1,0.11421,5,12,0.57796,49,1
0.22251,0.090744,2838.9,-5.573,1270.5,0.10032,6,12,0.53853,45,1
0.22215,0.082577,3595.7,-5.3877,1227.4,0.080927,5,12,0.55586,43,1
0.20218,0.067151,2618.6,-5.4759,1055.1,0.070235,3,11,0.68719,30,1
0.19548,0.068058,2379.8,-5.3681,1055.1,0.090638,2,12,1.1215,43,1
0.18743,0.078947,2326.1,-5.3858,1033.6,0.09238,2,12,1.0288,28,1
0.19056,0.073503,2404.4,-5.3665,1033.6,0.092971,2,12,1.1127,34,1
0.18792,0.064428,2086.1,-5.4239,1033.6,0.079048,2,11,0.99096,23,1
0.15447,0.059891,1713,-5.3606,1033.6,0.054208,2,12,0.92975,23,1
0.13868,0.060799,1556.2,-5.3531,1033.6,0.056229,2,11,0.99761,35,1
0.13816,0.059891,1326.8,-5.2744,1012.1,0.063873,2,11,1.0067,36,1
0.1445,0.049909,1453.2,-5.2551,1012.1,0.064145,2,11,1.0485,23,1
0.17259,0.043557,1604.7,-4.9873,1012.1,0.020535,1,11,1.2542,19,1
0.21591,0.04265,2305.8,-4.7318,1012.1,0.023642,1,11,1.3364,18,1
0.23173,0.041742,2211.5,-4.688,990.53,0.018746,1,12,1.336,18,1
0.25043,0.041742,2330.9,-4.5864,990.53,0.017043,1,17,1.4209,18,1
0.24155,0.041742,2554.2,-4.667,968.99,0.013216,1,12,1.2755,18,1
0.20191,0.04265,1885.3,-4.6934,968.99,0.017904,1,12,1.3857,17,1
0.20257,0.04265,1496.5,-4.7277,968.99,0.0089325,0,0,1.4876,17,1
0.20899,0.04265,1946.8,-4.587,968.99,0.010741,1,10,1.5606,17,1
0.19841,0.04265,1788.5,-4.4987,968.99,0.0089831,0,0,1.4406,17,1
0.15761,0.037205,1217.8,-4.7281,968.99,0.0065692,0,0,1.1872,17,1
0.12047,0.032668,859.51,-4.8323,968.99,0.0074735,0,0,1.2402,17,1
0.13175,0.034483,937.24,-4.7382,968.99,0.0049581,0,0,1.2559,17,1
0.14474,0.03539,1082.8,-4.6803,646,0.0059325,0,0,1.335,17,1
0.13296,0.037205,1049.6,-4.7814,968.99,0.0096449,0,0,1.355,17,1
0.1323,0.033575,941.34,-4.7608,947.46,0.0074951,0,0,1.2972,17,1
0.12866,0.03176,888.71,-4.7042,947.46,0.0042466,0,0,1.299,17,1
0.11665,0.034483,677.19,-4.7281,624.46,0.003368,0,0,1.4084,17,1
0.11017,0.038113,649.85,-4.7035,624.46,0.0063073,0,0,1.3914,13,1
0.099633,0.037205,559.67,-4.7761,624.46,0.0053188,0,0,1.3279,12,1
0.090412,0.030853,527.25,-4.8553,602.93,0.0075547,0,0,1.2699,11,1
0.079451,0.027223,358.47,-4.8486,624.46,0.00090449,0,0,1.1892,11,1
0.075266,0.029038,320.18,-4.9016,602.93,0.0045934,0,0,1.3,11,1
0.073298,0.038113,291.74,-5.1401,602.93,0.0058722,0,0,1.2355,11,1
0.072199,0.040835,323.6,-5.0953,602.93,0.0026039,0,0,1.2751,11,1
0.080058,0.043557,348.64,-5.1038,581.4,0.014967,1,11,1.2608,11,1
0.090955,0.041742,455.36,-5.1272,581.4,0.031979,1,10,1.3654,11,1
0.094267,0.032668,494.92,-5.0156,581.4,0.019516,1,11,1.4459,11,1
0.085845,0.032668,411.16,-5.117,581.4,0.027564,1,12,1.2984,11,1
0.070476,0.048094,350.86,-5.3095,559.86,0.019673,1,12,1.0065,13,1
0.065541,0.056261,289.35,-5.3269,538.33,0.03386,1,12,0.99735,22,1
0.06221,0.065336,292.72,-5.3281,538.33,0.039073,1,12,1.0496,18,1
0.056192,0.066243,116.04,-5.45,538.33,0.015748,1,12,0.82969,28,1
0.052222,0.051724,204.99,-5.2454,516.8,0.012441,1,12,0.95283,17,1
0.065075,0.052632,240.67,-5.4616,1033.6,0.0074846,0,0,0.38625,21,1
0.079159,0.046279,690.31,-5.1699,516.8,0.0046882,0,0,0.62952,15,1
0.07209,0.036298,405.82,-5.1413,516.8,0.011741,1,14,0.47732,14,1
0.0651,0.03902,357.43,-5.1948,646,0.0057201,0,0,0.50585,17,1
0.070426,0.03902,416.13,-5.0982,624.46,0.012656,1,17,0.61543,12,1
0.077216,0.034483,443.59,-5.0466,516.8,0.00074715,0,0,0.35354,17,1
0.078115,0.039927,510.94,-5.2187,581.4,0.011519,1,13,0.65777,16,1
0.074941,0.069873,417.9,-5.8974,193.8,0.0372,2,9,0.66314,36,1
0.084966,0.079855,561.24,-5.8269,215.33,0.028411,2,22,0.62971,43,0
0.10307,0.075318,910.59,-5.7235,387.6,0.025663,2,13,0.50719,34,0
0.10551,0.093466,1132.9,-5.8299,215.33,0.033686,3,13,0.57369,35,0
0.091778,0.088022,864.3,-5.7196,409.13,0.030451,2,15,0.60811,41,0
0.080533,0.066243,522.84,-5.6136,215.33,0.041639,1,13,0.70278,38,0
0.073231,0.055354,396.9,-5.6192,215.33,0.018201,1,13,0.832,23,0
0.06266,0.056261,279.15,-5.582,215.33,0.012343,1,11,0.44086,35,0
0.062016,0.058076,370.56,-5.5945,193.8,0.027888,1,13,0.44272,40,0
0.064194,0.071688,380.03,-5.6762,193.8,0.014536,2,14,0.38981,32,0
0.052428,0.088022,230.95,-5.5969,387.6,0.01138,2,10,0.51756,31,0
0.048289,0.090744,56.765,-5.8758,387.6,0.0076038,0,0,0.61414,28,0
0.05946,0.084392,299.9,-5.8623,387.6,0.013097,1,16,0.5037,34,0
0.063504,0.077132,276.57,-5.8067,387.6,0.0098606,0,0,0.60441,30,0
0.055605,0.090744,266.33,-5.7888,409.13,0.016386,1,15,0.51593,48,0
0.047707,0.083485,128.48,-5.8175,495.26,0.021868,2,15,0.29759,42,0
0.04645,0.067151,173.22,-5.671,473.73,0.0089472,0,0,0.32868,34,0
0.045016,0.07804,137.79,-5.7749,581.4,0.008214,0,0,0.35976,51,0
0.046748,0.10617,113.73,-6.0699,409.13,0.026388,3,2,0.32052,58,0
0.049806,0.094374,151.02,-5.9353,581.4,0.039106,3,13,0.31209,59,0
0.045061,0.072595,50.033,-5.8094,473.73,0.018213,1,13,0.29723,41,0
0.035411,0.084392,-8.0607,-5.8675,452.2,0.0099094,0,0,0.3981,44,0
0.034397,0.085299,7.8915,-5.7821,236.87,0.0049881,0,0,0.33043,38,0
0.044549,0.075318,49.114,-5.6567,258.4,0.0088609,0,0,0.61863,29,0
0.04897,0.07078,151.21,-5.7461,689.06,0.030077,2,11,0.72535,31,0
0.048851,0.061706,118.37,-5.606,689.06,0.014243,1,13,0.66458,16,0
0.048018,0.062613,119.91,-5.597,409.13,0.0032295,0,0,0.43363,16,0
0.048967,0.076225,155.56,-5.7087,581.4,0.0069005,0,0,0.47436,23,0
0.048304,0.073503,66.525,-5.6257,430.66,0.0055697,0,0,0.39905,22,0
0.044989,0.045372,169.89,-5.3468,236.87,0.0031195,0,0,0.58002,18,0
0.032721,0.010889,-27.445,-5.265,258.4,0.0042908,0,0,0.47116,8,0
0.00070306,0.22414,-44.608,-6.5996,839.79,0.00050826,0,0,0.21272,183,0
0.00064107,0.22142,-41.215,-6.6246,236.87,0.00050286,0,0,0.31762,201,0
0.00060029,0.23503,-39.029,-6.5888,279.93,0.00042136,0,0,0.3467,206,0
0.00073884,0.23775,-44.787,-6.595,172.27,0.00072784,0,0,0.29948,168,0
