@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
589.84,-4.811,64.6,0.004286,0,0,0
1142.7,-4.5043,21.533,0.0078184,0,0,0
991.69,-4.5552,21.533,0.006217,0,0,0
564.36,-4.9043,21.533,0.002076,0,0,0
375.79,-5.0845,64.6,0.0030386,0,0,0
468.17,-4.8659,21.533,0.0046283,0,0,0
432.44,-4.8047,21.533,0.0026045,0,0,0
384.71,-5.0213,21.533,0.004292,0,0,0
778.47,-4.6342,21.533,0.0029619,0,0,0
424.91,-5.0127,21.533,0.004189,0,0,0
520.42,-4.9141,107.67,0.003443,0,0,0
407.84,-4.9483,107.67,0.0091655,0,0,0
194.11,-5.2666,107.67,0.0088338,0,0,0
714.66,-4.7335,21.533,0.0018817,0,0,1
1301.8,-4.8031,21.533,0.0045246,0,0,1
1174.8,-4.966,495.26,0.018796,2,13,1
1794.7,-4.9396,473.73,0.040773,1,13,1
2047.9,-4.9298,473.73,0.041344,4,4,1
2017.9,-4.8912,473.73,0.043162,3,4,1
2065.3,-4.933,473.73,0.053004,4,4,1
2131.1,-5.0713,495.26,0.057836,4,4,1
2828.4,-4.8705,495.26,0.039606,2,4,1
2018,-4.9991,495.26,0.056246,4,4,1
2472.5,-4.8223,495.26,0.047477,3,4,1
2580.9,-4.9171,495.26,0.050551,4,4,1
2213.5,-5.0242,495.26,0.054203,4,4,1
2470,-4.9135,473.73,0.044609,4,4,1
2267.6,-5.0999,495.26,0.055495,3,4,1
2473.1,-4.9822,473.73,0.046885,3,4,1
2534.4,-5.0144,495.26,0.049736,2,4,1
2346.5,-5.0165,495.26,0.049709,2,4,1
2470.5,-5.132,495.26,0.051809,4,4,1
2534.7,-5.2005,495.26,0.052119,2,4,1
2350,-5.1537,473.73,0.047834,3,4,1
2210.5,-5.2558,473.73,0.059129,3,4,1
2209.9,-5.3123,473.73,0.055277,3,4,1
1913.3,-5.1993,473.73,0.043575,3,4,1
2065.4,-5.2303,452.2,0.035891,3,4,1
1659.6,-5.3389,452.2,0.027023,4,4,1
1924.1,-5.2835,452.2,0.047093,2,4,1
1867.4,-5.2443,452.2,0.034695,4,4,1
1775.1,-5.251,452.2,0.038841,4,4,1
1694.8,-5.3079,452.2,0.038825,4,4,1
2088,-5.1693,452.2,0.04239,4,4,1
2261.9,-5.0673,21.533,0.046408,4,4,1
2182.7,-5.0791,21.533,0.054258,3,4,1
2007.9,-5.0932,452.2,0.049568,4,4,1
2290.3,-5.0418,21.533,0.052047,3,4,1
2194.5,-5.0482,452.2,0.04613,4,4,1
2062.2,-5.1799,473.73,0.044602,4,4,1
2111.1,-5.0476,473.73,0.044195,2,4,1
2121.9,-5.0574,473.73,0.047772,3,4,1
2342.6,-4.9242,473.73,0.043186,2,4,1
1884.4,-5.0658,473.73,0.051354,3,4,1
2126.4,-5.0041,473.73,0.054703,3,4,1
1967.2,-5.026,473.73,0.061968,3,4,1
2018.5,-5.0996,452.2,0.061151,3,4,1
1874.1,-5.096,452.2,0.067069,3,4,1
2038.5,-5.0461,21.533,0.055901,3,4,1
1915.8,-5.0023,21.533,0.050883,3,4,1
1587.5,-5.0803,452.2,0.053769,3,4,1
1565.3,-5.0041,430.66,0.054448,2,4,1
1657.9,-5.0217,452.2,0.047257,4,4,1
1827.6,-4.9674,21.533,0.060607,2,4,1
1882.6,-4.8547,21.533,0.051167,2,4,1
1762.2,-4.8537,21.533,0.04651,3,4,1
1616.5,-4.8451,452.2,0.043217,1,12,1
2076.3,-4.8034,21.533,0.048802,2,4,1
2195.9,-4.7604,452.2,0.055276,1,12,1
1754,-4.7943,452.2,0.038065,1,12,1
1814.7,-4.7771,452.2,0.043635,2,12,1
2049.7,-4.7009,452.2,0.034289,1,12,1
1792.9,-4.8232,452.2,0.047138,3,12,1
2114.7,-4.7374,473.73,0.050778,2,13,1
2549.1,-4.8803,473.73,0.055975,3,4,1
2631.9,-4.8294,473.73,0.072287,3,4,1
2532.4,-4.9061,473.73,0.077697,4,4,1
2771,-4.616,473.73,0.065599,2,13,1
2839.3,-4.7269,473.73,0.065768,4,4,1
2520.5,-4.7882,495.26,0.081535,4,4,1
2732.7,-4.7156,495.26,0.064392,4,4,1
2663,-4.791,495.26,0.071239,4,4,1
2696.8,-4.7039,495.26,0.073978,2,13,1
2680.4,-4.7783,495.26,0.079946,2,13,1
2642.9,-4.7245,495.26,0.075388,2,13,1
2525.2,-4.8255,495.26,0.078001,4,4,1
2772.5,-4.8445,495.26,0.064726,4,5,1
2479.4,-4.8237,495.26,0.067059,4,5,1
2809,-4.8302,495.26,0.062492,4,5,1
2711.7,-4.8256,495.26,0.077961,3,5,1
2457.1,-4.8191,473.73,0.071346,4,5,1
2356.4,-4.7721,473.73,0.048074,3,5,1
2306.1,-4.7489,473.73,0.060588,2,5,1
2698.9,-4.6648,473.73,0.068513,4,5,1
2824.5,-4.7116,473.73,0.066402,3,5,1
2224.6,-4.8419,473.73,0.062403,2,14,1
2464.9,-4.669,452.2,0.039311,1,13,1
2418.6,-4.6974,452.2,0.049437,2,13,1
1910.9,-4.8259,452.2,0.05644,1,13,1
1855.8,-4.8642,452.2,0.061534,1,13,1
1875.3,-4.8063,430.66,0.049073,1,14,1
1616.2,-4.9637,430.66,0.054651,1,13,1
1697.4,-4.8352,796.73,0.051973,1,14,1
1884.9,-4.7647,753.66,0.051918,1,13,1
1995.2,-4.6761,732.13,0.060834,1,14,1
1585.7,-4.8043,710.6,0.044767,1,13,1
1188.5,-4.8549,689.06,0.044245,1,13,1
1443.7,-4.7908,689.06,0.049402,1,13,1
1186,-4.8464,732.13,0.033329,1,13,1
1160.1,-4.7925,387.6,0.022215,1,13,1
1609,-4.7538,344.53,0.023199,1,14,1
1344.9,-4.7925,366.06,0.020791,1,14,1
1413.5,-4.7676,323,0.012828,1,13,1
875.2,-4.8652,21.533,0.013849,1,13,1
1296.5,-4.7021,732.13,0.0059867,0,0,1
1695.8,-4.5043,344.53,0.0012731,0,0,1
791.73,-4.8615,710.6,0.0031424,0,0,1
913.64,-4.7555,538.33,0.0048685,0,0,1
952.06,-4.6538,495.26,0.0019286,0,0,1
853.39,-4.6803,495.26,0.00018768,0,0,1
843.65,-4.585,21.533,0.0011627,0,0,1
443.61,-4.8198,21.533,0.0047738,0,0,1
457.33,-4.9026,21.533,0.001671,0,0,1
549,-4.6982,107.67,0.0040672,0,0,1
249.97,-4.9534,366.06,0.0022277,0,0,1
1005.7,-4.4767,21.533,0.0043331,0,0,1
924.75,-4.5351,344.53,0.0029299,0,0,1
485.71,-4.7412,64.6,0.0029972,0,0,0
475.17,-4.6422,107.67,0,0,0,0
591.36,-4.5677,21.533,0.00071665,0,0,0
184.19,-5.1243,129.2,0.00031508,0,0,0
291.94,-4.8403,107.67,0.0036398,0,0,0
36.76,-5.3519,366.06,0.0038579,0,0,0
314.44,-4.915,344.53,0.0032815,0,0,0
388.51,-4.8387,366.06,0.00047343,0,0,0
265.74,-5.0024,107.67,0.00074,0,0,0
254.25,-4.9153,129.2,0.0091241,0,0,0
440.06,-4.7751,344.53,0.00089596,0,0,0
774.11,-4.512,21.533,0.0064423,0,0,0
536.7,-4.6291,344.53,0.0057377,0,0,0
394.49,-4.7245,344.53,0.0016581,0,0,0
329.44,-4.7791,21.533,0.0026377,0,0,0
544.77,-4.4999,344.53,0.0017962,0,0,0
496.85,-4.7387,107.67,0.0012244,0,0,0
337.63,-4.7645,21.533,0.0030213,0,0,0
243.29,-4.7928,107.67,0.0022983,0,0,0
425.19,-4.6601,129.2,0.0033221,0,0,0
324.63,-4.7581,129.2,0.00043371,0,0,0
302.42,-4.793,129.2,0.00096178,0,0,0
468.28,-4.6597,129.2,0.00017792,0,0,0
262.82,-4.8786,129.2,0.0043224,0,0,0
713.83,-4.4183,107.67,0,0,0,0
573.82,-4.6132,21.533,0.0010678,0,0,0
316.51,-4.9045,21.533,0.00015855,0,0,0
294.74,-4.8604,64.6,0.0011655,0,0,0
303.42,-4.8801,279.93,0.0011054,0,0,0
402.79,-4.7616,107.67,0.00053783,0,0,0
373.64,-4.8725,107.67,0.0032362,0,0,0
303.53,-5.0839,323,0.00078734,0,0,0
624.57,-4.834,107.67,0.0068993,0,0,0
341.14,-5.0448,323,0.0077546,0,0,0
428.42,-4.9401,366.06,0.0026607,0,0,0
489.17,-4.8963,107.67,0.0015016,0,0,0
191.36,-5.1928,344.53,0.0042283,0,0,0
335.37,-5.0164,107.67,0.0045157,0,0,0
268.79,-5.1506,129.2,0.0090933,0,0,0
376.14,-4.9107,21.533,0.0012833,0,0,0
449.1,-4.937,21.533,0.0036866,0,0,0
278.19,-5.1149,21.533,0.0056424,0,0,0
494.67,-4.9091,107.67,0.0026853,0,0,0
444.39,-4.9651,107.67,0.0009767,0,0,0
191.54,-5.1969,129.2,0.0035792,0,0,0
109.73,-5.3393,107.67,0.0049161,0,0,0
245.91,-5.1911,129.2,0.0050832,0,0,0
300.37,-5.068,64.6,0.0075828,0,0,0
213.41,-5.0983,107.67,0.0045214,0,0,0
200.13,-5.2447,344.53,0.0032808,0,0,0
52.892,-5.4608,107.67,0.0074196,0,0,0
294.98,-4.9443,107.67,0.0083136,0,0,0
152.32,-5.2371,86.133,0.0079046,0,0,0
273.09,-4.9873,107.67,0.0056883,0,0,0
105.81,-5.2822,366.06,0.0019791,0,0,0
313.47,-4.9455,21.533,0.0018851,0,0,0
146.29,-5.104,107.67,0.0045163,0,0,0
81.623,-5.2023,21.533,0.0018165,0,0,0
167.45,-5.1285,107.67,0.0025153,0,0,0
192.44,-5.0384,21.533,0.0030729,0,0,0
274.52,-4.8529,107.67,0.0010936,0,0,0
334.34,-4.7453,107.67,0.0028532,0,0,0
170.28,-4.9851,150.73,0.0022468,0,0,0
265.58,-4.8284,86.133,0.00021964,0,0,0
409.68,-4.7536,129.2,0.00093021,0,0,0
224.34,-4.9614,129.2,0.00011809,0,0,0
421.5,-4.5882,107.67,0.00084519,0,0,0
166.87,-5.0529,107.67,0.0020989,0,0,0
234.38,-4.8715,129.2,0.0045952,0,0,0
128.57,-5.096,107.67,0.0034126,0,0,0
70.151,-5.1986,86.133,0.00083131,0,0,0
225.56,-5.0067,86.133,0.0068006,0,0,0
302.19,-4.9438,129.2,0.00034923,0,0,0
239.02,-4.9472,344.53,0.0012555,0,0,0
230.56,-4.9099,107.67,0.0028653,0,0,0
50.99,-5.2546,86.133,0.0023475,0,0,0
65.851,-5.2517,107.67,0.004753,0,0,0
119.37,-5.0658,129.2,0.0039311,0,0,0
19.658,-5.2872,129.2,0.0020619,0,0,0
253.57,-4.8114,107.67,0.0018241,0,0,0
85.657,-5.134,86.133,0.0017191,0,0,0
372.26,-4.6362,107.67,0.0027482,0,0,0
379.41,-4.6801,107.67,0.0031212,0,0,0
143.46,-5.0263,21.533,0.0031898,0,0,0
255.81,-4.686,86.133,0.002604,0,0,0
98.084,-5.0642,129.2,0.0025131,0,0,0
136.66,-5.0139,129.2,0.0015378,0,0,0
213.04,-4.8509,107.67,0.0025204,0,0,0
237.35,-4.9976,64.6,0.0033198,0,0,0
358.62,-4.7438,107.67,0.00056516,0,0,0
358.52,-4.6326,107.67,0.0062185,0,0,0
56.83,-5.2335,129.2,0.0037469,0,0,0
133.18,-5.0849,129.2,0.001049,0,0,0
249.12,-4.7743,21.533,0.0042338,0,0,0
154.49,-5.094,129.2,0.00059409,0,0,0
337.56,-4.721,107.67,0.0023036,0,0,0
188.62,-4.9039,21.533,0.0015164,0,0,0
160.17,-5.0462,21.533,0.0014634,0,0,0
203.86,-4.7978,107.67,0.0028394,0,0,0
99.898,-5.096,64.6,0.0013984,0,0,0
144.7,-4.99,107.67,0.0015503,0,0,0
166.19,-4.9968,21.533,0.0010625,0,0,0
323.01,-4.7296,107.67,0.0014431,0,0,0
296.51,-4.8151,107.67,0.0016507,0,0,0
173.96,-4.8905,150.73,0.0014218,0,0,0
243.65,-4.8255,215.33,0.0024522,0,0,0
188.79,-4.9518,21.533,0.0038249,0,0,0
394.21,-4.6345,21.533,0.00062035,0,0,0
607.31,-4.388,21.533,0.0013268,0,0,0
491.72,-4.5795,21.533,0.00091961,0,0,0
251.76,-4.9262,21.533,0.0022605,0,0,0
161.23,-5.1009,21.533,0.0014827,0,0,0
95.179,-5.2551,129.2,0.0012545,0,0,0
71.51,-5.2515,21.533,0.0042819,0,0,0
102.14,-5.2066,21.533,0.0025885,0,0,0
347.53,-4.7791,21.533,0.0029363,0,0,0
424.49,-4.629,21.533,0.0018041,0,0,0
237.3,-4.886,21.533,0.00062888,0,0,0
332.89,-4.7221,21.533,0.0013821,0,0,0
138.92,-5.126,21.533,0.0041944,0,0,0
96.067,-5.1451,107.67,0.0022548,0,0,0
37.375,-5.1953,107.67,0.0021076,0,0,0
84.59,-5.1039,43.066,0.00051551,0,0,0
305.32,-4.638,21.533,0.002708,0,0,0
361.5,-4.5998,21.533,0.00025405,0,0,0
374.48,-4.6453,21.533,0.0019853,0,0,0
292.51,-4.9018,86.133,0.0054804,0,0,0
96.07,-5.1085,21.533,0.0011516,0,0,0
332.54,-4.653,21.533,0.0010224,0,0,0
256.58,-4.7823,107.67,0.00057536,0,0,0
73.078,-5.17,21.533,0.0019303,0,0,0
102.84,-5.0629,107.67,0.0032303,0,0,0
249.38,-4.8584,21.533,0.0010643,0,0,0
1175.4,-3.7865,21.533,0.0019489,0,0,0
634.26,-4.423,21.533,0.0023031,0,0,0
112.84,-5.1408,129.2,0.00087587,0,0,0
379.84,-4.7088,21.533,0.0042804,0,0,0
1065.7,-4.0849,21.533,0.0032059,0,0,0
932.11,-4.2367,21.533,0.0035305,0,0,0
635.96,-4.5568,21.533,0.0013276,0,0,0
238.43,-5.1653,21.533,0.002616,0,0,0
295.14,-5.1052,86.133,0.0051077,0,0,0
312.47,-5.0101,107.67,0.0036709,0,0,0
480.93,-4.9245,21.533,0.0041556,0,0,0
738.9,-4.7162,21.533,0.0012122,0,0,0
776.33,-4.6432,21.533,0.0016237,0,0,0
399.45,-4.9913,107.67,0.0016852,0,0,0
554.35,-4.7283,107.67,0.0023514,0,0,0
391.93,-4.8869,150.73,0.00076605,0,0,0
343.84,-4.9182,107.67,0.0043338,0,0,0
306.42,-4.949,129.2,0.0017622,0,0,0
179.75,-5.0934,129.2,0.0011114,0,0,0
426.8,-4.8508,107.67,0.0028105,0,0,0
117.24,-5.1829,129.2,0.00058913,0,0,0
253.5,-4.9466,107.67,0.0045094,0,0,0
515.19,-4.5789,21.533,0.0020193,0,0,0
137.65,-5.0997,129.2,0.00059439,0,0,0
44.344,-5.3154,129.2,0.0038346,0,0,0
196.22,-5.1997,107.67,0.0082111,0,0,0
178.4,-5.3111,129.2,0.013985,1,9,0
333.43,-5.0531,107.67,0.01527,1,9,0
53.248,-5.5247,21.533,0.016446,2,2,0
210.41,-5.4487,21.533,0.031515,3,3,0
23.159,-5.6812,236.87,0.017765,3,3,0
367.12,-4.9662,129.2,0.010286,1,16,0
302.62,-4.8468,107.67,0.00012262,0,0,0
114.94,-5.1989,129.2,0.00063705,0,0,0
300.04,-4.8877,107.67,0.0013751,0,0,0
385.52,-4.8644,107.67,0.0014879,0,0,0
251.47,-4.9724,107.67,0.0014147,0,0,0
212.86,-5.1555,129.2,0.003853,0,0,0
176.42,-5.1273,150.73,0.0026385,0,0,0
568.64,-4.7992,21.533,0.0029814,0,0,1
949.36,-5.0323,107.67,0.0071714,0,0,1
824.31,-4.9559,775.2,0.01412,1,14,1
1032.7,-5.0395,129.2,0.019381,2,9,1
1455.9,-4.8104,646,0.02341,1,16,1
1482.8,-4.8139,732.13,0.021492,1,16,1
927.8,-4.97,430.66,0.030437,1,15,1
1337.9,-4.8368,430.66,0.023397,1,15,1
1380.1,-4.7875,452.2,0.023718,1,14,1
1440.8,-4.6921,452.2,0.0096995,0,0,1
1117.4,-4.6858,452.2,0.014064,1,14,1
1691.6,-4.4996,452.2,0.0063665,0,0,1
1493.4,-4.7208,452.2,0.012865,1,14,1
1105.1,-4.7693,430.66,0.010977,1,14,1
1143.3,-4.8095,430.66,0.016957,1,15,1
918.75,-4.9271,430.66,0.012378,1,10,1
976.06,-4.9572,409.13,0.011185,1,15,1
813.72,-5.0049,409.13,0.012302,1,12,1
691.41,-5.1221,753.66,0.017084,1,15,1
600.18,-5.0822,732.13,0.012519,1,15,1
865.86,-4.9353,689.06,0.010423,1,15,1
1120.8,-4.813,667.53,0.014609,1,11,1
1092.4,-4.7954,646,0.0036343,0,0,1
1028.5,-4.915,624.46,0.0066166,0,0,1
993.05,-4.9795,581.4,0.015287,1,11,1
722.6,-5.1275,516.8,0.014756,1,11,1
617.23,-5.165,516.8,0.0113,1,12,1
606.7,-5.1088,107.67,0.017858,1,11,1
355.14,-5.2529,473.73,0.0074903,0,0,1
521.33,-5.1525,689.06,0.0051729,0,0,1
474.62,-5.092,107.67,0.0074727,0,0,1
609.86,-5.2717,473.73,0.013031,1,13,1
824.24,-5.0396,689.06,0.0090903,0,0,1
682.79,-5.0542,473.73,0.0039121,0,0,1
701.18,-5.0849,473.73,0.0037548,0,0,1
516.02,-5.1251,107.67,0.014031,1,12,1
488.03,-5.0546,21.533,0.0059835,0,0,1
673.71,-4.9721,129.2,0.005401,0,0,1
527.46,-5.2098,495.26,0.0035522,0,0,1
748.86,-4.9498,21.533,0.0024025,0,0,1
884.53,-4.932,21.533,0.0077472,0,0,1
588.32,-5.0661,516.8,0.0037607,0,0,1
682.29,-5.046,516.8,0.00023751,0,0,1
962.23,-4.8731,516.8,0.0035638,0,0,1
580.83,-5.163,538.33,0.0097723,0,0,1
610.96,-5.1636,538.33,0.0042523,0,0,1
639.21,-5.1453,538.33,0.011306,1,20,1
1018,-4.9939,21.533,0.014903,1,19,1
1473.5,-4.9157,21.533,0.011624,1,17,1
1997.2,-5.0983,495.26,0.04457,1,17,1
3625,-4.8254,538.33,0.05467,7,5,1
3980.8,-4.652,538.33,0.049845,5,5,1
2965.1,-4.842,516.8,0.061981,3,5,1
4034.7,-4.8653,538.33,0.052836,4,5,1
4749.8,-4.7889,581.4,0.064276,3,5,1
7399.8,-4.7518,581.4,0.054096,2,13,1
7152.6,-4.4664,581.4,0.035102,1,17,1
6633.3,-4.476,581.4,0.048615,1,17,1
6260.2,-4.3176,559.86,0.026913,2,13,1
5303.2,-4.5412,559.86,0.029698,4,5,1
4292,-4.5692,538.33,0.027962,5,6,1
3562.2,-4.6561,538.33,0.044511,6,5,1
2719.7,-4.6116,516.8,0.041546,7,5,1
2851.5,-4.5112,516.8,0.048605,4,5,1
3061.2,-4.3758,21.533,0.044752,6,5,1
2003.9,-4.6384,495.26,0.027465,4,10,1
3367.6,-4.161,21.533,0.040945,3,13,1
3336.7,-4.1595,21.533,0.036942,3,13,1
1760.9,-4.6346,473.73,0.025914,3,9,1
3303.5,-4.1541,21.533,0.020717,2,13,1
3727.6,-4.0161,21.533,0.01018,1,13,1
2154.3,-4.5178,473.73,0.021587,1,13,1
3659.8,-4.0661,21.533,0.023297,2,13,1
3008.2,-4.3414,21.533,0.022405,1,13,1
2189.4,-4.5403,452.2,0.0265,1,13,1
2069.6,-4.5828,21.533,0.020277,1,13,1
1593.3,-4.6706,452.2,0.025637,1,13,1
1428.6,-4.786,452.2,0.01435,1,13,1
2126.2,-4.4371,21.533,0.016323,1,13,1
1834.4,-4.5919,452.2,0.016567,1,13,1
2503.1,-4.5812,21.533,0.039452,1,21,1
2536.6,-4.5525,21.533,0.034229,1,14,1
2167.1,-4.6422,473.73,0.022381,1,14,1
1768.3,-4.6405,473.73,0.022542,1,14,1
1982.9,-4.6195,473.73,0.028101,2,9,1
2124,-4.6396,473.73,0.033104,2,9,1
1876.1,-4.8407,473.73,0.034921,2,14,1
2152.2,-4.6513,495.26,0.024112,2,9,1
1918.3,-4.6768,495.26,0.031812,1,14,1
2305.3,-4.648,495.26,0.030031,3,9,1
2343.3,-4.6357,495.26,0.027487,2,14,1
2386.1,-4.6441,495.26,0.034903,1,14,1
2216.1,-4.7728,495.26,0.039843,1,14,1
2135.9,-4.7832,516.8,0.040116,2,14,1
2447.5,-4.6424,516.8,0.037655,2,14,1
2906.6,-4.5553,516.8,0.035667,2,14,1
2858,-4.4626,516.8,0.022279,3,9,1
3033.5,-4.517,516.8,0.030171,2,14,1
3177,-4.4335,516.8,0.026981,2,14,1
3036.3,-4.4302,516.8,0.027553,2,14,1
3042,-4.3616,516.8,0.024006,1,14,1
3285.7,-4.2404,516.8,0.030287,2,14,1
3531.4,-4.2993,516.8,0.029296,2,14,1
3524.5,-4.1952,516.8,0.026528,1,14,1
3147.4,-4.2089,516.8,0.012746,1,21,1
3058.3,-4.2025,516.8,0.015115,1,14,1
3019.4,-4.2973,495.26,0.015448,1,17,1
2972.4,-4.3489,495.26,0.021182,1,13,1
2747.6,-4.2823,495.26,0.015523,1,14,1
3043.7,-4.0422,495.26,0.0088882,0,0,1
3772.3,-3.9462,495.26,0.010568,1,25,1
4086.1,-3.8727,495.26,0.0044111,0,0,1
4233.3,-3.8824,495.26,0.011221,1,18,1
4137.9,-3.906,495.26,0.016271,1,18,1
3694.3,-3.7423,473.73,0.014198,1,20,1
3131.8,-3.9263,473.73,0.0029985,0,0,1
2035.6,-4.005,452.2,0.0096367,0,0,1
1598.7,-4.226,430.66,0.00028628,0,0,1
721.97,-4.7163,430.66,0.0017452,0,0,1
362.13,-4.9348,43.066,0.0062987,0,0,1
596.6,-4.664,21.533,0.0026203,0,0,1
927.42,-4.2608,21.533,0.0026055,0,0,0
234.89,-5.0935,129.2,0.010817,1,19,0
800.53,-4.4493,21.533,0.0011663,0,0,0
383.15,-4.8639,21.533,0.0063432,0,0,0
317.35,-5.0271,129.2,0.0073509,0,0,0
819.52,-4.6182,86.133,0.004126,0,0,0
415.97,-4.8993,21.533,0.0016221,0,0,0
334.73,-5.0173,107.67,0.0023797,0,0,0
230.03,-5.0523,107.67,0.0044962,0,0,0
245.79,-5.1118,64.6,0.0054696,0,0,0
276.06,-5.133,21.533,0.0048826,0,0,0
292.91,-5.0676,129.2,0.0024636,0,0,0
358.92,-5.0326,129.2,0.0034729,0,0,0
248.52,-5.0546,107.67,0.0019301,0,0,0
246.06,-5.1043,150.73,0.0081353,0,0,0
454.71,-4.8654,21.533,0.0018918,0,0,0
462.15,-4.8684,107.67,0.0042343,0,0,0
404.58,-4.9917,43.066,0.0059039,0,0,0
616.57,-4.6937,21.533,0.0010376,0,0,0
682.62,-4.5725,21.533,0.00034423,0,0,0
454.13,-4.8843,21.533,0.0047848,0,0,0
384.33,-4.9605,21.533,0.0053192,0,0,0
197.09,-5.1498,64.6,0.0060188,0,0,0
383.33,-4.9262,107.67,0.0018365,0,0,0
601.8,-4.6487,21.533,0.00062753,0,0,0
744.5,-4.5054,21.533,0.0043068,0,0,0
528.81,-4.7923,21.533,0.0045684,0,0,0
319.94,-5.0164,150.73,0.0067529,0,0,0
334.24,-4.9749,107.67,0.0045948,0,0,0
462.91,-4.909,21.533,0.010834,1,27,0
575.98,-4.7407,21.533,0.0022568,0,0,0
555.9,-4.8188,107.67,0.0013464,0,0,0
518.61,-4.8994,64.6,0.002,0,0,0
232.98,-5.2233,107.67,0.0030917,0,0,0
299.23,-5.101,516.8,0.0071028,0,0,0
303.81,-5.1033,129.2,0.0031317,0,0,0
441.52,-4.9037,107.67,0.00669,0,0,0
422.07,-5.0167,107.67,0.0086675,0,0,0
385.91,-5.1227,129.2,0.0058615,0,0,0
634.07,-4.8025,107.67,0.013048,1,22,0
511.21,-4.9103,129.2,0.010351,1,20,0
255.69,-5.1965,107.67,0.015623,1,23,0
346.11,-5.1207,21.533,0.0022469,0,0,0
251.14,-5.2057,21.533,0.0064178,0,0,0
543.52,-4.8879,107.67,0.0065381,0,0,0
376.12,-5.0643,129.2,0.0033071,0,0,0
223.93,-5.1683,107.67,0.011548,1,24,0
526.37,-4.945,107.67,0.00099936,0,0,0
338.23,-5.0133,21.533,0.0052794,0,0,0
389.45,-5.0269,107.67,0.0044902,0,0,0
187.37,-5.2797,21.533,0.0061888,0,0,0
203.87,-5.3771,86.133,0.01197,1,18,1
849.5,-5.1984,21.533,0.028652,2,15,1
2220.6,-5.1976,516.8,0.063767,6,3,1
2910.6,-4.8402,516.8,0.042748,5,3,1
2779.9,-4.8509,581.4,0.026481,5,3,1
2386.2,-4.9272,516.8,0.037114,5,3,1
3900.9,-4.6673,646,0.019797,5,3,1
4187.3,-4.6812,559.86,0.03435,3,8,1
3070.2,-4.7794,538.33,0.047064,5,3,1
3348.4,-5.0698,516.8,0.12403,5,3,1
2614,-5.2552,516.8,0.12109,6,3,1
2111.3,-5.2074,473.73,0.091537,5,3,1
1468.2,-5.2327,775.2,0.072659,4,8,1
724.05,-5.3136,753.66,0.028139,2,12,1
489.65,-5.1822,107.67,0.015219,1,17,1
142.36,-5.3122,452.2,0.0023527,0,0,1
284.87,-5.0071,107.67,0.0078401,0,0,1
259.93,-5.0033,21.533,0.004321,0,0,0
395.86,-4.9544,21.533,0.0096762,0,0,0
404.37,-5.0997,21.533,0.0066687,0,0,0
278.12,-5.2656,21.533,0.01272,1,24,0
310.05,-5.2824,129.2,0.0093483,0,0,0
627.45,-4.8693,21.533,0.0043063,0,0,0
577.69,-4.9777,21.533,0.0031548,0,0,0
373.56,-5.1749,21.533,0.016468,1,25,0
205.8,-5.3971,43.066,0.0055597,0,0,0
325.06,-5.1848,21.533,0.0073957,0,0,0
390.71,-5.1887,21.533,0.015229,1,19,0
293.16,-5.3714,129.2,0.0090058,0,0,0
267.4,-5.3352,129.2,0.012461,1,18,0
264.02,-5.3435,129.2,0.012905,1,14,0
341.59,-5.2333,129.2,0.0058043,0,0,0
472.74,-5.0469,107.67,0.0091797,0,0,0
459.98,-5.046,129.2,0.016463,1,18,0
440.32,-5.0256,129.2,0.0062102,0,0,0
106.65,-5.4481,107.67,0.014072,1,22,0
204.29,-5.3343,64.6,0.010555,1,14,0
314.39,-5.181,107.67,0.01579,1,17,0
263.08,-5.232,129.2,0.012882,1,17,0
202.35,-5.4235,129.2,0.01788,1,18,0
271.42,-5.2827,107.67,0.01236,1,19,0
130.2,-5.4218,150.73,0.0074689,0,0,0
276.51,-5.2877,86.133,0.0062999,0,0,0
239.56,-5.2106,107.67,0.011124,1,17,0
110.2,-5.3331,129.2,0.0092853,0,0,0
193.19,-5.2841,107.67,0.0097415,0,0,0
181.47,-5.2096,150.73,0.0068442,0,0,0
311.69,-5.1678,21.533,0.017036,1,21,0
432.78,-4.8691,107.67,0.0078564,0,0,0
196.32,-5.3304,64.6,0.0099652,0,0,0
350.94,-4.966,21.533,0.010501,1,22,0
231.64,-5.0342,21.533,0.0081192,0,0,0
478.39,-4.7974,21.533,0.005642,0,0,0
355.2,-4.8705,107.67,0.012765,1,26,0
129.24,-5.2393,129.2,0.0036992,0,0,0
406.5,-4.9229,21.533,0.0025948,0,0,0
552.74,-4.7679,21.533,0.0043306,0,0,0
547.88,-4.8598,21.533,0.0036529,0,0,0
253.28,-4.9917,107.67,0.0027529,0,0,0
341.24,-4.9222,21.533,0.0017461,0,0,0
578.94,-4.6905,21.533,0.00041888,0,0,0
591.84,-4.726,21.533,0.0042195,0,0,0
457.68,-4.809,21.533,0.0081428,0,0,0
393.51,-4.936,21.533,0.011443,1,25,0
210.05,-5.123,86.133,0.010128,1,18,0
880.51,-4.4587,21.533,0.0073191,0,0,0
855.16,-4.4513,21.533,0.0076937,0,0,0
