@relation featureMatrix


@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.2981,50,0
0.25151,50,0
0.21585,51,0
0.22722,46,0
0.25229,46,0
0.40304,44,0
0.26476,47,0
0.38014,48,0
0.31427,42,0
0.2619,44,0
0.31807,36,0
0.31974,38,0
0.28348,45,0
0.32224,44,0
0.28745,47,0
0.41398,45,0
0.74197,17,0
0.2613,46,0
0.58166,44,1
0.57134,32,1
0.95822,12,1
1.1397,13,1
1.1408,13,1
1.1622,14,1
1.2585,8,1
1.1588,8,1
0.90491,12,1
0.91934,11,1
1.0013,8,1
0.86302,9,1
0.84765,8,1
0.95395,10,1
0.96878,12,1
0.90969,12,1
0.95182,12,1
0.92415,12,1
0.88241,12,1
0.91058,10,1
0.95612,12,1
1.0655,12,1
1.0043,12,1
0.89272,12,1
0.80931,10,1
0.843,8,1
0.90206,11,1
0.7845,9,1
0.88517,8,1
0.85842,8,1
0.80063,13,1
0.83948,13,1
0.99575,11,1
1.1677,11,1
1.151,12,1
1.1527,10,1
1.2333,11,1
1.1496,11,1
1.2046,11,1
1.0609,11,1
1.062,9,1
0.99715,12,1
0.97672,12,1
1.0352,11,1
0.89134,12,1
0.97315,8,1
0.95325,12,1
1.0073,12,1
1.0707,11,1
1.0823,8,1
0.7976,13,1
0.51902,17,1
0.51064,19,0
0.51324,11,0
0.46395,11,0
0.40056,15,0
0.74455,18,0
0.80637,13,0
0.5565,9,0
0.5468,14,0
0.82691,19,0
0.63447,21,0
1.0595,7,0
0.86612,8,0
0.60096,18,0
0.44663,38,0
0.98819,13,0
1.1347,10,0
0.7737,17,0
0.67943,23,0
0.58677,14,0
0.43321,14,0
0.47074,27,0
0.58287,25,0
0.73708,12,0
0.75965,9,0
1.1502,9,1
0.38985,11,1
0.99671,12,1
1.2327,13,1
1.0554,10,1
1.341,7,1
1.3244,7,1
1.3869,7,1
1.4196,9,1
1.1906,8,1
1.0481,11,1
1.18,7,1
1.1478,8,1
1.1309,10,1
1.2338,7,1
1.186,6,1
1.1548,7,1
1.1712,6,1
1.1928,9,1
1.1701,10,1
1.1029,12,1
1.1447,9,1
1.137,10,1
0.77578,7,1
0.77196,9,1
0.80577,10,1
0.80941,11,1
0.91661,11,1
0.73885,11,1
0.71084,11,1
0.91602,12,1
0.88026,12,1
0.84604,10,1
0.88796,8,1
0.75893,6,1
0.90913,8,1
0.8326,13,1
0.8556,15,1
0.43947,59,1
0.37201,117,1
0.41864,81,1
0.48,48,1
0.46979,18,1
0.7802,12,0
0.96796,7,0
0.79965,9,0
0.92731,9,0
0.63206,18,0
0.81,14,0
0.92872,11,0
0.85051,14,0
0.59196,17,0
0.52628,10,0
0.3403,16,0
0.38513,20,0
0.29222,21,0
0.41639,22,0
0.33591,23,0
0.46708,19,0
0.5412,19,0
0.44078,23,0
0.42798,15,0
0.62691,16,0
0.39038,10,0
0.73199,12,0
0.69622,12,0
0.7344,12,0
0.6734,12,0
0.6547,12,1
0.48396,11,1
0.93764,12,1
0.9594,13,1
1.1088,13,1
1.332,7,1
1.2956,7,1
1.3271,7,1
1.1995,7,1
0.93972,11,1
0.74011,13,1
0.90163,14,1
0.94598,11,1
0.91981,14,1
0.42615,19,1
0.45439,16,1
0.72542,19,1
0.80374,14,1
0.93034,18,1
0.74306,15,1
0.96554,11,1
0.92936,12,1
0.74549,13,1
1.0105,11,1
1.0004,7,1
0.63981,11,1
0.58543,22,1
0.69746,13,1
0.83695,24,1
0.96871,9,1
1.3743,9,1
1.1553,9,1
0.9039,9,0
0.93991,9,0
0.86903,10,0
0.5527,9,0
0.45253,16,0
0.49765,18,0
0.67778,9,0
0.66394,12,0
0.57129,12,0
0.38619,16,0
0.39685,18,0
0.57774,15,0
0.57092,10,0
0.4436,9,0
0.48244,33,0
0.47325,23,0
0.40344,20,0
0.55445,17,0
0.54214,14,0
0.80167,10,0
0.98728,12,0
0.90907,16,0
0.79251,15,0
0.80338,14,0
0.84785,18,0
0.71646,9,0
0.77488,7,0
0.32932,173,0
0.30782,194,0
0.32593,222,0
0.25752,214,0
0.21977,176,0
0.27455,117,0
0.48471,38,0
0.79137,12,0
0.61959,11,1
1.0209,13,1
1.1,14,1
1.3819,15,1
1.3565,15,1
1.2593,16,1
1.2746,11,1
1.4511,8,1
1.5017,8,1
1.4777,8,1
1.4415,8,1
1.4489,8,1
1.4621,8,1
1.4885,8,1
1.4778,8,1
1.4732,8,1
1.4604,8,1
1.4689,8,1
1.464,8,1
1.4627,8,1
1.4895,8,1
1.486,8,1
1.4975,8,1
1.4863,8,1
1.4696,8,1
1.4267,8,1
1.4122,8,1
1.4271,8,1
1.4298,8,1
1.4244,8,1
1.3944,8,1
1.3545,8,1
1.3728,8,1
1.3964,8,1
1.3712,8,1
1.3788,8,1
1.3357,8,1
1.3516,8,1
1.2605,7,1
1.3436,7,1
1.2959,8,1
1.3221,8,1
1.2822,8,1
1.2339,7,1
1.2954,7,1
1.2932,7,1
1.2962,7,1
1.2872,7,1
1.054,18,1
0.91838,43,1
0.68377,44,1
0.74817,45,1
0.62101,43,1
0.45369,45,1
0.48386,50,1
0.66065,47,1
0.78354,48,1
0.69916,49,1
0.77893,49,1
0.89827,48,1
0.84983,50,1
0.9076,53,1
1.1441,52,1
1.1294,52,1
0.85856,52,1
0.49547,47,1
0.47575,51,1
0.48314,51,1
0.60561,43,1
0.77835,50,1
0.73335,51,1
0.60896,49,1
0.56497,49,1
0.90651,54,1
0.88429,54,1
0.87486,53,1
0.87938,52,1
1.2063,51,1
1.2408,51,1
1.0317,48,1
1.2248,55,1
1.1782,55,1
1.1468,54,1
1.2128,54,1
1.2459,53,1
1.2543,53,1
1.0634,52,1
1.0469,52,1
1.1822,51,1
1.0261,32,1
1.1089,49,1
1.1863,52,1
1.1777,52,1
1.0921,51,1
1.1192,50,1
1.1207,46,1
1.347,23,1
1.369,19,1
1.2814,19,1
1.263,18,1
0.6691,19,1
0.53714,21,1
0.5598,28,1
0.99059,17,1
1.2114,16,1
1.387,16,1
0.99227,20,1
0.97551,20,1
1.3415,16,1
1.4182,18,1
1.2069,23,1
1.3347,24,1
1.4816,16,1
1.439,21,1
1.3509,24,1
1.415,21,1
1.4111,76,1
1.21,48,1
1.2072,59,1
1.1515,39,1
0.85154,59,1
0.95095,44,1
1.1504,55,1
1.2548,68,1
1.2136,58,1
1.2532,39,1
1.1763,55,1
1.1988,55,1
1.2801,44,1
1.3213,30,1
1.3902,12,1
1.4786,11,1
1.4793,11,1
1.3856,12,1
1.2903,11,1
1.3882,11,1
1.4228,11,1
1.0716,16,1
0.4246,23,1
0.6939,35,1
0.52374,32,0
0.57586,32,0
0.27516,91,0
0.4503,87,0
0.54484,100,0
0.34818,200,0
0.26792,217,0
0.23558,220,0
0.24103,228,0
0.21825,233,0
0.25088,231,0
0.27726,237,0
0.22992,210,0
0.24759,227,0
0.32887,196,0
0.33088,222,0
0.67873,57,0
0.57669,49,0
0.88959,40,0
0.47158,53,0
0.21233,73,0
0.50612,64,0
0.71181,56,0
0.59003,41,0
0.45312,51,0
0.42335,56,0
0.53594,68,0
0.45594,78,0
0.51384,65,0
0.33335,67,0
0.42809,81,0
0.56037,80,0
0.29042,106,0
0.46313,63,0
0.52861,54,0
0.9371,20,0
1.1282,13,0
1.1855,12,0
1.1077,17,0
0.6616,31,0
0.61283,55,0
0.35178,47,0
0.39615,62,0
0.70309,33,0
0.38962,42,0
0.49026,45,0
0.60664,47,0
0.66074,44,0
0.57675,36,0
0.38977,37,0
0.61368,18,0
1.1516,11,0
1.0578,11,0
0.70683,9,0
1.2265,25,0
0.91801,79,0
1.228,33,0
0.31866,74,0
0.46276,69,0
0.49334,52,0
0.2991,64,0
0.34319,91,0
0.32668,85,0
0.31673,91,0
0.29133,98,0
0.39749,83,0
0.3439,75,0
0.4325,66,0
0.36357,66,0
0.33963,75,0
0.37215,76,0
0.30316,79,0
0.48715,75,0
0.42588,61,0
0.38979,57,0
0.33651,83,0
0.42044,103,0
0.36659,179,0
0.37645,202,0
0.24938,226,0
0.2429,242,0
0.24235,194,0
0.23709,184,0
0.31083,204,0
0.33706,220,0
0.32581,239,0
0.28141,229,0
0.24239,237,0
0.76035,51,0
1.0322,14,1
1.2156,13,1
1.2254,14,1
1.2711,14,1
1.345,11,1
1.3932,7,1
1.4228,7,1
1.4577,7,1
1.4082,7,1
1.3098,10,1
1.2761,12,1
1.3081,12,1
1.2718,13,1
1.2817,13,1
1.2787,13,1
1.2726,13,1
1.296,12,1
1.3153,8,1
1.3465,6,1
1.2919,8,1
1.2675,11,1
1.2988,11,1
1.2729,12,1
1.2694,12,1
1.3636,11,1
1.3099,11,1
1.2675,12,1
1.3221,12,1
1.2671,12,1
1.2919,11,1
1.2912,11,1
1.281,12,1
1.285,12,1
1.3834,12,1
1.4013,12,1
1.3546,12,1
1.3399,12,1
1.3619,12,1
1.3268,11,1
1.2999,11,1
1.2846,11,1
1.283,12,1
1.2904,11,1
1.2911,9,1
1.2561,14,1
1.2737,9,1
1.2259,15,1
1.2481,12,1
1.1879,36,1
0.92549,154,1
0.38395,210,1
0.77846,180,0
0.97335,141,0
0.82046,155,0
0.98922,136,0
0.67663,155,0
0.59428,162,0
0.70821,176,0
0.24848,187,0
0.25101,200,0
0.29974,127,0
0.52589,55,0
0.72904,55,0
0.26042,143,0
0.25949,156,0
0.21446,169,0
0.48806,152,0
0.30082,142,0
0.2743,152,0
0.2095,158,0
0.18875,154,0
0.23651,155,0
0.22508,156,0
0.25981,165,0
0.31819,168,0
0.22419,202,0
0.17405,190,0
0.23396,186,0
0.65668,47,0
1.1975,10,1
0.80457,19,1
0.99414,13,1
1.1783,14,1
1.2596,9,1
1.3789,8,1
1.4142,8,1
1.4239,7,1
1.4433,7,1
1.453,7,1
1.3391,14,1
1.3132,12,1
1.2636,13,1
1.2532,14,1
1.2815,16,1
1.2692,13,1
1.2677,13,1
1.3062,13,1
1.3103,13,1
1.3257,13,1
1.2867,13,1
1.2854,13,1
1.26,13,1
1.2899,13,1
1.339,13,1
1.362,13,1
1.3413,13,1
1.3448,13,1
1.3422,13,1
1.3571,13,1
1.3492,13,1
1.3672,13,1
1.3692,13,1
1.3802,13,1
1.3822,13,1
1.3588,13,1
1.3915,13,1
1.3747,13,1
1.3721,13,1
1.3343,19,1
1.2869,28,1
1.2311,23,1
1.2115,26,1
1.2297,21,1
1.1758,19,1
1.0095,42,1
0.95818,37,1
1.1849,44,1
1.2741,45,1
1.3015,45,1
1.2876,45,1
1.17,33,1
1.1691,42,1
1.1658,40,1
1.0751,45,1
1.0051,46,1
0.8851,49,1
0.9976,46,1
1.0083,45,1
1.0604,45,1
0.95183,48,1
0.80453,54,1
1.036,47,1
1.1063,46,1
1.0672,50,1
1.0146,57,1
1.0142,53,1
0.76881,53,1
0.75471,56,1
0.79252,54,1
0.70392,61,1
0.71442,71,1
0.62752,92,1
0.73558,66,1
0.91032,55,1
1.0594,56,1
0.93103,58,1
0.95997,54,1
1.0069,53,1
1.0988,52,1
1.1656,52,1
1.0614,52,1
0.96537,53,1
1.0753,53,1
1.1215,89,1
1.1544,100,1
1.2524,99,1
1.2515,104,1
1.1566,93,1
1.0286,64,1
1.2356,32,1
1.3249,18,1
1.3809,17,1
1.3878,17,1
1.4877,15,1
1.4692,15,1
1.5425,15,1
1.5262,15,1
1.5734,15,1
1.6071,15,1
1.594,15,1
1.6104,15,1
1.5731,15,1
1.6329,15,1
1.5904,15,1
1.6011,15,1
1.5475,15,1
1.5654,15,1
1.5026,15,1
1.501,15,1
1.4638,15,1
1.4959,15,1
1.4767,15,1
1.404,15,1
1.4619,15,1
1.4261,15,1
1.4096,15,1
1.4029,15,1
1.3139,15,1
1.3846,11,1
1.4366,11,1
1.4119,11,1
1.4454,11,1
1.4458,11,1
1.4752,11,1
1.394,11,1
1.3745,11,1
1.4264,11,1
1.4407,11,1
1.3823,11,1
1.3863,11,1
1.4158,11,1
1.4221,11,1
1.3999,11,1
1.3668,12,1
1.3851,11,1
1.4096,11,1
1.4126,16,1
1.4274,10,1
1.3914,11,1
1.4153,11,1
1.492,11,1
1.5161,11,1
1.479,11,1
1.2361,11,1
0.74536,11,1
1.072,11,0
1.2555,12,0
0.89935,16,0
0.97687,41,0
0.88753,32,0
0.75177,45,0
0.43652,94,0
0.4499,113,0
0.34102,98,0
0.30324,85,0
0.29355,109,0
0.2979,117,0
0.39409,100,0
0.41141,48,0
0.41114,56,0
0.36945,65,0
0.32236,102,0
0.30203,114,0
0.33413,112,0
0.34442,107,0
0.37704,109,0
0.30902,103,0
0.32496,104,0
0.36589,93,0
0.23684,119,0
0.29698,127,0
0.36634,196,0
0.27928,166,0
0.2505,150,0
0.3006,140,0
0.65708,14,0
0.56946,10,1
0.42499,13,1
0.43922,13,1
0.88338,12,1
1.2982,11,1
1.5356,12,1
1.5331,12,1
1.5039,12,1
1.5235,12,1
1.5235,12,1
1.4939,12,1
1.4881,12,1
1.4324,12,1
1.4392,12,1
1.4674,12,1
1.435,12,1
1.4381,12,1
1.4225,12,1
1.3291,12,1
1.345,12,1
1.2874,13,1
1.326,7,1
1.3387,6,1
1.3401,7,1
1.3832,7,1
1.3878,7,1
1.3805,9,1
1.33,13,1
1.2872,13,1
1.3125,12,1
1.3331,6,1
1.3326,6,1
1.3356,6,1
1.4149,6,1
1.3529,6,1
1.315,12,1
1.3289,8,1
1.3582,9,1
1.2876,6,1
1.2729,10,1
1.3519,7,1
1.3901,11,1
1.3081,15,1
0.94017,68,1
0.50078,44,1
0.74246,7,1
0.86158,3,1
0.58197,3,1
0.91965,3,1
0.43886,2,1
0.34899,16,1
0.23099,183,1
0.5005,133,0
0.49307,115,0
0.28958,133,0
0.19193,159,0
0.24186,146,0
0.33886,101,0
0.35291,116,0
0.29243,121,0
0.22506,126,0
0.21576,118,0
0.34731,133,0
0.36353,128,0
0.36634,137,0
0.19852,145,0
0.23705,186,0
0.18979,236,0
0.19872,215,0
0.11559,192,0
0.96102,34,0
1.1844,10,1
1.1549,10,1
1.2553,12,1
1.3641,13,1
1.2901,13,1
1.3495,7,1
1.4192,7,1
1.3585,8,1
1.3605,6,1
1.3038,13,1
1.3705,6,1
1.3905,6,1
1.2753,12,1
1.2566,12,1
1.2707,12,1
1.3062,12,1
1.2787,12,1
1.2579,12,1
1.3449,12,1
1.3532,12,1
1.3276,12,1
1.2786,12,1
1.3593,12,1
1.362,12,1
1.2633,12,1
1.2669,11,1
1.2873,11,1
1.2806,11,1
1.2818,11,1
1.3137,8,1
1.2906,11,1
1.2732,11,1
1.2527,11,1
1.2871,11,1
1.3077,12,1
1.2928,12,1
1.2693,11,1
1.2908,11,1
1.2876,11,1
1.2812,11,1
1.2451,11,1
1.3216,12,1
1.3105,12,1
1.2937,11,1
1.2688,11,1
1.2669,11,1
1.262,11,1
1.2482,12,1
1.2528,11,1
1.2754,7,1
1.2401,11,1
1.0778,12,1
0.62246,69,0
0.81238,21,0
0.57329,8,0
0.56862,22,0
0.37387,78,0
0.47994,53,0
0.56201,66,0
0.80369,74,0
0.50352,109,0
0.26069,116,0
0.36931,113,0
0.38165,122,0
0.2618,133,0
0.28337,140,0
0.24552,141,0
0.2439,165,0
0.25546,152,0
0.25091,145,0
0.24118,164,0
0.32071,156,0
0.2413,192,0
0.22231,176,0
0.35731,44,0
1.0161,11,0
0.33441,11,1
0.83678,12,1
1.2379,12,1
1.2769,13,1
1.2187,13,1
1.4156,8,1
1.4536,7,1
1.484,7,1
1.5248,7,1
1.4371,6,1
1.4101,7,1
1.4208,6,1
1.3884,8,1
1.429,7,1
1.4515,6,1
1.415,6,1
1.3804,7,1
1.3812,6,1
1.3719,6,1
1.3368,11,1
1.3243,11,1
1.3468,6,1
1.332,12,1
1.3072,9,1
1.2748,12,1
1.3099,12,1
1.2859,12,1
1.2818,12,1
1.276,12,1
1.2944,12,1
1.2801,12,1
1.2875,13,1
1.3112,14,1
1.3019,8,1
1.3338,9,1
1.3596,6,1
1.3756,9,1
1.3948,6,1
0.8569,40,1
0.46867,145,1
0.53767,108,1
0.64581,30,1
0.55879,15,1
0.46944,121,0
0.67946,40,0
0.88986,11,0
0.39652,34,0
0.29229,189,0
0.26507,148,0
0.44063,92,0
0.22526,114,0
0.24646,145,0
0.23997,145,0
0.33755,131,0
0.23257,116,0
0.28572,114,0
0.32473,119,0
0.29823,125,0
0.30915,115,0
0.38024,118,0
0.3217,117,0
0.26684,116,0
0.24942,127,0
0.37009,152,0
0.34895,204,0
0.26704,215,0
0.22441,186,0
0.33207,153,0
1.0654,41,1
1.1344,11,1
1.2574,12,1
1.2411,13,1
1.2624,14,1
1.4204,7,1
1.4627,7,1
1.5175,7,1
1.5148,7,1
1.438,6,1
1.307,8,1
1.3772,14,1
1.3406,8,1
1.3869,8,1
0.61803,11,1
0.54457,13,1
1.2284,20,1
1.2705,7,1
1.2026,24,1
1.2778,13,1
1.1982,12,1
1.1321,11,1
1.1693,12,1
1.1774,11,1
1.2022,13,1
1.2414,14,1
1.2967,11,1
1.3174,11,1
1.2482,18,1
1.4442,13,1
1.0812,22,1
0.72395,16,1
0.40415,7,0
0.5284,6,0
0.38581,22,0
0.58232,64,0
0.66029,147,0
0.29204,171,0
0.24864,199,0
0.19838,195,0
0.18197,180,0
0.13372,147,0
0.26306,139,0
0.2458,134,0
0.31714,134,0
0.26316,152,0
0.21507,166,0
0.22439,157,0
0.20501,136,0
0.25083,157,0
0.20465,164,0
0.24851,161,0
0.30137,167,0
0.37324,140,0
0.43347,199,0
0.35057,213,0
0.2803,204,0
0.36408,44,0
0.34407,15,0
0.093884,10,0
0.016225,5,0
0.038429,11,0
0.0051201,11,0
0.00017405,2,0
0.05905,16,0
0.01993,19,0
0.06448,5,0
0.043547,7,1
0.4297,15,1
0.53802,14,1
0.63446,15,1
0.81124,15,1
0.73395,16,1
0.87011,10,1
0.78466,8,1
0.77339,8,1
1.0234,8,1
1.1157,8,1
1.0421,8,1
0.64438,8,1
0.79248,8,1
1.0422,8,1
0.97157,8,1
0.73311,8,1
0.67555,8,1
0.99513,8,1
1.1452,8,1
0.95454,8,1
0.95216,8,1
1.1574,8,1
1.1535,8,1
1.1391,8,1
1.1438,8,1
1.2681,8,1
1.0892,8,1
0.81052,9,1
0.89727,8,1
1.1292,8,1
0.90944,8,1
0.90851,8,1
1.0812,8,1
1.0345,8,1
0.96344,8,1
0.99474,8,1
0.72872,8,1
0.59729,7,1
0.78807,9,1
0.81736,7,1
0.79052,8,1
0.90979,7,1
0.99758,8,1
0.85624,8,1
0.59816,7,1
0.66953,7,1
0.84728,9,1
0.86556,21,1
0.75785,44,1
0.59086,42,1
0.66992,45,1
0.567,43,1
0.41267,45,1
0.40654,48,1
0.60616,47,1
0.75518,47,1
0.6893,49,1
0.7176,50,1
0.83323,48,1
0.82123,50,1
0.84184,53,1
1.0349,52,1
0.99444,52,1
0.78149,52,1
0.42645,47,1
0.4173,48,1
0.45515,49,1
0.58154,42,1
0.71393,50,1
0.69488,50,1
0.60714,50,1
0.55716,49,1
0.83777,54,1
0.78351,54,1
0.81222,53,1
0.78042,52,1
1.0581,51,1
1.1047,51,1
0.89612,49,1
1.0254,55,1
1.0053,55,1
0.9554,54,1
0.97526,54,1
0.90494,53,1
0.99977,53,1
0.93703,52,1
0.81075,52,1
0.93493,51,1
0.75724,35,1
0.90061,50,1
0.89698,52,1
0.74028,52,1
0.66144,51,1
0.89911,50,1
0.79653,46,1
0.83279,22,1
0.93136,20,1
1.0303,19,1
0.71768,18,1
0.17656,19,1
0.073627,26,1
0.30228,29,1
0.2584,19,1
0.28578,16,1
0.5924,16,1
0.39338,21,1
0.23571,26,1
0.45303,15,1
0.76134,16,1
0.63708,23,1
0.51104,22,1
0.70635,16,1
0.81959,19,1
0.65437,24,1
0.72032,20,1
0.3677,70,1
0.26878,47,1
0.15211,58,1
0.22171,49,1
0.08371,42,1
0.020131,23,1
0.12503,49,1
0.42312,68,1
0.2481,60,1
0.0979,29,1
0.10442,40,1
0.13026,50,1
0.32607,45,1
0.2776,32,1
0.39784,13,1
0.61887,11,1
0.54496,11,1
0.39835,11,1
0.1472,13,1
0.18501,13,1
0.31625,14,1
0.057294,14,1
0.0005171,2,1
0.089418,9,1
0.00020154,2,0
0.01071,11,0
0.0067156,14,0
0.055113,27,0
0.058457,22,0
0.00021437,1,0
0,1,0
0.036749,5,0
0.081752,10,0
3.4215e-05,1,0
0.00025411,2,0
0.0029851,11,0
0.020577,11,0
5.8256e-05,4,0
0.004882,6,0
0.036367,16,0
0.00012136,2,0
0.13266,12,0
0.050873,18,0
0.1836,13,0
0.00024791,3,0
0.085993,5,0
0.12597,11,0
0,1,0
2.467e-05,1,0
4.3989e-05,3,0
0.016461,7,0
0.1858,11,0
0.0056468,13,0
0.0088173,11,0
0.4111,9,0
0.044177,10,0
0.0096791,9,0
0.12237,21,0
0.088633,28,0
0.051996,21,0
0.16164,6,0
0.25221,13,0
0.12031,19,0
0.048036,24,0
0.0099408,17,0
0.074076,14,0
0.13269,14,0
0.0013113,6,0
0.0079042,11,0
0.0051641,13,0
0.00013705,5,0
0.0013095,11,0
0.017652,23,0
0.02478,9,0
0.039352,11,0
0.20035,8,0
0.1093,8,0
0.27122,9,0
0.0068529,1,0
3.2715e-05,3,0
0.10748,10,0
0.087347,8,0
0.013171,26,0
0.1664,19,0
0.062523,2,0
4.1751e-05,1,0
0.00012195,5,0
0.13172,16,0
0.0080797,12,0
0.0080585,21,0
0.0020524,29,0
0.15275,37,0
0.051672,30,0
0.0031484,9,0
2.6133e-05,1,0
0.0013097,11,0
0.09775,8,0
0,1,0
0.015234,5,0
0.08978,8,0
0.16156,25,0
2.1807e-05,1,0
0.143,12,0
0.076949,10,0
0.051873,26,0
0.0018542,17,0
0.0012303,9,0
0.05346,35,0
0.00028612,7,0
0.00031589,2,0
0.00087184,17,0
0.10543,32,0
0.043955,16,0
0.1528,21,1
0.33418,13,1
0.52401,16,1
0.66561,14,1
0.94173,13,1
0.95078,7,1
0.84446,8,1
1.0373,8,1
0.96424,7,1
0.79372,16,1
0.63459,12,1
0.69031,12,1
0.81783,14,1
0.84483,13,1
0.77674,14,1
0.70395,14,1
0.88757,12,1
0.92238,14,1
0.57791,8,1
0.46067,9,1
0.82815,13,1
0.92304,13,1
0.8024,16,1
0.82341,13,1
1.1656,11,1
0.9917,12,1
0.74271,18,1
0.76872,14,1
0.91872,13,1
0.67646,14,1
0.51921,11,1
0.80622,12,1
0.97775,12,1
1.0843,12,1
1.0321,12,1
0.94139,12,1
0.772,12,1
0.76583,12,1
0.9777,11,1
0.92423,9,1
1.0841,11,1
1.027,11,1
0.76092,10,1
0.8112,8,1
0.8144,13,1
0.77456,12,1
0.97347,14,1
0.90423,8,1
0.52487,30,1
0.18344,94,1
0.040551,79,1
0.23917,20,0
0.00031861,5,0
0.018481,5,0
0.80071,19,0
0.028598,14,0
4.9896e-05,4,0
0.00035453,7,0
0.26916,10,0
0.0038001,15,0
0.0043119,40,0
0.094349,53,0
0.36089,66,0
0.01882,116,0
0.0045155,70,0
0.011483,54,0
0.26257,95,0
0.0035508,48,0
0.0015649,16,0
0.027961,16,0
0.17268,54,0
0.0051411,24,0
0.045222,7,0
0.062575,27,0
0.00026046,6,0
0.0001147,4,0
0.0073994,15,0
0.064326,11,0
0.04636,7,0
0.27211,10,1
0.28347,10,1
0.52943,11,1
0.96875,14,1
1.0836,8,1
1.0574,8,1
1.0735,8,1
0.93261,7,1
0.94886,7,1
1.2407,7,1
1.0279,13,1
0.75411,12,1
0.79251,13,1
0.79829,10,1
0.69001,13,1
0.54221,14,1
0.65253,13,1
0.97512,13,1
1.0973,13,1
0.92598,13,1
0.76006,13,1
0.85246,13,1
0.95738,13,1
0.72677,13,1
0.7533,13,1
0.88999,13,1
0.99468,13,1
0.88397,13,1
0.81544,13,1
0.98867,13,1
1.0863,13,1
1.0239,13,1
1.0701,13,1
1.1666,13,1
1.1253,13,1
0.85837,13,1
0.81098,13,1
1.0567,13,1
0.90687,13,1
0.80932,17,1
0.83998,27,1
0.92437,22,1
0.94526,21,1
0.78652,17,1
0.60253,25,1
0.53128,41,1
0.75472,37,1
1.0669,45,1
1.2044,45,1
1.1756,45,1
1.212,45,1
1.1354,35,1
1.1295,44,1
1.1387,41,1
1.0648,45,1
1.0017,45,1
0.8535,47,1
0.94548,46,1
0.99139,45,1
1.0441,45,1
0.91186,48,1
0.76788,52,1
0.99693,47,1
1.0901,47,1
1.0535,50,1
0.9639,57,1
0.99063,53,1
0.76373,53,1
0.73641,57,1
0.75236,53,1
0.68086,60,1
0.70972,69,1
0.62455,91,1
0.72062,64,1
0.87457,55,1
1.0537,56,1
0.90335,59,1
0.91977,54,1
0.97734,53,1
1.0229,52,1
1.0873,52,1
0.9271,52,1
0.84792,53,1
0.9629,53,1
1.0206,91,1
1.1021,100,1
1.1857,99,1
1.2058,104,1
1.1017,93,1
0.91363,66,1
1.0875,35,1
1.1071,18,1
1.1785,17,1
1.2695,16,1
1.1894,15,1
1.1577,15,1
1.2074,15,1
1.2878,15,1
1.3523,15,1
1.2285,15,1
1.2727,15,1
1.3857,15,1
1.2579,15,1
1.201,15,1
1.2779,15,1
1.4393,15,1
1.1721,15,1
0.90588,15,1
1.0977,15,1
0.96938,15,1
0.74136,15,1
0.47114,15,1
0.85285,15,1
0.7251,15,1
0.37884,15,1
0.42872,15,1
0.4595,16,1
0.59296,14,1
0.33497,15,1
0.38769,10,1
0.5984,11,1
0.64739,11,1
0.45686,11,1
0.55015,11,1
0.61376,10,1
0.49263,10,1
0.31638,11,1
0.43104,10,1
0.50712,10,1
0.61915,10,1
0.64099,10,1
0.55433,10,1
0.4975,11,1
0.27263,10,1
0.40594,10,1
0.82063,11,1
0.67493,11,1
0.76476,11,1
0.84166,10,1
0.88735,10,1
0.76104,11,1
0.77284,11,1
1.1282,11,1
1.2213,11,1
0.8842,11,1
0.14968,10,1
0.011721,5,0
0.28752,11,0
1.5899e-05,1,0
0.010331,11,0
0.29399,5,0
0.02152,13,0
0,1,0
0.0015035,13,0
0.00030847,9,0
0.0070143,12,0
0.0042973,18,0
0.00010747,1,0
0.00025756,8,0
0.014524,28,0
0.05243,14,0
0.010962,6,0
0.022252,10,0
0.046791,17,0
0.089414,19,0
0.019238,8,0
0.0057118,10,0
0.014197,4,0
0.093472,11,0
0.034474,13,0
0.00067883,2,0
0.0055689,13,0
0.050173,5,0
0.14808,12,0
0,1,0
5.2891e-05,1,0
0.031726,4,0
0.15331,14,1
0.072888,14,1
0.001042,5,1
0.091431,8,1
0.53811,11,1
0.66756,12,1
0.63329,12,1
1.0167,12,1
1.2903,12,1
1.1874,12,1
1.1196,12,1
1.2399,12,1
1.2072,12,1
0.87126,12,1
0.81238,12,1
0.91974,12,1
0.90617,12,1
0.94814,12,1
0.91813,12,1
1.0352,12,1
0.96564,12,1
0.82876,7,1
0.68538,7,1
0.72964,7,1
0.91368,7,1
0.96838,8,1
1.161,7,1
1.0359,12,1
0.87215,13,1
0.80824,12,1
0.86385,8,1
0.91683,6,1
0.74337,6,1
1.0776,6,1
0.9872,7,1
0.72019,8,1
0.76855,11,1
0.75598,8,1
1.0365,13,1
0.68357,8,1
0.60397,8,1
0.80043,10,1
0.6565,25,1
0.10268,31,1
0.029589,37,1
0.30406,11,1
0.19531,2,1
0.099822,5,1
0.29499,4,1
0.10976,30,1
0.0099344,17,1
0.00034037,9,1
0.0068671,11,0
0.037853,46,0
0.059231,7,0
0.0033121,9,0
0.074002,14,0
0.18888,7,0
0.061856,21,0
0.012525,10,0
0.032936,7,0
0.063266,12,0
0.0060308,15,0
0.18538,10,0
0.20681,13,0
